dataset,count,method,dimensions,rho.seuclidean
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,96,0.047508790418386106
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,8,0.025763123256461587
TabulaMuris_Tongue_FACS,logcounts,kpca-rbf,48,0.03885933217348057
TabulaMuris_Tongue_FACS,logcounts,isomap,4,-0.014878039628199294
TabulaMuris_Tongue_FACS,logcounts,isomap,32,-0.12142665014498234
TabulaMuris_Tongue_FACS,logcounts,isomap,2,0.0037932432782838807
TabulaMuris_Tongue_FACS,logcounts,isomap,16,-0.06674018534802888
TabulaMuris_Tongue_FACS,logcounts,isomap,96,-0.15564226432991918
TabulaMuris_Tongue_FACS,logcounts,isomap,8,-0.013664414203946065
TabulaMuris_Tongue_FACS,logcounts,isomap,48,-0.1336729341023489
TabulaMuris_Tongue_FACS,logcounts,saucie,4,0.01895721056989105
TabulaMuris_Tongue_FACS,logcounts,saucie,32,0.01419164893237489
TabulaMuris_Tongue_FACS,logcounts,saucie,2,0.03494407865672593
TabulaMuris_Tongue_FACS,logcounts,saucie,16,-0.03931569179304302
TabulaMuris_Tongue_FACS,logcounts,saucie,96,0.015359513923991203
TabulaMuris_Tongue_FACS,logcounts,saucie,8,-0.006063444724730039
TabulaMuris_Tongue_FACS,logcounts,saucie,48,0.006361877034418114
TabulaMuris_Tongue_FACS,logcounts,bd,4,0.08921127789280757
TabulaMuris_Tongue_FACS,logcounts,bd,32,0.42669770715371574
TabulaMuris_Tongue_FACS,logcounts,bd,2,-0.004729623688669558
TabulaMuris_Tongue_FACS,logcounts,bd,16,0.3785709981658317
TabulaMuris_Tongue_FACS,logcounts,bd,96,0.3738283852976586
TabulaMuris_Tongue_FACS,logcounts,bd,8,0.1753443699586772
TabulaMuris_Tongue_FACS,logcounts,bd,48,0.3441771686384941
TabulaMuris_Tongue_FACS,logcounts,lda,4,0.01267610809144912
TabulaMuris_Tongue_FACS,logcounts,lda,32,0.21205763394819716
TabulaMuris_Tongue_FACS,logcounts,lda,2,-0.06391484914743856
TabulaMuris_Tongue_FACS,logcounts,lda,16,0.14086649615757402
TabulaMuris_Tongue_FACS,logcounts,lda,96,0.34520402761109714
TabulaMuris_Tongue_FACS,logcounts,lda,8,0.1645845184463145
TabulaMuris_Tongue_FACS,logcounts,lda,48,0.21104583592470358
TabulaMuris_Tongue_FACS,logcounts,spectral,4,0.18747046953450647
TabulaMuris_Tongue_FACS,logcounts,spectral,32,0.2649157321475696
TabulaMuris_Tongue_FACS,logcounts,spectral,2,0.17188542685101932
TabulaMuris_Tongue_FACS,logcounts,spectral,16,0.2748311134136522
TabulaMuris_Tongue_FACS,logcounts,spectral,96,0.2024152253218925
TabulaMuris_Tongue_FACS,logcounts,spectral,8,0.21303634671170454
TabulaMuris_Tongue_FACS,logcounts,spectral,48,0.23661719338220563
TabulaMuris_Tongue_FACS,logcounts,grp,4,0.07857811651383192
TabulaMuris_Tongue_FACS,logcounts,grp,32,0.20598272749689034
TabulaMuris_Tongue_FACS,logcounts,grp,2,0.032129361867935885
TabulaMuris_Tongue_FACS,logcounts,grp,16,0.11783622462021862
TabulaMuris_Tongue_FACS,logcounts,grp,96,0.33955205484363216
TabulaMuris_Tongue_FACS,logcounts,grp,8,0.10811194879119158
TabulaMuris_Tongue_FACS,logcounts,grp,48,0.26069849483401963
TabulaMuris_Tongue_FACS,logcounts,fa,4,0.22449682978113114
TabulaMuris_Tongue_FACS,logcounts,fa,32,0.6145311515423135
TabulaMuris_Tongue_FACS,logcounts,fa,2,0.08790802463685003
TabulaMuris_Tongue_FACS,logcounts,fa,16,0.4892391427626852
TabulaMuris_Tongue_FACS,logcounts,fa,96,0.7695547045229492
TabulaMuris_Tongue_FACS,logcounts,fa,8,0.34685394136058534
TabulaMuris_Tongue_FACS,logcounts,fa,48,0.6718839924252076
TabulaMuris_Tongue_FACS,logcounts,mctsne,4,0.21729816038388675
TabulaMuris_Tongue_FACS,logcounts,mctsne,32,nan
TabulaMuris_Tongue_FACS,logcounts,mctsne,2,0.14534052965119523
TabulaMuris_Tongue_FACS,logcounts,mctsne,96,nan
TabulaMuris_Tongue_FACS,logcounts,mctsne,8,0.16084207186604077
TabulaMuris_Tongue_FACS,logcounts,mctsne,48,0.19264643202818474
TabulaMuris_Tongue_FACS,logcounts,nmf,4,0.08699145886198482
TabulaMuris_Tongue_FACS,logcounts,nmf,32,0.35620469980771513
TabulaMuris_Tongue_FACS,logcounts,nmf,2,-0.003999486443176525
TabulaMuris_Tongue_FACS,logcounts,nmf,16,0.269177347531349
TabulaMuris_Tongue_FACS,logcounts,nmf,96,0.4104407427020176
TabulaMuris_Tongue_FACS,logcounts,nmf,8,0.13634679305209432
TabulaMuris_Tongue_FACS,logcounts,nmf,48,0.4085187453596549
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,4,0.17573894470993615
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,32,0.38101587211142546
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,2,0.10309033816151965
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,16,0.3124735418091884
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,96,0.4233633607366225
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,8,0.25770486254296177
TabulaMuris_Tongue_FACS,logcounts,kpca-pol,48,0.4066498953035088
TabulaMuris_Tongue_FACS,logcounts,vasc,4,0.21842465597867688
TabulaMuris_Tongue_FACS,logcounts,vasc,32,nan
TabulaMuris_Tongue_FACS,logcounts,vasc,2,0.08824198225781468
TabulaMuris_Tongue_FACS,logcounts,vasc,16,nan
TabulaMuris_Tongue_FACS,logcounts,vasc,96,nan
TabulaMuris_Tongue_FACS,logcounts,vasc,8,0.11285485379314991
TabulaMuris_Tongue_FACS,logcounts,vasc,48,nan
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,4,0.1749061779785866
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,32,0.3007080743007031
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,2,0.06429402010473825
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,16,0.2817846935012999
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,96,0.22769483975574775
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,8,0.2113906452635616
TabulaMuris_Tongue_FACS,logcounts,kpca-cos,48,0.2734387397799447
TabulaMuris_Tongue_FACS,logcounts,pca,4,0.2025067649296346
TabulaMuris_Tongue_FACS,logcounts,pca,32,0.40986563119087505
TabulaMuris_Tongue_FACS,logcounts,pca,2,0.08381481528730397
TabulaMuris_Tongue_FACS,logcounts,pca,16,0.332502137429818
TabulaMuris_Tongue_FACS,logcounts,pca,96,0.44023382364669933
TabulaMuris_Tongue_FACS,logcounts,pca,8,0.2656721124023823
TabulaMuris_Tongue_FACS,logcounts,pca,48,0.468432338463371
TabulaMuris_Tongue_FACS,logcounts,pmf,4,0.16984702903241788
TabulaMuris_Tongue_FACS,logcounts,pmf,32,0.3313849036631214
TabulaMuris_Tongue_FACS,logcounts,pmf,2,0.15056319388800346
TabulaMuris_Tongue_FACS,logcounts,pmf,16,0.22972102612977996
TabulaMuris_Tongue_FACS,logcounts,pmf,96,0.44009368957319506
TabulaMuris_Tongue_FACS,logcounts,pmf,8,0.18236917845620554
TabulaMuris_Tongue_FACS,logcounts,pmf,48,0.3361005248798883
TabulaMuris_Tongue_FACS,logcounts,snmf,4,0.07382720964355427
TabulaMuris_Tongue_FACS,logcounts,snmf,32,0.27879861965042263
TabulaMuris_Tongue_FACS,logcounts,snmf,2,-0.0019640000682772866
TabulaMuris_Tongue_FACS,logcounts,snmf,16,0.22655885273883086
TabulaMuris_Tongue_FACS,logcounts,snmf,8,0.147551528859936
TabulaMuris_Tongue_FACS,logcounts,snmf,48,0.3308834986905825
TabulaMuris_Tongue_FACS,logcounts,ipca,4,0.20250675281126143
TabulaMuris_Tongue_FACS,logcounts,ipca,32,0.4101831075829973
TabulaMuris_Tongue_FACS,logcounts,ipca,2,0.08381481476799829
TabulaMuris_Tongue_FACS,logcounts,ipca,16,0.33125341175417317
TabulaMuris_Tongue_FACS,logcounts,ipca,96,0.4406331764766863
TabulaMuris_Tongue_FACS,logcounts,ipca,8,0.2656842398368064
TabulaMuris_Tongue_FACS,logcounts,ipca,48,0.467265902477932
TabulaMuris_Tongue_FACS,logcounts,icm,4,0.0985441836925447
TabulaMuris_Tongue_FACS,logcounts,icm,32,0.31364485609791704
TabulaMuris_Tongue_FACS,logcounts,icm,2,-0.002665833299614063
TabulaMuris_Tongue_FACS,logcounts,icm,16,0.21165940664965707
TabulaMuris_Tongue_FACS,logcounts,icm,96,0.40760651212675747
TabulaMuris_Tongue_FACS,logcounts,icm,8,0.10879467755905564
TabulaMuris_Tongue_FACS,logcounts,icm,48,0.40911187272790894
TabulaMuris_Tongue_FACS,logcounts,ivis,4,-0.10733279737023382
TabulaMuris_Tongue_FACS,logcounts,ivis,32,-0.017925368565432555
TabulaMuris_Tongue_FACS,logcounts,ivis,2,-0.12918490374565136
TabulaMuris_Tongue_FACS,logcounts,ivis,16,0.08240443437557296
TabulaMuris_Tongue_FACS,logcounts,ivis,96,0.05971176705283228
TabulaMuris_Tongue_FACS,logcounts,ivis,8,0.050986054923869484
TabulaMuris_Tongue_FACS,logcounts,ivis,48,-0.11002575255775057
TabulaMuris_Trachea_FACS,counts,spca,4,0.012587688754068908
TabulaMuris_Trachea_FACS,counts,spca,32,0.11853937327480368
TabulaMuris_Trachea_FACS,counts,spca,2,0.19736995082013903
TabulaMuris_Trachea_FACS,counts,spca,16,0.05355804162985798
TabulaMuris_Trachea_FACS,counts,spca,96,0.21669296567999283
TabulaMuris_Trachea_FACS,counts,spca,8,-0.012889575062160015
TabulaMuris_Trachea_FACS,counts,spca,48,0.1277304049322671
TabulaMuris_Trachea_FACS,counts,tsvd,4,0.043601261244387325
TabulaMuris_Trachea_FACS,counts,tsvd,32,0.1131942168483907
TabulaMuris_Trachea_FACS,counts,tsvd,2,0.12003305848699532
TabulaMuris_Trachea_FACS,counts,tsvd,16,0.07032268414821342
TabulaMuris_Trachea_FACS,counts,tsvd,96,0.16035985409002065
TabulaMuris_Trachea_FACS,counts,tsvd,8,-0.014554858747360138
TabulaMuris_Trachea_FACS,counts,tsvd,48,0.08983548559139234
TabulaMuris_Trachea_FACS,counts,spca-batch,4,0.22371430056453032
TabulaMuris_Trachea_FACS,counts,spca-batch,32,0.14113905257873013
TabulaMuris_Trachea_FACS,counts,spca-batch,2,0.060545793913539155
TabulaMuris_Trachea_FACS,counts,spca-batch,16,0.24696243241162127
TabulaMuris_Trachea_FACS,counts,spca-batch,96,0.21053716849497064
TabulaMuris_Trachea_FACS,counts,spca-batch,8,0.16069965028046787
TabulaMuris_Trachea_FACS,counts,spca-batch,48,0.19552505379862584
TabulaMuris_Trachea_FACS,counts,zifa,4,0.4806349466153373
TabulaMuris_Trachea_FACS,counts,zifa,32,0.6443427113854652
TabulaMuris_Trachea_FACS,counts,zifa,2,0.3961695684106147
TabulaMuris_Trachea_FACS,counts,zifa,16,0.5495903428176153
TabulaMuris_Trachea_FACS,counts,zifa,8,0.5851261135896386
TabulaMuris_Trachea_FACS,counts,zifa,48,0.6055753072066922
TabulaMuris_Trachea_FACS,counts,nsnmf,4,0.2851246043635936
TabulaMuris_Trachea_FACS,counts,nsnmf,32,0.5755293109217365
TabulaMuris_Trachea_FACS,counts,nsnmf,2,0.2946530234354852
TabulaMuris_Trachea_FACS,counts,nsnmf,16,0.5081536662999108
TabulaMuris_Trachea_FACS,counts,nsnmf,96,0.5458173992595269
TabulaMuris_Trachea_FACS,counts,nsnmf,8,0.3168432494897001
TabulaMuris_Trachea_FACS,counts,nsnmf,48,0.6457975963236904
TabulaMuris_Trachea_FACS,counts,vpac,4,0.22675022834194247
TabulaMuris_Trachea_FACS,counts,vpac,32,0.39647872433073234
TabulaMuris_Trachea_FACS,counts,vpac,2,0.23025631387836631
TabulaMuris_Trachea_FACS,counts,vpac,16,0.3998293801236864
TabulaMuris_Trachea_FACS,counts,vpac,96,0.34684687762445704
TabulaMuris_Trachea_FACS,counts,vpac,8,0.44549099911709933
TabulaMuris_Trachea_FACS,counts,vpac,48,0.41565931882878726
TabulaMuris_Trachea_FACS,counts,umap,4,0.16141894767831075
TabulaMuris_Trachea_FACS,counts,umap,32,0.16065549194977008
TabulaMuris_Trachea_FACS,counts,umap,2,0.17148516984804138
TabulaMuris_Trachea_FACS,counts,umap,16,0.20764994030533016
TabulaMuris_Trachea_FACS,counts,umap,96,0.02981052968908714
TabulaMuris_Trachea_FACS,counts,umap,8,0.1656006109898845
TabulaMuris_Trachea_FACS,counts,umap,48,0.14683723509226196
TabulaMuris_Trachea_FACS,counts,kpca-sig,4,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,32,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,2,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,16,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,96,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,8,nan
TabulaMuris_Trachea_FACS,counts,kpca-sig,48,nan
TabulaMuris_Trachea_FACS,counts,nmf2,4,0.1492907302361049
TabulaMuris_Trachea_FACS,counts,nmf2,32,0.111342128281687
TabulaMuris_Trachea_FACS,counts,nmf2,2,0.175555086144005
TabulaMuris_Trachea_FACS,counts,nmf2,16,0.17325393832745992
TabulaMuris_Trachea_FACS,counts,nmf2,96,0.2825163520657505
TabulaMuris_Trachea_FACS,counts,nmf2,8,0.12624008748870766
TabulaMuris_Trachea_FACS,counts,nmf2,48,0.26864114935761263
TabulaMuris_Trachea_FACS,counts,srp,4,0.15656459782335153
TabulaMuris_Trachea_FACS,counts,srp,32,0.442145276164927
TabulaMuris_Trachea_FACS,counts,srp,2,0.08813081290908624
TabulaMuris_Trachea_FACS,counts,srp,16,0.213170960290421
TabulaMuris_Trachea_FACS,counts,srp,96,0.362999479877202
TabulaMuris_Trachea_FACS,counts,srp,8,0.25621168948323514
TabulaMuris_Trachea_FACS,counts,srp,48,0.41592679772813795
TabulaMuris_Trachea_FACS,counts,psmf,4,0.46797802854689524
TabulaMuris_Trachea_FACS,counts,psmf,32,0.5474877616443503
TabulaMuris_Trachea_FACS,counts,psmf,2,0.35318234294197137
TabulaMuris_Trachea_FACS,counts,psmf,16,0.47167915286477113
TabulaMuris_Trachea_FACS,counts,psmf,96,0.6578138719629368
TabulaMuris_Trachea_FACS,counts,psmf,8,0.4263395629211034
TabulaMuris_Trachea_FACS,counts,psmf,48,0.5615169588932388
TabulaMuris_Trachea_FACS,counts,fica,4,0.01258908512436595
TabulaMuris_Trachea_FACS,counts,fica,32,0.10460021608256498
TabulaMuris_Trachea_FACS,counts,fica,2,0.19737043213659253
TabulaMuris_Trachea_FACS,counts,fica,16,0.05356282687430775
TabulaMuris_Trachea_FACS,counts,fica,96,0.15669164748952535
TabulaMuris_Trachea_FACS,counts,fica,8,-0.012887426788542117
TabulaMuris_Trachea_FACS,counts,fica,48,0.09640154944324952
TabulaMuris_Trachea_FACS,counts,lle,4,0.41314715456666956
TabulaMuris_Trachea_FACS,counts,lle,32,0.23828977774143528
TabulaMuris_Trachea_FACS,counts,lle,2,0.35259224188691995
TabulaMuris_Trachea_FACS,counts,lle,16,0.325607871750029
TabulaMuris_Trachea_FACS,counts,lle,96,0.07845140380643884
TabulaMuris_Trachea_FACS,counts,lle,8,0.48882798916945397
TabulaMuris_Trachea_FACS,counts,lle,48,0.17107946988744868
TabulaMuris_Trachea_FACS,counts,lsnmf,4,0.012909588497464474
TabulaMuris_Trachea_FACS,counts,lsnmf,32,0.002432183897867879
TabulaMuris_Trachea_FACS,counts,lsnmf,2,0.011463704610285235
TabulaMuris_Trachea_FACS,counts,lsnmf,16,-0.009379361779954092
TabulaMuris_Trachea_FACS,counts,lsnmf,96,-0.006258349774293942
TabulaMuris_Trachea_FACS,counts,lsnmf,8,0.00565972317751398
TabulaMuris_Trachea_FACS,counts,lsnmf,48,-0.0026554777750140168
TabulaMuris_Trachea_FACS,counts,phate,4,0.06756382292303077
TabulaMuris_Trachea_FACS,counts,phate,32,0.05144664412071976
TabulaMuris_Trachea_FACS,counts,phate,2,0.20371130672199286
TabulaMuris_Trachea_FACS,counts,phate,16,0.0005034485260983179
TabulaMuris_Trachea_FACS,counts,phate,96,0.012423596134853812
TabulaMuris_Trachea_FACS,counts,phate,8,0.04048572002190873
TabulaMuris_Trachea_FACS,counts,phate,48,0.002702726324385241
TabulaMuris_Trachea_FACS,counts,kpca-rbf,4,0.007344259547163352
TabulaMuris_Trachea_FACS,counts,kpca-rbf,32,-0.0011533535512868666
TabulaMuris_Trachea_FACS,counts,kpca-rbf,2,0.0018270521883397767
TabulaMuris_Trachea_FACS,counts,kpca-rbf,16,0.007819418703020468
TabulaMuris_Trachea_FACS,counts,kpca-rbf,96,0.0012366116592302757
TabulaMuris_Trachea_FACS,counts,kpca-rbf,8,0.033507671185199234
TabulaMuris_Trachea_FACS,counts,kpca-rbf,48,-0.00021346102357952431
TabulaMuris_Trachea_FACS,counts,isomap,4,0.09561716585117705
TabulaMuris_Trachea_FACS,counts,isomap,32,0.10576134564332693
TabulaMuris_Trachea_FACS,counts,isomap,2,0.24638374680933212
TabulaMuris_Trachea_FACS,counts,isomap,16,0.1675747485117237
TabulaMuris_Trachea_FACS,counts,isomap,96,0.04173591925711964
TabulaMuris_Trachea_FACS,counts,isomap,8,0.16232430736886258
TabulaMuris_Trachea_FACS,counts,isomap,48,0.06260331362283462
TabulaMuris_Trachea_FACS,counts,saucie,4,0.03258052102943673
TabulaMuris_Trachea_FACS,counts,saucie,32,0.010723728250520058
TabulaMuris_Trachea_FACS,counts,saucie,2,-0.0059369020898630024
TabulaMuris_Trachea_FACS,counts,saucie,16,-0.008776355854235019
TabulaMuris_Trachea_FACS,counts,saucie,96,0.026945727164302057
TabulaMuris_Trachea_FACS,counts,saucie,8,0.015498824655104517
TabulaMuris_Trachea_FACS,counts,saucie,48,-0.024036655499276315
TabulaMuris_Trachea_FACS,counts,bd,4,0.02294930148332313
TabulaMuris_Trachea_FACS,counts,bd,32,0.12467498525542532
TabulaMuris_Trachea_FACS,counts,bd,2,0.08014880072375827
TabulaMuris_Trachea_FACS,counts,bd,16,0.11640969563281287
TabulaMuris_Trachea_FACS,counts,bd,96,0.1649562098867349
TabulaMuris_Trachea_FACS,counts,bd,8,-0.03285427808768623
TabulaMuris_Trachea_FACS,counts,bd,48,0.15491167290815722
TabulaMuris_Trachea_FACS,counts,lda,4,0.17983996456150514
TabulaMuris_Trachea_FACS,counts,lda,32,0.5473945400172239
TabulaMuris_Trachea_FACS,counts,lda,2,0.35615357693433713
TabulaMuris_Trachea_FACS,counts,lda,16,0.48753599659197006
TabulaMuris_Trachea_FACS,counts,lda,96,0.44480400021471617
TabulaMuris_Trachea_FACS,counts,lda,8,0.38344971468338146
TabulaMuris_Trachea_FACS,counts,lda,48,0.5092701218024631
TabulaMuris_Trachea_FACS,counts,spectral,4,0.1186543859585118
TabulaMuris_Trachea_FACS,counts,spectral,32,-0.20780903293204067
TabulaMuris_Trachea_FACS,counts,spectral,2,0.19357768032486394
TabulaMuris_Trachea_FACS,counts,spectral,16,-0.1962356755571512
TabulaMuris_Trachea_FACS,counts,spectral,96,-0.04354304070053048
TabulaMuris_Trachea_FACS,counts,spectral,8,-0.021506856808204244
TabulaMuris_Trachea_FACS,counts,spectral,48,-0.1126365754964575
TabulaMuris_Trachea_FACS,counts,grp,4,0.2577610130115012
TabulaMuris_Trachea_FACS,counts,grp,32,0.2528310306354241
TabulaMuris_Trachea_FACS,counts,grp,2,0.20306298677640955
TabulaMuris_Trachea_FACS,counts,grp,16,0.22936567768354946
TabulaMuris_Trachea_FACS,counts,grp,96,0.24092909688291553
TabulaMuris_Trachea_FACS,counts,grp,8,0.26761942166978986
TabulaMuris_Trachea_FACS,counts,grp,48,0.2571886252394878
TabulaMuris_Trachea_FACS,counts,fa,4,0.42757265834529773
TabulaMuris_Trachea_FACS,counts,fa,32,0.646429495673922
TabulaMuris_Trachea_FACS,counts,fa,2,0.356532707980921
TabulaMuris_Trachea_FACS,counts,fa,16,0.4418837179183307
TabulaMuris_Trachea_FACS,counts,fa,96,0.7014207150370337
TabulaMuris_Trachea_FACS,counts,fa,8,0.43831694600389565
TabulaMuris_Trachea_FACS,counts,fa,48,0.6475544170302754
TabulaMuris_Trachea_FACS,counts,mctsne,4,0.11712998580428186
TabulaMuris_Trachea_FACS,counts,mctsne,32,nan
TabulaMuris_Trachea_FACS,counts,mctsne,2,0.06011052950043607
TabulaMuris_Trachea_FACS,counts,mctsne,96,-0.018549582491884178
TabulaMuris_Trachea_FACS,counts,mctsne,8,0.06917396665646083
TabulaMuris_Trachea_FACS,counts,mctsne,48,0.3384354877871646
TabulaMuris_Trachea_FACS,counts,nmf,4,0.02272543611037607
TabulaMuris_Trachea_FACS,counts,nmf,32,0.1601746180968541
TabulaMuris_Trachea_FACS,counts,nmf,2,0.08019610524434743
TabulaMuris_Trachea_FACS,counts,nmf,16,0.11986888639619535
TabulaMuris_Trachea_FACS,counts,nmf,96,0.16999564534403305
TabulaMuris_Trachea_FACS,counts,nmf,8,-0.022716298130073552
TabulaMuris_Trachea_FACS,counts,nmf,48,0.10128593616806297
TabulaMuris_Trachea_FACS,counts,kpca-pol,4,0.377155250302714
TabulaMuris_Trachea_FACS,counts,kpca-pol,32,0.10990490154243178
TabulaMuris_Trachea_FACS,counts,kpca-pol,2,0.3842844563298344
TabulaMuris_Trachea_FACS,counts,kpca-pol,16,0.05285089966382841
TabulaMuris_Trachea_FACS,counts,kpca-pol,96,0.186487540541656
TabulaMuris_Trachea_FACS,counts,kpca-pol,8,0.2628422802531348
TabulaMuris_Trachea_FACS,counts,kpca-pol,48,0.15526701179562782
TabulaMuris_Trachea_FACS,counts,vasc,4,0.3707452399573762
TabulaMuris_Trachea_FACS,counts,vasc,32,0.45056918169255955
TabulaMuris_Trachea_FACS,counts,vasc,2,0.20971423544346443
TabulaMuris_Trachea_FACS,counts,vasc,16,0.4857895054155006
TabulaMuris_Trachea_FACS,counts,vasc,96,nan
TabulaMuris_Trachea_FACS,counts,vasc,8,0.352251816318102
TabulaMuris_Trachea_FACS,counts,vasc,48,nan
TabulaMuris_Trachea_FACS,counts,kpca-cos,4,-0.08061697110401463
TabulaMuris_Trachea_FACS,counts,kpca-cos,32,0.08764443096894299
TabulaMuris_Trachea_FACS,counts,kpca-cos,2,-0.09052904387283345
TabulaMuris_Trachea_FACS,counts,kpca-cos,16,-0.010663874322025837
TabulaMuris_Trachea_FACS,counts,kpca-cos,96,0.11658812391232065
TabulaMuris_Trachea_FACS,counts,kpca-cos,8,-0.10140318359243794
TabulaMuris_Trachea_FACS,counts,kpca-cos,48,0.08927706598364564
TabulaMuris_Trachea_FACS,counts,pca,4,0.01258908485586338
TabulaMuris_Trachea_FACS,counts,pca,32,0.10460291800998342
TabulaMuris_Trachea_FACS,counts,pca,2,0.19737043446215705
TabulaMuris_Trachea_FACS,counts,pca,16,0.05356263553829524
TabulaMuris_Trachea_FACS,counts,pca,96,0.15597754588700893
TabulaMuris_Trachea_FACS,counts,pca,8,-0.012887442637810349
TabulaMuris_Trachea_FACS,counts,pca,48,0.09646667425790918
TabulaMuris_Trachea_FACS,counts,pmf,4,0.19591364242966094
TabulaMuris_Trachea_FACS,counts,pmf,32,0.44630948179939156
TabulaMuris_Trachea_FACS,counts,pmf,2,0.10906267637096809
TabulaMuris_Trachea_FACS,counts,pmf,16,0.4544881089670595
TabulaMuris_Trachea_FACS,counts,pmf,96,0.6107084092202636
TabulaMuris_Trachea_FACS,counts,pmf,8,0.3117992182686849
TabulaMuris_Trachea_FACS,counts,pmf,48,0.5456994442573555
TabulaMuris_Trachea_FACS,counts,snmf,4,0.015416872151946473
TabulaMuris_Trachea_FACS,counts,snmf,32,nan
TabulaMuris_Trachea_FACS,counts,snmf,2,0.0754290516705084
TabulaMuris_Trachea_FACS,counts,snmf,16,nan
TabulaMuris_Trachea_FACS,counts,snmf,8,-0.10932037297674697
TabulaMuris_Trachea_FACS,counts,snmf,48,nan
TabulaMuris_Trachea_FACS,counts,ipca,4,0.012589084723315696
TabulaMuris_Trachea_FACS,counts,ipca,32,0.10460021713767156
TabulaMuris_Trachea_FACS,counts,ipca,2,0.19737043441450194
TabulaMuris_Trachea_FACS,counts,ipca,16,0.05356282845428359
TabulaMuris_Trachea_FACS,counts,ipca,96,0.15669164747867134
TabulaMuris_Trachea_FACS,counts,ipca,8,-0.012887426586766422
TabulaMuris_Trachea_FACS,counts,ipca,48,0.09640154728980925
TabulaMuris_Trachea_FACS,counts,icm,4,0.13385218522486156
TabulaMuris_Trachea_FACS,counts,icm,32,-0.06761122378172138
TabulaMuris_Trachea_FACS,counts,icm,2,0.0557678961906978
TabulaMuris_Trachea_FACS,counts,icm,16,0.03731970427468584
TabulaMuris_Trachea_FACS,counts,icm,96,-0.06545388925712572
TabulaMuris_Trachea_FACS,counts,icm,8,0.09088674253053346
TabulaMuris_Trachea_FACS,counts,icm,48,-0.10152500096176383
TabulaMuris_Trachea_FACS,counts,ivis,4,0.034583431950243805
TabulaMuris_Trachea_FACS,counts,ivis,32,0.09119870748463334
TabulaMuris_Trachea_FACS,counts,ivis,2,0.13111101058057245
TabulaMuris_Trachea_FACS,counts,ivis,16,-0.0887793411724863
TabulaMuris_Trachea_FACS,counts,ivis,96,0.026817100350870413
TabulaMuris_Trachea_FACS,counts,ivis,8,0.03424490020389235
TabulaMuris_Trachea_FACS,counts,ivis,48,-0.0805683958472191
TabulaMuris_Trachea_FACS,logcounts,spca,4,0.21544883057831415
TabulaMuris_Trachea_FACS,logcounts,spca,32,0.5036246258315222
