dataset,count,method,dimensions,rho.cosine
TabulaMuris_Mammary_FACS,logcounts,isomap,32,0.3077795787194019
TabulaMuris_Mammary_FACS,logcounts,isomap,2,0.28898700338666417
TabulaMuris_Mammary_FACS,logcounts,isomap,4,0.31362576538378373
TabulaMuris_Mammary_FACS,logcounts,isomap,8,0.31211420048663124
TabulaMuris_Mammary_FACS,logcounts,isomap,16,0.31180631384629265
TabulaMuris_Mammary_FACS,logcounts,tsvd,96,0.9171212836969839
TabulaMuris_Mammary_FACS,logcounts,tsvd,48,0.8931081189658234
TabulaMuris_Mammary_FACS,logcounts,tsvd,32,0.8817480212895948
TabulaMuris_Mammary_FACS,logcounts,tsvd,2,0.6056891589093364
TabulaMuris_Mammary_FACS,logcounts,tsvd,4,0.7085891098855577
TabulaMuris_Mammary_FACS,logcounts,tsvd,8,0.7593235544920645
TabulaMuris_Mammary_FACS,logcounts,tsvd,16,0.8543163407642427
TabulaMuris_Mammary_FACS,logcounts,vpac,96,0.5455356059640891
TabulaMuris_Mammary_FACS,logcounts,vpac,48,0.5362127513707571
TabulaMuris_Mammary_FACS,logcounts,vpac,32,0.563001614187033
TabulaMuris_Mammary_FACS,logcounts,vpac,2,0.557309847761128
TabulaMuris_Mammary_FACS,logcounts,vpac,4,0.6048872970737708
TabulaMuris_Mammary_FACS,logcounts,vpac,8,0.4627681142162645
TabulaMuris_Mammary_FACS,logcounts,vpac,16,0.4043283853256031
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,96,0.6942509460800235
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,48,0.70786670984035
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,32,0.7073738290089492
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,2,0.7041606085072023
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,4,0.6936653507289579
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,8,0.6965044059882324
TabulaMuris_Mammary_FACS,logcounts,kpca-rbf,16,0.7056698413535786
TabulaMuris_Mammary_FACS,logcounts,mctsne,96,nan
TabulaMuris_Mammary_FACS,logcounts,mctsne,48,nan
TabulaMuris_Mammary_FACS,logcounts,mctsne,32,nan
TabulaMuris_Mammary_FACS,logcounts,mctsne,2,0.3946059782312774
TabulaMuris_Mammary_FACS,logcounts,mctsne,4,0.4076229110139776
TabulaMuris_Mammary_FACS,logcounts,mctsne,8,0.37193704962548474
TabulaMuris_Mammary_FACS,logcounts,nmf,96,0.6284890047006342
TabulaMuris_Mammary_FACS,logcounts,nmf,48,0.5922811870469876
TabulaMuris_Mammary_FACS,logcounts,nmf,32,0.6309299693245555
TabulaMuris_Mammary_FACS,logcounts,nmf,2,0.5968178507296843
TabulaMuris_Mammary_FACS,logcounts,nmf,4,0.4698850824946377
TabulaMuris_Mammary_FACS,logcounts,nmf,8,0.3649057724919743
TabulaMuris_Mammary_FACS,logcounts,nmf,16,0.6192021938665594
TabulaMuris_Mammary_FACS,logcounts,srp,96,0.8943179076161644
TabulaMuris_Mammary_FACS,logcounts,srp,48,0.8209133362073217
TabulaMuris_Mammary_FACS,logcounts,srp,32,0.7894345812478093
TabulaMuris_Mammary_FACS,logcounts,srp,2,nan
TabulaMuris_Mammary_FACS,logcounts,srp,4,nan
TabulaMuris_Mammary_FACS,logcounts,srp,8,0.22857241032088746
TabulaMuris_Mammary_FACS,logcounts,srp,16,0.5376476504409118
TabulaMuris_Mammary_FACS,logcounts,snmf,48,0.6997929266032525
TabulaMuris_Mammary_FACS,logcounts,snmf,32,0.6940030669059591
TabulaMuris_Mammary_FACS,logcounts,snmf,2,0.6239868398393941
TabulaMuris_Mammary_FACS,logcounts,snmf,4,0.4814280524922124
TabulaMuris_Mammary_FACS,logcounts,snmf,8,0.5184426597734191
TabulaMuris_Mammary_FACS,logcounts,snmf,16,0.6663916008941339
TabulaMuris_Mammary_FACS,logcounts,psmf,96,0.8728070509815724
TabulaMuris_Mammary_FACS,logcounts,psmf,48,0.7524755816169416
TabulaMuris_Mammary_FACS,logcounts,psmf,32,0.6836665784632286
TabulaMuris_Mammary_FACS,logcounts,psmf,2,0.24398892579720088
TabulaMuris_Mammary_FACS,logcounts,psmf,4,0.6058977132442017
TabulaMuris_Mammary_FACS,logcounts,psmf,8,0.5537335826487073
TabulaMuris_Mammary_FACS,logcounts,psmf,16,0.5206100248665334
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,96,0.33415010045329685
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,48,0.35286413799640076
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,32,0.36018594033495904
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,2,0.2342326184651399
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,4,0.38123491588569786
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,8,0.37294434465215337
TabulaMuris_Mammary_FACS,logcounts,kpca-pol,16,0.36561839929071277
TabulaMuris_Mammary_FACS,logcounts,ivis,96,0.3852110409458512
TabulaMuris_Mammary_FACS,logcounts,ivis,48,0.3347168187785976
TabulaMuris_Mammary_FACS,logcounts,ivis,32,0.39402876981157864
TabulaMuris_Mammary_FACS,logcounts,ivis,2,0.3509675601037642
TabulaMuris_Mammary_FACS,logcounts,ivis,4,0.36117028501503384
TabulaMuris_Mammary_FACS,logcounts,ivis,8,0.3531884360280786
TabulaMuris_Mammary_FACS,logcounts,ivis,16,0.42286065764755143
TabulaMuris_Mammary_FACS,logcounts,spectral,96,0.10283242270047781
TabulaMuris_Mammary_FACS,logcounts,spectral,48,0.11621595210398622
TabulaMuris_Mammary_FACS,logcounts,spectral,32,0.13111385993839705
TabulaMuris_Mammary_FACS,logcounts,spectral,2,0.49160531028524096
TabulaMuris_Mammary_FACS,logcounts,spectral,4,0.34116072177947665
TabulaMuris_Mammary_FACS,logcounts,spectral,8,0.26637470979365424
TabulaMuris_Mammary_FACS,logcounts,spectral,16,0.18223937916932212
TabulaMuris_Mammary_FACS,logcounts,nmf2,96,0.7481608973329519
TabulaMuris_Mammary_FACS,logcounts,nmf2,48,0.7013595439966218
TabulaMuris_Mammary_FACS,logcounts,nmf2,32,0.6258867402213738
TabulaMuris_Mammary_FACS,logcounts,nmf2,2,0.2246567234584563
TabulaMuris_Mammary_FACS,logcounts,nmf2,4,0.3808201931553342
TabulaMuris_Mammary_FACS,logcounts,nmf2,8,0.4989956706903815
TabulaMuris_Mammary_FACS,logcounts,nmf2,16,0.6200338618134004
TabulaMuris_Mammary_FACS,logcounts,icm,96,0.5180648930639368
TabulaMuris_Mammary_FACS,logcounts,icm,48,0.7053885597705584
TabulaMuris_Mammary_FACS,logcounts,icm,32,0.6819745325620009
TabulaMuris_Mammary_FACS,logcounts,icm,2,0.6292097321068197
TabulaMuris_Mammary_FACS,logcounts,icm,4,0.5260638814787026
TabulaMuris_Mammary_FACS,logcounts,icm,8,0.5557469744489305
TabulaMuris_Mammary_FACS,logcounts,icm,16,0.6508736601621319
TabulaMuris_Mammary_FACS,logcounts,pca,96,0.5715727362310608
TabulaMuris_Mammary_FACS,logcounts,pca,48,0.5758457710829294
TabulaMuris_Mammary_FACS,logcounts,pca,32,0.5768701407889147
TabulaMuris_Mammary_FACS,logcounts,pca,2,0.6127770954996823
TabulaMuris_Mammary_FACS,logcounts,pca,4,0.5775572241267973
TabulaMuris_Mammary_FACS,logcounts,pca,8,0.5753435590035199
TabulaMuris_Mammary_FACS,logcounts,pca,16,0.5759596034310039
TabulaMuris_Mammary_FACS,logcounts,saucie,96,0.0007901402258956261
TabulaMuris_Mammary_FACS,logcounts,saucie,48,-0.026754227840848147
TabulaMuris_Mammary_FACS,logcounts,saucie,32,0.001970081937669658
TabulaMuris_Mammary_FACS,logcounts,saucie,2,-0.011159954390116564
TabulaMuris_Mammary_FACS,logcounts,saucie,4,0.002943529192143353
TabulaMuris_Mammary_FACS,logcounts,saucie,8,0.013946442352077653
TabulaMuris_Mammary_FACS,logcounts,saucie,16,-0.017570550574323496
TabulaMuris_Mammary_FACS,logcounts,spca,96,0.5457384962314776
TabulaMuris_Mammary_FACS,logcounts,spca,48,0.5550980559553745
TabulaMuris_Mammary_FACS,logcounts,spca,32,0.5428693820460562
TabulaMuris_Mammary_FACS,logcounts,spca,2,0.6150154329137643
TabulaMuris_Mammary_FACS,logcounts,spca,4,0.554210120965524
TabulaMuris_Mammary_FACS,logcounts,spca,8,0.5174569335913792
TabulaMuris_Mammary_FACS,logcounts,spca,16,0.5446406291053942
TabulaMuris_Mammary_FACS,logcounts,spca-batch,96,0.42269050120610696
TabulaMuris_Mammary_FACS,logcounts,spca-batch,48,0.46151952917756367
TabulaMuris_Mammary_FACS,logcounts,spca-batch,32,0.4751550259389984
TabulaMuris_Mammary_FACS,logcounts,spca-batch,2,0.57929824406004
TabulaMuris_Mammary_FACS,logcounts,spca-batch,4,0.5416535558905213
TabulaMuris_Mammary_FACS,logcounts,spca-batch,8,0.5040760381785813
TabulaMuris_Mammary_FACS,logcounts,spca-batch,16,0.46006668969824677
TabulaMuris_Mammary_FACS,logcounts,nsnmf,96,0.6702942051292471
TabulaMuris_Mammary_FACS,logcounts,nsnmf,48,0.6545980918794181
TabulaMuris_Mammary_FACS,logcounts,nsnmf,32,0.653130002798456
TabulaMuris_Mammary_FACS,logcounts,nsnmf,2,0.11517309387197636
TabulaMuris_Mammary_FACS,logcounts,nsnmf,4,0.23779243704566363
TabulaMuris_Mammary_FACS,logcounts,nsnmf,8,0.40470998949596615
TabulaMuris_Mammary_FACS,logcounts,nsnmf,16,0.5995307380740371
TabulaMuris_Mammary_FACS,logcounts,lsnmf,96,0.014705842910184855
TabulaMuris_Mammary_FACS,logcounts,lsnmf,48,0.8679113417714064
TabulaMuris_Mammary_FACS,logcounts,lsnmf,32,0.09687408150199044
TabulaMuris_Mammary_FACS,logcounts,lsnmf,2,0.5797435211190304
TabulaMuris_Mammary_FACS,logcounts,lsnmf,4,0.4157903124552309
TabulaMuris_Mammary_FACS,logcounts,lsnmf,8,0.6028806457217242
TabulaMuris_Mammary_FACS,logcounts,lsnmf,16,0.571260716753722
TabulaMuris_Mammary_FACS,logcounts,bd,96,0.08902290333121315
TabulaMuris_Mammary_FACS,logcounts,bd,48,0.30019695883233294
TabulaMuris_Mammary_FACS,logcounts,bd,32,0.2985163465462686
TabulaMuris_Mammary_FACS,logcounts,bd,2,0.6413892268190567
TabulaMuris_Mammary_FACS,logcounts,bd,4,0.8034819312132357
TabulaMuris_Mammary_FACS,logcounts,bd,8,0.5055110153143086
TabulaMuris_Mammary_FACS,logcounts,bd,16,0.32625384001177077
TabulaMuris_Mammary_FACS,logcounts,fa,96,0.1878322567872504
TabulaMuris_Mammary_FACS,logcounts,fa,48,0.21743913097276577
TabulaMuris_Mammary_FACS,logcounts,fa,32,0.24379875888628566
TabulaMuris_Mammary_FACS,logcounts,fa,2,0.6154340264075389
TabulaMuris_Mammary_FACS,logcounts,fa,4,0.4154535315426905
TabulaMuris_Mammary_FACS,logcounts,fa,8,0.3557571845196109
TabulaMuris_Mammary_FACS,logcounts,fa,16,0.3077616640984796
TabulaMuris_Marrow_10X,counts,zifa,2,0.815854079514545
TabulaMuris_Marrow_10X,counts,zifa,4,0.8312561390827155
TabulaMuris_Marrow_10X,counts,zifa,8,0.7876821757643213
TabulaMuris_Marrow_10X,counts,zifa,16,0.7859666708511333
TabulaMuris_Marrow_10X,counts,vasc,96,0.4022410725465558
TabulaMuris_Marrow_10X,counts,vasc,48,0.27108911916204154
TabulaMuris_Marrow_10X,counts,vasc,32,0.5070782197036856
TabulaMuris_Marrow_10X,counts,vasc,2,0.4671939300056646
TabulaMuris_Marrow_10X,counts,vasc,4,0.46709931834678825
TabulaMuris_Marrow_10X,counts,vasc,8,0.3180402015008456
TabulaMuris_Marrow_10X,counts,vasc,16,0.3788506447142608
TabulaMuris_Marrow_10X,counts,lle,96,0.0030881600885037724
TabulaMuris_Marrow_10X,counts,lle,48,0.10139022577777994
TabulaMuris_Marrow_10X,counts,lle,32,0.01950938557948903
TabulaMuris_Marrow_10X,counts,lle,2,0.5604242180264544
TabulaMuris_Marrow_10X,counts,lle,4,0.6431234351889193
TabulaMuris_Marrow_10X,counts,lle,8,0.43434187212648406
TabulaMuris_Marrow_10X,counts,lle,16,0.17181302607886662
TabulaMuris_Marrow_10X,counts,kpca-cos,96,0.6947168026821109
TabulaMuris_Marrow_10X,counts,kpca-cos,48,0.6937391594746188
TabulaMuris_Marrow_10X,counts,kpca-cos,32,0.6927449012481118
TabulaMuris_Marrow_10X,counts,kpca-cos,2,0.6400367484031007
TabulaMuris_Marrow_10X,counts,kpca-cos,4,0.67161865647045
TabulaMuris_Marrow_10X,counts,kpca-cos,8,0.6817635909786796
TabulaMuris_Marrow_10X,counts,kpca-cos,16,0.689607777684033
TabulaMuris_Marrow_10X,counts,grp,96,0.8003076870686161
TabulaMuris_Marrow_10X,counts,grp,48,0.7954764142709823
TabulaMuris_Marrow_10X,counts,grp,32,0.9085273182141246
TabulaMuris_Marrow_10X,counts,grp,2,0.4183670688769387
TabulaMuris_Marrow_10X,counts,grp,4,0.6655806989852149
TabulaMuris_Marrow_10X,counts,grp,8,0.6853548198462098
TabulaMuris_Marrow_10X,counts,grp,16,0.872461519776871
TabulaMuris_Marrow_10X,counts,pmf,96,0.9085792267096762
TabulaMuris_Marrow_10X,counts,pmf,48,0.933680905739419
TabulaMuris_Marrow_10X,counts,pmf,32,0.9091974328625294
TabulaMuris_Marrow_10X,counts,pmf,2,0.6168892519452049
TabulaMuris_Marrow_10X,counts,pmf,4,0.9125483319906087
TabulaMuris_Marrow_10X,counts,pmf,8,0.923552544735738
TabulaMuris_Marrow_10X,counts,pmf,16,0.9184848869180776
TabulaMuris_Marrow_10X,counts,ipca,96,0.910385448442338
TabulaMuris_Marrow_10X,counts,ipca,48,0.9098980246480167
TabulaMuris_Marrow_10X,counts,ipca,32,0.9095710573040015
TabulaMuris_Marrow_10X,counts,ipca,2,0.8654054862724988
TabulaMuris_Marrow_10X,counts,ipca,4,0.8907003376467565
TabulaMuris_Marrow_10X,counts,ipca,8,0.904966266101154
TabulaMuris_Marrow_10X,counts,ipca,16,0.9076273743620773
TabulaMuris_Marrow_10X,counts,lda,96,0.5931717034659905
TabulaMuris_Marrow_10X,counts,lda,48,0.6432970897807945
TabulaMuris_Marrow_10X,counts,lda,32,0.7267964586556028
TabulaMuris_Marrow_10X,counts,lda,2,0.6189925621671487
TabulaMuris_Marrow_10X,counts,lda,4,0.820216490396841
TabulaMuris_Marrow_10X,counts,lda,8,0.7964226145309784
TabulaMuris_Marrow_10X,counts,lda,16,0.7865823076790376
TabulaMuris_Marrow_10X,counts,kpca-sig,96,nan
TabulaMuris_Marrow_10X,counts,kpca-sig,48,nan
TabulaMuris_Marrow_10X,counts,kpca-sig,32,nan
TabulaMuris_Marrow_10X,counts,kpca-sig,2,nan
TabulaMuris_Marrow_10X,counts,kpca-sig,4,nan
TabulaMuris_Marrow_10X,counts,kpca-sig,8,nan
TabulaMuris_Marrow_10X,counts,kpca-sig,16,nan
TabulaMuris_Marrow_10X,counts,umap,96,0.6249344986114556
TabulaMuris_Marrow_10X,counts,umap,48,0.6341321679988788
TabulaMuris_Marrow_10X,counts,umap,32,0.6375685985427971
TabulaMuris_Marrow_10X,counts,umap,2,0.6906079611061797
TabulaMuris_Marrow_10X,counts,umap,4,0.629809463799773
TabulaMuris_Marrow_10X,counts,umap,8,0.6584542052199112
TabulaMuris_Marrow_10X,counts,umap,16,0.6517407373680859
TabulaMuris_Marrow_10X,counts,phate,96,0.5991368439999148
TabulaMuris_Marrow_10X,counts,phate,48,0.6073941374764074
TabulaMuris_Marrow_10X,counts,phate,32,0.6206489488416648
TabulaMuris_Marrow_10X,counts,phate,2,0.6203794560907474
TabulaMuris_Marrow_10X,counts,phate,4,0.6070073291554038
TabulaMuris_Marrow_10X,counts,phate,8,0.6143742368637208
TabulaMuris_Marrow_10X,counts,phate,16,0.6232314678728756
TabulaMuris_Marrow_10X,counts,fica,96,0.1654921769543133
TabulaMuris_Marrow_10X,counts,fica,48,0.2234743865513372
TabulaMuris_Marrow_10X,counts,fica,32,0.2831775391918184
TabulaMuris_Marrow_10X,counts,fica,2,0.6452683423752442
TabulaMuris_Marrow_10X,counts,fica,4,0.613124645377638
TabulaMuris_Marrow_10X,counts,fica,8,0.510761845803801
TabulaMuris_Marrow_10X,counts,fica,16,0.4160744304282484
TabulaMuris_Marrow_10X,counts,isomap,96,0.5366592049315202
TabulaMuris_Marrow_10X,counts,isomap,48,0.5364492934142595
TabulaMuris_Marrow_10X,counts,isomap,32,0.5362812048105683
TabulaMuris_Marrow_10X,counts,isomap,2,0.5156883899422016
TabulaMuris_Marrow_10X,counts,isomap,4,0.5234834511386248
TabulaMuris_Marrow_10X,counts,isomap,8,0.536494651022458
TabulaMuris_Marrow_10X,counts,isomap,16,0.5355729108523604
TabulaMuris_Marrow_10X,counts,tsvd,96,0.999915028804331
TabulaMuris_Marrow_10X,counts,tsvd,48,0.9997655254452963
TabulaMuris_Marrow_10X,counts,tsvd,32,0.9996429925915998
TabulaMuris_Marrow_10X,counts,tsvd,2,0.9234345183158529
TabulaMuris_Marrow_10X,counts,tsvd,4,0.9557293542331382
TabulaMuris_Marrow_10X,counts,tsvd,8,0.9913374646883106
TabulaMuris_Marrow_10X,counts,tsvd,16,0.998369980952752
TabulaMuris_Marrow_10X,counts,vpac,96,0.5669541640849799
TabulaMuris_Marrow_10X,counts,vpac,48,0.5501846133042376
TabulaMuris_Marrow_10X,counts,vpac,32,0.5618398124366929
TabulaMuris_Marrow_10X,counts,vpac,2,0.9087359112994009
TabulaMuris_Marrow_10X,counts,vpac,4,0.847668670407768
TabulaMuris_Marrow_10X,counts,vpac,8,0.5933908060838954
TabulaMuris_Marrow_10X,counts,vpac,16,0.5475593227476248
TabulaMuris_Marrow_10X,counts,kpca-rbf,96,0.0005592273727681733
TabulaMuris_Marrow_10X,counts,kpca-rbf,48,-3.6035369953010293e-05
TabulaMuris_Marrow_10X,counts,kpca-rbf,32,-0.000715038574018596
TabulaMuris_Marrow_10X,counts,kpca-rbf,2,0.004280939060133064
TabulaMuris_Marrow_10X,counts,kpca-rbf,4,-0.00017251254632260355
TabulaMuris_Marrow_10X,counts,kpca-rbf,8,-0.0022738126288497445
TabulaMuris_Marrow_10X,counts,kpca-rbf,16,-0.0006360229403415246
TabulaMuris_Marrow_10X,counts,mctsne,96,0.5614597236904624
TabulaMuris_Marrow_10X,counts,mctsne,48,nan
TabulaMuris_Marrow_10X,counts,mctsne,32,nan
TabulaMuris_Marrow_10X,counts,mctsne,2,0.4962961495727311
TabulaMuris_Marrow_10X,counts,mctsne,4,0.4586103429814233
TabulaMuris_Marrow_10X,counts,mctsne,8,0.5162350410287161
TabulaMuris_Marrow_10X,counts,nmf,96,0.959787506128744
TabulaMuris_Marrow_10X,counts,nmf,48,0.9554183160874422
TabulaMuris_Marrow_10X,counts,nmf,32,0.9658345731394433
TabulaMuris_Marrow_10X,counts,nmf,2,0.9194671049961433
TabulaMuris_Marrow_10X,counts,nmf,4,0.8984628853413626
TabulaMuris_Marrow_10X,counts,nmf,8,0.9430061330559343
TabulaMuris_Marrow_10X,counts,nmf,16,0.9617306023877137
TabulaMuris_Marrow_10X,counts,srp,96,0.8653590130478082
TabulaMuris_Marrow_10X,counts,srp,48,0.7929571563209766
TabulaMuris_Marrow_10X,counts,srp,32,0.7857293138531221
TabulaMuris_Marrow_10X,counts,srp,2,nan
TabulaMuris_Marrow_10X,counts,srp,4,0.4188407826108306
TabulaMuris_Marrow_10X,counts,srp,8,0.658593327389545
TabulaMuris_Marrow_10X,counts,srp,16,0.7111370163855515
TabulaMuris_Marrow_10X,counts,snmf,48,0.6333412619759635
TabulaMuris_Marrow_10X,counts,snmf,32,0.3960563891620302
TabulaMuris_Marrow_10X,counts,snmf,2,0.9159400999945609
TabulaMuris_Marrow_10X,counts,snmf,4,0.8259314146027045
TabulaMuris_Marrow_10X,counts,snmf,8,0.8389348965027232
TabulaMuris_Marrow_10X,counts,snmf,16,0.8817498019521627
TabulaMuris_Marrow_10X,counts,psmf,96,0.8613992825335818
TabulaMuris_Marrow_10X,counts,psmf,48,0.8625727684406715
TabulaMuris_Marrow_10X,counts,psmf,32,0.8698204611210955
TabulaMuris_Marrow_10X,counts,psmf,2,0.29092885930575907
TabulaMuris_Marrow_10X,counts,psmf,4,0.49209424333817897
TabulaMuris_Marrow_10X,counts,psmf,8,0.8892860657922786
TabulaMuris_Marrow_10X,counts,psmf,16,0.8649165039743695
TabulaMuris_Marrow_10X,counts,kpca-pol,96,0.7762129925768493
TabulaMuris_Marrow_10X,counts,kpca-pol,48,0.775996443459182
TabulaMuris_Marrow_10X,counts,kpca-pol,32,0.7761804255471014
TabulaMuris_Marrow_10X,counts,kpca-pol,2,0.776986773779171
TabulaMuris_Marrow_10X,counts,kpca-pol,4,0.7799978232884484
TabulaMuris_Marrow_10X,counts,kpca-pol,8,0.7745023185605443
TabulaMuris_Marrow_10X,counts,kpca-pol,16,0.7744311037232524
TabulaMuris_Marrow_10X,counts,ivis,96,0.5489741362994521
TabulaMuris_Marrow_10X,counts,ivis,48,0.20279045082929867
TabulaMuris_Marrow_10X,counts,ivis,32,0.6139831038559784
TabulaMuris_Marrow_10X,counts,ivis,2,0.001157130525843415
TabulaMuris_Marrow_10X,counts,ivis,4,0.5604662668200796
TabulaMuris_Marrow_10X,counts,ivis,8,0.34954496827171994
TabulaMuris_Marrow_10X,counts,ivis,16,0.6452656353126403
TabulaMuris_Marrow_10X,counts,spectral,96,0.1335298417185564
TabulaMuris_Marrow_10X,counts,spectral,48,0.16469904756452525
TabulaMuris_Marrow_10X,counts,spectral,32,0.21794721072794593
TabulaMuris_Marrow_10X,counts,spectral,2,0.6435719461001635
TabulaMuris_Marrow_10X,counts,spectral,4,0.5379796463734948
TabulaMuris_Marrow_10X,counts,spectral,8,0.3079222199616812
TabulaMuris_Marrow_10X,counts,spectral,16,0.22280505070869683
TabulaMuris_Marrow_10X,counts,nmf2,96,0.904464315174724
TabulaMuris_Marrow_10X,counts,nmf2,48,0.8907401048001702
TabulaMuris_Marrow_10X,counts,nmf2,32,0.8923417569823833
TabulaMuris_Marrow_10X,counts,nmf2,2,0.6131085382305105
TabulaMuris_Marrow_10X,counts,nmf2,4,0.8375410375484137
TabulaMuris_Marrow_10X,counts,nmf2,8,0.7658817980225341
TabulaMuris_Marrow_10X,counts,nmf2,16,0.7988459063207664
TabulaMuris_Marrow_10X,counts,icm,96,0.0800176950811327
TabulaMuris_Marrow_10X,counts,icm,48,0.04647887610207829
TabulaMuris_Marrow_10X,counts,icm,32,nan
TabulaMuris_Marrow_10X,counts,icm,2,nan
TabulaMuris_Marrow_10X,counts,icm,4,nan
TabulaMuris_Marrow_10X,counts,icm,8,nan
TabulaMuris_Marrow_10X,counts,icm,16,nan
TabulaMuris_Marrow_10X,counts,pca,96,0.9103836902907068
TabulaMuris_Marrow_10X,counts,pca,48,0.9098982067412832
TabulaMuris_Marrow_10X,counts,pca,32,0.9095706552517088
TabulaMuris_Marrow_10X,counts,pca,2,0.8654054862724988
TabulaMuris_Marrow_10X,counts,pca,4,0.8907003379601262
TabulaMuris_Marrow_10X,counts,pca,8,0.9049662661910192
TabulaMuris_Marrow_10X,counts,pca,16,0.9076273744391816
TabulaMuris_Marrow_10X,counts,saucie,96,0.00510930552858062
TabulaMuris_Marrow_10X,counts,saucie,48,0.004342549474675451
TabulaMuris_Marrow_10X,counts,saucie,32,-0.00034821213920708616
TabulaMuris_Marrow_10X,counts,saucie,2,-0.005334867382510631
TabulaMuris_Marrow_10X,counts,saucie,4,0.00546161492255144
TabulaMuris_Marrow_10X,counts,saucie,8,-0.0026983093564310343
TabulaMuris_Marrow_10X,counts,saucie,16,-0.0025812108158596615
TabulaMuris_Marrow_10X,counts,spca,96,0.9109046843634916
TabulaMuris_Marrow_10X,counts,spca,48,0.910373906247424
TabulaMuris_Marrow_10X,counts,spca,32,0.9099868464633087
TabulaMuris_Marrow_10X,counts,spca,2,0.8654053656429423
TabulaMuris_Marrow_10X,counts,spca,4,0.8907001892615972
TabulaMuris_Marrow_10X,counts,spca,8,0.9049664912652412
TabulaMuris_Marrow_10X,counts,spca,16,0.9076278645587624
TabulaMuris_Marrow_10X,counts,spca-batch,96,0.8700738454332323
TabulaMuris_Marrow_10X,counts,spca-batch,48,0.6735893594440358
TabulaMuris_Marrow_10X,counts,spca-batch,32,0.7890743190131637
TabulaMuris_Marrow_10X,counts,spca-batch,2,0.9275313738832786
TabulaMuris_Marrow_10X,counts,spca-batch,4,0.906955334030825
TabulaMuris_Marrow_10X,counts,spca-batch,8,0.7924338797376677
TabulaMuris_Marrow_10X,counts,spca-batch,16,0.7873755261516315
TabulaMuris_Marrow_10X,counts,nsnmf,96,0.9611217777568686
TabulaMuris_Marrow_10X,counts,nsnmf,48,0.9569301543641241
TabulaMuris_Marrow_10X,counts,nsnmf,32,0.9553716118059424
TabulaMuris_Marrow_10X,counts,nsnmf,2,0.6079412666500492
TabulaMuris_Marrow_10X,counts,nsnmf,4,0.9350378353964514
TabulaMuris_Marrow_10X,counts,nsnmf,8,0.9519488185832975
TabulaMuris_Marrow_10X,counts,nsnmf,16,0.9542827585191741
TabulaMuris_Marrow_10X,counts,lsnmf,96,-0.0003376310861470604
TabulaMuris_Marrow_10X,counts,lsnmf,48,0.0065489494928734245
TabulaMuris_Marrow_10X,counts,lsnmf,32,-0.003924695833835754
