dataset,count,method,dimensions,rho.euclidean
TabulaMuris_Fat_FACS,counts,pca,32,0.9976777973962777
TabulaMuris_Fat_FACS,counts,pca,2,0.9551785867185031
TabulaMuris_Fat_FACS,counts,pca,16,0.9952072643916267
TabulaMuris_Fat_FACS,counts,pca,96,0.9988990914978351
TabulaMuris_Fat_FACS,counts,pca,8,0.9901384876530431
TabulaMuris_Fat_FACS,counts,pca,48,0.9980686397597208
TabulaMuris_Fat_FACS,counts,pmf,4,0.6044405757965117
TabulaMuris_Fat_FACS,counts,pmf,32,0.5325940189276188
TabulaMuris_Fat_FACS,counts,pmf,2,0.4727124127698217
TabulaMuris_Fat_FACS,counts,pmf,16,0.5769534531096844
TabulaMuris_Fat_FACS,counts,pmf,96,0.4555145760056057
TabulaMuris_Fat_FACS,counts,pmf,8,0.5567286296274562
TabulaMuris_Fat_FACS,counts,pmf,48,0.503053006336489
TabulaMuris_Fat_FACS,counts,snmf,4,0.8113097139944041
TabulaMuris_Fat_FACS,counts,snmf,32,0.8075426236053503
TabulaMuris_Fat_FACS,counts,snmf,2,0.9473331475477921
TabulaMuris_Fat_FACS,counts,snmf,16,0.5729739287271799
TabulaMuris_Fat_FACS,counts,snmf,8,0.47984450234173043
TabulaMuris_Fat_FACS,counts,snmf,48,0.5120717578163211
TabulaMuris_Fat_FACS,counts,ipca,4,0.9778149627559216
TabulaMuris_Fat_FACS,counts,ipca,32,0.997677705551565
TabulaMuris_Fat_FACS,counts,ipca,2,0.9551785867185031
TabulaMuris_Fat_FACS,counts,ipca,16,0.9952072822036816
TabulaMuris_Fat_FACS,counts,ipca,96,0.99890278324048
TabulaMuris_Fat_FACS,counts,ipca,8,0.9901384990767486
TabulaMuris_Fat_FACS,counts,ipca,48,0.9980686812866391
TabulaMuris_Fat_FACS,counts,icm,4,0.06787512977240624
TabulaMuris_Fat_FACS,counts,icm,32,0.2397181203842717
TabulaMuris_Fat_FACS,counts,icm,2,0.015673563629195402
TabulaMuris_Fat_FACS,counts,icm,16,0.2503766431717797
TabulaMuris_Fat_FACS,counts,icm,96,0.3021642631236877
TabulaMuris_Fat_FACS,counts,icm,8,0.21656454841570602
TabulaMuris_Fat_FACS,counts,icm,48,0.40467556369787966
TabulaMuris_Fat_FACS,counts,ivis,4,0.31439577056198004
TabulaMuris_Fat_FACS,counts,ivis,32,0.38884813766347903
TabulaMuris_Fat_FACS,counts,ivis,2,0.4339996902352531
TabulaMuris_Fat_FACS,counts,ivis,16,0.25225222534732533
TabulaMuris_Fat_FACS,counts,ivis,96,0.36530175982369417
TabulaMuris_Fat_FACS,counts,ivis,8,0.2935136699968866
TabulaMuris_Fat_FACS,counts,ivis,48,0.4124632173573303
TabulaMuris_Fat_FACS,logcounts,spca,4,0.5349568515854664
TabulaMuris_Fat_FACS,logcounts,spca,32,0.6997891578249881
TabulaMuris_Fat_FACS,logcounts,spca,2,0.5407229466435565
TabulaMuris_Fat_FACS,logcounts,spca,16,0.7259780312251165
TabulaMuris_Fat_FACS,logcounts,spca,96,0.7312596329991293
TabulaMuris_Fat_FACS,logcounts,spca,8,0.7470728781621088
TabulaMuris_Fat_FACS,logcounts,spca,48,0.7145912353411851
TabulaMuris_Fat_FACS,logcounts,tsvd,4,0.6104233593019539
TabulaMuris_Fat_FACS,logcounts,tsvd,32,0.6915140596616631
TabulaMuris_Fat_FACS,logcounts,tsvd,2,0.5652762730340926
TabulaMuris_Fat_FACS,logcounts,tsvd,16,0.6609121924145839
TabulaMuris_Fat_FACS,logcounts,tsvd,96,0.7301925992677035
TabulaMuris_Fat_FACS,logcounts,tsvd,8,0.6475724967540509
TabulaMuris_Fat_FACS,logcounts,tsvd,48,0.7064113393373991
TabulaMuris_Fat_FACS,logcounts,spca-batch,4,0.6396974166117412
TabulaMuris_Fat_FACS,logcounts,spca-batch,32,0.5193257303171162
TabulaMuris_Fat_FACS,logcounts,spca-batch,2,0.5483594388460804
TabulaMuris_Fat_FACS,logcounts,spca-batch,16,0.5427880464909423
TabulaMuris_Fat_FACS,logcounts,spca-batch,96,0.7420117052362701
TabulaMuris_Fat_FACS,logcounts,spca-batch,8,0.5715872271209135
TabulaMuris_Fat_FACS,logcounts,spca-batch,48,0.5905878392096013
TabulaMuris_Fat_FACS,logcounts,zifa,4,0.3004875560709356
TabulaMuris_Fat_FACS,logcounts,zifa,2,0.36165591334196345
TabulaMuris_Fat_FACS,logcounts,zifa,16,0.3753272425861461
TabulaMuris_Fat_FACS,logcounts,zifa,8,0.35589976558789066
TabulaMuris_Fat_FACS,logcounts,nsnmf,4,0.7114560148894365
TabulaMuris_Fat_FACS,logcounts,nsnmf,32,0.8328466823002834
TabulaMuris_Fat_FACS,logcounts,nsnmf,2,0.49792846306922217
TabulaMuris_Fat_FACS,logcounts,nsnmf,16,0.7983035291740835
TabulaMuris_Fat_FACS,logcounts,nsnmf,96,0.6898372053946845
TabulaMuris_Fat_FACS,logcounts,nsnmf,8,0.7660569627154841
TabulaMuris_Fat_FACS,logcounts,nsnmf,48,0.8028279515365733
TabulaMuris_Fat_FACS,logcounts,vpac,4,0.6077323403338621
TabulaMuris_Fat_FACS,logcounts,vpac,32,0.5867235312042604
TabulaMuris_Fat_FACS,logcounts,vpac,2,0.4828929736097261
TabulaMuris_Fat_FACS,logcounts,vpac,16,0.49021384003340346
TabulaMuris_Fat_FACS,logcounts,vpac,96,0.653957806468503
TabulaMuris_Fat_FACS,logcounts,vpac,8,0.4653321544510192
TabulaMuris_Fat_FACS,logcounts,vpac,48,0.6397459993200106
TabulaMuris_Fat_FACS,logcounts,umap,4,0.7337924147158649
TabulaMuris_Fat_FACS,logcounts,umap,32,0.7405670473264783
TabulaMuris_Fat_FACS,logcounts,umap,2,0.7319550123289121
TabulaMuris_Fat_FACS,logcounts,umap,16,0.742820867832533
TabulaMuris_Fat_FACS,logcounts,umap,96,0.7352907812891641
TabulaMuris_Fat_FACS,logcounts,umap,8,0.7447429938149148
TabulaMuris_Fat_FACS,logcounts,umap,48,0.7417891290900016
TabulaMuris_Fat_FACS,logcounts,kpca-sig,4,-0.009099230115585088
TabulaMuris_Fat_FACS,logcounts,kpca-sig,32,-0.09918749242332096
TabulaMuris_Fat_FACS,logcounts,kpca-sig,2,0.02048633800166898
TabulaMuris_Fat_FACS,logcounts,kpca-sig,16,-0.07415363565821861
TabulaMuris_Fat_FACS,logcounts,kpca-sig,96,-0.14285392257087323
TabulaMuris_Fat_FACS,logcounts,kpca-sig,8,-0.055186397106387126
TabulaMuris_Fat_FACS,logcounts,kpca-sig,48,-0.11413944210377334
TabulaMuris_Fat_FACS,logcounts,nmf2,4,0.7316122995568952
TabulaMuris_Fat_FACS,logcounts,nmf2,32,0.7714445515569385
TabulaMuris_Fat_FACS,logcounts,nmf2,2,0.6905456452318722
TabulaMuris_Fat_FACS,logcounts,nmf2,16,0.7829777628369466
TabulaMuris_Fat_FACS,logcounts,nmf2,96,0.7755364634609728
TabulaMuris_Fat_FACS,logcounts,nmf2,8,0.7468675338610405
TabulaMuris_Fat_FACS,logcounts,nmf2,48,0.7637174720117721
TabulaMuris_Fat_FACS,logcounts,srp,4,0.2726826492442647
TabulaMuris_Fat_FACS,logcounts,srp,32,0.5406942232278337
TabulaMuris_Fat_FACS,logcounts,srp,2,0.1829220209080848
TabulaMuris_Fat_FACS,logcounts,srp,16,0.4375402945020005
TabulaMuris_Fat_FACS,logcounts,srp,96,0.7718268602672319
TabulaMuris_Fat_FACS,logcounts,srp,8,0.4437532072440107
TabulaMuris_Fat_FACS,logcounts,srp,48,0.6909820364818839
TabulaMuris_Fat_FACS,logcounts,psmf,4,0.6473318081677312
TabulaMuris_Fat_FACS,logcounts,psmf,32,0.6619856427500979
TabulaMuris_Fat_FACS,logcounts,psmf,2,0.6406123769297071
TabulaMuris_Fat_FACS,logcounts,psmf,16,0.6936868533939048
TabulaMuris_Fat_FACS,logcounts,psmf,96,0.603166449211076
TabulaMuris_Fat_FACS,logcounts,psmf,8,0.6525509885045925
TabulaMuris_Fat_FACS,logcounts,psmf,48,0.661044151465942
TabulaMuris_Fat_FACS,logcounts,fica,4,0.4267165348458073
TabulaMuris_Fat_FACS,logcounts,fica,32,0.4667841136056057
TabulaMuris_Fat_FACS,logcounts,fica,2,0.5575363412127189
TabulaMuris_Fat_FACS,logcounts,fica,16,0.4786196720514571
TabulaMuris_Fat_FACS,logcounts,fica,96,0.4790279988647704
TabulaMuris_Fat_FACS,logcounts,fica,8,0.45933483248969403
TabulaMuris_Fat_FACS,logcounts,fica,48,0.48141434429726293
TabulaMuris_Fat_FACS,logcounts,lle,4,0.7337898275577021
TabulaMuris_Fat_FACS,logcounts,lle,32,0.2581038608194852
TabulaMuris_Fat_FACS,logcounts,lle,2,0.7425924508072194
TabulaMuris_Fat_FACS,logcounts,lle,16,0.4597444438428437
TabulaMuris_Fat_FACS,logcounts,lle,96,0.07662041913724112
TabulaMuris_Fat_FACS,logcounts,lle,8,0.5995455985884272
TabulaMuris_Fat_FACS,logcounts,lle,48,0.17367808368820015
TabulaMuris_Fat_FACS,logcounts,lsnmf,4,0.46373464858751384
TabulaMuris_Fat_FACS,logcounts,lsnmf,32,0.48995493665610407
TabulaMuris_Fat_FACS,logcounts,lsnmf,2,0.2887466623996624
TabulaMuris_Fat_FACS,logcounts,lsnmf,16,0.1697393117417182
TabulaMuris_Fat_FACS,logcounts,lsnmf,96,-0.0038714761061406
TabulaMuris_Fat_FACS,logcounts,lsnmf,8,0.698364865039652
TabulaMuris_Fat_FACS,logcounts,lsnmf,48,0.4362784563583787
TabulaMuris_Fat_FACS,logcounts,phate,4,0.6388097294373405
TabulaMuris_Fat_FACS,logcounts,phate,32,0.6580178327257882
TabulaMuris_Fat_FACS,logcounts,phate,2,0.6748473535952636
TabulaMuris_Fat_FACS,logcounts,phate,16,0.6534170282811668
TabulaMuris_Fat_FACS,logcounts,phate,96,0.668204756359684
TabulaMuris_Fat_FACS,logcounts,phate,8,0.6540941853887758
TabulaMuris_Fat_FACS,logcounts,phate,48,0.6410923981945348
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,4,0.10389909411665653
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,32,0.0505467478396075
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,2,0.11879547199150255
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,16,0.059494696987886876
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,96,0.04413205290858603
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,8,0.0642851471738621
TabulaMuris_Fat_FACS,logcounts,kpca-rbf,48,0.056756404764207694
TabulaMuris_Fat_FACS,logcounts,isomap,4,0.8061147557215074
TabulaMuris_Fat_FACS,logcounts,isomap,32,0.7983254752608416
TabulaMuris_Fat_FACS,logcounts,isomap,2,0.8111126826293633
TabulaMuris_Fat_FACS,logcounts,isomap,16,0.8024619080664682
TabulaMuris_Fat_FACS,logcounts,isomap,96,0.779484151157505
TabulaMuris_Fat_FACS,logcounts,isomap,8,0.806675640722212
TabulaMuris_Fat_FACS,logcounts,isomap,48,0.7917653665449922
TabulaMuris_Fat_FACS,logcounts,saucie,4,-0.004661370276704291
TabulaMuris_Fat_FACS,logcounts,saucie,32,0.001983519492902525
TabulaMuris_Fat_FACS,logcounts,saucie,2,-0.0005147069462117554
TabulaMuris_Fat_FACS,logcounts,saucie,16,0.004747588625235791
TabulaMuris_Fat_FACS,logcounts,saucie,96,0.010726254248011992
TabulaMuris_Fat_FACS,logcounts,saucie,8,-0.0016019090343385165
TabulaMuris_Fat_FACS,logcounts,saucie,48,-0.005918742713936072
TabulaMuris_Fat_FACS,logcounts,bd,4,0.7708728290908297
TabulaMuris_Fat_FACS,logcounts,bd,32,0.49810137105558383
TabulaMuris_Fat_FACS,logcounts,bd,2,0.7535479955510644
TabulaMuris_Fat_FACS,logcounts,bd,16,0.6463828812407988
TabulaMuris_Fat_FACS,logcounts,bd,96,0.47508228904659244
TabulaMuris_Fat_FACS,logcounts,bd,8,0.7998537145537429
TabulaMuris_Fat_FACS,logcounts,bd,48,0.5984589797392869
TabulaMuris_Fat_FACS,logcounts,lda,4,0.48909826711828697
TabulaMuris_Fat_FACS,logcounts,lda,32,0.05039101077390781
TabulaMuris_Fat_FACS,logcounts,lda,2,0.5366245160178792
TabulaMuris_Fat_FACS,logcounts,lda,16,0.12397258344072618
TabulaMuris_Fat_FACS,logcounts,lda,96,-0.0066676576750967125
TabulaMuris_Fat_FACS,logcounts,lda,8,0.18329767618680406
TabulaMuris_Fat_FACS,logcounts,lda,48,0.0045809546006789275
TabulaMuris_Fat_FACS,logcounts,spectral,4,0.6332106293140121
TabulaMuris_Fat_FACS,logcounts,spectral,32,0.48371457075948804
TabulaMuris_Fat_FACS,logcounts,spectral,2,0.6686520734711893
TabulaMuris_Fat_FACS,logcounts,spectral,16,0.4909080624546987
TabulaMuris_Fat_FACS,logcounts,spectral,96,0.4203305526372539
TabulaMuris_Fat_FACS,logcounts,spectral,8,0.5571410015477785
TabulaMuris_Fat_FACS,logcounts,spectral,48,0.4431245516702851
TabulaMuris_Fat_FACS,logcounts,grp,4,0.32419088241907795
TabulaMuris_Fat_FACS,logcounts,grp,32,0.6303674051830452
TabulaMuris_Fat_FACS,logcounts,grp,2,0.31088696974580127
TabulaMuris_Fat_FACS,logcounts,grp,16,0.3783295191999818
TabulaMuris_Fat_FACS,logcounts,grp,96,0.7620256705485691
TabulaMuris_Fat_FACS,logcounts,grp,8,0.32516558891397157
TabulaMuris_Fat_FACS,logcounts,grp,48,0.6815979262932289
TabulaMuris_Fat_FACS,logcounts,fa,4,0.4730074209870552
TabulaMuris_Fat_FACS,logcounts,fa,32,0.47165086846964
TabulaMuris_Fat_FACS,logcounts,fa,2,0.5905574976464851
TabulaMuris_Fat_FACS,logcounts,fa,16,0.4458458866703123
TabulaMuris_Fat_FACS,logcounts,fa,96,0.4723503161847751
TabulaMuris_Fat_FACS,logcounts,fa,8,0.5316422497750983
TabulaMuris_Fat_FACS,logcounts,fa,48,0.473104594561827
TabulaMuris_Fat_FACS,logcounts,mctsne,4,0.7605025528983788
TabulaMuris_Fat_FACS,logcounts,mctsne,32,nan
TabulaMuris_Fat_FACS,logcounts,mctsne,2,0.7355027437784707
TabulaMuris_Fat_FACS,logcounts,mctsne,96,nan
TabulaMuris_Fat_FACS,logcounts,mctsne,8,0.768945782269491
TabulaMuris_Fat_FACS,logcounts,mctsne,48,0.16361223050428278
TabulaMuris_Fat_FACS,logcounts,nmf,4,0.5720158832459296
TabulaMuris_Fat_FACS,logcounts,nmf,32,0.5971280662054274
TabulaMuris_Fat_FACS,logcounts,nmf,2,0.6609710630823298
TabulaMuris_Fat_FACS,logcounts,nmf,16,0.5014462194014396
TabulaMuris_Fat_FACS,logcounts,nmf,96,0.3356791353155647
TabulaMuris_Fat_FACS,logcounts,nmf,8,0.5198233233574866
TabulaMuris_Fat_FACS,logcounts,nmf,48,0.5334491382794181
TabulaMuris_Fat_FACS,logcounts,kpca-pol,4,0.8248540609823968
TabulaMuris_Fat_FACS,logcounts,kpca-pol,32,0.8512835646405322
TabulaMuris_Fat_FACS,logcounts,kpca-pol,2,0.778692423231679
TabulaMuris_Fat_FACS,logcounts,kpca-pol,16,0.8421478568255562
TabulaMuris_Fat_FACS,logcounts,kpca-pol,96,0.8497872017480734
TabulaMuris_Fat_FACS,logcounts,kpca-pol,8,0.8304861282612692
TabulaMuris_Fat_FACS,logcounts,kpca-pol,48,0.8534945067695263
TabulaMuris_Fat_FACS,logcounts,vasc,4,0.47958188144320407
TabulaMuris_Fat_FACS,logcounts,vasc,32,0.1397214027907172
TabulaMuris_Fat_FACS,logcounts,vasc,2,0.6190530502831142
TabulaMuris_Fat_FACS,logcounts,vasc,16,0.26261886566187603
TabulaMuris_Fat_FACS,logcounts,vasc,96,nan
TabulaMuris_Fat_FACS,logcounts,vasc,8,0.497568154445629
TabulaMuris_Fat_FACS,logcounts,vasc,48,0.2759017802386611
TabulaMuris_Fat_FACS,logcounts,kpca-cos,4,0.3555507431980366
TabulaMuris_Fat_FACS,logcounts,kpca-cos,32,0.3184964273271396
TabulaMuris_Fat_FACS,logcounts,kpca-cos,2,0.36938990210066036
TabulaMuris_Fat_FACS,logcounts,kpca-cos,16,0.32175936830754553
TabulaMuris_Fat_FACS,logcounts,kpca-cos,96,0.2118093070168037
TabulaMuris_Fat_FACS,logcounts,kpca-cos,8,0.33847452969004843
TabulaMuris_Fat_FACS,logcounts,kpca-cos,48,0.29186626499866186
TabulaMuris_Fat_FACS,logcounts,pca,4,0.6121495742115663
TabulaMuris_Fat_FACS,logcounts,pca,32,0.6933607292299179
TabulaMuris_Fat_FACS,logcounts,pca,2,0.5866107923677275
TabulaMuris_Fat_FACS,logcounts,pca,16,0.6627165703842665
TabulaMuris_Fat_FACS,logcounts,pca,96,0.7314401865818118
TabulaMuris_Fat_FACS,logcounts,pca,8,0.6366078461078912
TabulaMuris_Fat_FACS,logcounts,pca,48,0.7073670441939548
TabulaMuris_Fat_FACS,logcounts,pmf,4,0.7927973408384792
TabulaMuris_Fat_FACS,logcounts,pmf,32,0.7892322955253078
TabulaMuris_Fat_FACS,logcounts,pmf,2,0.753459481459637
TabulaMuris_Fat_FACS,logcounts,pmf,16,0.7977399167778223
TabulaMuris_Fat_FACS,logcounts,pmf,96,0.7236727309951563
TabulaMuris_Fat_FACS,logcounts,pmf,8,0.7855646699055633
TabulaMuris_Fat_FACS,logcounts,pmf,48,0.7806553591228688
TabulaMuris_Fat_FACS,logcounts,snmf,4,0.633779720128195
TabulaMuris_Fat_FACS,logcounts,snmf,32,0.6481237455674888
TabulaMuris_Fat_FACS,logcounts,snmf,2,0.7102809373461283
TabulaMuris_Fat_FACS,logcounts,snmf,16,0.5671438551287279
TabulaMuris_Fat_FACS,logcounts,snmf,96,0.6247358492122047
TabulaMuris_Fat_FACS,logcounts,snmf,8,0.7406161543250505
TabulaMuris_Fat_FACS,logcounts,snmf,48,0.5909473938742819
TabulaMuris_Fat_FACS,logcounts,ipca,4,0.6121495745377553
TabulaMuris_Fat_FACS,logcounts,ipca,32,0.693323408255047
TabulaMuris_Fat_FACS,logcounts,ipca,2,0.5866107923746039
TabulaMuris_Fat_FACS,logcounts,ipca,16,0.6627197867649111
TabulaMuris_Fat_FACS,logcounts,ipca,96,0.7322923470872074
TabulaMuris_Fat_FACS,logcounts,ipca,8,0.6366074552321866
TabulaMuris_Fat_FACS,logcounts,ipca,48,0.7077839233558129
TabulaMuris_Fat_FACS,logcounts,icm,4,0.7577972188668198
TabulaMuris_Fat_FACS,logcounts,icm,32,0.651988101455804
TabulaMuris_Fat_FACS,logcounts,icm,2,0.7193161397589449
TabulaMuris_Fat_FACS,logcounts,icm,16,0.5384666342889507
TabulaMuris_Fat_FACS,logcounts,icm,96,0.4859452331875045
TabulaMuris_Fat_FACS,logcounts,icm,8,0.7434149580045675
TabulaMuris_Fat_FACS,logcounts,icm,48,0.5179146163209231
TabulaMuris_Fat_FACS,logcounts,ivis,4,0.2492514291951205
TabulaMuris_Fat_FACS,logcounts,ivis,32,0.18156704292860743
TabulaMuris_Fat_FACS,logcounts,ivis,2,0.16914380268625123
TabulaMuris_Fat_FACS,logcounts,ivis,16,0.1956457579438819
TabulaMuris_Fat_FACS,logcounts,ivis,96,0.23837951286144698
TabulaMuris_Fat_FACS,logcounts,ivis,8,0.10429445093907246
TabulaMuris_Fat_FACS,logcounts,ivis,48,0.1661926239641667
TabulaMuris_Heart_10X,counts,spca,4,0.8044588288337907
TabulaMuris_Heart_10X,counts,spca,32,0.9978957724086841
TabulaMuris_Heart_10X,counts,spca,2,0.7323595173838514
TabulaMuris_Heart_10X,counts,spca,16,0.9952103537238661
TabulaMuris_Heart_10X,counts,spca,96,0.9993784379784911
TabulaMuris_Heart_10X,counts,spca,8,0.9669421429267506
TabulaMuris_Heart_10X,counts,spca,48,0.998607378325824
TabulaMuris_Heart_10X,counts,tsvd,4,0.7234817081856038
TabulaMuris_Heart_10X,counts,tsvd,32,0.9980096517092628
TabulaMuris_Heart_10X,counts,tsvd,2,0.5957222419263509
TabulaMuris_Heart_10X,counts,tsvd,16,0.9950500192359866
TabulaMuris_Heart_10X,counts,tsvd,96,0.9996323628333614
TabulaMuris_Heart_10X,counts,tsvd,8,0.9577404233067066
TabulaMuris_Heart_10X,counts,tsvd,48,0.998717359738115
TabulaMuris_Heart_10X,counts,spca-batch,4,0.7323088209999343
TabulaMuris_Heart_10X,counts,spca-batch,32,0.892530459480118
TabulaMuris_Heart_10X,counts,spca-batch,2,0.49208538485349634
TabulaMuris_Heart_10X,counts,spca-batch,16,0.8684880174418163
TabulaMuris_Heart_10X,counts,spca-batch,96,0.7360043428977684
TabulaMuris_Heart_10X,counts,spca-batch,8,0.8972127350992651
TabulaMuris_Heart_10X,counts,spca-batch,48,0.8274033023285877
TabulaMuris_Heart_10X,counts,zifa,4,0.6976112973256171
TabulaMuris_Heart_10X,counts,zifa,32,0.4660987902596351
TabulaMuris_Heart_10X,counts,zifa,2,0.42958399096968175
TabulaMuris_Heart_10X,counts,zifa,16,0.5675666106205366
TabulaMuris_Heart_10X,counts,zifa,96,0.32590428636118546
TabulaMuris_Heart_10X,counts,zifa,8,0.6537129976348992
TabulaMuris_Heart_10X,counts,zifa,48,0.40953708158054003
TabulaMuris_Heart_10X,counts,nsnmf,4,0.6048870570368018
TabulaMuris_Heart_10X,counts,nsnmf,32,0.8008640079254807
TabulaMuris_Heart_10X,counts,nsnmf,2,0.5839912482921418
TabulaMuris_Heart_10X,counts,nsnmf,16,0.8195836423557199
TabulaMuris_Heart_10X,counts,nsnmf,96,0.7689898319488926
TabulaMuris_Heart_10X,counts,nsnmf,8,0.7737832966051044
TabulaMuris_Heart_10X,counts,nsnmf,48,0.841199231645499
TabulaMuris_Heart_10X,counts,vpac,4,0.5584441473345768
TabulaMuris_Heart_10X,counts,vpac,32,0.616529756679573
TabulaMuris_Heart_10X,counts,vpac,2,nan
TabulaMuris_Heart_10X,counts,vpac,16,0.6251362293145942
TabulaMuris_Heart_10X,counts,vpac,96,0.5163210801971317
TabulaMuris_Heart_10X,counts,vpac,8,0.7415425789596674
TabulaMuris_Heart_10X,counts,vpac,48,0.5962684319619671
TabulaMuris_Heart_10X,counts,umap,4,0.7828393348833165
TabulaMuris_Heart_10X,counts,umap,32,0.7272147786322306
TabulaMuris_Heart_10X,counts,umap,2,0.711348567796733
TabulaMuris_Heart_10X,counts,umap,16,0.7355161491487179
TabulaMuris_Heart_10X,counts,umap,96,0.753001702520819
TabulaMuris_Heart_10X,counts,umap,8,0.7236347889740085
TabulaMuris_Heart_10X,counts,umap,48,0.7348243790293667
TabulaMuris_Heart_10X,counts,kpca-sig,4,nan
TabulaMuris_Heart_10X,counts,kpca-sig,32,nan
TabulaMuris_Heart_10X,counts,kpca-sig,2,nan
TabulaMuris_Heart_10X,counts,kpca-sig,16,nan
TabulaMuris_Heart_10X,counts,kpca-sig,96,nan
TabulaMuris_Heart_10X,counts,kpca-sig,8,nan
TabulaMuris_Heart_10X,counts,kpca-sig,48,nan
TabulaMuris_Heart_10X,counts,nmf2,4,0.5635578074050293
TabulaMuris_Heart_10X,counts,nmf2,32,0.9269379219052477
TabulaMuris_Heart_10X,counts,nmf2,2,0.5970843893304453
TabulaMuris_Heart_10X,counts,nmf2,16,0.8508572992182133
TabulaMuris_Heart_10X,counts,nmf2,96,0.9272411215441465
TabulaMuris_Heart_10X,counts,nmf2,8,0.6819968314933501
TabulaMuris_Heart_10X,counts,nmf2,48,0.9363887526432263
TabulaMuris_Heart_10X,counts,srp,4,0.0965128413773061
TabulaMuris_Heart_10X,counts,srp,32,0.507100944576934
TabulaMuris_Heart_10X,counts,srp,2,0.09321542993309026
TabulaMuris_Heart_10X,counts,srp,16,0.39910598684669735
TabulaMuris_Heart_10X,counts,srp,96,0.5933327453652357
TabulaMuris_Heart_10X,counts,srp,8,0.4277570076203948
TabulaMuris_Heart_10X,counts,srp,48,0.5692667546631841
TabulaMuris_Heart_10X,counts,psmf,4,0.551073361352808
TabulaMuris_Heart_10X,counts,psmf,32,0.6023738405882803
TabulaMuris_Heart_10X,counts,psmf,2,0.643767430129956
TabulaMuris_Heart_10X,counts,psmf,16,0.5899438571237313
TabulaMuris_Heart_10X,counts,psmf,96,0.5173522194580626
TabulaMuris_Heart_10X,counts,psmf,8,0.6724777132088613
TabulaMuris_Heart_10X,counts,psmf,48,0.5515831965397302
TabulaMuris_Heart_10X,counts,fica,4,0.7988919069496658
TabulaMuris_Heart_10X,counts,fica,32,0.581149062519587
TabulaMuris_Heart_10X,counts,fica,2,0.7343033654750017
TabulaMuris_Heart_10X,counts,fica,16,0.786163653959184
TabulaMuris_Heart_10X,counts,fica,96,0.29595221209889694
TabulaMuris_Heart_10X,counts,fica,8,0.9132605709391282
TabulaMuris_Heart_10X,counts,fica,48,0.4229902342988895
TabulaMuris_Heart_10X,counts,lle,4,0.42347188620306836
TabulaMuris_Heart_10X,counts,lle,32,0.5683884020436591
TabulaMuris_Heart_10X,counts,lle,2,0.36270014225546393
TabulaMuris_Heart_10X,counts,lle,16,0.6396195211404274
TabulaMuris_Heart_10X,counts,lle,96,0.371620076068711
TabulaMuris_Heart_10X,counts,lle,8,0.38290554801177756
TabulaMuris_Heart_10X,counts,lle,48,0.5157018166132722
TabulaMuris_Heart_10X,counts,lsnmf,4,0.0125254881344282
TabulaMuris_Heart_10X,counts,lsnmf,32,0.015774073221483477
TabulaMuris_Heart_10X,counts,lsnmf,2,-0.0048773173873843155
TabulaMuris_Heart_10X,counts,lsnmf,16,-0.019323276395088608
TabulaMuris_Heart_10X,counts,lsnmf,96,-0.018553557510765553
TabulaMuris_Heart_10X,counts,lsnmf,8,-0.0077072230643669346
TabulaMuris_Heart_10X,counts,lsnmf,48,0.04318521313134012
TabulaMuris_Heart_10X,counts,phate,4,0.8359465332687995
TabulaMuris_Heart_10X,counts,phate,32,0.8755366641081881
TabulaMuris_Heart_10X,counts,phate,2,0.7784574227784531
TabulaMuris_Heart_10X,counts,phate,16,0.8752965015183073
TabulaMuris_Heart_10X,counts,phate,96,0.8757439284023358
TabulaMuris_Heart_10X,counts,phate,8,0.8730439612406499
TabulaMuris_Heart_10X,counts,phate,48,0.8753674221993322
TabulaMuris_Heart_10X,counts,kpca-rbf,4,0.0029963190367968046
TabulaMuris_Heart_10X,counts,kpca-rbf,32,0.017834479477399023
TabulaMuris_Heart_10X,counts,kpca-rbf,2,0.013435146220942934
TabulaMuris_Heart_10X,counts,kpca-rbf,16,0.009154865072343513
TabulaMuris_Heart_10X,counts,kpca-rbf,96,0.013957279569526512
TabulaMuris_Heart_10X,counts,kpca-rbf,8,0.021383902551842523
TabulaMuris_Heart_10X,counts,kpca-rbf,48,0.014882698349769395
TabulaMuris_Heart_10X,counts,isomap,4,0.8756822210164869
TabulaMuris_Heart_10X,counts,isomap,32,0.913370286146766
TabulaMuris_Heart_10X,counts,isomap,2,0.7969607620513486
TabulaMuris_Heart_10X,counts,isomap,16,0.9086053877767218
TabulaMuris_Heart_10X,counts,isomap,96,0.9144956300471941
TabulaMuris_Heart_10X,counts,isomap,8,0.8984844036743805
TabulaMuris_Heart_10X,counts,isomap,48,0.9140622999314268
TabulaMuris_Heart_10X,counts,saucie,4,-0.06126750600878321
TabulaMuris_Heart_10X,counts,saucie,32,0.020336091640647435
TabulaMuris_Heart_10X,counts,saucie,2,-0.015055673062549266
TabulaMuris_Heart_10X,counts,saucie,16,-0.022995057857042187
TabulaMuris_Heart_10X,counts,saucie,96,0.020614387424999932
TabulaMuris_Heart_10X,counts,saucie,8,0.08128409213151186
