dataset,count,method,dimensions,rho.euclidean
lake,normcounts,kpca-rbf,8,0.009156566873874424
lake,normcounts,kpca-rbf,48,-0.013003691836770215
lake,normcounts,isomap,4,0.7242812646911031
lake,normcounts,isomap,32,0.8169730481532264
lake,normcounts,isomap,2,0.658529823431935
lake,normcounts,isomap,16,0.7885224974500407
lake,normcounts,isomap,96,0.8463855647281171
lake,normcounts,isomap,8,0.748599980471501
lake,normcounts,isomap,48,0.8317258005669869
lake,normcounts,saucie,4,0.0035320649824197785
lake,normcounts,saucie,32,-0.021800307973223135
lake,normcounts,saucie,2,-0.0036312503587219574
lake,normcounts,saucie,16,-0.00037766697009985247
lake,normcounts,saucie,96,-0.015742984722597365
lake,normcounts,saucie,8,0.005250335177386815
lake,normcounts,saucie,48,0.01921783392065199
lake,normcounts,bd,4,0.5700475470167359
lake,normcounts,bd,32,0.7836338072744355
lake,normcounts,bd,2,0.5221344486330297
lake,normcounts,bd,16,0.7449997467948334
lake,normcounts,bd,96,0.6823772598600087
lake,normcounts,bd,8,0.6949544397353511
lake,normcounts,bd,48,0.7044060563920953
lake,normcounts,lda,4,0.26566510927454706
lake,normcounts,lda,32,0.38221457841081113
lake,normcounts,lda,2,0.3444916811236322
lake,normcounts,lda,16,0.362959059861695
lake,normcounts,lda,96,0.3391556679037427
lake,normcounts,lda,8,0.32338603248425984
lake,normcounts,lda,48,0.30925190194214924
lake,normcounts,spectral,4,0.5471201671625725
lake,normcounts,spectral,32,0.40873426542120445
lake,normcounts,spectral,2,0.5742227346658834
lake,normcounts,spectral,16,0.5225586804296538
lake,normcounts,spectral,96,0.3934548465029425
lake,normcounts,spectral,8,0.5789445275501774
lake,normcounts,spectral,48,0.438354687736042
lake,normcounts,grp,4,0.5757346002811631
lake,normcounts,grp,32,0.9121271631389087
lake,normcounts,grp,2,0.5761263902047596
lake,normcounts,grp,16,0.8327458162403959
lake,normcounts,grp,96,0.9655105173258776
lake,normcounts,grp,8,0.7661770538873014
lake,normcounts,grp,48,0.9356218893684145
lake,normcounts,fa,4,0.31701032109371236
lake,normcounts,fa,32,0.7052580681755732
lake,normcounts,fa,2,0.25924657807248375
lake,normcounts,fa,16,0.5373408734910835
lake,normcounts,fa,96,0.6103841673093318
lake,normcounts,fa,8,0.2671592334393331
lake,normcounts,fa,48,0.6752193550854355
lake,normcounts,mctsne,4,0.5497709305876719
lake,normcounts,mctsne,32,nan
lake,normcounts,mctsne,2,0.5142888900134549
lake,normcounts,mctsne,96,0.433515964451079
lake,normcounts,mctsne,8,0.5495628814968317
lake,normcounts,mctsne,48,0.4555454426441761
lake,normcounts,nmf,4,0.7741079040506372
lake,normcounts,nmf,32,0.8383944751391786
lake,normcounts,nmf,2,0.6722473284299394
lake,normcounts,nmf,16,0.8246118215822549
lake,normcounts,nmf,96,0.8426481155611898
lake,normcounts,nmf,8,0.8296109455334604
lake,normcounts,nmf,48,0.8335013516325748
lake,normcounts,kpca-pol,4,0.7145986250927208
lake,normcounts,kpca-pol,32,0.7571699865330811
lake,normcounts,kpca-pol,2,0.5810539391224459
lake,normcounts,kpca-pol,16,0.7240003378509497
lake,normcounts,kpca-pol,96,0.7855513058718581
lake,normcounts,kpca-pol,8,0.705876640642072
lake,normcounts,kpca-pol,48,0.7652004366985677
lake,normcounts,vasc,4,nan
lake,normcounts,vasc,32,nan
lake,normcounts,vasc,2,nan
lake,normcounts,vasc,16,nan
lake,normcounts,vasc,96,nan
lake,normcounts,vasc,8,nan
lake,normcounts,vasc,48,nan
lake,normcounts,kpca-cos,4,0.662750616697963
lake,normcounts,kpca-cos,32,0.7452820496240823
lake,normcounts,kpca-cos,2,0.5301912738131005
lake,normcounts,kpca-cos,16,0.7261682044350247
lake,normcounts,kpca-cos,96,0.7767484812174699
lake,normcounts,kpca-cos,8,0.6970696592693941
lake,normcounts,kpca-cos,48,0.7595126639702038
lake,normcounts,pca,4,0.8100651107083323
lake,normcounts,pca,32,0.9186667838557668
lake,normcounts,pca,2,0.7116410658768245
lake,normcounts,pca,16,0.8945644646908322
lake,normcounts,pca,96,0.9582419618799531
lake,normcounts,pca,8,0.857530321962827
lake,normcounts,pca,48,0.9348949105217831
lake,normcounts,pmf,4,0.45437661551001207
lake,normcounts,pmf,32,0.645306577271965
lake,normcounts,pmf,2,0.24926747898189702
lake,normcounts,pmf,16,0.6384200010588656
lake,normcounts,pmf,96,0.6733793929093067
lake,normcounts,pmf,8,0.5368111604459384
lake,normcounts,pmf,48,0.6734717619431959
lake,normcounts,snmf,4,0.762729486281035
lake,normcounts,snmf,32,0.8322493461125875
lake,normcounts,snmf,2,0.6673289710668248
lake,normcounts,snmf,16,0.7799336220884556
lake,normcounts,snmf,8,0.8125946738241233
lake,normcounts,snmf,48,0.8082475060526575
lake,normcounts,ipca,4,0.8100651151381003
lake,normcounts,ipca,32,0.9186395592578296
lake,normcounts,ipca,2,0.7116410656646646
lake,normcounts,ipca,16,0.8945499790224583
lake,normcounts,ipca,96,0.9583135293987922
lake,normcounts,ipca,8,0.8575311001057644
lake,normcounts,ipca,48,0.9347500266130382
lake,normcounts,icm,4,0.20594838168549454
lake,normcounts,icm,32,0.33359730468032106
lake,normcounts,icm,2,0.12154188118331821
lake,normcounts,icm,16,0.22872185095617617
lake,normcounts,icm,96,0.5378739940949637
lake,normcounts,icm,8,0.26227700010273736
lake,normcounts,icm,48,0.4338622627199219
lake,normcounts,ivis,4,nan
lake,normcounts,ivis,32,0.45473411742939635
lake,normcounts,ivis,2,nan
lake,normcounts,ivis,16,0.5097014896797678
lake,normcounts,ivis,96,0.38714473808256683
lake,normcounts,ivis,8,0.025032068856475936
lake,normcounts,ivis,48,0.3714029858095115
li,counts,spca,4,0.8754796654076573
li,counts,spca,32,0.9786367519183164
li,counts,spca,2,0.7490922933992129
li,counts,spca,16,0.9569050906720924
li,counts,spca,96,0.9958778245976628
li,counts,spca,8,0.9435783974530983
li,counts,spca,48,0.9876731544685479
li,counts,tsvd,4,0.8549799958464276
li,counts,tsvd,32,0.9800285608799477
li,counts,tsvd,2,0.701929372967001
li,counts,tsvd,16,0.9590704018458083
li,counts,tsvd,96,0.9973481484412299
li,counts,tsvd,8,0.9367465043342788
li,counts,tsvd,48,0.9893969743808722
li,counts,spca-batch,4,0.8181579021958687
li,counts,spca-batch,32,0.8800752429071799
li,counts,spca-batch,2,0.7926775162882862
li,counts,spca-batch,16,0.837590128564625
li,counts,spca-batch,96,0.9118736779161022
li,counts,spca-batch,8,0.8605155737993648
li,counts,spca-batch,48,0.920433283455626
li,counts,zifa,4,0.46791414765767375
li,counts,zifa,32,0.6843579651309942
li,counts,zifa,2,0.3010587364840048
li,counts,zifa,16,0.6433876962832185
li,counts,zifa,96,0.7496863378982085
li,counts,zifa,8,0.4943788680113803
li,counts,zifa,48,0.7074781850859219
li,counts,nsnmf,4,0.6527477273420182
li,counts,nsnmf,32,0.7998619273983867
li,counts,nsnmf,2,0.6230208698897621
li,counts,nsnmf,16,0.7848980481054169
li,counts,nsnmf,96,0.848747336148726
li,counts,nsnmf,8,0.6981618041057553
li,counts,nsnmf,48,0.8558143910849138
li,counts,vpac,4,0.4623794336026827
li,counts,vpac,32,0.602537990858291
li,counts,vpac,2,nan
li,counts,vpac,16,0.5850514340969194
li,counts,vpac,96,0.6785199662650409
li,counts,vpac,8,0.4020131231478746
li,counts,vpac,48,0.6363787938831854
li,counts,umap,4,0.24976777896762264
li,counts,umap,32,0.2486858231054381
li,counts,umap,2,0.23477954266499845
li,counts,umap,16,0.234245469635813
li,counts,umap,96,0.24012750819007522
li,counts,umap,8,0.2431085122312497
li,counts,umap,48,0.25451141338198235
li,counts,kpca-sig,4,nan
li,counts,kpca-sig,32,nan
li,counts,kpca-sig,2,nan
li,counts,kpca-sig,16,nan
li,counts,kpca-sig,96,nan
li,counts,kpca-sig,8,nan
li,counts,kpca-sig,48,nan
li,counts,nmf2,4,0.818775812661035
li,counts,nmf2,32,0.870923944227026
li,counts,nmf2,2,0.6657300454846575
li,counts,nmf2,16,0.882181022677363
li,counts,nmf2,96,0.9326967894261444
li,counts,nmf2,8,0.860408933300839
li,counts,nmf2,48,0.8757164190744493
li,counts,srp,4,0.46550874851177904
li,counts,srp,32,0.8399189275894223
li,counts,srp,2,0.4537556510036163
li,counts,srp,16,0.8662863324484508
li,counts,srp,96,0.9033192829081278
li,counts,srp,8,0.5830751966655854
li,counts,srp,48,0.869460623301765
li,counts,psmf,4,0.35247369553329466
li,counts,psmf,32,0.4390655229045168
li,counts,psmf,2,0.3165192441544365
li,counts,psmf,16,0.2882738840505232
li,counts,psmf,96,0.6009085633088224
li,counts,psmf,8,0.25306831795047896
li,counts,psmf,48,0.4540146386569895
li,counts,fica,4,0.828011663001309
li,counts,fica,32,0.87495330331617
li,counts,fica,2,0.733766925142248
li,counts,fica,16,0.8913701192372238
li,counts,fica,96,0.8356913950868431
li,counts,fica,8,0.8885272043797309
li,counts,fica,48,0.8702605340159358
li,counts,lle,4,0.044578047356967174
li,counts,lle,32,0.4223153007736577
li,counts,lle,2,0.07040304123532151
li,counts,lle,16,0.24052387696169886
li,counts,lle,96,0.31779715699348116
li,counts,lle,8,0.2168561705691085
li,counts,lle,48,0.3754513455313118
li,counts,lsnmf,4,0.028859847753570794
li,counts,lsnmf,32,-0.035120534630515524
li,counts,lsnmf,2,0.010736245473349707
li,counts,lsnmf,16,0.01963575091725922
li,counts,lsnmf,96,0.011970233563784885
li,counts,lsnmf,8,0.011580209405136575
li,counts,lsnmf,48,0.048052554693890616
li,counts,phate,4,0.6579963205411249
li,counts,phate,32,0.6599614997746983
li,counts,phate,2,0.6521078233698527
li,counts,phate,16,0.6591022816072262
li,counts,phate,96,0.6600776948923894
li,counts,phate,8,0.6605006045757461
li,counts,phate,48,0.6598711226037373
li,counts,kpca-rbf,4,0.07831185948377194
li,counts,kpca-rbf,32,0.0869380374143331
li,counts,kpca-rbf,2,0.01435244753245467
li,counts,kpca-rbf,16,0.07680356211807707
li,counts,kpca-rbf,96,0.026291520577498517
li,counts,kpca-rbf,8,0.10184864801859815
li,counts,kpca-rbf,48,0.04013085487845067
li,counts,isomap,4,0.5943208035309383
li,counts,isomap,32,0.6834660839783295
li,counts,isomap,2,0.4824811215479509
li,counts,isomap,16,0.6600356420258334
li,counts,isomap,96,0.7109944210182021
li,counts,isomap,8,0.6284121562292172
li,counts,isomap,48,0.6969553624026116
li,counts,saucie,4,0.029452857717088124
li,counts,saucie,32,-0.025097134120944987
li,counts,saucie,2,-0.0018905247653475904
li,counts,saucie,16,0.044593259088257356
li,counts,saucie,96,0.03842585477076741
li,counts,saucie,8,-0.04008489849766894
li,counts,saucie,48,0.03148789590251653
li,counts,bd,4,0.7638854816882602
li,counts,bd,32,0.5269320529268667
li,counts,bd,2,0.5220938695998721
li,counts,bd,16,0.6556206355740007
li,counts,bd,96,0.6153925298785236
li,counts,bd,8,0.7082701970797803
li,counts,bd,48,0.7987276703754482
li,counts,lda,4,0.5562726011953992
li,counts,lda,32,0.41089239090135576
li,counts,lda,2,0.5386411426864263
li,counts,lda,16,0.4226254804298202
li,counts,lda,96,0.5546857452322019
li,counts,lda,8,0.285928265005774
li,counts,lda,48,0.5137758794147903
li,counts,spectral,4,0.41341837277666815
li,counts,spectral,32,0.4977776807085267
li,counts,spectral,2,0.3861602061578864
li,counts,spectral,16,0.3906156358145527
li,counts,spectral,96,0.4589931933690294
li,counts,spectral,8,0.30089954370624233
li,counts,spectral,48,0.5137554361168442
li,counts,grp,4,0.85525739223973
li,counts,grp,32,0.9739540349404013
li,counts,grp,2,0.6900190225799679
li,counts,grp,16,0.9445129897929508
li,counts,grp,96,0.9902202577482699
li,counts,grp,8,0.8938777328800441
li,counts,grp,48,0.9830378229908627
li,counts,fa,4,0.3713804845902214
li,counts,fa,32,0.529919730316098
li,counts,fa,2,0.19620697784694627
li,counts,fa,16,0.44570036302535987
li,counts,fa,96,0.7098898878041238
li,counts,fa,8,0.27327490929346754
li,counts,fa,48,0.6660880950427222
li,counts,mctsne,4,0.3143347174729447
li,counts,mctsne,32,nan
li,counts,mctsne,2,0.30914093238109236
li,counts,mctsne,16,0.3468591918112702
li,counts,mctsne,96,0.3784576220399441
li,counts,mctsne,8,0.33654206401958925
li,counts,mctsne,48,0.2419480748122917
li,counts,nmf,4,0.8255146709264729
li,counts,nmf,32,0.9060387540575633
li,counts,nmf,2,0.6995218381760955
li,counts,nmf,16,0.889684803752592
li,counts,nmf,96,0.8568677042836781
li,counts,nmf,8,0.8380202029003088
li,counts,nmf,48,0.9139194814826661
li,counts,kpca-pol,4,0.6075139004605108
li,counts,kpca-pol,32,0.8227959604794121
li,counts,kpca-pol,2,0.597997608131775
li,counts,kpca-pol,16,0.6843306066258206
li,counts,kpca-pol,96,0.9299034866945955
li,counts,kpca-pol,8,0.6543668198068604
li,counts,kpca-pol,48,0.891136963425249
li,counts,vasc,4,0.5250321259542443
li,counts,vasc,32,0.6117076634378401
li,counts,vasc,2,0.29943061227673595
li,counts,vasc,16,0.6015558355982675
li,counts,vasc,96,nan
li,counts,vasc,8,0.669352038615244
li,counts,vasc,48,nan
li,counts,kpca-cos,4,0.696980950759861
li,counts,kpca-cos,32,0.7889807724406357
li,counts,kpca-cos,2,0.6559727669270322
li,counts,kpca-cos,16,0.7527335140462047
li,counts,kpca-cos,96,0.7999495958771867
li,counts,kpca-cos,8,0.7329890299024652
li,counts,kpca-cos,48,0.7975853574856805
li,counts,pca,4,0.8754857102385207
li,counts,pca,32,0.9805840028697632
li,counts,pca,2,0.7491076946689702
li,counts,pca,16,0.9583011341575144
li,counts,pca,96,0.9974364436989689
li,counts,pca,8,0.9435877141983684
li,counts,pca,48,0.9895838212208206
li,counts,pmf,4,0.5058843150498779
li,counts,pmf,32,0.8350152134618358
li,counts,pmf,2,0.5366622661644761
li,counts,pmf,16,0.7946432899638476
li,counts,pmf,96,0.8508861589578703
li,counts,pmf,8,0.7268949031125073
li,counts,pmf,48,0.8502852948653226
li,counts,snmf,4,0.8040911234894865
li,counts,snmf,32,0.6907984711245254
li,counts,snmf,2,0.6898409970546453
li,counts,snmf,16,0.861623905588608
li,counts,snmf,8,0.8482411408290981
li,counts,snmf,48,0.7627264554735333
li,counts,ipca,4,0.8754857459501187
li,counts,ipca,32,0.9806251947124786
li,counts,ipca,2,0.7491076907248684
li,counts,ipca,16,0.9583020571966546
li,counts,ipca,96,0.9974288720688564
li,counts,ipca,8,0.9435871321690175
li,counts,ipca,48,0.9895693492994108
li,counts,icm,4,0.22670682262280162
li,counts,icm,32,0.43360542946114466
li,counts,icm,2,0.3422211458192603
li,counts,icm,16,0.5145188556883653
li,counts,icm,96,0.6352535316434732
li,counts,icm,8,0.3625073138773246
li,counts,icm,48,0.49743282486178914
li,counts,ivis,4,0.22074521530378066
li,counts,ivis,32,0.26919838951279734
li,counts,ivis,2,0.24843004596221446
li,counts,ivis,16,0.3512545065518084
li,counts,ivis,96,0.2761981876377386
li,counts,ivis,8,0.31343305688847295
li,counts,ivis,48,0.38111239978530675
li,logcounts,spca,4,0.7729701616246707
li,logcounts,spca,32,0.6967383478010329
li,logcounts,spca,2,0.7842152979075493
li,logcounts,spca,16,0.7477296727505922
li,logcounts,spca,96,0.77209189065916
li,logcounts,spca,8,0.798113886225734
li,logcounts,spca,48,0.7175894716325597
li,logcounts,tsvd,4,0.7990342065468996
li,logcounts,tsvd,32,0.9193586197148073
li,logcounts,tsvd,2,0.7642772538540487
li,logcounts,tsvd,16,0.8726789171940291
li,logcounts,tsvd,96,0.9729921487760207
li,logcounts,tsvd,8,0.8268530011894548
li,logcounts,tsvd,48,0.9484075573190559
li,logcounts,spca-batch,4,0.5684973178621957
li,logcounts,spca-batch,32,0.7739774540271772
li,logcounts,spca-batch,2,0.7778068882155674
li,logcounts,spca-batch,16,0.7748012034533902
li,logcounts,spca-batch,96,0.85585249267179
li,logcounts,spca-batch,8,0.7579222378979711
li,logcounts,spca-batch,48,0.8597540826196465
li,logcounts,zifa,4,0.4894748262720329
li,logcounts,zifa,32,0.6417994969370546
li,logcounts,zifa,2,0.6638780559825683
li,logcounts,zifa,16,0.5840313210694001
li,logcounts,zifa,8,0.49963694731795977
li,logcounts,nsnmf,4,0.19163313675761914
li,logcounts,nsnmf,32,0.13018466735737746
li,logcounts,nsnmf,2,0.43076357966268264
li,logcounts,nsnmf,16,0.1235320342505382
li,logcounts,nsnmf,96,0.26372048915472135
li,logcounts,nsnmf,8,0.14084351757268243
li,logcounts,nsnmf,48,0.19506704115047463
li,logcounts,vpac,4,0.6079567005368383
li,logcounts,vpac,32,0.8379301246255253
li,logcounts,vpac,2,0.4088669001500237
li,logcounts,vpac,16,0.8173470215416536
li,logcounts,vpac,96,0.8931222141154403
li,logcounts,vpac,8,0.639896649173253
li,logcounts,vpac,48,0.8641519791411333
li,logcounts,umap,4,0.34946511106568046
li,logcounts,umap,32,0.25877094072815643
li,logcounts,umap,2,0.2954845214547906
li,logcounts,umap,16,0.3493466116734831
li,logcounts,umap,96,0.2524307622686259
li,logcounts,umap,8,0.3785326012358985
li,logcounts,umap,48,0.25039462755579633
li,logcounts,kpca-sig,4,0.8365513769534358
li,logcounts,kpca-sig,32,0.878333497540024
li,logcounts,kpca-sig,2,0.7820871238981946
li,logcounts,kpca-sig,16,0.8766545152058698
li,logcounts,kpca-sig,96,0.8732719999362524
li,logcounts,kpca-sig,8,0.8711136689778949
li,logcounts,kpca-sig,48,0.8774555125501282
li,logcounts,nmf2,4,0.42541458525695736
li,logcounts,nmf2,32,0.32366234471691785
li,logcounts,nmf2,2,0.6223176717803026
li,logcounts,nmf2,16,0.3168341647259436
li,logcounts,nmf2,96,0.2987233113117273
li,logcounts,nmf2,8,0.30039534792273365
li,logcounts,nmf2,48,0.36492937428215355
li,logcounts,srp,4,0.3929106175818641
li,logcounts,srp,32,0.7048753763023322
li,logcounts,srp,2,0.19041600179053567
li,logcounts,srp,16,0.5702236718628243
li,logcounts,srp,96,0.84220908674164
li,logcounts,srp,8,0.46820740285989054
li,logcounts,srp,48,0.7638171565248698
li,logcounts,psmf,4,0.611023621143102
li,logcounts,psmf,32,0.4615220680272096
li,logcounts,psmf,2,0.6590260390349628
li,logcounts,psmf,16,0.2960304071230826
li,logcounts,psmf,96,0.5532879099495207
li,logcounts,psmf,8,0.32390942127161065
li,logcounts,psmf,48,0.4985173666655948
li,logcounts,fica,4,0.577722281062474
li,logcounts,fica,32,0.646319264026554
li,logcounts,fica,2,0.6675940288074848
li,logcounts,fica,16,0.5824107888223797
li,logcounts,fica,96,0.6353979331177897
li,logcounts,fica,8,0.5060912128683135
li,logcounts,fica,48,0.6651594118353783
li,logcounts,lle,4,0.14911278952439364
li,logcounts,lle,32,0.3541122196474647
li,logcounts,lle,2,0.4341395918547231
li,logcounts,lle,16,0.43572617450082235
li,logcounts,lle,96,0.14423323778077246
li,logcounts,lle,8,0.3164611621918112
li,logcounts,lle,48,0.21605580263249574
li,logcounts,lsnmf,4,0.3108418816226196
li,logcounts,lsnmf,32,0.43208161983280385
li,logcounts,lsnmf,2,0.36835414508091574
li,logcounts,lsnmf,16,0.27574751139740483
li,logcounts,lsnmf,96,0.7418104982605795
li,logcounts,lsnmf,8,0.09120473854478564
li,logcounts,lsnmf,48,0.12523964504596452
li,logcounts,phate,4,0.20922645575709709
li,logcounts,phate,32,0.22685587967357934
li,logcounts,phate,2,0.2378926127584742
li,logcounts,phate,16,0.2115667403089612
li,logcounts,phate,96,0.21867759423355837
li,logcounts,phate,8,0.21550793157703146
li,logcounts,phate,48,0.22517075549324395
li,logcounts,kpca-rbf,4,0.4238386604592878
li,logcounts,kpca-rbf,32,0.6437264106192816
li,logcounts,kpca-rbf,2,0.599192301251186
li,logcounts,kpca-rbf,16,0.5512576072240635
li,logcounts,kpca-rbf,96,0.8402458671350808
li,logcounts,kpca-rbf,8,0.509738236491046
li,logcounts,kpca-rbf,48,0.7671077360193115
li,logcounts,isomap,4,0.25584549790064115
li,logcounts,isomap,32,0.2555523251345855
li,logcounts,isomap,2,0.23867053544334038
li,logcounts,isomap,16,0.24961579699903874
li,logcounts,isomap,96,0.2618683899081263
li,logcounts,isomap,8,0.24703954759777894
li,logcounts,isomap,48,0.25821840645073335
li,logcounts,saucie,4,0.008507689890411436
li,logcounts,saucie,32,0.00946197380311775
li,logcounts,saucie,2,0.02122247262006024
li,logcounts,saucie,16,-0.006325251706671897
li,logcounts,saucie,96,-0.04418801532931162
li,logcounts,saucie,8,0.020196989716496656
li,logcounts,saucie,48,-0.00837108086700014
li,logcounts,bd,4,0.04801064769012382
li,logcounts,bd,32,-0.01676098675560781
li,logcounts,bd,2,0.3825224590046726
li,logcounts,bd,16,0.30408373715679965
li,logcounts,bd,96,0.265850792487269
li,logcounts,bd,8,0.12989826129703305
li,logcounts,bd,48,-0.013260714184935345
li,logcounts,lda,4,0.4083242116199619
li,logcounts,lda,32,0.43043648882704255
li,logcounts,lda,2,0.44117880588873004
li,logcounts,lda,16,0.3911232464657024
li,logcounts,lda,96,0.38063162173921444
li,logcounts,lda,8,0.24801695331531423
li,logcounts,lda,48,0.4563801537264966
li,logcounts,spectral,4,0.6095135124036519
li,logcounts,spectral,32,0.27068969259078723
li,logcounts,spectral,2,0.4912988055244505
li,logcounts,spectral,16,0.47514267913643227
li,logcounts,spectral,96,0.17503898542801724
li,logcounts,spectral,8,0.566643013416229
li,logcounts,spectral,48,0.22420488556217394
li,logcounts,grp,4,0.3373339144219505
li,logcounts,grp,32,0.6382198322715471
li,logcounts,grp,2,0.3132936829562066
li,logcounts,grp,16,0.6308493107628337
li,logcounts,grp,96,0.8252520884356768
li,logcounts,grp,8,0.510728790413217
li,logcounts,grp,48,0.7144217485649005
li,logcounts,fa,4,0.4538112272423395
li,logcounts,fa,32,0.42896974461730875
li,logcounts,fa,2,0.6434644332937589
li,logcounts,fa,16,0.4947995579037173
li,logcounts,fa,96,0.25572798527997936
li,logcounts,fa,8,0.44770239568314407
li,logcounts,fa,48,0.391246827414443
li,logcounts,mctsne,4,0.3976253310880595
li,logcounts,mctsne,32,nan
li,logcounts,mctsne,2,0.3902780049192717
li,logcounts,mctsne,16,0.3254430641516506
li,logcounts,mctsne,96,nan
li,logcounts,mctsne,8,0.4123369965225816
li,logcounts,mctsne,48,0.4105489100874065
li,logcounts,nmf,4,0.32363062197692705
li,logcounts,nmf,32,0.527718126629884
li,logcounts,nmf,2,0.37923701753390066
li,logcounts,nmf,16,0.5893783609267137
li,logcounts,nmf,96,0.5879118586132129
li,logcounts,nmf,8,0.2811201546959512
li,logcounts,nmf,48,0.578673419320447
li,logcounts,kpca-pol,4,0.5317839316241919
li,logcounts,kpca-pol,32,0.5677340243939676
li,logcounts,kpca-pol,2,0.6437949231567247
li,logcounts,kpca-pol,16,0.5708325467626414
li,logcounts,kpca-pol,96,0.5039426283199149
li,logcounts,kpca-pol,8,0.5693418329657112
li,logcounts,kpca-pol,48,0.5603345157695216
li,logcounts,vasc,4,0.6885906701289632
li,logcounts,vasc,32,0.6307091192158867
li,logcounts,vasc,2,0.4187356334718767
li,logcounts,vasc,16,0.6299964916263943
li,logcounts,vasc,96,nan
li,logcounts,vasc,8,0.6667003854756758
li,logcounts,vasc,48,0.6838236931496395
li,logcounts,kpca-cos,4,0.7973491659258141
li,logcounts,kpca-cos,32,0.8882462907533872
li,logcounts,kpca-cos,2,0.7477418841543391
li,logcounts,kpca-cos,16,0.8784332524777972
li,logcounts,kpca-cos,96,0.8952681778496823
li,logcounts,kpca-cos,8,0.8598828276378258
li,logcounts,kpca-cos,48,0.8947504666104684
li,logcounts,pca,4,0.8111048828972977
li,logcounts,pca,32,0.9207093083957835
li,logcounts,pca,2,0.7822969422778384
li,logcounts,pca,16,0.8731954350939397
li,logcounts,pca,96,0.9750464672375005
li,logcounts,pca,8,0.8364685018428094
li,logcounts,pca,48,0.9479270275616588
li,logcounts,pmf,4,0.20410512480183537
li,logcounts,pmf,32,0.13621906118335808
li,logcounts,pmf,2,0.4981624087704935
li,logcounts,pmf,16,0.2383587944497932
li,logcounts,pmf,96,0.3609409492374349
li,logcounts,pmf,8,0.31013881037780294
li,logcounts,pmf,48,0.25881941773992145
li,logcounts,snmf,4,0.2066031871283167
li,logcounts,snmf,32,0.586680019048795
li,logcounts,snmf,2,0.37651753506470936
li,logcounts,snmf,16,0.42838736971453195
li,logcounts,snmf,96,0.5784494359831236
li,logcounts,snmf,8,0.1696072075147662
li,logcounts,snmf,48,0.5094837160723494
li,logcounts,icm,4,0.28857927229883634
li,logcounts,icm,32,0.527355277697859
li,logcounts,icm,2,0.35635179623868446
li,logcounts,icm,16,0.39054569394315214
li,logcounts,icm,96,0.5541752212825519
li,logcounts,icm,8,0.12179215850808774
li,logcounts,icm,48,0.5862991295586274
li,logcounts,ivis,4,0.4606381743369103
li,logcounts,ivis,32,0.4764650344816567
li,logcounts,ivis,2,0.4029067858497781
li,logcounts,ivis,16,0.33802855616806016
li,logcounts,ivis,96,0.5227480089978964
li,logcounts,ivis,8,0.3858236155528213
li,logcounts,ivis,48,0.4468633569550461
manno_human,counts,spca,4,0.8357293086171189
manno_human,counts,spca,32,0.9613699580967178
manno_human,counts,spca,2,0.7888401048172045
manno_human,counts,spca,16,0.9430386796835089
manno_human,counts,spca,96,0.9765036631189672
manno_human,counts,spca,8,0.9208333129874129
manno_human,counts,spca,48,0.9667809635262188
manno_human,counts,tsvd,4,0.8396947688755846
manno_human,counts,tsvd,32,0.9597375339799962
manno_human,counts,tsvd,2,0.7769990595548265
manno_human,counts,tsvd,16,0.9426530106973872
manno_human,counts,tsvd,96,0.9751128915626877
manno_human,counts,tsvd,8,0.9171764408054588
manno_human,counts,tsvd,48,0.9655328328248161
manno_human,counts,spca-batch,4,0.5926790092652037
manno_human,counts,spca-batch,32,0.6984626587512428
manno_human,counts,spca-batch,2,0.4162278975080899
manno_human,counts,spca-batch,16,0.7994108798915733
manno_human,counts,spca-batch,96,0.6257815579600078
manno_human,counts,spca-batch,8,0.7965023576993656
manno_human,counts,spca-batch,48,0.7300786352325638
manno_human,counts,zifa,4,0.4209359639200603
manno_human,counts,zifa,2,0.4309585145900103
manno_human,counts,zifa,8,0.4440867725020428
manno_human,counts,nsnmf,4,0.3812341413999301
manno_human,counts,nsnmf,32,0.5154893884562807
manno_human,counts,nsnmf,2,0.3525435851286349
manno_human,counts,nsnmf,16,0.4749960560244225
manno_human,counts,nsnmf,96,0.4933465763072245
manno_human,counts,nsnmf,8,0.49169700059677945
manno_human,counts,nsnmf,48,0.47751758055714694
manno_human,counts,vpac,4,0.2345785081469637
manno_human,counts,vpac,32,0.26799813331491606
manno_human,counts,vpac,2,0.05834217669932857
manno_human,counts,vpac,16,0.2885051693006625
manno_human,counts,vpac,96,0.28633875033904566
manno_human,counts,vpac,8,0.22687104706576117
manno_human,counts,vpac,48,0.28498790900914833
manno_human,counts,umap,4,0.4945258680213906
manno_human,counts,umap,32,0.49626958369226426
manno_human,counts,umap,2,0.47802835404209754
manno_human,counts,umap,16,0.4970091122780757
manno_human,counts,umap,96,0.5029637643312422
manno_human,counts,umap,8,0.4946655233120242
manno_human,counts,umap,48,0.49300023946050464
manno_human,counts,kpca-sig,4,nan
manno_human,counts,kpca-sig,32,nan
manno_human,counts,kpca-sig,2,nan
manno_human,counts,kpca-sig,16,nan
manno_human,counts,kpca-sig,96,nan
manno_human,counts,kpca-sig,8,nan
manno_human,counts,kpca-sig,48,nan
manno_human,counts,nmf2,4,0.7223349470182536
manno_human,counts,nmf2,32,0.7481568984601038
manno_human,counts,nmf2,2,0.674464065349683
manno_human,counts,nmf2,16,0.7790905257596954
manno_human,counts,nmf2,96,0.7240130489432368
