"dataset","count_type","method","dims","rho.euclidean","rho.seuclidean","rho.correlation","rho.cosine"
"TabulaMuris_Colon_FACS","counts","vpac",4,0.54266093764049,-0.0644934078667739,0.15318989776582,0.152925631381392
"TabulaMuris_Colon_FACS","counts","vpac",8,0.329073756313944,-0.157523950438844,0.110591956892111,0.128998413893605
"TabulaMuris_Colon_FACS","counts","vpac",16,0.479200588422816,0.000370975807449054,0.140419391776632,0.14239336250427
"TabulaMuris_Colon_FACS","counts","vpac",32,0.471650275304895,0.0113090993375575,0.150398166190567,0.155704446798692
"TabulaMuris_Colon_FACS","counts","vpac",48,0.470299668287201,-0.0239644817063549,0.146789670415505,0.149366700380368
"TabulaMuris_Colon_FACS","counts","vpac",96,0.480915650860093,-0.0583706952792964,0.15423528054804,0.157042856640933
"TabulaMuris_Colon_FACS","counts","zifa",2,0.499398379721858,0.149554645538707,0.0464201107545978,0.158917060629195
"TabulaMuris_Colon_FACS","counts","zifa",4,0.254399225320575,0.0480516017691284,0.245970665560212,0.207515001549232
"TabulaMuris_Colon_FACS","counts","zifa",8,0.151596389139806,0.217191085184207,0.224970422445031,0.212929940103097
"TabulaMuris_Colon_FACS","counts","zifa",16,0.121110520006671,0.213417174565378,0.236070079521258,0.218972283216485
"TabulaMuris_Colon_FACS","logcounts","bd",2,0.831217975875708,0.317780848250082,0.400362364836187,0.516842702258856
"TabulaMuris_Colon_FACS","logcounts","bd",4,0.666834404584519,0.134349972205536,0.735312187878229,0.737723421975034
"TabulaMuris_Colon_FACS","logcounts","bd",8,0.637920231895173,0.154475157043019,0.249169820575113,0.230160869400579
"TabulaMuris_Colon_FACS","logcounts","bd",16,0.723501755352159,0.290728735223928,0.525953221124136,0.480323456448652
"TabulaMuris_Colon_FACS","logcounts","bd",32,0.793364692829036,0.28122681984654,0.459402357876175,0.419712965271609
"TabulaMuris_Colon_FACS","logcounts","bd",48,0.753459530399421,0.399835097742645,0.46087483254371,0.427970635726193
"TabulaMuris_Colon_FACS","logcounts","bd",96,0.418032504289884,0.337067882181397,0.303633659194346,0.274845047435503
"TabulaMuris_Colon_FACS","logcounts","fa",2,0.659321406360056,0.284547681798104,0.228662450932025,0.339416781484328
"TabulaMuris_Colon_FACS","logcounts","fa",4,0.611279644481951,0.237607688621833,0.259910678664231,0.250848348752701
"TabulaMuris_Colon_FACS","logcounts","fa",8,0.489937275446122,0.309234161895213,0.23041480263444,0.194568897875155
"TabulaMuris_Colon_FACS","logcounts","fa",16,0.429354993831984,0.410312402341261,0.210014280205941,0.173977182297489
"TabulaMuris_Colon_FACS","logcounts","fa",32,0.413832018462165,0.435217858156115,0.197831309975364,0.160522577299183
"TabulaMuris_Colon_FACS","logcounts","fa",48,0.409339312581746,0.46943515003874,0.197491915438307,0.153710640161238
"TabulaMuris_Colon_FACS","logcounts","fa",96,0.343294602028846,0.577958733358389,0.159496900382579,0.131795088446675
"TabulaMuris_Colon_FACS","logcounts","fica",2,0.651695110012864,0.269464784593769,0.286687014506226,0.335760497175525
"TabulaMuris_Colon_FACS","logcounts","fica",4,0.615810998116012,0.155358589381985,0.298311150273641,0.230870934449508
"TabulaMuris_Colon_FACS","logcounts","fica",8,0.493763210389759,0.104907474064956,0.176978643661187,0.18231804667982
"TabulaMuris_Colon_FACS","logcounts","fica",16,0.446933371742655,0.18684753050147,0.184015273564388,0.146954131339586
"TabulaMuris_Colon_FACS","logcounts","fica",32,0.349812102171559,0.186171009596201,0.130057669049648,0.108854409283113
"TabulaMuris_Colon_FACS","logcounts","fica",48,0.326612218532819,0.183633719609841,0.110953376682808,0.0916754113474221
"TabulaMuris_Colon_FACS","logcounts","fica",96,0.305823511934212,0.151235270396362,0.0938220196589439,0.078401674414138
"TabulaMuris_Colon_FACS","logcounts","grp",2,0.42541884898972,0.125181040175549,0.259414792479648,0.401552545132242
"TabulaMuris_Colon_FACS","logcounts","grp",4,0.196630429684365,0.0796748251190897,0.263846805136774,0.239368667910665
"TabulaMuris_Colon_FACS","logcounts","grp",8,0.507141181541325,0.152125964021832,0.526012525933255,0.532222407618362
"TabulaMuris_Colon_FACS","logcounts","grp",16,0.691995069241688,0.223473305944242,0.740238944373551,0.747125769889206
"TabulaMuris_Colon_FACS","logcounts","grp",32,0.782727207243602,0.273213125516013,0.851240263572598,0.857943728146914
"TabulaMuris_Colon_FACS","logcounts","grp",48,0.788552394861646,0.277660815269448,0.853365131166112,0.866873224104323
"TabulaMuris_Colon_FACS","logcounts","grp",96,0.817143185514067,0.289786367920369,0.882141822969078,0.887335730020513
"TabulaMuris_Colon_FACS","logcounts","icm",2,0.808468161701103,0.31949078103369,0.32679017161115,0.356207406087358
"TabulaMuris_Colon_FACS","logcounts","icm",4,0.678628904180355,0.138279453105607,0.204031676584263,0.257726973008621
"TabulaMuris_Colon_FACS","logcounts","icm",8,0.520373004948658,0.177861374539878,0.171505130057076,0.263532523031085
"TabulaMuris_Colon_FACS","logcounts","icm",16,0.423075332916504,0.26013766757541,0.235165957000924,0.429007311128421
"TabulaMuris_Colon_FACS","logcounts","icm",32,0.432961647574954,0.293122331833698,0.239907925920815,0.475567109217247
"TabulaMuris_Colon_FACS","logcounts","icm",48,0.346789802536481,0.256170896908966,0.243940922600444,0.500188510869841
"TabulaMuris_Colon_FACS","logcounts","icm",96,0.433218303135611,0.253970211871629,0.117830031665166,0.36820847779888
"TabulaMuris_Colon_FACS","logcounts","ipca",2,0.829177234288261,0.269464786061488,0.176148640983308,0.340740525179743
"TabulaMuris_Colon_FACS","logcounts","ipca",4,0.870253129247935,0.15535859059281,0.270942021399151,0.296146782202169
"TabulaMuris_Colon_FACS","logcounts","ipca",8,0.873410487556452,0.104907474528748,0.309139894123105,0.299474893673082
"TabulaMuris_Colon_FACS","logcounts","ipca",16,0.887456402570413,0.186847530736534,0.326326376138657,0.295702531473839
"TabulaMuris_Colon_FACS","logcounts","ipca",32,0.894990958468342,0.186171009998063,0.334482851298634,0.297847113118856
"TabulaMuris_Colon_FACS","logcounts","ipca",48,0.901546262135539,0.183633720647297,0.335882450268596,0.296889132634269
"TabulaMuris_Colon_FACS","logcounts","ipca",96,0.923054291041019,0.151235270966339,0.332877885254582,0.291660982713383
"TabulaMuris_Colon_FACS","logcounts","isomap",2,0.814178072026191,0.30258625256252,0.23551724820441,0.299435004519524
"TabulaMuris_Colon_FACS","logcounts","isomap",4,0.799926437711933,0.143897756312443,0.358415663116488,0.317954365455536
"TabulaMuris_Colon_FACS","logcounts","isomap",8,0.802208306164629,0.122107667048561,0.326928227922665,0.299354855920801
"TabulaMuris_Colon_FACS","logcounts","isomap",16,0.790998726669543,0.0573767148568978,0.335398942492709,0.298277253186741
"TabulaMuris_Colon_FACS","logcounts","isomap",32,0.773203029034012,0.0318524218952501,0.337676614995083,0.302179101303381
"TabulaMuris_Colon_FACS","logcounts","isomap",48,0.761214360045904,0.0319598300639472,0.337962789617761,0.303169220592207
"TabulaMuris_Colon_FACS","logcounts","isomap",96,0.742349582033429,0.0189097537241533,0.336397093581347,0.302032765979969
"TabulaMuris_Colon_FACS","logcounts","ivis",2,0.149809927423226,0.092910783343354,0.104871944142404,0.127082998938399
"TabulaMuris_Colon_FACS","logcounts","ivis",4,0.279382187806141,0.0945728777272857,0.114560534145246,0.097379694396887
"TabulaMuris_Colon_FACS","logcounts","ivis",8,0.270123018883574,0.115697877894484,0.169653258009609,0.135052666494603
"TabulaMuris_Colon_FACS","logcounts","ivis",16,0.263410339091595,0.153866171919027,0.401843603294577,0.366350129459141
"TabulaMuris_Colon_FACS","logcounts","ivis",32,0.278113778103199,0.149029928926524,0.179839325332242,0.128193307876201
"TabulaMuris_Colon_FACS","logcounts","ivis",48,0.33293101233861,0.0998768576033553,0.162467572802014,0.115530221586993
"TabulaMuris_Colon_FACS","logcounts","ivis",96,0.27496750243368,0.0775725814845851,0.25617982733584,0.221193866661439
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",2,0.65976598449377,0.246028820681858,0.424985130847285,0.459320717053409
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",4,0.631399129794779,0.115789932246716,0.407577529183692,0.445428035906097
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",8,0.633781484508353,0.0881532523136066,0.453007175441111,0.440053878405422
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",16,0.620192747762313,0.203034769874046,0.476484581661984,0.449372485292113
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",32,0.604366931385846,0.200382530447768,0.492337029692225,0.453449680483947
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",48,0.577838239608497,0.183018422453477,0.499429404956448,0.457537632332972
"TabulaMuris_Colon_FACS","logcounts","kpca-cos",96,0.50770253337323,0.173032742912663,0.514120975823356,0.469790859490771
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",2,0.880989087699206,0.211017634795085,0.0743013378183593,0.0455836416935381
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",4,0.88151921041439,0.142626745752768,0.14564580628083,0.0532301292145018
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",8,0.871569023995233,0.144997472337677,0.110496907109675,0.0562910328834301
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",16,0.864175296136737,0.0991714833405183,0.105058609341632,0.0531586449669917
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",32,0.861364740081956,0.132348124803853,0.100552871219721,0.0512272512207536
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",48,0.856469667821372,0.154009891782174,0.09495623162808,0.0464921364608294
"TabulaMuris_Colon_FACS","logcounts","kpca-pol",96,0.839983778370321,0.175881899769767,0.0828585259056557,0.0354722459106428
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",2,0.544999684131288,0.204838672677139,0.216073946277954,0.466651367628056
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",4,0.547762034173452,0.0465280863760261,0.433839656622976,0.474778067484814
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",8,0.536196154926113,-0.0413285726653302,0.452956342183772,0.450845471778058
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",16,0.522731393754872,0.00844311884458652,0.484071603440812,0.4558719029009
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",32,0.51599596356273,0.0349205183953044,0.488759911374727,0.456683848277893
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",48,0.515374750262014,0.0719164460159633,0.489285392337448,0.456532479196428
"TabulaMuris_Colon_FACS","logcounts","kpca-rbf",96,0.519233151895158,0.107276048864289,0.491151437651073,0.457643076955837
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",2,0.187460453129094,0.144767385964062,0.221115850057343,0.662872173728822
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",4,0.177793837692449,0.112176418986313,0.477168560418667,0.562090512568419
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",8,0.169137257078038,0.225850162525796,0.561716872618917,0.559273411630504
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",16,0.150278877099908,0.230722587787313,0.586202275039337,0.5598525572091
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",32,0.136733011514287,0.20770937076177,0.591746413144782,0.559516958675508
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",48,0.129446214693561,0.199279761155944,0.593305068646094,0.559933924406823
"TabulaMuris_Colon_FACS","logcounts","kpca-sig",96,0.114044257936191,0.195178233405196,0.59642995849186,0.562309520677363
"TabulaMuris_Colon_FACS","logcounts","lda",2,0.595464778586419,0.286499378847792,0.328428924852957,0.355394041441033
"TabulaMuris_Colon_FACS","logcounts","lda",4,0.52008829729633,0.124468482828196,0.270747242285043,0.260917821299444
"TabulaMuris_Colon_FACS","logcounts","lda",8,0.52421062802736,0.11363593709831,0.0952717017758874,0.18048471949707
"TabulaMuris_Colon_FACS","logcounts","lda",16,0.327211759301851,0.0252836426228593,0.073013251513561,0.28923709773412
"TabulaMuris_Colon_FACS","logcounts","lda",32,0.266511222054248,0.0128172182191053,0.0322481878465682,0.23313551510704
"TabulaMuris_Colon_FACS","logcounts","lda",48,0.229031849891877,0.0363821829966728,0.0928447215974841,0.310465451321424
"TabulaMuris_Colon_FACS","logcounts","lda",96,0.183886984245283,0.0885305463812505,0.143443430051155,0.326187327707859
"TabulaMuris_Colon_FACS","logcounts","lle",2,0.750339477596228,0.224528807211703,0.273795587608738,0.101338540549044
"TabulaMuris_Colon_FACS","logcounts","lle",4,0.492502832525136,0.21159095210968,0.0805788961768713,0.0220303807235325
"TabulaMuris_Colon_FACS","logcounts","lle",8,0.427438041974818,0.0670249925429846,-0.240341231744036,-0.216926552583166
"TabulaMuris_Colon_FACS","logcounts","lle",16,0.259854816123058,0.0499216955784898,0.154333082526347,0.136540570593863
"TabulaMuris_Colon_FACS","logcounts","lle",32,0.0499053623557777,-0.0594790356080692,0.0946582674070048,0.0826524598957528
"TabulaMuris_Colon_FACS","logcounts","lle",48,0.0398555569031738,-0.066234826294104,-0.0704052571732576,-0.085486318750327
"TabulaMuris_Colon_FACS","logcounts","lle",96,-0.0555827904373958,-0.0623809613728455,0.0464140482291445,0.0473927622333722
"TabulaMuris_Colon_FACS","logcounts","lsnmf",2,0.63888204551506,0.233400276999134,0.00250880532371634,0.278536687023064
"TabulaMuris_Colon_FACS","logcounts","lsnmf",4,0.676296342835588,0.227682953803002,-0.000142576026002602,0.450304390537718
"TabulaMuris_Colon_FACS","logcounts","lsnmf",8,0.651215014771475,0.152748577920173,0.0469190687513092,0.30784786701576
"TabulaMuris_Colon_FACS","logcounts","lsnmf",16,0.722754680571225,0.217017190640599,0.0462880165597609,0.374199222988011
"TabulaMuris_Colon_FACS","logcounts","lsnmf",32,0.854310850888441,0.264436421192837,0.00286897580671176,0.433729070160122
"TabulaMuris_Colon_FACS","logcounts","lsnmf",48,0.864857386409399,0.286743516909279,0.00262831217122718,0.916797395986913
"TabulaMuris_Colon_FACS","logcounts","lsnmf",96,0.902621161972029,0.295368931875198,0.24276631257901,0.504919443994832
"TabulaMuris_Colon_FACS","logcounts","mctsne",2,0.813882518962643,0.303736158871457,0.0954812795838337,0.29686650022834
"TabulaMuris_Colon_FACS","logcounts","mctsne",4,0.835883913003278,0.293264422679689,0.324775915492035,0.321579361085084
"TabulaMuris_Colon_FACS","logcounts","mctsne",8,0.838868135101589,0.289006615208297,0.363647842079419,0.32190968234515
"TabulaMuris_Colon_FACS","logcounts","mctsne",32,NA,NA,NA,NA
"TabulaMuris_Colon_FACS","logcounts","mctsne",48,0.491514476643009,0.0414561845868931,-0.330080579647344,-0.359574654195011
"TabulaMuris_Colon_FACS","logcounts","mctsne",96,0.533060678094973,0.0379117256890835,-0.363719523152241,-0.396759044928269
"TabulaMuris_Colon_FACS","logcounts","nmf",2,0.707763891440786,0.319697459633698,0.139305478448487,0.199168105497719
"TabulaMuris_Colon_FACS","logcounts","nmf",4,0.569825262402202,0.133536488726147,0.130904912715628,0.21388343198237
"TabulaMuris_Colon_FACS","logcounts","nmf",8,0.440916366500092,0.182459293405878,0.0558921449493656,0.205931124797416
"TabulaMuris_Colon_FACS","logcounts","nmf",16,0.384206347031572,0.339688395390445,0.27067122625871,0.46861079684079
"TabulaMuris_Colon_FACS","logcounts","nmf",32,0.246351260252654,0.299975570930311,0.298046337203169,0.494631238436424
"TabulaMuris_Colon_FACS","logcounts","nmf",48,0.27959440881463,0.27973361932142,0.304962556431396,0.487516953539452
"TabulaMuris_Colon_FACS","logcounts","nmf",96,0.273105938766193,0.231514989926429,0.308776499737611,0.50058549772946
"TabulaMuris_Colon_FACS","logcounts","nmf2",2,0.821012310933352,0.274958794013546,0.0165045914354908,0.241893488032135
"TabulaMuris_Colon_FACS","logcounts","nmf2",4,0.805469379180067,0.319038980120172,-0.00209295323518166,0.289975725476558
"TabulaMuris_Colon_FACS","logcounts","nmf2",8,0.828011057314798,0.272089056482535,-0.0111867417661715,0.382091466109786
"TabulaMuris_Colon_FACS","logcounts","nmf2",16,0.817829387762017,0.260200310837976,-7.46057063026148e-06,0.457962739544278
"TabulaMuris_Colon_FACS","logcounts","nmf2",32,0.785943236218013,0.251892443895478,-0.0155016571335736,0.4969715827508
"TabulaMuris_Colon_FACS","logcounts","nmf2",48,0.811822855233415,0.247237981759584,-0.0650749692999567,0.474614995693445
"TabulaMuris_Colon_FACS","logcounts","nmf2",96,0.777042188983417,0.246560651716115,-0.0368204933473544,0.577661588629441
"TabulaMuris_Colon_FACS","logcounts","nsnmf",2,0.758221681554105,0.25577492383626,0.031369939786393,0.122209697709888
"TabulaMuris_Colon_FACS","logcounts","nsnmf",4,0.744010742357032,0.236593979392045,0.002558995635823,0.205856582657338
"TabulaMuris_Colon_FACS","logcounts","nsnmf",8,0.767399192272409,0.260773345239817,0.0557709067850052,0.339080837742176
"TabulaMuris_Colon_FACS","logcounts","nsnmf",16,0.770749564970806,0.294952027574174,0.0243235131690162,0.448175775663022
"TabulaMuris_Colon_FACS","logcounts","nsnmf",32,0.759956938836456,0.340454832115464,0.109601550300387,0.569350519928957
"TabulaMuris_Colon_FACS","logcounts","nsnmf",48,0.772052291745568,0.383466889716195,0.114776837907587,0.630658963503757
"TabulaMuris_Colon_FACS","logcounts","nsnmf",96,0.746257094566341,0.364551128140561,0.0950239479015839,0.670867199191765
"TabulaMuris_Colon_FACS","logcounts","pca",2,0.829177234288418,0.269464786065425,0.176143159729444,0.340740525186966
"TabulaMuris_Colon_FACS","logcounts","pca",4,0.870253127985654,0.155358577556253,0.270942021622925,0.296146783205765
"TabulaMuris_Colon_FACS","logcounts","pca",8,0.873410974313132,0.104912353995517,0.317576252888757,0.299475094342708
"TabulaMuris_Colon_FACS","logcounts","pca",16,0.887458152857839,0.186692214440092,0.328212590263517,0.295691647093189
"TabulaMuris_Colon_FACS","logcounts","pca",32,0.894931370940095,0.186986777587447,0.33600487961816,0.297917029378562
"TabulaMuris_Colon_FACS","logcounts","pca",48,0.901643672872899,0.186366959213621,0.336745206254082,0.296658650017358
"TabulaMuris_Colon_FACS","logcounts","pca",96,0.921627575530836,0.150858535766465,0.333934205399493,0.292133589923131
"TabulaMuris_Colon_FACS","logcounts","phate",2,0.727480670444241,0.254295569938448,0.127065781712623,0.19784194026349
"TabulaMuris_Colon_FACS","logcounts","phate",4,0.736356572130941,0.157915225221092,0.292083234181554,0.291069936777377
"TabulaMuris_Colon_FACS","logcounts","phate",8,0.705620913793185,0.158522961037435,0.323086690018837,0.293577651033232
"TabulaMuris_Colon_FACS","logcounts","phate",16,0.726236190530771,0.104127820610598,0.328482180244426,0.292360373738105
"TabulaMuris_Colon_FACS","logcounts","phate",32,0.715711011611708,0.102571967403957,0.336019500883405,0.29388512701082
"TabulaMuris_Colon_FACS","logcounts","phate",48,0.736232316295147,0.0938661412570714,0.325867178356052,0.282726718513332
"TabulaMuris_Colon_FACS","logcounts","phate",96,0.739096838292216,0.0311311523563447,0.337821408072558,0.293350291621529
"TabulaMuris_Colon_FACS","logcounts","pmf",2,0.818521550201085,0.277981251073119,0.149963642665956,0.267974500234519
"TabulaMuris_Colon_FACS","logcounts","pmf",4,0.805585960282614,0.301435946823344,0.182718744087927,0.305849635180231
"TabulaMuris_Colon_FACS","logcounts","pmf",8,0.775128876003632,0.282001580891817,0.164156698858537,0.401119872565487
"TabulaMuris_Colon_FACS","logcounts","pmf",16,0.776692173063196,0.338438800526011,0.19143809342639,0.529936456467271
"TabulaMuris_Colon_FACS","logcounts","pmf",32,0.755288971388838,0.314106669567251,0.211876412172036,0.566759876073194
"TabulaMuris_Colon_FACS","logcounts","pmf",48,0.733531518223565,0.342939299982329,0.206615157895742,0.648072326618107
"TabulaMuris_Colon_FACS","logcounts","pmf",96,0.693981526962925,0.371890738523235,0.194572202113921,0.695266400252259
"TabulaMuris_Colon_FACS","logcounts","psmf",2,0.831394422426253,0.29292682254695,0.213003909372795,0.330376631763706
"TabulaMuris_Colon_FACS","logcounts","psmf",4,0.832812284189171,0.29689360393742,0.435661698667456,0.56085990617222
"TabulaMuris_Colon_FACS","logcounts","psmf",8,0.807668433172088,0.293577401445714,0.19488118692895,0.497229064214678
"TabulaMuris_Colon_FACS","logcounts","psmf",16,0.802081044944357,0.338421621131709,0.257758709362,0.516001956916819
"TabulaMuris_Colon_FACS","logcounts","psmf",32,0.846135255167189,0.355050989336917,0.385791845154371,0.684198195847522
"TabulaMuris_Colon_FACS","logcounts","psmf",48,0.855175411259249,0.338020947042881,0.362962175740432,0.784537462806765
"TabulaMuris_Colon_FACS","logcounts","psmf",96,0.858656484983467,0.335500581695797,0.327055773807245,0.890758762104296
"TabulaMuris_Colon_FACS","logcounts","saucie",2,0.00210943923477702,0.00286233119436355,-0.00531928345398363,-0.00570876873468321
"TabulaMuris_Colon_FACS","logcounts","saucie",4,7.08595034279151e-06,0.00143799266133121,-0.00295820846263632,-0.0051227863852968
"TabulaMuris_Colon_FACS","logcounts","saucie",8,0.00261948717602458,-0.00612526160854997,-0.00555482093257964,-0.00420871439619427
"TabulaMuris_Colon_FACS","logcounts","saucie",16,0.000129865391369155,-0.000580523263010942,0.00392572224233093,0.0046667536932489
"TabulaMuris_Colon_FACS","logcounts","saucie",32,0.00282051594208723,0.0068498245294027,-0.0123228731625101,-0.0129940418771116
"TabulaMuris_Colon_FACS","logcounts","saucie",48,-0.00391779586819814,0.00398627021696485,-0.00791694082414512,-0.00755271095666661
"TabulaMuris_Colon_FACS","logcounts","saucie",96,-0.000418601119061352,0.00350227320947468,0.00324734701658606,0.00365943646734298
"TabulaMuris_Colon_FACS","logcounts","snmf",2,0.784687931232179,0.312835826090647,0.187874974134714,0.264961895642193
"TabulaMuris_Colon_FACS","logcounts","snmf",4,0.579914417812289,0.135253728029242,0.0932520311057903,0.198236614371851
"TabulaMuris_Colon_FACS","logcounts","snmf",8,0.633415450217321,0.180190914239822,0.168245652824468,0.303289385312717
"TabulaMuris_Colon_FACS","logcounts","snmf",16,0.699427176720146,0.226111644888484,0.178738927657914,0.357217023269365
"TabulaMuris_Colon_FACS","logcounts","snmf",32,0.591579165540119,0.271182878388024,0.422472076306134,0.574523833643878
"TabulaMuris_Colon_FACS","logcounts","snmf",48,0.606923620367643,0.241455974077528,0.479079138174781,0.618250741475845
"TabulaMuris_Colon_FACS","logcounts","snmf",96,0.499733634496487,0.23610684124503,0.508904480694088,0.650249770372722
"TabulaMuris_Colon_FACS","logcounts","spca",2,0.823181640933501,0.289724880132435,0.272886406531132,0.340731369484678
"TabulaMuris_Colon_FACS","logcounts","spca",4,0.852810080989119,0.266655670052457,0.218304895776565,0.302169225400557
"TabulaMuris_Colon_FACS","logcounts","spca",8,0.84650094600194,0.240066911670967,0.333953864039725,0.301363867002328
"TabulaMuris_Colon_FACS","logcounts","spca",16,0.872129203491837,0.311561840741277,0.358938486238242,0.318191785373773
"TabulaMuris_Colon_FACS","logcounts","spca",32,0.858250575903294,0.307371250072659,0.374678258673953,0.326915680146303
"TabulaMuris_Colon_FACS","logcounts","spca",48,0.850988243670923,0.335212833320899,0.383148514048299,0.33846508461626
"TabulaMuris_Colon_FACS","logcounts","spca",96,0.819050723714019,0.28729997125698,0.40392303111931,0.35940428447401
"TabulaMuris_Colon_FACS","logcounts","spca-batch",2,0.810290680204986,0.318499873418172,0.237190903646011,0.356231097634058
"TabulaMuris_Colon_FACS","logcounts","spca-batch",4,0.830556945186765,0.310001915164714,0.385369472628248,0.337306263377199
"TabulaMuris_Colon_FACS","logcounts","spca-batch",8,0.86380692673468,0.266345584282784,0.295247156488074,0.28479136779629
"TabulaMuris_Colon_FACS","logcounts","spca-batch",16,0.892205022271939,0.162042672565135,0.291886757944639,0.249449761858385
"TabulaMuris_Colon_FACS","logcounts","spca-batch",32,0.798548591436015,0.272880735322671,0.302580349971023,0.255877765008047
"TabulaMuris_Colon_FACS","logcounts","spca-batch",48,0.817382541850703,0.121696222439568,0.261567051420303,0.216318236036105
"TabulaMuris_Colon_FACS","logcounts","spca-batch",96,0.773007012508589,0.204177334228722,0.307391082129245,0.259336562599898
"TabulaMuris_Colon_FACS","logcounts","spectral",2,0.652212177705123,0.225826943422815,0.0585764631642635,0.170549592549899
"TabulaMuris_Colon_FACS","logcounts","spectral",4,0.471116544934362,0.146101818051574,0.171040048447108,0.207043697439735
"TabulaMuris_Colon_FACS","logcounts","spectral",8,0.338672564389159,0.0688755138373312,0.175941363724689,0.192106972815719
"TabulaMuris_Colon_FACS","logcounts","spectral",16,0.252055669233528,0.0658269294085168,0.151176075184974,0.15701659650789
"TabulaMuris_Colon_FACS","logcounts","spectral",32,0.229058429966781,0.136263055088418,0.124627029272763,0.120186006240182
"TabulaMuris_Colon_FACS","logcounts","spectral",48,0.184118108135833,0.156815187045013,0.0978199926330537,0.0921413793487978
"TabulaMuris_Colon_FACS","logcounts","spectral",96,0.131274623898512,0.134118491357238,0.0740995961164108,0.069136166746925
"TabulaMuris_Colon_FACS","logcounts","srp",2,0.0604509833813977,0.0202978971049013,NA,NA
"TabulaMuris_Colon_FACS","logcounts","srp",4,0.451115574270865,0.178177838104316,0.194890734908123,0.392468059757576
"TabulaMuris_Colon_FACS","logcounts","srp",8,0.531139729323476,0.214395818283511,0.522343698758426,0.550074336539702
"TabulaMuris_Colon_FACS","logcounts","srp",16,0.556594232149535,0.216330288214047,0.640669218293185,0.647187189950581
"TabulaMuris_Colon_FACS","logcounts","srp",32,0.632983000645434,0.216639440158394,0.721602520882424,0.742786116942348
"TabulaMuris_Colon_FACS","logcounts","srp",48,0.840332738852428,0.278811553041153,0.877762704765499,0.882557925264893
"TabulaMuris_Colon_FACS","logcounts","srp",96,0.860279493473499,0.316965691819438,0.892518107092445,0.896292668845158
"TabulaMuris_Colon_FACS","logcounts","tsvd",2,0.819328424179806,0.345577367288601,0.0235288620515262,0.405518136298201
"TabulaMuris_Colon_FACS","logcounts","tsvd",4,0.852750702680194,0.2194692476705,0.552516019649271,0.607477969384156
"TabulaMuris_Colon_FACS","logcounts","tsvd",8,0.876829191504012,0.174004898625549,0.644835744116403,0.658621653779561
"TabulaMuris_Colon_FACS","logcounts","tsvd",16,0.887280564498787,0.244585784225915,0.790570708329067,0.771662353886004
"TabulaMuris_Colon_FACS","logcounts","tsvd",32,0.894790153305503,0.218192653452597,0.8327788313712,0.808716654921313
"TabulaMuris_Colon_FACS","logcounts","tsvd",48,0.901317296949548,0.200420533760548,0.847250759198667,0.820507537415162
"TabulaMuris_Colon_FACS","logcounts","tsvd",96,0.920144726702069,0.161384174191938,0.869909940635707,0.841750255964939
"TabulaMuris_Colon_FACS","logcounts","umap",2,0.832867403277044,0.204647752946594,-0.157704693523987,-0.0545949931649879
"TabulaMuris_Colon_FACS","logcounts","umap",4,0.818568761116481,0.147758348021883,0.120618398660257,0.0491517313191313
"TabulaMuris_Colon_FACS","logcounts","umap",8,0.817035407585036,0.0540049383051746,0.132715602017207,0.073032178943474
"TabulaMuris_Colon_FACS","logcounts","umap",16,0.815292958146735,0.0948640768539732,0.117345686272226,0.0694392866867336
"TabulaMuris_Colon_FACS","logcounts","umap",32,0.820293779647109,0.137561194354849,0.108808294155706,0.0716132749376774
"TabulaMuris_Colon_FACS","logcounts","umap",48,0.807121297447246,0.114899784037079,0.0111963672039553,-0.0327109026153944
"TabulaMuris_Colon_FACS","logcounts","umap",96,0.814779559716521,0.22933434497962,0.0494541446589188,0.00488441766394829
"TabulaMuris_Colon_FACS","logcounts","vasc",2,0.643816453049837,0.190695965251833,0.332711352468237,0.274786192187051
"TabulaMuris_Colon_FACS","logcounts","vasc",4,0.619432921488434,0.176105948524563,0.357518815693299,0.373686022932632
"TabulaMuris_Colon_FACS","logcounts","vasc",8,0.497205575461043,0.140640160424853,0.336115777071367,0.300110535829735
