dataset,count,method,dimensions,rho.correlation
TabulaMuris_Muscle_FACS,logcounts,icm,8,0.5466094188393866
TabulaMuris_Muscle_FACS,logcounts,icm,16,0.497359483771786
TabulaMuris_Muscle_FACS,logcounts,pca,96,0.48620639090081313
TabulaMuris_Muscle_FACS,logcounts,pca,48,0.48913228679811216
TabulaMuris_Muscle_FACS,logcounts,pca,32,0.49065371071324576
TabulaMuris_Muscle_FACS,logcounts,pca,2,0.08275868785375055
TabulaMuris_Muscle_FACS,logcounts,pca,4,0.4708977557843553
TabulaMuris_Muscle_FACS,logcounts,pca,8,0.4952641735929659
TabulaMuris_Muscle_FACS,logcounts,pca,16,0.49271840517553445
TabulaMuris_Muscle_FACS,logcounts,saucie,96,0.013508120404314762
TabulaMuris_Muscle_FACS,logcounts,saucie,48,-0.008040494204622904
TabulaMuris_Muscle_FACS,logcounts,saucie,32,0.019495114705515654
TabulaMuris_Muscle_FACS,logcounts,saucie,2,0.008338408195974591
TabulaMuris_Muscle_FACS,logcounts,saucie,4,-0.0006177847421643522
TabulaMuris_Muscle_FACS,logcounts,saucie,8,0.012643284968980307
TabulaMuris_Muscle_FACS,logcounts,saucie,16,0.00653933179923966
TabulaMuris_Muscle_FACS,logcounts,spca,96,0.47373145835403246
TabulaMuris_Muscle_FACS,logcounts,spca,48,0.45822046709427366
TabulaMuris_Muscle_FACS,logcounts,spca,32,0.4745658017065801
TabulaMuris_Muscle_FACS,logcounts,spca,2,0.2493950466547141
TabulaMuris_Muscle_FACS,logcounts,spca,4,0.33240139091106463
TabulaMuris_Muscle_FACS,logcounts,spca,8,0.3710029685858326
TabulaMuris_Muscle_FACS,logcounts,spca,16,0.39609815735097503
TabulaMuris_Muscle_FACS,logcounts,spca-batch,96,0.41311581599446323
TabulaMuris_Muscle_FACS,logcounts,spca-batch,48,0.38358943771352905
TabulaMuris_Muscle_FACS,logcounts,spca-batch,32,0.3794489437453793
TabulaMuris_Muscle_FACS,logcounts,spca-batch,2,0.2709648259779652
TabulaMuris_Muscle_FACS,logcounts,spca-batch,4,0.5003037954188404
TabulaMuris_Muscle_FACS,logcounts,spca-batch,8,0.39947443765231094
TabulaMuris_Muscle_FACS,logcounts,spca-batch,16,0.4535394133249037
TabulaMuris_Muscle_FACS,logcounts,nsnmf,96,0.3338587299457972
TabulaMuris_Muscle_FACS,logcounts,nsnmf,48,0.3834846771544064
TabulaMuris_Muscle_FACS,logcounts,nsnmf,32,0.3103016293926629
TabulaMuris_Muscle_FACS,logcounts,nsnmf,2,0.14002802430963782
TabulaMuris_Muscle_FACS,logcounts,nsnmf,4,0.0769627554813052
TabulaMuris_Muscle_FACS,logcounts,nsnmf,8,0.22607854407610545
TabulaMuris_Muscle_FACS,logcounts,nsnmf,16,0.38308592693646526
TabulaMuris_Muscle_FACS,logcounts,lsnmf,96,6.955725287639923e-05
TabulaMuris_Muscle_FACS,logcounts,lsnmf,48,6.715189393594635e-05
TabulaMuris_Muscle_FACS,logcounts,lsnmf,32,0.27017293916085305
TabulaMuris_Muscle_FACS,logcounts,lsnmf,2,0.1793302597407361
TabulaMuris_Muscle_FACS,logcounts,lsnmf,4,0.3258554053930373
TabulaMuris_Muscle_FACS,logcounts,lsnmf,8,0.0032559929382989803
TabulaMuris_Muscle_FACS,logcounts,lsnmf,16,0.00014099668145486406
TabulaMuris_Muscle_FACS,logcounts,bd,96,0.16912018134351695
TabulaMuris_Muscle_FACS,logcounts,bd,48,0.2828461324518337
TabulaMuris_Muscle_FACS,logcounts,bd,32,0.3652541703813295
TabulaMuris_Muscle_FACS,logcounts,bd,2,0.2261451829507275
TabulaMuris_Muscle_FACS,logcounts,bd,4,0.41580795490584965
TabulaMuris_Muscle_FACS,logcounts,bd,8,0.4112171802241721
TabulaMuris_Muscle_FACS,logcounts,bd,16,0.38697152844460814
TabulaMuris_Muscle_FACS,logcounts,fa,96,0.29427897659517216
TabulaMuris_Muscle_FACS,logcounts,fa,48,0.3474575691514299
TabulaMuris_Muscle_FACS,logcounts,fa,32,0.3712289253322467
TabulaMuris_Muscle_FACS,logcounts,fa,2,0.22489042384428717
TabulaMuris_Muscle_FACS,logcounts,fa,4,0.4857471162733543
TabulaMuris_Muscle_FACS,logcounts,fa,8,0.4838951632079002
TabulaMuris_Muscle_FACS,logcounts,fa,16,0.40095201088504606
TabulaMuris_Pancreas_FACS,counts,zifa,48,0.349496199021837
TabulaMuris_Pancreas_FACS,counts,zifa,32,0.34983660552354223
TabulaMuris_Pancreas_FACS,counts,zifa,2,0.21469356022442382
TabulaMuris_Pancreas_FACS,counts,zifa,4,0.30200830219611047
TabulaMuris_Pancreas_FACS,counts,zifa,8,0.34645253948034954
TabulaMuris_Pancreas_FACS,counts,zifa,16,0.33814634685026945
TabulaMuris_Pancreas_FACS,counts,vasc,96,0.31773819142503895
TabulaMuris_Pancreas_FACS,counts,vasc,48,0.34165244002372536
TabulaMuris_Pancreas_FACS,counts,vasc,32,0.36589610908321885
TabulaMuris_Pancreas_FACS,counts,vasc,2,0.22457033355932407
TabulaMuris_Pancreas_FACS,counts,vasc,4,0.2810033081134812
TabulaMuris_Pancreas_FACS,counts,vasc,8,0.34661473726715347
TabulaMuris_Pancreas_FACS,counts,vasc,16,0.36026166437756807
TabulaMuris_Pancreas_FACS,counts,lle,96,-0.019651429157756386
TabulaMuris_Pancreas_FACS,counts,lle,48,-0.047418658448585296
TabulaMuris_Pancreas_FACS,counts,lle,32,0.11973333516552204
TabulaMuris_Pancreas_FACS,counts,lle,2,0.28507118070747356
TabulaMuris_Pancreas_FACS,counts,lle,4,0.5996151944123096
TabulaMuris_Pancreas_FACS,counts,lle,8,0.42548112805843946
TabulaMuris_Pancreas_FACS,counts,lle,16,0.1559730096163
TabulaMuris_Pancreas_FACS,counts,kpca-cos,96,0.733550906776282
TabulaMuris_Pancreas_FACS,counts,kpca-cos,48,0.7287347145156232
TabulaMuris_Pancreas_FACS,counts,kpca-cos,32,0.7231675306936551
TabulaMuris_Pancreas_FACS,counts,kpca-cos,2,0.34583658304998177
TabulaMuris_Pancreas_FACS,counts,kpca-cos,4,0.5773878131427268
TabulaMuris_Pancreas_FACS,counts,kpca-cos,8,0.655960219159343
TabulaMuris_Pancreas_FACS,counts,kpca-cos,16,0.7040970068632687
TabulaMuris_Pancreas_FACS,counts,grp,96,0.9799987931893542
TabulaMuris_Pancreas_FACS,counts,grp,48,0.9555519525472251
TabulaMuris_Pancreas_FACS,counts,grp,32,0.9683328517350129
TabulaMuris_Pancreas_FACS,counts,grp,2,0.235749195571525
TabulaMuris_Pancreas_FACS,counts,grp,4,0.6653385930037301
TabulaMuris_Pancreas_FACS,counts,grp,8,0.936731946733969
TabulaMuris_Pancreas_FACS,counts,grp,16,0.9726881120819098
TabulaMuris_Pancreas_FACS,counts,pmf,96,0.48735000333384737
TabulaMuris_Pancreas_FACS,counts,pmf,48,0.49298944641650905
TabulaMuris_Pancreas_FACS,counts,pmf,32,0.46032486073853235
TabulaMuris_Pancreas_FACS,counts,pmf,2,0.2057659326290663
TabulaMuris_Pancreas_FACS,counts,pmf,4,0.4533209603193397
TabulaMuris_Pancreas_FACS,counts,pmf,8,0.4657933650768528
TabulaMuris_Pancreas_FACS,counts,pmf,16,0.3964524611173221
TabulaMuris_Pancreas_FACS,counts,ipca,96,0.5262640989985787
TabulaMuris_Pancreas_FACS,counts,ipca,48,0.5272088894299906
TabulaMuris_Pancreas_FACS,counts,ipca,32,0.5284089249931709
TabulaMuris_Pancreas_FACS,counts,ipca,2,0.11305122714096559
TabulaMuris_Pancreas_FACS,counts,ipca,4,0.44638212663010973
TabulaMuris_Pancreas_FACS,counts,ipca,8,0.5230077517204293
TabulaMuris_Pancreas_FACS,counts,ipca,16,0.5307455302906554
TabulaMuris_Pancreas_FACS,counts,lda,96,0.6016232962268572
TabulaMuris_Pancreas_FACS,counts,lda,48,0.6087706193845508
TabulaMuris_Pancreas_FACS,counts,lda,32,0.4400306577191909
TabulaMuris_Pancreas_FACS,counts,lda,2,0.30113647531149595
TabulaMuris_Pancreas_FACS,counts,lda,4,0.33068723050485416
TabulaMuris_Pancreas_FACS,counts,lda,8,0.2462667990561968
TabulaMuris_Pancreas_FACS,counts,lda,16,0.3260938298050286
TabulaMuris_Pancreas_FACS,counts,kpca-sig,96,nan
TabulaMuris_Pancreas_FACS,counts,kpca-sig,48,nan
TabulaMuris_Pancreas_FACS,counts,kpca-sig,32,nan
TabulaMuris_Pancreas_FACS,counts,kpca-sig,2,nan
TabulaMuris_Pancreas_FACS,counts,kpca-sig,4,nan
TabulaMuris_Pancreas_FACS,counts,kpca-sig,8,nan
TabulaMuris_Pancreas_FACS,counts,kpca-sig,16,nan
TabulaMuris_Pancreas_FACS,counts,umap,96,0.39875256061729164
TabulaMuris_Pancreas_FACS,counts,umap,48,0.4368642243867587
TabulaMuris_Pancreas_FACS,counts,umap,32,0.43961363078873206
TabulaMuris_Pancreas_FACS,counts,umap,2,0.2149064462453857
TabulaMuris_Pancreas_FACS,counts,umap,4,0.3846430367865606
TabulaMuris_Pancreas_FACS,counts,umap,8,0.46371868438619235
TabulaMuris_Pancreas_FACS,counts,umap,16,0.46100959152461585
TabulaMuris_Pancreas_FACS,counts,phate,96,0.4566734718053938
TabulaMuris_Pancreas_FACS,counts,phate,48,0.4556491871168824
TabulaMuris_Pancreas_FACS,counts,phate,32,0.45427487309946657
TabulaMuris_Pancreas_FACS,counts,phate,2,0.15317340692118997
TabulaMuris_Pancreas_FACS,counts,phate,4,0.4173031265844248
TabulaMuris_Pancreas_FACS,counts,phate,8,0.42985279768380596
TabulaMuris_Pancreas_FACS,counts,phate,16,0.4463935468292334
TabulaMuris_Pancreas_FACS,counts,fica,96,0.18767308905293673
TabulaMuris_Pancreas_FACS,counts,fica,48,0.24216446399445613
TabulaMuris_Pancreas_FACS,counts,fica,32,0.3068579823711116
TabulaMuris_Pancreas_FACS,counts,fica,2,0.22039306305338482
TabulaMuris_Pancreas_FACS,counts,fica,4,0.4625451361124411
TabulaMuris_Pancreas_FACS,counts,fica,8,0.4112694003269673
TabulaMuris_Pancreas_FACS,counts,fica,16,0.3699679561712574
TabulaMuris_Pancreas_FACS,counts,isomap,96,0.4621013623661964
TabulaMuris_Pancreas_FACS,counts,isomap,48,0.45727969778342153
TabulaMuris_Pancreas_FACS,counts,isomap,32,0.45320840874837315
TabulaMuris_Pancreas_FACS,counts,isomap,2,0.23962647666666778
TabulaMuris_Pancreas_FACS,counts,isomap,4,0.3787446620854689
TabulaMuris_Pancreas_FACS,counts,isomap,8,0.42769119024498636
TabulaMuris_Pancreas_FACS,counts,isomap,16,0.4426769718766912
TabulaMuris_Pancreas_FACS,counts,tsvd,96,0.9998293246600302
TabulaMuris_Pancreas_FACS,counts,tsvd,48,0.9991276795160483
TabulaMuris_Pancreas_FACS,counts,tsvd,32,0.998258006443077
TabulaMuris_Pancreas_FACS,counts,tsvd,2,0.1474178886528457
TabulaMuris_Pancreas_FACS,counts,tsvd,4,0.8881697457412102
TabulaMuris_Pancreas_FACS,counts,tsvd,8,0.980806203508215
TabulaMuris_Pancreas_FACS,counts,tsvd,16,0.9954024215348173
TabulaMuris_Pancreas_FACS,counts,vpac,96,0.3516508892990018
TabulaMuris_Pancreas_FACS,counts,vpac,48,0.3584136134040597
TabulaMuris_Pancreas_FACS,counts,vpac,32,0.3560807911864705
TabulaMuris_Pancreas_FACS,counts,vpac,2,-0.037918818860077266
TabulaMuris_Pancreas_FACS,counts,vpac,4,0.3270336791762119
TabulaMuris_Pancreas_FACS,counts,vpac,8,0.2882237515732264
TabulaMuris_Pancreas_FACS,counts,vpac,16,0.34408083931746875
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,96,0.00032572255714086694
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,48,0.000907310099769423
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,32,0.0007330274763226302
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,2,-0.0017244406355310653
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,4,-0.007483756325455534
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,8,0.0006585347541705584
TabulaMuris_Pancreas_FACS,counts,kpca-rbf,16,0.000838611327215171
TabulaMuris_Pancreas_FACS,counts,mctsne,96,0.6320452104198269
TabulaMuris_Pancreas_FACS,counts,mctsne,48,nan
TabulaMuris_Pancreas_FACS,counts,mctsne,32,nan
TabulaMuris_Pancreas_FACS,counts,mctsne,2,0.15746672437939835
TabulaMuris_Pancreas_FACS,counts,mctsne,4,0.3510659711467333
TabulaMuris_Pancreas_FACS,counts,mctsne,8,0.4410866227158614
TabulaMuris_Pancreas_FACS,counts,nmf,96,0.9087322492637472
TabulaMuris_Pancreas_FACS,counts,nmf,48,0.9078935441587657
TabulaMuris_Pancreas_FACS,counts,nmf,32,0.9034300755794336
TabulaMuris_Pancreas_FACS,counts,nmf,2,0.2524731959960149
TabulaMuris_Pancreas_FACS,counts,nmf,4,0.8224065669621609
TabulaMuris_Pancreas_FACS,counts,nmf,8,0.9212298588300276
TabulaMuris_Pancreas_FACS,counts,nmf,16,0.9199566213089353
TabulaMuris_Pancreas_FACS,counts,srp,96,0.46335818913036325
TabulaMuris_Pancreas_FACS,counts,srp,48,0.2876080986417542
TabulaMuris_Pancreas_FACS,counts,srp,32,0.29102814546464845
TabulaMuris_Pancreas_FACS,counts,srp,2,nan
TabulaMuris_Pancreas_FACS,counts,srp,4,nan
TabulaMuris_Pancreas_FACS,counts,srp,8,0.2587107435543461
TabulaMuris_Pancreas_FACS,counts,srp,16,0.39449727754100483
TabulaMuris_Pancreas_FACS,counts,snmf,96,0.7460498789561669
TabulaMuris_Pancreas_FACS,counts,snmf,48,0.7569334762909652
TabulaMuris_Pancreas_FACS,counts,snmf,32,0.6321148933767793
TabulaMuris_Pancreas_FACS,counts,snmf,2,0.3807028258448333
TabulaMuris_Pancreas_FACS,counts,snmf,4,0.7154246678750328
TabulaMuris_Pancreas_FACS,counts,snmf,8,0.708289200576812
TabulaMuris_Pancreas_FACS,counts,snmf,16,0.7375795707712467
TabulaMuris_Pancreas_FACS,counts,psmf,96,0.2340265053021929
TabulaMuris_Pancreas_FACS,counts,psmf,48,0.2946234936365245
TabulaMuris_Pancreas_FACS,counts,psmf,32,0.2023993895074208
TabulaMuris_Pancreas_FACS,counts,psmf,2,0.015236569062961502
TabulaMuris_Pancreas_FACS,counts,psmf,4,0.11455120756364177
TabulaMuris_Pancreas_FACS,counts,psmf,8,0.17554246282064626
TabulaMuris_Pancreas_FACS,counts,psmf,16,0.22657992881734326
TabulaMuris_Pancreas_FACS,counts,kpca-pol,96,0.14082818840936256
TabulaMuris_Pancreas_FACS,counts,kpca-pol,48,0.13959960895433257
TabulaMuris_Pancreas_FACS,counts,kpca-pol,32,0.13860272688825903
TabulaMuris_Pancreas_FACS,counts,kpca-pol,2,-0.13029620490913987
TabulaMuris_Pancreas_FACS,counts,kpca-pol,4,0.07628985151574166
TabulaMuris_Pancreas_FACS,counts,kpca-pol,8,0.10675615688391084
TabulaMuris_Pancreas_FACS,counts,kpca-pol,16,0.13569401524185692
TabulaMuris_Pancreas_FACS,counts,ivis,96,0.4975283271627868
TabulaMuris_Pancreas_FACS,counts,ivis,48,0.3493631395255708
TabulaMuris_Pancreas_FACS,counts,ivis,32,0.30700350801757753
TabulaMuris_Pancreas_FACS,counts,ivis,2,0.17583076835624403
TabulaMuris_Pancreas_FACS,counts,ivis,4,0.2681862286148043
TabulaMuris_Pancreas_FACS,counts,ivis,8,0.24393398936435823
TabulaMuris_Pancreas_FACS,counts,ivis,16,0.2828617183751297
TabulaMuris_Pancreas_FACS,counts,spectral,96,0.10646726465109119
TabulaMuris_Pancreas_FACS,counts,spectral,48,0.13102901666894673
TabulaMuris_Pancreas_FACS,counts,spectral,32,0.14130638121606126
TabulaMuris_Pancreas_FACS,counts,spectral,2,0.2931464281894509
TabulaMuris_Pancreas_FACS,counts,spectral,4,0.4338412699661399
TabulaMuris_Pancreas_FACS,counts,spectral,8,0.1784859901237434
TabulaMuris_Pancreas_FACS,counts,spectral,16,0.16014211070907733
TabulaMuris_Pancreas_FACS,counts,nmf2,96,0.5771042225819422
TabulaMuris_Pancreas_FACS,counts,nmf2,48,0.6015367217646698
TabulaMuris_Pancreas_FACS,counts,nmf2,32,0.6159177156563808
TabulaMuris_Pancreas_FACS,counts,nmf2,2,0.38876472094815573
TabulaMuris_Pancreas_FACS,counts,nmf2,4,0.6775128819213571
TabulaMuris_Pancreas_FACS,counts,nmf2,8,0.6843369239071704
TabulaMuris_Pancreas_FACS,counts,nmf2,16,0.6366181226805312
TabulaMuris_Pancreas_FACS,counts,icm,96,0.0269644631106592
TabulaMuris_Pancreas_FACS,counts,icm,48,-0.017712687398813494
TabulaMuris_Pancreas_FACS,counts,icm,32,nan
TabulaMuris_Pancreas_FACS,counts,icm,2,nan
TabulaMuris_Pancreas_FACS,counts,icm,4,nan
TabulaMuris_Pancreas_FACS,counts,icm,8,nan
TabulaMuris_Pancreas_FACS,counts,icm,16,nan
TabulaMuris_Pancreas_FACS,counts,pca,96,0.5246550523886956
TabulaMuris_Pancreas_FACS,counts,pca,48,0.523971683086462
TabulaMuris_Pancreas_FACS,counts,pca,32,0.523427434946489
TabulaMuris_Pancreas_FACS,counts,pca,2,0.11305122714096559
TabulaMuris_Pancreas_FACS,counts,pca,4,0.44638212663010973
TabulaMuris_Pancreas_FACS,counts,pca,8,0.5073583142467997
TabulaMuris_Pancreas_FACS,counts,pca,16,0.5205763914933589
TabulaMuris_Pancreas_FACS,counts,saucie,96,-0.017947355893490995
TabulaMuris_Pancreas_FACS,counts,saucie,48,0.0031306472854295045
TabulaMuris_Pancreas_FACS,counts,saucie,32,-0.01877679806160591
TabulaMuris_Pancreas_FACS,counts,saucie,2,-0.0013770701481612554
TabulaMuris_Pancreas_FACS,counts,saucie,4,0.007286633094040905
TabulaMuris_Pancreas_FACS,counts,saucie,8,0.0069737244820403275
TabulaMuris_Pancreas_FACS,counts,saucie,16,-0.006405912338507701
TabulaMuris_Pancreas_FACS,counts,spca,96,0.5246689536631601
TabulaMuris_Pancreas_FACS,counts,spca,48,0.5233933926956688
TabulaMuris_Pancreas_FACS,counts,spca,32,0.5223849585068971
TabulaMuris_Pancreas_FACS,counts,spca,2,0.1117095062778897
TabulaMuris_Pancreas_FACS,counts,spca,4,0.44638200700024105
TabulaMuris_Pancreas_FACS,counts,spca,8,0.5086439395982413
TabulaMuris_Pancreas_FACS,counts,spca,16,0.5194625498729768
TabulaMuris_Pancreas_FACS,counts,spca-batch,96,0.37294066358287054
TabulaMuris_Pancreas_FACS,counts,spca-batch,48,0.3285696052196
TabulaMuris_Pancreas_FACS,counts,spca-batch,32,0.3599880269859577
TabulaMuris_Pancreas_FACS,counts,spca-batch,2,0.15264341222599134
TabulaMuris_Pancreas_FACS,counts,spca-batch,4,0.4028696163448123
TabulaMuris_Pancreas_FACS,counts,spca-batch,8,0.38168430103038176
TabulaMuris_Pancreas_FACS,counts,spca-batch,16,0.324173728882395
TabulaMuris_Pancreas_FACS,counts,nsnmf,96,0.23418350840603377
TabulaMuris_Pancreas_FACS,counts,nsnmf,48,0.24865321176324087
TabulaMuris_Pancreas_FACS,counts,nsnmf,32,0.20345475737347563
TabulaMuris_Pancreas_FACS,counts,nsnmf,2,0.2472827762664858
TabulaMuris_Pancreas_FACS,counts,nsnmf,4,0.37144050800979167
TabulaMuris_Pancreas_FACS,counts,nsnmf,8,0.3577903171109806
TabulaMuris_Pancreas_FACS,counts,nsnmf,16,0.21237683632797788
TabulaMuris_Pancreas_FACS,counts,lsnmf,96,0.0004787604791447861
TabulaMuris_Pancreas_FACS,counts,lsnmf,48,-0.0009752033360244058
TabulaMuris_Pancreas_FACS,counts,lsnmf,32,-0.0005170610421540099
TabulaMuris_Pancreas_FACS,counts,lsnmf,2,0.0006760960370392284
TabulaMuris_Pancreas_FACS,counts,lsnmf,4,0.00010079465196020492
TabulaMuris_Pancreas_FACS,counts,lsnmf,8,-0.00040326701365980626
TabulaMuris_Pancreas_FACS,counts,lsnmf,16,0.000312907258798211
TabulaMuris_Pancreas_FACS,counts,bd,96,0.35253464539882456
TabulaMuris_Pancreas_FACS,counts,bd,48,0.3349871063365349
TabulaMuris_Pancreas_FACS,counts,bd,32,0.37506723462710245
TabulaMuris_Pancreas_FACS,counts,bd,2,-0.005508689203996816
TabulaMuris_Pancreas_FACS,counts,bd,4,0.4132872824582454
TabulaMuris_Pancreas_FACS,counts,bd,8,0.3461040383009132
TabulaMuris_Pancreas_FACS,counts,bd,16,0.4321368572839565
TabulaMuris_Pancreas_FACS,counts,fa,96,0.2525356070527666
TabulaMuris_Pancreas_FACS,counts,fa,48,0.3717691205365097
TabulaMuris_Pancreas_FACS,counts,fa,32,0.4234839951421332
TabulaMuris_Pancreas_FACS,counts,fa,2,0.22405781644903605
TabulaMuris_Pancreas_FACS,counts,fa,4,0.26107243477833364
TabulaMuris_Pancreas_FACS,counts,fa,8,0.42723235193193276
TabulaMuris_Pancreas_FACS,counts,fa,16,0.4494754532833433
TabulaMuris_Pancreas_FACS,logcounts,zifa,32,0.782278469357318
TabulaMuris_Pancreas_FACS,logcounts,zifa,2,0.5409379875067142
TabulaMuris_Pancreas_FACS,logcounts,zifa,4,0.7071266158622155
TabulaMuris_Pancreas_FACS,logcounts,zifa,8,0.736793088623751
TabulaMuris_Pancreas_FACS,logcounts,zifa,16,0.7748753486274245
TabulaMuris_Pancreas_FACS,logcounts,vasc,96,0.3937898285252921
TabulaMuris_Pancreas_FACS,logcounts,vasc,48,0.5961682061940117
TabulaMuris_Pancreas_FACS,logcounts,vasc,32,0.3993427245162932
TabulaMuris_Pancreas_FACS,logcounts,vasc,2,0.18336375633418273
TabulaMuris_Pancreas_FACS,logcounts,vasc,4,0.6003763621854012
TabulaMuris_Pancreas_FACS,logcounts,vasc,8,0.5808944257541155
TabulaMuris_Pancreas_FACS,logcounts,vasc,16,0.5557614724356251
TabulaMuris_Pancreas_FACS,logcounts,lle,96,-0.007244236104975565
TabulaMuris_Pancreas_FACS,logcounts,lle,48,0.14827777774564962
TabulaMuris_Pancreas_FACS,logcounts,lle,32,0.23049092122768847
TabulaMuris_Pancreas_FACS,logcounts,lle,2,0.2834151576791329
TabulaMuris_Pancreas_FACS,logcounts,lle,4,0.22397573240058188
TabulaMuris_Pancreas_FACS,logcounts,lle,8,0.2588287525949231
TabulaMuris_Pancreas_FACS,logcounts,lle,16,0.3211920221465523
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,96,0.8816777755389752
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,48,0.8753812641129662
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,32,0.8729824939006524
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,2,0.6253283423174194
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,4,0.8613384406612874
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,8,0.8671532109540607
TabulaMuris_Pancreas_FACS,logcounts,kpca-cos,16,0.8693345670021453
TabulaMuris_Pancreas_FACS,logcounts,grp,96,0.9055848606816305
TabulaMuris_Pancreas_FACS,logcounts,grp,48,0.8494187022999645
TabulaMuris_Pancreas_FACS,logcounts,grp,32,0.7443194386836948
TabulaMuris_Pancreas_FACS,logcounts,grp,2,0.2749102926275532
TabulaMuris_Pancreas_FACS,logcounts,grp,4,0.35651972270246496
TabulaMuris_Pancreas_FACS,logcounts,grp,8,0.522878830879146
TabulaMuris_Pancreas_FACS,logcounts,grp,16,0.7610231776130036
TabulaMuris_Pancreas_FACS,logcounts,pmf,96,0.415338847128222
TabulaMuris_Pancreas_FACS,logcounts,pmf,48,0.4596738731589071
TabulaMuris_Pancreas_FACS,logcounts,pmf,32,0.49126064263221136
TabulaMuris_Pancreas_FACS,logcounts,pmf,2,0.5187401201154866
TabulaMuris_Pancreas_FACS,logcounts,pmf,4,0.411443438462529
TabulaMuris_Pancreas_FACS,logcounts,pmf,8,0.4166871657573178
TabulaMuris_Pancreas_FACS,logcounts,pmf,16,0.4829508385490694
TabulaMuris_Pancreas_FACS,logcounts,ipca,96,0.7466859851043376
TabulaMuris_Pancreas_FACS,logcounts,ipca,48,0.75288112396818
TabulaMuris_Pancreas_FACS,logcounts,ipca,32,0.7550215079520903
TabulaMuris_Pancreas_FACS,logcounts,ipca,2,0.6338027910319084
TabulaMuris_Pancreas_FACS,logcounts,ipca,4,0.725135153492203
TabulaMuris_Pancreas_FACS,logcounts,ipca,8,0.7565157346819937
TabulaMuris_Pancreas_FACS,logcounts,ipca,16,0.754007255628825
TabulaMuris_Pancreas_FACS,logcounts,lda,96,0.5814650648894273
TabulaMuris_Pancreas_FACS,logcounts,lda,48,0.40479510942872665
TabulaMuris_Pancreas_FACS,logcounts,lda,32,0.42028564336396
TabulaMuris_Pancreas_FACS,logcounts,lda,2,0.5397520259771454
TabulaMuris_Pancreas_FACS,logcounts,lda,4,0.6463848154352496
TabulaMuris_Pancreas_FACS,logcounts,lda,8,0.6212042414102207
TabulaMuris_Pancreas_FACS,logcounts,lda,16,0.36353244469444435
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,96,0.9422047153580213
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,48,0.9378202252778304
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,32,0.9358038886877058
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,2,0.7358493811601889
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,4,0.9048660633019154
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,8,0.9219246876729753
TabulaMuris_Pancreas_FACS,logcounts,kpca-sig,16,0.9318174863764894
TabulaMuris_Pancreas_FACS,logcounts,umap,96,0.35545858703742633
TabulaMuris_Pancreas_FACS,logcounts,umap,48,0.3361524187735153
TabulaMuris_Pancreas_FACS,logcounts,umap,32,0.3536715360209579
TabulaMuris_Pancreas_FACS,logcounts,umap,2,0.45491202876209913
TabulaMuris_Pancreas_FACS,logcounts,umap,4,0.3734071513870165
TabulaMuris_Pancreas_FACS,logcounts,umap,8,0.40034830143127065
TabulaMuris_Pancreas_FACS,logcounts,umap,16,0.37738721996805036
TabulaMuris_Pancreas_FACS,logcounts,phate,96,0.6000134841536869
TabulaMuris_Pancreas_FACS,logcounts,phate,48,0.6001165460207911
TabulaMuris_Pancreas_FACS,logcounts,phate,32,0.5955406629822666
TabulaMuris_Pancreas_FACS,logcounts,phate,2,0.49892579978300394
TabulaMuris_Pancreas_FACS,logcounts,phate,4,0.6407528586752105
TabulaMuris_Pancreas_FACS,logcounts,phate,8,0.6122643106582683
TabulaMuris_Pancreas_FACS,logcounts,phate,16,0.5950110909231081
TabulaMuris_Pancreas_FACS,logcounts,fica,96,0.2694030808292002
TabulaMuris_Pancreas_FACS,logcounts,fica,48,0.27541539252563174
TabulaMuris_Pancreas_FACS,logcounts,fica,32,0.292205733192062
TabulaMuris_Pancreas_FACS,logcounts,fica,2,0.6022195457906242
TabulaMuris_Pancreas_FACS,logcounts,fica,4,0.4254921557364014
TabulaMuris_Pancreas_FACS,logcounts,fica,8,0.3569501393985442
TabulaMuris_Pancreas_FACS,logcounts,fica,16,0.36270340316000577
TabulaMuris_Pancreas_FACS,logcounts,isomap,96,0.4952000492440303
TabulaMuris_Pancreas_FACS,logcounts,isomap,48,0.4942375383492482
TabulaMuris_Pancreas_FACS,logcounts,isomap,32,0.49337751759527293
TabulaMuris_Pancreas_FACS,logcounts,isomap,2,0.2790934214632372
TabulaMuris_Pancreas_FACS,logcounts,isomap,4,0.46423327581726415
