dataset,count,method,dimensions,rho.correlation
chen,counts,snmf,16,0.8056508778108868
chen,counts,psmf,96,0.6055688617599665
chen,counts,psmf,48,0.5735598161724822
chen,counts,psmf,32,0.545522195328707
chen,counts,psmf,2,0.3336494236504066
chen,counts,psmf,4,0.7369420431147946
chen,counts,psmf,8,0.612798416181796
chen,counts,psmf,16,0.5306069423706047
chen,counts,kpca-pol,96,0.5430051480548335
chen,counts,kpca-pol,48,0.5486465591162489
chen,counts,kpca-pol,32,0.5533795098724766
chen,counts,kpca-pol,2,0.023060532998794268
chen,counts,kpca-pol,4,0.4714192996163546
chen,counts,kpca-pol,8,0.5528900097436531
chen,counts,kpca-pol,16,0.5468416928133779
chen,counts,ivis,96,0.508722765621437
chen,counts,ivis,48,0.4825413802597309
chen,counts,ivis,32,0.41653176655890695
chen,counts,ivis,2,0.14277031200446777
chen,counts,ivis,4,0.34133391168639265
chen,counts,ivis,8,0.6500671346634562
chen,counts,ivis,16,0.5919028227556778
chen,counts,spectral,96,0.096794006615572
chen,counts,spectral,48,0.1172608105049716
chen,counts,spectral,32,0.1376169500376402
chen,counts,spectral,2,0.4047853825458002
chen,counts,spectral,4,0.4401376502179639
chen,counts,spectral,8,0.29144542780915556
chen,counts,spectral,16,0.21654240706525366
chen,counts,nmf2,96,0.8508337340843611
chen,counts,nmf2,48,0.8244808426760034
chen,counts,nmf2,32,0.8447758873356871
chen,counts,nmf2,2,0.27782935486877747
chen,counts,nmf2,4,0.7475516284108561
chen,counts,nmf2,8,0.7848346568374567
chen,counts,nmf2,16,0.804365903254814
chen,counts,icm,96,0.02240893438541522
chen,counts,icm,48,-0.0057067952774857095
chen,counts,icm,32,nan
chen,counts,icm,2,nan
chen,counts,icm,4,nan
chen,counts,icm,8,nan
chen,counts,icm,16,nan
chen,counts,pca,96,0.7785395385244173
chen,counts,pca,48,0.7779363112589522
chen,counts,pca,32,0.7782101800902669
chen,counts,pca,2,0.6024897716152037
chen,counts,pca,4,0.735055051606731
chen,counts,pca,8,0.762232422150933
chen,counts,pca,16,0.7780989861717917
chen,counts,saucie,96,-0.00263768974952146
chen,counts,saucie,48,-0.0003258004172323076
chen,counts,saucie,32,-0.001605718645488019
chen,counts,saucie,2,-0.0010328031722347363
chen,counts,saucie,4,-0.0012282301807933983
chen,counts,saucie,8,-0.0018555133671241122
chen,counts,saucie,16,0.003420830434357952
chen,counts,spca,96,0.7780704710326292
chen,counts,spca,48,0.7764092889360776
chen,counts,spca,32,0.7756420021087718
chen,counts,spca,2,0.6003521949803315
chen,counts,spca,4,0.7160289160436488
chen,counts,spca,8,0.752855044148897
chen,counts,spca,16,0.7714298503231204
chen,counts,spca-batch,96,0.49126754096666664
chen,counts,spca-batch,48,0.40466737087650767
chen,counts,spca-batch,32,0.33393238924064167
chen,counts,spca-batch,2,0.6074991891360494
chen,counts,spca-batch,4,0.4792022138542296
chen,counts,spca-batch,8,0.572324496414789
chen,counts,spca-batch,16,0.4622126033920635
chen,counts,nsnmf,96,0.5191770688407805
chen,counts,nsnmf,48,0.5324310074333641
chen,counts,nsnmf,32,0.4642763550975614
chen,counts,nsnmf,2,0.5935631146701298
chen,counts,nsnmf,4,0.6990026184776252
chen,counts,nsnmf,8,0.5975561159058124
chen,counts,nsnmf,16,0.562985731006535
chen,counts,lsnmf,96,-0.00014610812800161562
chen,counts,lsnmf,48,-0.0001862866145985028
chen,counts,lsnmf,32,-5.9344245181954634e-05
chen,counts,lsnmf,2,0.0003904873121780999
chen,counts,lsnmf,4,8.256616612306826e-06
chen,counts,lsnmf,8,0.0001249466778339
chen,counts,lsnmf,16,-7.325260401948289e-05
chen,counts,bd,96,0.7953047580855365
chen,counts,bd,48,0.7964066008394624
chen,counts,bd,32,0.8176118880700046
chen,counts,bd,2,0.0044721558118625505
chen,counts,bd,4,0.3010755059310847
chen,counts,bd,8,0.8451718792960957
chen,counts,bd,16,0.8295550095387049
chen,counts,fa,96,0.2560809488760065
chen,counts,fa,48,0.35338931694663106
chen,counts,fa,32,0.3714120059815501
chen,counts,fa,2,0.6116863886200149
chen,counts,fa,4,0.703053514288485
chen,counts,fa,8,0.6125377417526373
chen,counts,fa,16,0.5497203331729085
chen,logcounts,zifa,2,0.16249413940799315
chen,logcounts,zifa,4,0.4762088026986706
chen,logcounts,zifa,8,0.6630112645237534
chen,logcounts,vasc,96,0.2115259428552582
chen,logcounts,vasc,48,0.2759340159862149
chen,logcounts,vasc,32,0.35664681176645363
chen,logcounts,vasc,2,0.20299226700321957
chen,logcounts,vasc,4,0.2297769191705769
chen,logcounts,vasc,8,0.174142739785545
chen,logcounts,vasc,16,0.24047998210989396
chen,logcounts,lle,96,0.031449624659183675
chen,logcounts,lle,48,0.054193542758721125
chen,logcounts,lle,32,0.06574451187356696
chen,logcounts,lle,2,-0.1751737291505971
chen,logcounts,lle,4,-0.08212998613372555
chen,logcounts,lle,8,0.010357990535292327
chen,logcounts,lle,16,0.10971955790650217
chen,logcounts,kpca-cos,96,0.295632319136897
chen,logcounts,kpca-cos,48,0.2925809671995608
chen,logcounts,kpca-cos,32,0.2897419146545153
chen,logcounts,kpca-cos,2,0.16511525823528764
chen,logcounts,kpca-cos,4,0.2587522998643893
chen,logcounts,kpca-cos,8,0.2712763457333619
chen,logcounts,kpca-cos,16,0.28016102260548925
chen,logcounts,grp,96,0.5943137712054171
chen,logcounts,grp,48,0.43262567627497306
chen,logcounts,grp,32,0.37902139906304333
chen,logcounts,grp,2,0.033663991082540125
chen,logcounts,grp,4,0.1640700627788875
chen,logcounts,grp,8,0.194075063747099
chen,logcounts,grp,16,0.3432581085961798
chen,logcounts,pmf,96,0.24072972411137442
chen,logcounts,pmf,48,0.2596156917912265
chen,logcounts,pmf,32,0.24637833440638035
chen,logcounts,pmf,2,0.1512780996351863
chen,logcounts,pmf,4,0.27326189823556823
chen,logcounts,pmf,8,0.2993469349071244
chen,logcounts,pmf,16,0.2983079794658072
chen,logcounts,ipca,96,0.15394617026314425
chen,logcounts,ipca,48,0.15227734021524225
chen,logcounts,ipca,32,0.15088216903627633
chen,logcounts,ipca,2,0.021550536774322237
chen,logcounts,ipca,4,0.13482205645468295
chen,logcounts,ipca,8,0.14827586394090272
chen,logcounts,ipca,16,0.14761551747748022
chen,logcounts,lda,96,0.1073675340709302
chen,logcounts,lda,48,0.148470258736238
chen,logcounts,lda,32,0.10630662145030854
chen,logcounts,lda,2,0.2010005150223725
chen,logcounts,lda,4,0.4573331252994464
chen,logcounts,lda,8,0.3289444512467859
chen,logcounts,lda,16,0.20886942940438627
chen,logcounts,kpca-sig,96,0.3975414011330364
chen,logcounts,kpca-sig,48,0.40439176962725737
chen,logcounts,kpca-sig,32,0.40825557437512366
chen,logcounts,kpca-sig,2,0.19184265474131673
chen,logcounts,kpca-sig,4,0.3984879079275648
chen,logcounts,kpca-sig,8,0.3989456479846461
chen,logcounts,kpca-sig,16,0.40903804664299886
chen,logcounts,umap,96,0.021807198209343365
chen,logcounts,umap,48,0.012473165982928114
chen,logcounts,umap,32,0.003929192814636683
chen,logcounts,umap,2,-0.0014389507017810266
chen,logcounts,umap,4,0.01793166782571138
chen,logcounts,umap,8,0.0049205660411808785
chen,logcounts,umap,16,-0.00032811848619639973
chen,logcounts,phate,96,0.25648645207669807
chen,logcounts,phate,48,0.20710460003157574
chen,logcounts,phate,32,0.2293862346081013
chen,logcounts,phate,2,0.25075779249213465
chen,logcounts,phate,4,0.2731715508707458
chen,logcounts,phate,8,0.2085831977656248
chen,logcounts,phate,16,0.25256808332460073
chen,logcounts,fica,96,0.15733035185747715
chen,logcounts,fica,48,0.20945791231417665
chen,logcounts,fica,32,0.24607186025792618
chen,logcounts,fica,2,-0.02940877368288375
chen,logcounts,fica,4,0.27656519497800625
chen,logcounts,fica,8,0.3065333321517225
chen,logcounts,fica,16,0.2951825335303816
chen,logcounts,isomap,96,-0.2898450432490306
chen,logcounts,isomap,48,-0.27674066628574623
chen,logcounts,isomap,32,-0.2625985681027474
chen,logcounts,isomap,2,-0.21536668253149222
chen,logcounts,isomap,4,-0.2851729438567721
chen,logcounts,isomap,8,-0.27388363751079703
chen,logcounts,isomap,16,-0.24918147548136257
chen,logcounts,tsvd,96,0.8523776907241064
chen,logcounts,tsvd,48,0.8179139919374275
chen,logcounts,tsvd,32,0.8043859868844379
chen,logcounts,tsvd,2,-0.01124554323002301
chen,logcounts,tsvd,4,0.5245800093631068
chen,logcounts,tsvd,8,0.7166819561724852
chen,logcounts,tsvd,16,0.7779338354722345
chen,logcounts,vpac,96,0.07357588301678208
chen,logcounts,vpac,48,0.10358664348135206
chen,logcounts,vpac,32,0.12146482672349661
chen,logcounts,vpac,2,-0.15685220969889982
chen,logcounts,vpac,4,0.06385318610460161
chen,logcounts,vpac,8,0.12816652377948592
chen,logcounts,vpac,16,0.11360791622307617
chen,logcounts,kpca-rbf,96,0.3898026298290433
chen,logcounts,kpca-rbf,48,0.3759841951359173
chen,logcounts,kpca-rbf,32,0.3701496504374851
chen,logcounts,kpca-rbf,2,0.19022940198755856
chen,logcounts,kpca-rbf,4,0.30797199117290225
chen,logcounts,kpca-rbf,8,0.33242374231968197
chen,logcounts,kpca-rbf,16,0.35905186922149107
chen,logcounts,mctsne,96,nan
chen,logcounts,mctsne,48,0.02715717087397235
chen,logcounts,mctsne,32,nan
chen,logcounts,mctsne,2,0.03406370885953223
chen,logcounts,mctsne,4,0.135337897729628
chen,logcounts,mctsne,8,0.11061612580328936
chen,logcounts,nmf,96,0.3888789557693217
chen,logcounts,nmf,48,0.5400144550122418
chen,logcounts,nmf,32,0.5270276263074337
chen,logcounts,nmf,2,-0.0038780302501756235
chen,logcounts,nmf,4,0.39207961972307914
chen,logcounts,nmf,8,0.4016151905963721
chen,logcounts,nmf,16,0.311204987608159
chen,logcounts,srp,96,0.5932687833339183
chen,logcounts,srp,48,0.42774095977624654
chen,logcounts,srp,32,0.34541498812278537
chen,logcounts,srp,2,nan
chen,logcounts,srp,4,nan
chen,logcounts,srp,8,0.18941748790513507
chen,logcounts,srp,16,0.28606265404895387
chen,logcounts,snmf,96,0.5199988287448657
chen,logcounts,snmf,48,0.4446422366789342
chen,logcounts,snmf,32,0.47749767623152933
chen,logcounts,snmf,2,0.06252611028750898
chen,logcounts,snmf,4,0.3905994608222017
chen,logcounts,snmf,8,0.49309904065123034
chen,logcounts,snmf,16,0.3779064795841561
chen,logcounts,psmf,96,0.5836052416474022
chen,logcounts,psmf,48,0.5983905128350863
chen,logcounts,psmf,32,0.6143813574816
chen,logcounts,psmf,2,0.06326745058141672
chen,logcounts,psmf,4,0.44028197871230546
chen,logcounts,psmf,8,0.5035094295588011
chen,logcounts,psmf,16,0.5610230093135427
chen,logcounts,kpca-pol,96,-0.11047777803442067
chen,logcounts,kpca-pol,48,-0.10392733181916394
chen,logcounts,kpca-pol,32,-0.10048487272037313
chen,logcounts,kpca-pol,2,-0.16168607232188062
chen,logcounts,kpca-pol,4,-0.09882485141281593
chen,logcounts,kpca-pol,8,-0.10065830616225502
chen,logcounts,kpca-pol,16,-0.09080485684498643
chen,logcounts,ivis,96,0.48128941835243005
chen,logcounts,ivis,48,0.4265115424162312
chen,logcounts,ivis,32,0.43726623305831813
chen,logcounts,ivis,2,0.24602407981209765
chen,logcounts,ivis,4,0.2848653128525471
chen,logcounts,ivis,8,0.3065734782212971
chen,logcounts,ivis,16,0.5035125396693173
chen,logcounts,spectral,96,0.12510887569372348
chen,logcounts,spectral,48,0.1671665860552762
chen,logcounts,spectral,32,0.20747757142925713
chen,logcounts,spectral,2,0.16771098131662687
chen,logcounts,spectral,4,0.35655327573611334
chen,logcounts,spectral,8,0.34746104192082566
chen,logcounts,spectral,16,0.2820733997268837
chen,logcounts,nmf2,96,0.1906755536603855
chen,logcounts,nmf2,48,0.20758499898694285
chen,logcounts,nmf2,32,0.18710944932514603
chen,logcounts,nmf2,2,-0.00038679924236221846
chen,logcounts,nmf2,4,0.2670276969207708
chen,logcounts,nmf2,8,0.15388469880579358
chen,logcounts,nmf2,16,0.21032745061519642
chen,logcounts,icm,96,0.13075253669136128
chen,logcounts,icm,48,0.17594570213334804
chen,logcounts,icm,32,0.22095330907527688
chen,logcounts,icm,2,0.10336278741663361
chen,logcounts,icm,4,0.4425589011203265
chen,logcounts,icm,8,0.4618686534109507
chen,logcounts,icm,16,0.2991078030050528
chen,logcounts,pca,96,0.1564472279027611
chen,logcounts,pca,48,0.15762064859315916
chen,logcounts,pca,32,0.15988579507869483
chen,logcounts,pca,2,0.021347266146280186
chen,logcounts,pca,4,0.19298297677087822
chen,logcounts,pca,8,0.18428798161330084
chen,logcounts,pca,16,0.17025268938468194
chen,logcounts,saucie,96,-0.0005027456739357071
chen,logcounts,saucie,48,-0.0010792818020864555
chen,logcounts,saucie,32,-0.0011627314626153626
chen,logcounts,saucie,2,-0.0015408088737687178
chen,logcounts,saucie,4,-0.002625120342130647
chen,logcounts,saucie,8,-0.004023173677660443
chen,logcounts,saucie,16,0.0024654360169496545
chen,logcounts,spca,96,0.29984592289886025
chen,logcounts,spca,48,0.2864151788624892
chen,logcounts,spca,32,0.2807027187879086
chen,logcounts,spca,2,0.024686680715522328
chen,logcounts,spca,4,0.16237653175439504
chen,logcounts,spca,8,0.18356969257938166
chen,logcounts,spca,16,0.24065557239773655
chen,logcounts,spca-batch,96,0.235069453962512
chen,logcounts,spca-batch,48,0.20332858280469515
chen,logcounts,spca-batch,32,0.29361916785322223
chen,logcounts,spca-batch,2,-0.1398294174746404
chen,logcounts,spca-batch,4,0.1632658418254106
chen,logcounts,spca-batch,8,0.22548905121045731
chen,logcounts,spca-batch,16,0.27500775134694144
chen,logcounts,nsnmf,96,0.27160985406379423
chen,logcounts,nsnmf,48,0.27886368526042044
chen,logcounts,nsnmf,32,0.28925419983834094
chen,logcounts,nsnmf,2,0.08465928274687243
chen,logcounts,nsnmf,4,0.1720036506595077
chen,logcounts,nsnmf,8,0.26475789118519744
chen,logcounts,nsnmf,16,0.2719238441612123
chen,logcounts,lsnmf,96,-0.00018575062725536913
chen,logcounts,lsnmf,48,-0.00017132009570062075
chen,logcounts,lsnmf,32,0.0006978488657781925
chen,logcounts,lsnmf,2,0.04368732190796858
chen,logcounts,lsnmf,4,0.09096546186936735
chen,logcounts,lsnmf,8,0.00025358775246338207
chen,logcounts,lsnmf,16,0.0021453866248341003
chen,logcounts,bd,96,0.34618912302508764
chen,logcounts,bd,48,0.45614984416189386
chen,logcounts,bd,32,0.44854393691209105
chen,logcounts,bd,2,0.23157074397104174
chen,logcounts,bd,4,0.2503206791543315
chen,logcounts,bd,8,0.3614221668967092
chen,logcounts,bd,16,0.4458926529984151
chen,logcounts,fa,96,0.27349318535772194
chen,logcounts,fa,48,0.2817885333179486
chen,logcounts,fa,32,0.2874681969648996
chen,logcounts,fa,2,0.2309700904495474
chen,logcounts,fa,4,0.2792417851800932
chen,logcounts,fa,8,0.3018611331230437
chen,logcounts,fa,16,0.3021813725580765
darmanis,counts,zifa,96,0.1355061858486252
darmanis,counts,zifa,48,0.13813505710814616
darmanis,counts,zifa,32,0.13134578292285606
darmanis,counts,zifa,2,0.08565420262029746
darmanis,counts,zifa,4,0.1065732769314461
darmanis,counts,zifa,8,0.1099209267118453
darmanis,counts,zifa,16,0.11507302565824783
darmanis,counts,vasc,96,nan
darmanis,counts,vasc,48,nan
darmanis,counts,vasc,32,0.06721939411292467
darmanis,counts,vasc,2,0.00971742347844514
darmanis,counts,vasc,4,0.03091477180421227
darmanis,counts,vasc,8,0.07549567227716733
darmanis,counts,vasc,16,0.0748507282897865
darmanis,counts,lle,96,0.016673732774874224
darmanis,counts,lle,48,0.06669376888322616
darmanis,counts,lle,32,0.11029035236718929
darmanis,counts,lle,2,0.16841652941331853
darmanis,counts,lle,4,0.5683536302737898
darmanis,counts,lle,8,0.5456442409674287
darmanis,counts,lle,16,0.3211497479863171
darmanis,counts,kpca-cos,96,0.7849383815993686
darmanis,counts,kpca-cos,48,0.788316715188243
darmanis,counts,kpca-cos,32,0.7900636032306254
darmanis,counts,kpca-cos,2,0.6218011967906555
darmanis,counts,kpca-cos,4,0.7961614812362741
darmanis,counts,kpca-cos,8,0.7953341648103246
darmanis,counts,kpca-cos,16,0.7932366237054862
darmanis,counts,grp,96,0.9997016175772975
darmanis,counts,grp,48,0.9985758388623903
darmanis,counts,grp,32,0.9976875354926966
darmanis,counts,grp,2,-0.00883097518144647
darmanis,counts,grp,4,0.8382030255662252
darmanis,counts,grp,8,0.9932415804558171
darmanis,counts,grp,16,0.9923902331336127
darmanis,counts,pmf,96,0.38631906794268994
darmanis,counts,pmf,48,0.3528928494274689
darmanis,counts,pmf,32,0.35801828847584566
darmanis,counts,pmf,2,0.24061549324581796
darmanis,counts,pmf,4,0.3714140594999929
darmanis,counts,pmf,8,0.3696553871663985
darmanis,counts,pmf,16,0.444034168466752
darmanis,counts,ipca,96,0.6399033821803493
darmanis,counts,ipca,48,0.6399965528547501
darmanis,counts,ipca,32,0.6404591580597402
darmanis,counts,ipca,2,0.592704175740699
darmanis,counts,ipca,4,0.6562075031820905
darmanis,counts,ipca,8,0.6480545653404737
darmanis,counts,ipca,16,0.6426561240055804
darmanis,counts,lda,96,0.38197357387163505
darmanis,counts,lda,48,0.4733078067006192
darmanis,counts,lda,32,0.35382345711964364
darmanis,counts,lda,2,0.30163536636841787
darmanis,counts,lda,4,0.14834870578540324
darmanis,counts,lda,8,0.4144602694914233
darmanis,counts,lda,16,0.3906162829031859
darmanis,counts,tga,96,0.6365554321909221
darmanis,counts,tga,48,0.6352187891329701
darmanis,counts,tga,32,0.6396000636071567
darmanis,counts,tga,2,0.5533935406831966
darmanis,counts,tga,4,0.595088123883659
darmanis,counts,tga,8,0.620836671477742
darmanis,counts,tga,16,0.6302797994778102
darmanis,counts,kpca-sig,96,nan
darmanis,counts,kpca-sig,48,nan
darmanis,counts,kpca-sig,32,nan
darmanis,counts,kpca-sig,2,nan
darmanis,counts,kpca-sig,4,nan
darmanis,counts,kpca-sig,8,nan
darmanis,counts,kpca-sig,16,nan
darmanis,counts,umap,96,0.7177368735020542
darmanis,counts,umap,48,0.7399029400409411
darmanis,counts,umap,32,0.7089911058898167
darmanis,counts,umap,2,0.5905328004281969
darmanis,counts,umap,4,0.6858938753902064
darmanis,counts,umap,8,0.6748607056283863
darmanis,counts,umap,16,0.7560878545369166
darmanis,counts,phate,96,0.7195414701970947
darmanis,counts,phate,48,0.7187047735557275
darmanis,counts,phate,32,0.7182493169707131
darmanis,counts,phate,2,0.45371977352960524
darmanis,counts,phate,4,0.6361551342249818
darmanis,counts,phate,8,0.7045092078346672
darmanis,counts,phate,16,0.7149879561152085
darmanis,counts,fica,96,0.1957262791100975
darmanis,counts,fica,48,0.25105853005786943
darmanis,counts,fica,32,0.2861479038202948
darmanis,counts,fica,2,0.23922032718339298
darmanis,counts,fica,4,0.24302556542769568
darmanis,counts,fica,8,0.36960159446729585
darmanis,counts,fica,16,0.31544870711333545
darmanis,counts,isomap,96,0.6831667390126449
darmanis,counts,isomap,48,0.6811997067046545
darmanis,counts,isomap,32,0.6791457599580206
darmanis,counts,isomap,2,0.28779378358579644
darmanis,counts,isomap,4,0.6027143241656695
darmanis,counts,isomap,8,0.6390823654173656
darmanis,counts,isomap,16,0.6723962643533974
darmanis,counts,tsvd,96,0.9999810673864574
darmanis,counts,tsvd,48,0.9999346656709533
darmanis,counts,tsvd,32,0.9998752755256939
darmanis,counts,tsvd,2,0.0013303597722116958
darmanis,counts,tsvd,4,0.9931811234095523
darmanis,counts,tsvd,8,0.9987322647309972
darmanis,counts,tsvd,16,0.999631396407864
darmanis,counts,vpac,96,0.07038886043170338
darmanis,counts,vpac,48,0.07785867627376357
darmanis,counts,vpac,32,0.07209498815704839
darmanis,counts,vpac,2,0.01848677507366649
darmanis,counts,vpac,4,0.09040269670608923
darmanis,counts,vpac,8,0.09586061511925494
darmanis,counts,vpac,16,0.08969730168362995
darmanis,counts,kpca-rbf,96,0.0005222458747351171
darmanis,counts,kpca-rbf,48,0.004458982738019231
darmanis,counts,kpca-rbf,32,0.0002796039258789564
darmanis,counts,kpca-rbf,2,0.003958051987443757
darmanis,counts,kpca-rbf,4,-0.0012950415117825708
darmanis,counts,kpca-rbf,8,-0.00398304966131963
darmanis,counts,kpca-rbf,16,0.002461256487953668
darmanis,counts,mctsne,96,0.8411074402896531
darmanis,counts,mctsne,48,0.3404749055872669
darmanis,counts,mctsne,32,nan
darmanis,counts,mctsne,2,0.4580686422262535
darmanis,counts,mctsne,4,0.6857056596906609
darmanis,counts,mctsne,8,0.6388668427362582
darmanis,counts,mctsne,16,0.6612128960408036
darmanis,counts,nmf,96,0.8559264697609142
darmanis,counts,nmf,48,0.8419154336561795
darmanis,counts,nmf,32,0.8425350179640253
darmanis,counts,nmf,2,0.26538148297025776
darmanis,counts,nmf,4,0.8576976553766075
darmanis,counts,nmf,8,0.8545180742770494
darmanis,counts,nmf,16,0.8582644630033069
darmanis,counts,srp,96,0.999425069791952
darmanis,counts,srp,48,0.1039450589366807
darmanis,counts,srp,32,0.15516308848253044
darmanis,counts,srp,2,nan
darmanis,counts,srp,4,-0.028907583758348038
darmanis,counts,srp,8,0.07478595055254086
darmanis,counts,srp,16,0.048349573740757296
darmanis,counts,snmf,96,0.8158901853484899
darmanis,counts,snmf,48,0.9108279277703629
darmanis,counts,snmf,32,0.49079180287477936
darmanis,counts,snmf,2,0.5210725981967652
darmanis,counts,snmf,4,0.8907703080003603
darmanis,counts,snmf,8,0.7859714034836821
darmanis,counts,snmf,16,0.9088278741489314
darmanis,counts,psmf,96,0.1257773744009568
darmanis,counts,psmf,48,0.19547634457577154
darmanis,counts,psmf,32,0.12930510288720598
darmanis,counts,psmf,2,0.00905278737108495
darmanis,counts,psmf,4,0.1188928022460861
darmanis,counts,psmf,8,0.18937096700814773
darmanis,counts,psmf,16,0.1419120609649932
darmanis,counts,kpca-pol,96,0.5690958306583936
darmanis,counts,kpca-pol,48,0.5717872138081084
darmanis,counts,kpca-pol,32,0.5744661257455739
darmanis,counts,kpca-pol,2,0.6197653581904083
darmanis,counts,kpca-pol,4,0.6365372495079472
darmanis,counts,kpca-pol,8,0.6000440612709402
darmanis,counts,kpca-pol,16,0.5826544950402702
darmanis,counts,ivis,96,0.5863782186162034
darmanis,counts,ivis,48,nan
darmanis,counts,ivis,32,nan
darmanis,counts,ivis,2,0.541842225186284
darmanis,counts,ivis,4,nan
darmanis,counts,ivis,8,nan
darmanis,counts,ivis,16,nan
darmanis,counts,spectral,96,0.08693366827329581
darmanis,counts,spectral,48,0.10651136719134048
darmanis,counts,spectral,32,0.09910726167245824
darmanis,counts,spectral,2,0.307217998860226
darmanis,counts,spectral,4,0.34435990490684504
darmanis,counts,spectral,8,0.28710826564009573
darmanis,counts,spectral,16,0.15919136591748786
darmanis,counts,nmf2,96,0.7422300231212607
darmanis,counts,nmf2,48,0.6773225050331421
darmanis,counts,nmf2,32,0.6388541489344614
darmanis,counts,nmf2,2,0.5521990181586369
darmanis,counts,nmf2,4,0.5118337160155083
darmanis,counts,nmf2,8,0.5278795340177544
darmanis,counts,nmf2,16,0.5322828806843735
darmanis,counts,icm,96,0.04691634191313057
darmanis,counts,icm,48,0.028624074114017028
darmanis,counts,icm,32,-0.013286744143876835
darmanis,counts,icm,2,nan
darmanis,counts,icm,4,nan
darmanis,counts,icm,8,nan
darmanis,counts,icm,16,-0.021612342279369597
darmanis,counts,pca,96,0.6398995534452334
darmanis,counts,pca,48,0.6400074805099105
darmanis,counts,pca,32,0.6405473743217205
darmanis,counts,pca,2,0.592704175740699
darmanis,counts,pca,4,0.6587571963973332
darmanis,counts,pca,8,0.6482955055384166
darmanis,counts,pca,16,0.6426734858977038
darmanis,counts,saucie,96,0.03686574295846488
darmanis,counts,saucie,48,0.01991697602335
darmanis,counts,saucie,32,-0.028673486138076954
darmanis,counts,saucie,2,nan
darmanis,counts,saucie,4,-0.007897633867219003
darmanis,counts,saucie,8,0.02452013597209836
darmanis,counts,saucie,16,-0.024135190831673092
darmanis,counts,spca,96,0.640132880869264
darmanis,counts,spca,48,0.6403246125564153
darmanis,counts,spca,32,0.6409576000435059
darmanis,counts,spca,2,0.5795250310694713
darmanis,counts,spca,4,0.6587580053567349
darmanis,counts,spca,8,0.6488920656869356
darmanis,counts,spca,16,0.643244667738801
darmanis,counts,spca-batch,96,0.6220404529532897
darmanis,counts,spca-batch,48,0.6626742193770292
darmanis,counts,spca-batch,32,0.5722524072654961
darmanis,counts,spca-batch,2,0.6189454798795101
darmanis,counts,spca-batch,4,0.5287524000508816
darmanis,counts,spca-batch,8,0.7023985390495948
darmanis,counts,spca-batch,16,0.7084918430203844
darmanis,counts,nsnmf,96,0.419296731836124
darmanis,counts,nsnmf,48,0.4872913348670589
darmanis,counts,nsnmf,32,0.4697559197195895
darmanis,counts,nsnmf,2,0.4558584369532214
darmanis,counts,nsnmf,4,0.437005631412295
darmanis,counts,nsnmf,8,0.4228727769128126
darmanis,counts,nsnmf,16,0.48589920282433324
darmanis,counts,lsnmf,96,0.0025662311891261388
darmanis,counts,lsnmf,48,-0.0013505816368390047
darmanis,counts,lsnmf,32,-0.002330644203626616
darmanis,counts,lsnmf,2,0.0006153107499742136
darmanis,counts,lsnmf,4,-0.0036149499886111622
darmanis,counts,lsnmf,8,-0.0005272907749937858
darmanis,counts,lsnmf,16,0.0001152372043274861
darmanis,counts,bd,96,0.7348099256205731
darmanis,counts,bd,48,0.6995730016346857
darmanis,counts,bd,32,0.7130949336953168
darmanis,counts,bd,2,0.038046464822675714
darmanis,counts,bd,4,0.5409145309228679
darmanis,counts,bd,8,0.6885436140345138
darmanis,counts,bd,16,0.7102673478909907
darmanis,counts,fa,96,0.275129321914024
darmanis,counts,fa,48,0.3429032891049542
darmanis,counts,fa,32,0.35196895774083
darmanis,counts,fa,2,0.3877814915164777
darmanis,counts,fa,4,0.5789023529472725
darmanis,counts,fa,8,0.418161569932281
darmanis,counts,fa,16,0.3936252568509763
darmanis,logcounts,zifa,96,0.32121100326413105
darmanis,logcounts,zifa,48,0.411271176887351
darmanis,logcounts,zifa,32,0.44247628504115755
darmanis,logcounts,zifa,2,0.35045015802831125
darmanis,logcounts,zifa,4,0.5360808878508434
darmanis,logcounts,zifa,8,0.5765044612537235
darmanis,logcounts,zifa,16,0.5476513624280195
darmanis,logcounts,vasc,96,nan
darmanis,logcounts,vasc,48,nan
darmanis,logcounts,vasc,32,nan
darmanis,logcounts,vasc,2,0.2583844931329246
darmanis,logcounts,vasc,4,0.3745467613547853
darmanis,logcounts,vasc,8,0.30230400834485455
darmanis,logcounts,vasc,16,0.17947033585590208
darmanis,logcounts,lle,96,0.03836278646629226
darmanis,logcounts,lle,48,0.09802623903351344
darmanis,logcounts,lle,32,0.12973547783127629
darmanis,logcounts,lle,2,-0.028202896472202
darmanis,logcounts,lle,4,0.20098807662999432
darmanis,logcounts,lle,8,0.1815850306579813
darmanis,logcounts,lle,16,0.2011896664447557
darmanis,logcounts,kpca-cos,96,0.4154038048707613
darmanis,logcounts,kpca-cos,48,0.424382947624892
darmanis,logcounts,kpca-cos,32,0.42898409015492545
darmanis,logcounts,kpca-cos,2,0.3235614430640201
darmanis,logcounts,kpca-cos,4,0.40978864143974303
darmanis,logcounts,kpca-cos,8,0.4334620851450221
darmanis,logcounts,kpca-cos,16,0.432282505725284
darmanis,logcounts,grp,96,0.6918589103843957
darmanis,logcounts,grp,48,0.6934552369427409
darmanis,logcounts,grp,32,0.6159691159409464
darmanis,logcounts,grp,2,-0.0035806011858252034
darmanis,logcounts,grp,4,0.18195271870562574
darmanis,logcounts,grp,8,0.25630787091477925
