,k,time,ari,nmi,ss,vrc,dbs,dataset,method,count_type,dimensions,loss_criteria
0,3,0.5464611053466797,0.5262832100033566,0.6606619376203761,0.8017193,12553.534753309863,0.25832166061826595,muraro,kpca-cos,normcounts,2,ss
16,19,0.03769254684448242,0.3113115541216496,0.6067842695587586,0.41823286,16263.441231582963,0.7245293810278998,muraro,kpca-cos,normcounts,2,vrc
0,3,0.5464611053466797,0.5262832100033566,0.6606619376203761,0.8017193,12553.534753309863,0.25832166061826595,muraro,kpca-cos,normcounts,2,dbs
2,5,0.08984708786010742,0.6445194113624926,0.6609455155414631,0.42347570000000007,1498.7641647576006,0.934055014172822,muraro,bd,lognormcounts,48,ari
4,7,0.07677459716796875,0.6434441326628051,0.7009942271118828,0.3943795,690.7970329817919,0.9958320089008736,muraro,bd,normcounts,16,nmi
0,3,0.4993739128112793,0.2914780975942496,0.4000876314451276,0.79044855,14143.717517087587,0.4988992906845596,muraro,bd,lognormcounts,4,ss
52,55,0.05114555358886719,0.107222986924822,0.2582001623070461,0.6077944000000001,186322.92647839352,0.4607514787231668,muraro,bd,lognormcounts,4,vrc
52,55,0.06232857704162598,0.4431641518295937,0.3331428829986443,0.6596923000000001,112289.78986328996,0.4157643701731708,muraro,bd,normcounts,2,dbs
5,8,0.07128262519836426,0.7056324927001439,0.8068024750654604,0.320743,970.411895809774,1.1995561633985117,muraro,isomap,normcounts,48,ari
5,8,0.07128262519836426,0.7056324927001439,0.8068024750654604,0.320743,970.411895809774,1.1995561633985117,muraro,isomap,normcounts,48,nmi
1,4,0.1579883098602295,0.5976495043176476,0.6924562053604547,0.6679608,5194.157565502507,0.43202647529454347,muraro,isomap,normcounts,2,ss
51,54,0.049808740615844734,0.15042855119540893,0.5509321475577282,0.40161636,9721.960541411936,0.7126896642635087,muraro,isomap,normcounts,2,vrc
1,4,0.1579883098602295,0.5976495043176476,0.6924562053604547,0.6679608,5194.157565502507,0.43202647529454347,muraro,isomap,normcounts,2,dbs
3,6,0.04236769676208496,0.8711344171675839,0.8184069925561959,0.49660959999999993,1618.6063906398956,0.7720075151185091,muraro,nmf,lognormcounts,8,ari
3,6,0.04236769676208496,0.8711344171675839,0.8184069925561959,0.49660959999999993,1618.6063906398956,0.7720075151185091,muraro,nmf,lognormcounts,8,nmi
0,3,0.41155195236206055,0.4303261256811485,0.5444524428203988,0.6959987,5324.031792786052,0.4200021372683607,muraro,nmf,normcounts,2,ss
52,55,0.0678565502166748,0.1356178205340821,0.4589298107606468,0.41114843,7721.976458541688,0.6598534213123717,muraro,nmf,normcounts,2,vrc
0,3,0.41155195236206055,0.4303261256811485,0.5444524428203988,0.6959987,5324.031792786052,0.4200021372683607,muraro,nmf,normcounts,2,dbs
3,6,0.052820682525634766,0.8450727273310956,0.8010415557755814,0.5188234,1164.426970612393,0.6802864263784226,muraro,snmf,lognormcounts,8,ari
3,6,0.052820682525634766,0.8450727273310956,0.8010415557755814,0.5188234,1164.426970612393,0.6802864263784226,muraro,snmf,lognormcounts,8,nmi
0,3,0.5463769435882568,0.43088186545426205,0.5436666763830952,0.69440943,5303.698945060888,0.42310394917882815,muraro,snmf,normcounts,2,ss
50,53,0.047374486923217766,0.13606719478342538,0.4567922598222285,0.41046923,7807.310478717674,0.6884635121210789,muraro,snmf,normcounts,2,vrc
0,3,0.5463769435882568,0.43088186545426205,0.5436666763830952,0.69440943,5303.698945060888,0.42310394917882815,muraro,snmf,normcounts,2,dbs
9,12,0.09400248527526857,0.8755544741894221,0.8211355699538189,0.32184452,546.5341519052215,1.3364555861352914,muraro,nsnmf,normcounts,96,ari
9,12,0.09400248527526857,0.8755544741894221,0.8211355699538189,0.32184452,546.5341519052215,1.3364555861352914,muraro,nsnmf,normcounts,96,nmi
0,3,0.7018687725067139,0.13598275770634893,0.3213507630036589,0.6250668,1134.2126464838384,0.6131963748606418,muraro,nsnmf,normcounts,16,ss
49,52,0.0696718692779541,0.12830273777737372,0.39184324825075095,0.3742736,3214.7772161832972,0.6803439623550638,muraro,nsnmf,normcounts,2,vrc
0,3,0.7018687725067139,0.13598275770634893,0.3213507630036589,0.6250668,1134.2126464838384,0.6131963748606418,muraro,nsnmf,normcounts,16,dbs
1,4,0.22686767578125,0.5565193112596197,0.6700070234690564,0.6372177,2708.7461746258177,0.4913926683074936,muraro,tsvd,normcounts,4,ari
10,13,0.09332656860351562,0.4739239994181058,0.7050728703698468,0.32012028,661.8855143032291,1.2180309636640985,muraro,tsvd,normcounts,32,nmi
0,3,0.5146462917327881,0.38668098192455536,0.5147955393255648,0.6775317,4231.010834639303,0.4735757624502977,muraro,tsvd,normcounts,2,ss
52,55,0.07570290565490723,0.09388462212603982,0.4362741627188949,0.36077607,4812.425096298447,0.7807834962067685,muraro,tsvd,normcounts,2,vrc
0,3,0.5146462917327881,0.38668098192455536,0.5147955393255648,0.6775317,4231.010834639303,0.4735757624502977,muraro,tsvd,normcounts,2,dbs
8,11,0.0938265323638916,0.8892922715921187,0.8293355065794936,0.32619798,407.01267931450974,1.2049918481368502,muraro,pmf,normcounts,32,ari
8,11,0.0938265323638916,0.8892922715921187,0.8293355065794936,0.32619798,407.01267931450974,1.2049918481368502,muraro,pmf,normcounts,32,nmi
0,3,0.6217107772827148,0.13853719429106096,0.321815147624593,0.5752071999999999,910.0561234759824,0.6636909090839976,muraro,pmf,normcounts,8,ss
52,55,0.07182025909423828,0.12885376266356105,0.43030296460726974,0.37971306,4488.288331459328,0.7138308758611346,muraro,pmf,normcounts,2,vrc
11,14,0.038750410079956055,0.3268567319482488,0.5078664363039184,0.45404175,2878.802610435001,0.6000613819256325,muraro,pmf,normcounts,2,dbs
20,23,0.07998991012573242,0.9169694170722352,0.8675968748054278,0.0843736,69.73048319155775,1.0734804205607045,muraro,fa,lognormcounts,48,ari
20,23,0.07998991012573242,0.9169694170722352,0.8675968748054278,0.0843736,69.73048319155775,1.0734804205607045,muraro,fa,lognormcounts,48,nmi
0,3,0.5664944648742676,0.00030752205920518683,0.0020116554056583127,0.8832952,71.12772590528694,0.07749954441282007,muraro,fa,normcounts,32,ss
52,55,0.10849928855895996,0.06083557041971284,0.2578992713423701,0.37227207,6363.420800276539,0.6456542862338911,muraro,fa,normcounts,2,vrc
0,3,0.5664944648742676,0.00030752205920518683,0.0020116554056583127,0.8832952,71.12772590528694,0.07749954441282007,muraro,fa,normcounts,32,dbs
1,4,0.2322967052459717,0.6375084439572027,0.6454109484076179,0.3552809,632.6611126020213,1.2036060095007826,muraro,vasc,lognormcounts,48,ari
8,11,0.06282615661621094,0.5282768929857918,0.7004675791160347,0.43898723,791.5275138855154,0.8929925320640941,muraro,vasc,lognormcounts,4,nmi
12,15,0.03702402114868164,0.34791963484753285,0.5890207705408749,0.49594548,2821.7605139231164,0.6284309993754948,muraro,vasc,lognormcounts,2,ss
49,52,0.07846665382385254,0.146311258729711,0.5063111622002949,0.44475412,4306.789090898639,0.6512955670218747,muraro,vasc,lognormcounts,2,vrc
14,17,0.032213449478149414,0.3003160697178513,0.572473756415855,0.48785716,3068.174389320305,0.6281723185903854,muraro,vasc,lognormcounts,2,dbs
6,9,0.08483219146728516,0.9061770831438966,0.8495608742888938,0.29068795,334.8109139158485,1.2520519391445528,muraro,icm,lognormcounts,32,ari
6,9,0.08483219146728516,0.9061770831438966,0.8495608742888938,0.29068795,334.8109139158485,1.2520519391445528,muraro,icm,lognormcounts,32,nmi
0,3,0.5705976486206055,-0.003930240181601402,0.04729391496441665,0.8142991,1445.2699585415867,0.4161838455629208,muraro,icm,normcounts,32,ss
52,55,0.07525181770324707,0.11222380938240503,0.4494426043247391,0.40292752,8358.716866570461,0.6904906779793896,muraro,icm,normcounts,2,vrc
0,3,0.5027642250061035,0.4110558711139365,0.5320736182583793,0.7145971999999999,5849.270564676317,0.41430088402629145,muraro,icm,normcounts,2,dbs
1,4,0.20559144020080566,0.5581461584343721,0.6708750831934389,0.63518625,2641.7121821727555,0.4942020366080824,muraro,pca,normcounts,4,ari
11,14,0.07747697830200195,0.4709046182020868,0.7023739796074712,0.32167518,660.0647772234987,1.172838048959439,muraro,pca,normcounts,32,nmi
0,3,0.3682281970977783,0.4191675433540269,0.5485322423983314,0.74852204,7331.306549628311,0.3458229619985083,muraro,pca,normcounts,2,ss
41,44,0.041334867477416985,0.15232690516069,0.4957298115582922,0.37693796,10397.119719631995,0.7556567367031004,muraro,pca,normcounts,2,vrc
0,3,0.3682281970977783,0.4191675433540269,0.5485322423983314,0.74852204,7331.306549628311,0.3458229619985083,muraro,pca,normcounts,2,dbs
5,8,0.07519268989562987,0.9155779269570594,0.8772017452758779,0.08596627,75.69260910450457,2.479359290627413,muraro,fica,lognormcounts,32,ari
5,8,0.07519268989562987,0.9155779269570594,0.8772017452758779,0.08596627,75.69260910450457,2.479359290627413,muraro,fica,lognormcounts,32,nmi
0,3,0.407135009765625,0.4107023943625693,0.5407336240904704,0.7262694000000001,6284.033016233843,0.36017289947760256,muraro,fica,normcounts,2,ss
51,54,0.061415433883666985,0.12518938754132367,0.47720897026963005,0.37885422,10017.222764136097,0.7393584480890587,muraro,fica,normcounts,2,vrc
0,3,0.407135009765625,0.4107023943625693,0.5407336240904704,0.7262694000000001,6284.033016233843,0.36017289947760256,muraro,fica,normcounts,2,dbs
1,4,0.21894025802612305,0.5590726964732333,0.6717057107096034,0.44209906,1099.3079438843022,0.8957301627733382,muraro,grp,normcounts,96,ari
6,9,0.09019064903259276,0.5025201359351388,0.6960096025489474,0.32960725,590.4487904180015,1.2668959337126575,muraro,grp,normcounts,32,nmi
3,6,0.01831674575805664,0.3964883217801711,0.3582321132993175,0.44688734,1380.0447138291186,0.7847182075133666,muraro,grp,normcounts,2,ss
0,3,0.5556645393371582,0.41102817030962063,0.5022696625215912,0.3309765,1734.9319261553378,1.0847584868390845,muraro,grp,normcounts,4,vrc
50,53,0.06714653968811035,0.10507344012283802,0.3087544935882365,0.33169928,1505.5417639316886,0.7284964034959166,muraro,grp,normcounts,2,dbs
1,4,0.2329216003417969,0.5581461584343721,0.6708750831934389,0.63518625,2641.7121821727555,0.4942020525330161,muraro,ipca,normcounts,4,ari
13,16,0.0811302661895752,0.4733879828244286,0.7025798370970936,0.32361603,618.2044254676076,1.1647783078731877,muraro,ipca,normcounts,32,nmi
0,3,0.5436174869537354,0.4191675433540269,0.5485322423983314,0.74852204,7331.306549628311,0.3458229619985083,muraro,ipca,normcounts,2,ss
40,43,0.1033012866973877,0.15021106408228074,0.4949292141589927,0.37835687,10377.754805012077,0.7504721870225289,muraro,ipca,normcounts,2,vrc
0,3,0.5436174869537354,0.4191675433540269,0.5485322423983314,0.74852204,7331.306549628311,0.3458229619985083,muraro,ipca,normcounts,2,dbs
1,4,0.2752676010131836,0.7768391573290802,0.7652915021063775,0.49609426,3570.556319588214,0.8042958814057586,muraro,phate,normcounts,16,ari
4,7,0.019925355911254883,0.7613522904475098,0.8103100301904042,0.52571434,3452.4990224695002,0.7175570399495441,muraro,phate,normcounts,4,nmi
2,5,0.014588356018066406,0.7419326189578143,0.7485607644664396,0.6442775,5129.433267625868,0.4849003233984519,muraro,phate,lognormcounts,2,ss
51,54,0.07294821739196777,0.1378671911907005,0.5659185583759281,0.44979852,13032.832852399506,0.6974133702457418,muraro,phate,normcounts,2,vrc
2,5,0.014588356018066406,0.7419326189578143,0.7485607644664396,0.6442775,5129.433267625868,0.4849003233984519,muraro,phate,lognormcounts,2,dbs
6,9,0.03082990646362305,0.7360793732289646,0.7359460703514967,0.95231265,225158.7858141201,0.2485247029275809,muraro,vpac,normcounts,8,ari
6,9,0.03082990646362305,0.7360793732289646,0.7359460703514967,0.95231265,225158.7858141201,0.2485247029275809,muraro,vpac,normcounts,8,nmi
1,4,0.2402586936950684,0.4593784417072488,0.5743498375271157,0.9934065000000001,14631214.6063098,0.012832504132125264,muraro,vpac,normcounts,4,ss
52,55,0.035247087478637695,0.2173642558494548,0.4606476415941195,0.5307913000000001,39448718337.853264,0.4561308810139421,muraro,vpac,normcounts,2,vrc
1,4,0.2402586936950684,0.4593784417072488,0.5743498375271157,0.9934065000000001,14631214.6063098,0.012832504132125264,muraro,vpac,normcounts,4,dbs
3,6,0.04901313781738281,0.8493464614479044,0.8095427775162214,0.6049747,3148.7126828051555,0.5535382548436544,muraro,mctsne,lognormcounts,8,ari
4,7,0.040857553482055664,0.7632177423528934,0.8309218223043706,0.60915226,2246.0779601540594,0.5670282863605686,muraro,mctsne,normcounts,8,nmi
1,4,0.17393803596496582,0.0020593761642538864,0.01134204001033992,0.9985198000000001,21021.665396641114,0.23480191041840934,muraro,mctsne,lognormcounts,96,ss
51,54,0.17597079277038574,0.21829825007246667,0.5667244673198115,0.45539942,3111480259364558.5,0.4981491642011083,muraro,mctsne,lognormcounts,96,vrc
9,12,0.0800771713256836,0.0005507064957759509,0.01705791450789256,0.99576277,64178340783307.61,2.107488181929493e-05,muraro,mctsne,lognormcounts,96,dbs
5,8,0.07461428642272949,0.00655543577881385,0.008087449963802585,0.5766196,4643.060263938494,0.564347989587402,muraro,saucie,normcounts,16,ari
50,53,0.05613994598388672,-0.00021972844582268268,0.04043135047490423,0.44446720000000006,2461.327204055319,0.7271570002347074,muraro,saucie,lognormcounts,4,nmi
52,55,0.033310651779174805,0.0052475639677515935,0.035870422442993787,0.9862451999999999,1266285.184204777,0.05555729671161656,muraro,saucie,normcounts,8,ss
52,55,0.033310651779174805,0.0052475639677515935,0.035870422442993787,0.9862451999999999,1266285.184204777,0.05555729671161656,muraro,saucie,normcounts,8,vrc
52,55,0.033310651779174805,0.0052475639677515935,0.035870422442993787,0.9862451999999999,1266285.184204777,0.05555729671161656,muraro,saucie,normcounts,8,dbs
8,11,0.050019264221191406,0.902753134212046,0.8605912021054922,0.48376199999999997,356.10965182551485,1.0077546387153875,muraro,lle,lognormcounts,16,ari
3,6,0.04060101509094238,0.8820070042406201,0.8723786769421958,0.629767,967.531577235934,0.7742844111140634,muraro,lle,normcounts,8,nmi
1,4,0.15559864044189453,0.003977583605301301,0.01519670209462144,0.9994465,109926193.2816068,0.027945874777423118,muraro,lle,lognormcounts,2,ss
51,54,0.04612350463867188,0.0005649769483310383,0.03628959654237722,0.5328542,6320578364746.098,0.4314107394902728,muraro,lle,lognormcounts,2,vrc
2,5,0.015296220779418944,0.003976690578253628,0.015191130767639963,0.9985721,43909082802.22832,2.8953348559727568e-05,muraro,lle,lognormcounts,2,dbs
2,5,0.07519388198852539,0.4738025620921277,0.5123874167521786,0.51819974,2270.899854638817,1.1807254201217698,muraro,srp,normcounts,32,ari
17,20,0.13773298263549805,0.32959620509656606,0.5930845406712026,0.20873937,390.41712488429977,1.3282729378615428,muraro,srp,normcounts,96,nmi
0,3,0.585313081741333,0.10485901493048504,0.1745358443990968,0.6411806999999999,1495.006028956698,0.7790901556672992,muraro,srp,normcounts,16,ss
0,3,0.5301597118377686,0.14513183185797446,0.3872912999198135,0.6036018,5333.667866735771,0.5485835049692732,muraro,srp,normcounts,8,vrc
0,3,0.5301597118377686,0.14513183185797446,0.3872912999198135,0.6036018,5333.667866735771,0.5485835049692732,muraro,srp,normcounts,8,dbs
4,7,0.0708761215209961,0.8736119119010018,0.8198055126669413,0.3598461,710.9982770453959,1.0431787055236454,muraro,lsnmf,lognormcounts,16,ari
3,6,0.060015678405761726,0.8673489494284499,0.8205560796103449,0.34840384,746.5428005523797,1.1022015374972507,muraro,lsnmf,lognormcounts,16,nmi
0,3,0.3584558963775635,0.30379619265677504,0.4243310844744472,0.68233526,6814.946717725322,0.5602835716921687,muraro,lsnmf,lognormcounts,2,ss
52,55,0.08264613151550293,0.05434251687337704,0.2749726188521935,0.4000989,9225.751944061021,0.6637678682074243,muraro,lsnmf,lognormcounts,2,vrc
0,3,0.3584558963775635,0.30379619265677504,0.4243310844744472,0.68233526,6814.946717725322,0.5602835716921687,muraro,lsnmf,lognormcounts,2,dbs
4,7,0.06150507926940917,0.9255054696122836,0.8821070169258296,0.6006769000000001,1218.2408575397205,0.7694409584207232,muraro,lda,normcounts,16,ari
4,7,0.06150507926940917,0.9255054696122836,0.8821070169258296,0.6006769000000001,1218.2408575397205,0.7694409584207232,muraro,lda,normcounts,16,nmi
0,3,0.35508012771606445,0.3131080033911693,0.4615013738690632,0.89777386,147873.35303638564,0.3403480913540609,muraro,lda,normcounts,2,ss
52,55,0.04516267776489258,0.1637514141433839,0.3292965880534661,0.59139574,2056926.1114946469,0.41611774630166737,muraro,lda,normcounts,2,vrc
1,4,0.1999516487121582,0.7520793781761679,0.7773600486262234,0.8890688,21863.2895159276,0.2352938942106261,muraro,lda,normcounts,4,dbs
2,5,0.042670011520385735,0.5762044527557775,0.6333060096751539,0.31372187,560.5296053074592,1.1955723538347889,muraro,spca-batch,normcounts,8,ari
8,11,0.05488324165344238,0.4856300754835034,0.6801472649248673,0.29347932,499.5309147452589,1.1382234292157107,muraro,spca-batch,normcounts,8,nmi
0,3,0.5589547157287598,0.410914333762228,0.5435814341420256,0.7446391,9840.69130032024,0.3354131924559631,muraro,spca-batch,normcounts,2,ss
51,54,0.04205489158630371,0.12400086981275728,0.4514317680413744,0.36009175,12217.828181026052,0.7637608412719387,muraro,spca-batch,normcounts,2,vrc
0,3,0.5589547157287598,0.410914333762228,0.5435814341420256,0.7446391,9840.69130032024,0.3354131924559631,muraro,spca-batch,normcounts,2,dbs
11,14,0.11891746520996095,0.379382879182642,0.5946524014497745,0.19520262,333.98164331472725,1.5173050462353486,muraro,kpca-rbf,lognormcounts,96,ari
20,23,0.07240748405456543,0.3148956997220048,0.6286162310271727,0.22739726,419.94669495935034,1.2730130357314993,muraro,kpca-rbf,lognormcounts,32,nmi
0,3,0.5988650321960449,0.00502994253680989,0.07436367024727314,0.94483584,5095.359441626577,0.3719026807564587,muraro,kpca-rbf,normcounts,2,ss
52,55,0.05099678039550781,-0.005085267433001961,0.18204212502340714,0.7857857,65337.3855758638,0.4037067173169132,muraro,kpca-rbf,normcounts,2,vrc
0,3,0.5988650321960449,0.00502994253680989,0.07436367024727314,0.94483584,5095.359441626577,0.3719026807564587,muraro,kpca-rbf,normcounts,2,dbs
20,23,0.10343265533447266,0.32921021907795944,0.551654364667337,0.23380843,330.99402691777624,1.2705814169734346,muraro,kpca-pol,lognormcounts,96,ari
41,44,0.08367085456848145,0.2612364137577272,0.5880305598437219,0.27540529999999996,733.1314399384305,0.945719577697644,muraro,kpca-pol,lognormcounts,16,nmi
0,3,0.7258036136627197,0.0022203416058180986,0.010214882010089068,0.9343474,934.5718997949344,0.7339067287610798,muraro,kpca-pol,normcounts,16,ss
52,55,0.06731009483337402,0.06394731659991276,0.3077882366849538,0.4476219,33701.917955502446,0.4888660091130545,muraro,kpca-pol,normcounts,2,vrc
24,27,0.03622913360595703,0.05571069212432599,0.2879296879910422,0.55205244,18993.948843654598,0.38446529851143146,muraro,kpca-pol,normcounts,2,dbs
3,6,0.034052133560180664,0.8981076264346922,0.8819094336725071,0.718753,8027.592819910349,0.3988096804283363,muraro,umap,normcounts,8,ari
3,6,0.034052133560180664,0.8981076264346922,0.8819094336725071,0.718753,8027.592819910349,0.3988096804283363,muraro,umap,normcounts,8,nmi
0,3,0.5335698127746582,0.5418680952025786,0.6656927382531328,0.7502260999999999,5928.497022263779,0.3677181747905478,muraro,umap,normcounts,96,ss
50,53,0.0552978515625,0.12264001780018785,0.5662947801888367,0.43746126,57090.51531335836,0.7264145199904342,muraro,umap,lognormcounts,2,vrc
0,3,0.5404047966003418,0.3110715450096441,0.484587209014927,0.7477520000000001,6851.715831515178,0.2858487298290222,muraro,umap,lognormcounts,4,dbs
4,7,0.02201080322265625,0.7202891570540192,0.7369979790988622,0.73299813,40675.67780643567,0.3947240118148849,muraro,spectral,normcounts,2,ari
