dataset,count_type,method,dims,ss_euc,ss_seu,ss_cor,ss_cos,vrc,dbs
TabulaMuris_Bladder_FACS,logcounts,fica,96,-0.0387344,-0.03873440076952171,0.11272474870423307,0.112639345,13.920136367486549,7.392804513063795
TabulaMuris_Bladder_FACS,logcounts,grp,16,0.057119403,0.04981182392369641,0.001829051119691019,0.008517809,107.64356537535585,5.423630215219246
TabulaMuris_Bladder_FACS,logcounts,grp,2,-0.03013111,-0.0278031265933888,-0.7818007008341382,-0.232737,249.53808160636862,8.376407434541859
TabulaMuris_Bladder_FACS,logcounts,grp,32,0.114533365,0.10447823688422099,0.022831812366163516,0.02767077,199.6459954610972,4.195043417880236
TabulaMuris_Bladder_FACS,logcounts,grp,4,0.056129426,0.052368232615179075,-0.049263955254714296,0.0143591175,177.16425139835806,7.944168816686507
TabulaMuris_Bladder_FACS,logcounts,grp,48,0.14181913,0.12813788142190802,0.11108726166267169,0.112531036,249.5296283715748,4.219220121434612
TabulaMuris_Bladder_FACS,logcounts,grp,8,0.11576682,0.10327058125852703,0.0804714859398912,0.05854375,220.39232866984682,5.3996221770714605
TabulaMuris_Bladder_FACS,logcounts,grp,96,0.11633246,0.10214215781921554,0.07458644207727669,0.07604609,178.94394752715215,4.850638924860223
TabulaMuris_Bladder_FACS,logcounts,icm,16,0.2147601,0.2197966100032813,0.37344139802770465,0.39863104,368.89038618401986,1.4357509120429575
TabulaMuris_Bladder_FACS,logcounts,icm,2,0.36054376,0.37616688320366065,-0.07814407814407806,-0.051392917,4154.345976931077,2.2826565867919912
TabulaMuris_Bladder_FACS,logcounts,icm,32,0.12579624,0.12383134704309066,0.25195115036219146,0.2706071,199.6892503164283,1.8894228070985466
TabulaMuris_Bladder_FACS,logcounts,icm,4,0.18892866,0.1939450870130984,0.19675225383848546,0.21562403,1028.5553777104235,1.3555144792989695
TabulaMuris_Bladder_FACS,logcounts,icm,48,0.06207223,0.08160095523812554,0.2010851605870079,0.21518515,95.23600930614151,2.5556972842767403
TabulaMuris_Bladder_FACS,logcounts,icm,8,0.26795772,0.27747677065874643,0.34576062602360663,0.36125448,671.8747146603284,1.241654093064757
TabulaMuris_Bladder_FACS,logcounts,icm,96,-0.04485849,0.0019791212118246103,0.16375527360456743,0.17133278,33.22712828117874,3.9807455212241867
TabulaMuris_Bladder_FACS,logcounts,ipca,16,0.32547787,0.09985878463837174,0.3721771079236533,0.36726332,1174.3763432280457,1.2505981347399078
TabulaMuris_Bladder_FACS,logcounts,ipca,2,0.35978946,0.37727057443461565,-0.07814407814407814,0.27868402,2189.6974681937213,1.434473661729335
TabulaMuris_Bladder_FACS,logcounts,ipca,32,0.30312085,0.023134130184864033,0.3559968859903502,0.35315314,1037.7722428021566,1.399545494698902
TabulaMuris_Bladder_FACS,logcounts,ipca,4,0.3178735,0.17423651204437493,0.2965529043448359,0.31691772,1564.2885498305966,1.1666334037018566
TabulaMuris_Bladder_FACS,logcounts,ipca,48,0.28730392,-0.0075367315107735,0.34280117641058927,0.3411392,944.554461450674,1.5092539875418765
TabulaMuris_Bladder_FACS,logcounts,ipca,8,0.3468658,0.19996084646182535,0.3879467703403162,0.3783331,1324.3189980877792,1.115843726007596
TabulaMuris_Bladder_FACS,logcounts,ipca,96,0.25410542,-0.03873440089303632,0.3131253171847819,0.31269768,755.782305664965,1.7748562828819001
TabulaMuris_Bladder_FACS,logcounts,isomap,16,0.32920402,0.12492218798159549,0.3196857397212126,0.32953867,2400.636223227575,1.5313108850593502
TabulaMuris_Bladder_FACS,logcounts,isomap,2,0.31358165,0.24683381843210184,-0.07814407814407814,0.2513751,4402.640572532564,1.0700451235358355
TabulaMuris_Bladder_FACS,logcounts,isomap,32,0.3183464,0.05520022073138513,0.32518182871007767,0.32932982,2116.289718170324,1.6606618669593203
TabulaMuris_Bladder_FACS,logcounts,isomap,4,0.34971398,0.280089137543232,0.32491206051391713,0.3220455,3226.867054723612,1.2288759019442246
TabulaMuris_Bladder_FACS,logcounts,isomap,48,0.3124756,0.026528265852710765,0.3251602482940307,0.32780176,1979.1180698822973,1.7304318457324956
TabulaMuris_Bladder_FACS,logcounts,isomap,8,0.3313042,0.18014068562756494,0.3008366436505903,0.3202634,2714.7823673994444,1.3772681493244043
TabulaMuris_Bladder_FACS,logcounts,isomap,96,0.30278814,-0.020491138580547814,0.32514720601878905,0.3265087,1779.572096564213,1.8525029174268242
TabulaMuris_Bladder_FACS,logcounts,ivis,16,0.3331201,0.26980069022956876,0.3227057055141039,0.39514092,1164.0828438759618,0.9008777761591986
TabulaMuris_Bladder_FACS,logcounts,ivis,2,0.071482725,0.07862186009450386,-0.07814407814407814,-0.09001398,1826.6282673418762,1.367065253306396
TabulaMuris_Bladder_FACS,logcounts,ivis,32,0.48806047,0.4825060160886757,0.5244523738541877,0.5149445,1026.690665053826,1.0215069431835313
TabulaMuris_Bladder_FACS,logcounts,ivis,4,0.438214,0.4153961012987638,0.38029017871257587,0.55002016,1669.8877512346423,0.7719917466043987
TabulaMuris_Bladder_FACS,logcounts,ivis,48,-0.09501642,-0.15325719724504444,-0.001967412934515197,0.007062542,725.9030902467274,1.638448132573646
TabulaMuris_Bladder_FACS,logcounts,ivis,8,0.048830234,0.026741916719347354,0.13624796867270583,0.1457281,1131.0982129853874,1.522821428693018
TabulaMuris_Bladder_FACS,logcounts,ivis,96,-0.021979908,-0.07841659024520507,0.0809654122441563,0.08082276,1063.5598323067843,1.5189027981233605
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,16,0.28319916,0.05839533293044225,0.39144698554815477,0.37828016,951.8877332175617,1.192535946995816
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,2,0.3528313,0.3744208874242181,0.22115612832720766,0.23294774,1786.595179579338,2.0179030543084227
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,32,0.25081518,-0.005592922081951187,0.3680737700881433,0.3626868,792.4701095454309,1.339618361949578
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,4,0.29460496,0.13677528922710916,0.39465942853393904,0.31708354,1335.6200626955863,1.1563312130447974
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,48,0.23485184,-0.039425764706950306,0.35712688781273283,0.35441378,710.5809942736818,1.4157922615194047
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,8,0.2944257,0.08410144855802848,0.3907730933181347,0.3609632,1123.4354914492158,1.165320133428224
TabulaMuris_Bladder_FACS,logcounts,kpca-cos,96,0.19446535,-0.10338872544014324,0.33037253597871025,0.3294843,572.0154881053733,1.616331970917555
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,16,0.32015815,0.07233240908256361,0.3560350719913047,0.34852105,978.564938906721,1.3572619166309317
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,2,0.35708603,0.36418856713616543,-0.07814407814407807,0.28405926,2069.4639476804628,1.4793547997380299
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,32,0.30405852,-0.00412188275843679,0.3418884545370636,0.34057465,823.9356276708979,1.5781343029267247
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,4,0.32199025,0.2109823795580722,0.34715085463660983,0.31130308,1440.200790463145,1.2571657153921514
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,48,0.3006336,-0.033207257744949356,0.3411924491582392,0.34032115,723.7113132350836,1.7797477890337088
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,8,0.34468055,0.1995974001924827,0.3870366963797526,0.36285475,1163.9182234490768,1.1826099590299817
TabulaMuris_Bladder_FACS,logcounts,kpca-pol,96,0.27792963,-0.06634703169511869,0.32427547067952195,0.32398567,539.8369869373963,2.194149055590124
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,16,0.2604978,0.11084413654820163,0.35825524201208747,0.36883014,860.6744326036616,1.4125267954162122
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,2,0.35512826,0.3784982147568135,-0.4808122210474848,0.2594276,1331.8286001151616,4.232483303712695
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,32,0.21320018,0.03260080887074038,0.3210084628357808,0.32365614,720.0666576489202,1.7424154808823533
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,4,0.3287887,0.25030886110907075,0.30242150895426667,0.3785036,1152.62860035685,1.2734337334035881
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,48,0.18740769,-0.004584025243423365,0.292094900368992,0.29314786,627.3430731231076,1.9935233589793417
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,8,0.29895526,0.1933437979842756,0.38108752014783787,0.39568195,999.9409922049671,1.1597897151080203
TabulaMuris_Bladder_FACS,logcounts,kpca-rbf,96,0.14395879,-0.041570378500315364,0.2291636323088662,0.22944553,456.94945972214066,2.601266211319722
TabulaMuris_Bladder_FACS,logcounts,lda,16,0.23225819,0.1582144368580983,0.26919529058063807,0.2780607,390.1633961693918,1.3111909406879572
TabulaMuris_Bladder_FACS,logcounts,lda,2,0.084125586,0.08412558224856603,-0.07814407814407802,-0.06431337,3220.2643140747846,3.1302725497294226
TabulaMuris_Bladder_FACS,logcounts,lda,32,0.21718265,0.2011364271619606,0.29921851372620734,0.30577388,312.0804244095631,1.5076864070113396
TabulaMuris_Bladder_FACS,logcounts,lda,4,0.30474722,0.30205626112015643,0.25609735806266326,0.27826804,1339.8010741256408,1.0796637202933437
TabulaMuris_Bladder_FACS,logcounts,lda,48,0.21697196,0.14445622067959235,0.30362695300161907,0.30415815,265.96531941559743,1.567098036708192
TabulaMuris_Bladder_FACS,logcounts,lda,8,0.37856665,0.39241904426877794,0.48474348940097217,0.48288986,605.0556493244937,1.0388814373460658
TabulaMuris_Bladder_FACS,logcounts,lda,96,0.15022801,0.1137371910179078,0.26446165854532366,0.26582807,212.58285341443275,1.872660110170496
TabulaMuris_Bladder_FACS,logcounts,lle,16,-0.040770013,-0.03644885664416223,0.07958585677611472,0.0825454,70.31529143952177,3.0719040291462676
TabulaMuris_Bladder_FACS,logcounts,lle,2,0.18928795,0.1910223792634679,-0.32771926310078464,-0.0685803,1656.601210063463,1.1770042098109883
TabulaMuris_Bladder_FACS,logcounts,lle,32,0.026123118,0.028482364719700143,0.07545428386241088,0.079090424,37.528982122325935,4.264034655057276
TabulaMuris_Bladder_FACS,logcounts,lle,4,0.18290755,0.18904262110546963,0.1694197589519272,0.18202047,615.6201386633122,1.2973440989747496
TabulaMuris_Bladder_FACS,logcounts,lle,48,0.018807014,0.01989855425935322,0.05784563104163618,0.059424087,24.9268928915628,5.366376473276876
TabulaMuris_Bladder_FACS,logcounts,lle,8,0.0152519,0.05923317258358612,0.12942916204051264,0.12895693,171.06048101385346,1.8766142803183663
TabulaMuris_Bladder_FACS,logcounts,lle,96,-0.02517505,-0.017917591568589894,0.01273145988233485,0.0128743565,9.376397615220338,9.68625392860954
TabulaMuris_Bladder_FACS,logcounts,lsnmf,16,0.22261226,0.2050371230953832,0.029299388293127174,0.03793349,490.99780403571435,4.570602077645973
TabulaMuris_Bladder_FACS,logcounts,lsnmf,2,0.37574443,0.38095257334757393,-0.078144078144078,-0.03706903,4253.141314844618,2.210850667871359
TabulaMuris_Bladder_FACS,logcounts,lsnmf,32,0.16608359,0.1569915785835668,0.2507270998056989,0.27774373,299.31245106341817,1.884750695425566
TabulaMuris_Bladder_FACS,logcounts,lsnmf,4,0.35408157,0.32527496416651236,0.3737395523407033,0.38177782,1400.9054512718874,1.226322730525526
TabulaMuris_Bladder_FACS,logcounts,lsnmf,48,0.1776,0.16696091895431162,0.22200845997186885,0.22676672,319.73666393844024,2.3443932756548853
TabulaMuris_Bladder_FACS,logcounts,lsnmf,8,0.28922293,0.27727402623612896,0.31836020773051704,0.31474918,952.5337426167661,1.2819287439920863
TabulaMuris_Bladder_FACS,logcounts,lsnmf,96,0.046263296,0.04618819491791002,-0.006009923776007233,-0.1151408,112.57223122396978,9.295344429695342
TabulaMuris_Bladder_FACS,logcounts,mctsne,2,0.3848439,0.33934971663164265,-0.07814407814407814,0.22196051,2904.843775885889,0.821468320666379
TabulaMuris_Bladder_FACS,logcounts,mctsne,32,nan,nan,nan,nan,nan,nan
TabulaMuris_Bladder_FACS,logcounts,mctsne,4,0.37435988,0.31426914403672546,0.23555781363283607,0.25553823,2645.1752401546873,0.9188564225994696
TabulaMuris_Bladder_FACS,logcounts,mctsne,48,-0.8715288,-0.8715481955599322,-0.8717349606647928,-0.87173414,0.5171893372562124,4.957050475791489
TabulaMuris_Bladder_FACS,logcounts,mctsne,8,0.36622375,0.37115272768470753,0.3629494615078964,0.3636687,2206.7157859398853,1.0180038229941402
TabulaMuris_Bladder_FACS,logcounts,mctsne,96,-0.7710238,-0.7688246150337641,-0.864492339040694,-0.8579212,0.987904444736214,3.4090130054985934
TabulaMuris_Bladder_FACS,logcounts,nmf,16,0.14703643,0.20999863390310458,0.28097371298326534,0.27196854,244.18066049495167,2.051617304568225
TabulaMuris_Bladder_FACS,logcounts,nmf,2,0.38188043,0.37620887062439823,-0.078144078144078,-0.034263283,4578.867577461532,2.169487555330243
TabulaMuris_Bladder_FACS,logcounts,nmf2,16,0.2693909,0.24299029897557084,0.3120068218126748,0.31255445,844.6362622595103,3.731603233725658
TabulaMuris_Bladder_FACS,logcounts,nmf2,2,0.375856,0.3830180394123703,-0.07814407814407807,-0.030417642,3378.538192271436,1.9449100411349411
TabulaMuris_Bladder_FACS,logcounts,nmf2,32,0.23699555,0.2208606388915038,0.30844764430582466,0.33477327,591.2354140542152,2.4389991060276044
TabulaMuris_Bladder_FACS,logcounts,nmf2,4,0.38876694,0.37097903490191114,0.20845649767478994,0.1866281,2272.834856487128,2.035814055496821
TabulaMuris_Bladder_FACS,logcounts,nmf2,48,0.22399898,0.19784836508665196,0.29100328400096315,0.31498274,523.6216378293904,3.1757317373743477
TabulaMuris_Bladder_FACS,logcounts,nmf2,8,0.34919617,0.31408291837233354,0.2764767760573855,0.26206565,1361.2994720065535,2.1929604789478785
TabulaMuris_Bladder_FACS,logcounts,nmf2,96,0.19800863,0.1885472353431612,0.26797777328469713,0.2816936,418.8743723284682,3.5497396975612805
TabulaMuris_Bladder_FACS,logcounts,nmf,32,0.05408854,0.12977913703590668,0.2502612396325001,0.25949293,133.93205164896423,2.32097502716913
TabulaMuris_Bladder_FACS,logcounts,nmf,4,0.19632904,0.20423965870346825,-0.0135476339467435,-0.019733818,730.852336429236,1.343082680598092
TabulaMuris_Bladder_FACS,logcounts,nmf,48,0.02425206,0.08146260367880614,0.20105392612693895,0.20816536,85.65492838408525,2.6130511057964623
TabulaMuris_Bladder_FACS,logcounts,nmf,8,0.20845175,0.2648631239419469,0.2896417389712591,0.27308226,357.5346648146883,1.494767887896529
TabulaMuris_Bladder_FACS,logcounts,nmf,96,-0.04727898,0.02758548874892649,0.17224237091051886,0.17969753,50.85615637058929,3.5004143136970036
TabulaMuris_Bladder_FACS,logcounts,nsnmf,16,0.22653124,0.21553309235059728,0.16731523760254774,0.21582933,550.08338900336,5.47409717874447
TabulaMuris_Bladder_FACS,logcounts,nsnmf,2,0.2075432,0.20657967465328034,0.03790230663333776,0.06401931,762.3907776931762,3.382662699681262
TabulaMuris_Bladder_FACS,logcounts,nsnmf,32,0.20876068,0.20222925860499152,0.26109781576295554,0.29043493,570.1466510899452,5.454858502988676
TabulaMuris_Bladder_FACS,logcounts,nsnmf,4,0.26831543,0.2687354752373474,0.11058618258798775,0.15751152,1207.6998163115986,3.7573571708954594
TabulaMuris_Bladder_FACS,logcounts,nsnmf,48,0.20799433,0.18839537885938953,0.3069941242281423,0.31108496,563.5270014318622,6.928610497254262
TabulaMuris_Bladder_FACS,logcounts,nsnmf,8,0.24223813,0.24535656712134132,0.15057510627228105,0.19098334,613.883982381349,5.252041250696518
TabulaMuris_Bladder_FACS,logcounts,nsnmf,96,0.1845986,0.1819629958057077,0.27214986576915806,0.30083713,489.17517242246987,5.382876744751888
TabulaMuris_Bladder_FACS,logcounts,pca,16,0.32551017,0.09953411131202412,0.37428023102322727,0.36727858,1174.5632640538388,1.2506987748474665
TabulaMuris_Bladder_FACS,logcounts,pca,2,0.35978946,0.37727057443461565,-0.27246469619866254,0.27868402,2189.6974681937213,1.434473661729335
TabulaMuris_Bladder_FACS,logcounts,pca,32,0.30364332,0.022347812262088047,0.35719975990518743,0.35345048,1041.7072258481658,1.3936496842384858
TabulaMuris_Bladder_FACS,logcounts,pca,4,0.3178735,0.17423651203717477,0.3365647786066319,0.31691772,1564.2885498305966,1.1666334093504167
TabulaMuris_Bladder_FACS,logcounts,pca,48,0.28752723,-0.0078119905991353355,0.3429510437142498,0.3409556,951.2619352820665,1.4997676580199644
TabulaMuris_Bladder_FACS,logcounts,pca,8,0.34686452,0.1999551315952632,0.39416193351922835,0.37833217,1324.3179171817237,1.1158496985124629
TabulaMuris_Bladder_FACS,logcounts,pca,96,0.25619063,-0.03827010602623534,0.3156864875426513,0.31443337,764.5214669182592,1.7703035638318316
TabulaMuris_Bladder_FACS,logcounts,phate,16,0.34819812,0.10366507848103171,0.29538422305884005,0.3001169,2681.8968871832535,0.9223849517266787
TabulaMuris_Bladder_FACS,logcounts,phate,2,0.38271308,0.39579917263641345,-0.07814407814407809,0.31981668,3470.1157401145815,0.8416479851969549
TabulaMuris_Bladder_FACS,logcounts,phate,32,0.35643688,0.05489436634292975,0.30905826924136526,0.31325397,2664.872334116214,0.9274441658800283
TabulaMuris_Bladder_FACS,logcounts,phate,4,0.35333514,0.1902918204849215,0.22465720680599313,0.3139918,2670.6104930183105,0.9683533825749254
TabulaMuris_Bladder_FACS,logcounts,phate,48,0.3506714,0.008101558688328453,0.30333803472499765,0.30864978,2648.743113693978,0.9914080852123631
TabulaMuris_Bladder_FACS,logcounts,phate,8,0.35325873,0.19659471293881525,0.287666711591632,0.3100369,2662.1880410117883,0.9695487986328766
TabulaMuris_Bladder_FACS,logcounts,phate,96,0.3362486,-0.027725568626085197,0.29754030625215916,0.2983016,2626.1405856285032,0.9936793656933018
TabulaMuris_Bladder_FACS,logcounts,pmf,16,0.23358859,0.22987772211332275,0.2919494577018765,0.31835744,728.2182196225912,2.7387729983932263
TabulaMuris_Bladder_FACS,logcounts,pmf,2,0.36824682,0.37366308225040357,-0.07814407814407807,-0.04492781,4010.17373370272,2.037876549282431
TabulaMuris_Bladder_FACS,logcounts,pmf,32,0.18032034,0.17466684464917634,0.2795948924674965,0.29565093,434.26001081527096,2.425474159308464
TabulaMuris_Bladder_FACS,logcounts,pmf,4,0.36391947,0.36540177566150117,0.26076260524902034,0.27700728,2037.1594106901339,1.5984927440061103
TabulaMuris_Bladder_FACS,logcounts,pmf,48,0.1745877,0.1709719118747804,0.2585000836870207,0.28219897,375.95220901969077,2.7569380250932993
TabulaMuris_Bladder_FACS,logcounts,pmf,8,0.28686967,0.26937059355008075,0.3416179701808699,0.3574633,1160.731151735921,2.671339708212857
TabulaMuris_Bladder_FACS,logcounts,pmf,96,0.1417511,0.1423943279164128,0.2285211371255618,0.24963515,271.940175109188,2.832705950524483
TabulaMuris_Bladder_FACS,logcounts,psmf,16,0.34220833,0.32417465405552526,0.3095035453287999,0.30462685,1034.2651759368603,1.5968984088310392
TabulaMuris_Bladder_FACS,logcounts,psmf,2,0.3368801,0.3342727346947411,-0.010669735300277284,-0.002311986,1882.3419230498555,1.7600167475042066
TabulaMuris_Bladder_FACS,logcounts,psmf,32,0.31349713,0.29499768225885376,0.25973721349268986,0.26214248,1043.0710042768196,1.5227885566268418
TabulaMuris_Bladder_FACS,logcounts,psmf,4,0.3805538,0.36633529189468156,0.16669328323796856,0.16470416,2754.752208541818,1.426742035462905
TabulaMuris_Bladder_FACS,logcounts,psmf,48,0.3308739,0.2862617016291485,0.3695691492367062,0.33778074,1050.6110673383275,1.4437070282874616
TabulaMuris_Bladder_FACS,logcounts,psmf,8,0.37193713,0.3459455944081091,0.2874547537236238,0.26227218,2017.429221371884,1.2029943526187155
TabulaMuris_Bladder_FACS,logcounts,psmf,96,0.2871814,0.2415635990875753,0.2459305860589389,0.16587213,1055.0457351159814,1.4415481420163085
TabulaMuris_Bladder_FACS,logcounts,saucie,16,-0.026231226,-0.023745047536588588,-0.04305911485136649,-0.04623521,1.4650300369336202,27.1847166985241
TabulaMuris_Bladder_FACS,logcounts,saucie,2,-0.0352964,-0.03494754056985851,-0.053093819541459,-0.05809511,1.9698091057282885,27.90198790645412
TabulaMuris_Bladder_FACS,logcounts,saucie,32,-0.038184408,-0.03305928797932571,-0.07105685577684445,-0.0707097,1.4793174042004418,30.58959254544267
TabulaMuris_Bladder_FACS,logcounts,saucie,4,-0.042090874,-0.04058296903267806,-0.08297648137195957,-0.07443434,1.022423959777599,37.671469513636985
TabulaMuris_Bladder_FACS,logcounts,saucie,48,-0.016091254,-0.014178903624388945,-0.027003548764094238,-0.026833419,0.6004002887840002,44.54237053973789
TabulaMuris_Bladder_FACS,logcounts,saucie,8,-0.026131382,-0.024463669448072312,-0.03910002949366729,-0.037586775,1.2299066581681835,35.29349987840336
TabulaMuris_Bladder_FACS,logcounts,saucie,96,-0.034339663,-0.03137773289884439,-0.07830892220320225,-0.076803,1.1921707010122993,69.44651183345299
TabulaMuris_Bladder_FACS,logcounts,spectral,16,0.07512539,0.09613149857270079,0.17638756540211026,0.18056439,74.83923810572132,3.057081019287461
TabulaMuris_Bladder_FACS,logcounts,spectral,2,0.22408167,0.22357433189807782,-0.5147993066530946,0.20767218,2398.285047395366,1.1031135222437443
TabulaMuris_Bladder_FACS,logcounts,spectral,32,-0.002614097,0.015049659989287265,0.12635231445989084,0.12783307,35.75304611049927,4.4777998524054174
TabulaMuris_Bladder_FACS,logcounts,spectral,4,0.23084812,0.23411472517661464,0.1250572036631847,0.2784302,389.89087959095053,1.2366645701361758
TabulaMuris_Bladder_FACS,logcounts,spectral,48,-0.016181497,-0.003354035731290745,0.07526085286103455,0.075554945,23.176608040105464,5.579069075161839
TabulaMuris_Bladder_FACS,logcounts,spectral,8,0.10135746,0.11428085855062325,0.15713593510956775,0.20839776,141.90354565031913,2.045089925369663
TabulaMuris_Bladder_FACS,logcounts,spectral,96,-0.042806715,-0.035874465869708924,0.03803775527262554,0.038102362,11.488877344977286,7.997262614885463
TabulaMuris_Bladder_FACS,logcounts,umap,16,0.3438664,0.3083178341184593,0.21008095988504433,0.2055378,2889.3039153646773,1.103899955612283
TabulaMuris_Bladder_FACS,logcounts,umap,2,0.344966,0.40025684383128923,-0.07814407814407812,0.17514634,2391.7085879939227,1.385546220989216
TabulaMuris_Bladder_FACS,logcounts,umap,32,0.3444575,0.311370349768278,0.19388903960755727,0.19782978,2936.4627601267503,1.059313861020189
TabulaMuris_Bladder_FACS,logcounts,umap,4,0.3257796,0.2665510260435037,0.12182991832219989,0.14640015,2970.001459350317,1.1358686123963462
TabulaMuris_Bladder_FACS,logcounts,umap,48,0.3403026,0.31826735092962455,0.1910908930793111,0.19065775,3039.1677047585467,1.1025928696031313
TabulaMuris_Bladder_FACS,logcounts,umap,8,0.33943436,0.371741807763364,0.15196504300709993,0.14453071,3505.591264843183,0.9912919288562557
TabulaMuris_Bladder_FACS,logcounts,umap,96,0.34079483,0.32500994093582636,0.19388018429093798,0.19493572,3182.5722958992756,1.0775803294956159
TabulaMuris_Bladder_FACS,logcounts,vasc,16,0.12494346,0.09211933219754892,0.18056294437934794,0.1840529,293.8513669804975,2.0519912687419124
TabulaMuris_Bladder_FACS,logcounts,vasc,2,0.24258354,0.23914747685638033,-0.07814407814407807,0.21020724,1272.6985117351526,1.3132242013978683
TabulaMuris_Bladder_FACS,logcounts,vasc,32,0.08434277,0.01550172964260971,0.13445905656506005,0.13211207,391.7220028180915,1.7807636214781597
TabulaMuris_Bladder_FACS,logcounts,vasc,4,0.13577527,0.11743277635571879,0.17061628960575348,0.17209049,385.27344590075506,1.7364010556361316
TabulaMuris_Bladder_FACS,logcounts,vasc,48,0.11091185,0.030018253002802177,0.20768848436492357,0.20785947,379.65198625746245,1.8839742886104904
TabulaMuris_Bladder_FACS,logcounts,vasc,8,0.16386959,0.14529027931671112,0.23204570733050228,0.2394994,277.2196420140037,1.8250145780791514
TabulaMuris_Bladder_FACS,logcounts,vasc,96,0.15150622,0.11869025537223574,0.2114526147690266,0.21205117,377.4038931934195,2.122669787654884
TabulaMuris_Bladder_FACS,logcounts,zifa,16,0.17833966,0.11280863111683377,0.22335732387392981,0.21976842,228.14467183205727,1.7638539366385844
TabulaMuris_Bladder_FACS,logcounts,zifa,2,0.40198866,0.39926368833471787,-0.32377181075240435,0.24648216,2270.5353207320227,1.3373764358829485
TabulaMuris_Bladder_FACS,logcounts,zifa,4,0.16207461,0.17587751366587495,0.03923182167468629,0.14455412,421.26840487707955,1.2437808291462904
TabulaMuris_Bladder_FACS,logcounts,zifa,48,0.17925514,0.031475024756259705,0.22884356785956333,0.2268492,227.5256192805697,1.7531323782949222
TabulaMuris_Bladder_FACS,logcounts,zifa,8,0.18972327,0.19641372914427188,0.22837791903528593,0.22410269,251.79768912585783,1.6591111599231803
TabulaMuris_Brain_Microglia_FACS,counts,bd,16,0.31879002,0.4770542090597031,0.4870881622343998,0.504207,535.6487226897008,1.772796995014609
TabulaMuris_Brain_Microglia_FACS,counts,bd,2,0.107036866,0.19194954229158726,-0.9296930216195107,-0.9803893,970.6148665507841,1.391065331541516
TabulaMuris_Brain_Microglia_FACS,counts,bd,32,0.5252881,0.3916595952741052,0.37056750570048913,0.4247229,640.1348760369895,1.6939463145672684
TabulaMuris_Brain_Microglia_FACS,counts,bd,4,0.41659257,0.4048610087886513,0.7746955259289463,0.74498713,856.8325691954253,1.4422367824467912
TabulaMuris_Brain_Microglia_FACS,counts,bd,48,0.5209373,0.40929313586445426,0.3191358746750549,0.35558718,621.5695576598386,1.7198046829891471
TabulaMuris_Brain_Microglia_FACS,counts,bd,8,0.4193589,0.5286783926891249,0.6398984639883847,0.6506277,465.63568535538514,1.7972190429443629
TabulaMuris_Brain_Microglia_FACS,counts,bd,96,0.3157923,0.3962472942188743,0.3807460642692466,0.39271206,296.16193483755364,2.141356938877706
TabulaMuris_Brain_Microglia_FACS,counts,fa,16,0.36212182,0.3625638863078489,0.0014204139519377746,0.031118695,95.67291766474703,3.1404501937864477
TabulaMuris_Brain_Microglia_FACS,counts,fa,2,0.7275826,0.7276229802843942,0.2386517617049692,0.28581962,592.8853236498691,19.38592516151874
TabulaMuris_Brain_Microglia_FACS,counts,fa,32,0.5797966,0.5819874376002698,0.02573732811169405,0.02148779,73.07446609216633,3.238878687869557
TabulaMuris_Brain_Microglia_FACS,counts,fa,4,0.49387783,0.4947600109747219,0.06344523201882017,0.1719818,428.06332423676037,2.1841469363114743
TabulaMuris_Brain_Microglia_FACS,counts,fa,48,0.5899356,0.5897901828028733,-0.005611667961516353,0.011638633,46.57499243112559,4.099892534061149
TabulaMuris_Brain_Microglia_FACS,counts,fa,8,0.41864863,0.4188579619904907,0.0276479978212932,0.040991515,203.0565058260073,2.3384642172027355
TabulaMuris_Brain_Microglia_FACS,counts,fa,96,0.39199817,0.3918613285138836,-0.01959227989756033,-0.015514074,23.934706680579946,6.706557651503107
TabulaMuris_Brain_Microglia_FACS,counts,fica,16,0.47340888,0.4734088594456806,0.0063860133067648725,0.010883984,177.74736591802153,3.1922159400201857
TabulaMuris_Brain_Microglia_FACS,counts,fica,2,0.23533082,0.23533081767186015,0.20952859589508377,0.08974019,444.701760592712,1.7635159595898668
TabulaMuris_Brain_Microglia_FACS,counts,fica,32,0.3756709,0.37567088936570564,0.009356836080306902,0.009464925,92.5923499236783,4.298121744382494
TabulaMuris_Brain_Microglia_FACS,counts,fica,4,0.4839104,0.48391042907703924,-0.029935008614697944,-0.03962707,369.8759238094379,1.8829650073255386
