dbs,campbell,0.5707160009373676,0.9191075793453606,1.0,0.37384352121219644,0.9142811653043293,0.5593718601213866,0.32215981663608756,0.24018596774257306,0.6185905514379025,0.5422240657475407,0.5415068081044593,0.8463604890408933,0.4380767578017273,0.0,0.3404186600419645,0.670855395956437,0.3788512066308599,0.28610678288215624,0.5410141966707234,0.19339038991761306,0.42494819473646667,0.3016080011792634,-0.023780471426274475,0.7169016492453262,0.7035496854725851,0.6129297777610534,,0.2893980111025542,0.5270931060875985,0.2228097948015678,0.03592202806577179,0.1537383127442742,0.06243941231458774
dbs,muraro,0.19066744614781633,0.3027405761757009,0.3075094244943017,0.30061353545467145,0.539711869443601,0.34618443143717037,0.37489579807582607,0.9327247502142398,0.9329858364956166,0.10168171928436404,0.16553288392123316,1.0,0.6720488712638969,0.3808421562206059,0.5566371695488966,0.4022271875947833,0.2373675097921784,0.7966372906850211,0.3461473472092595,0.6378053673771198,0.3799341668325258,0.1299925806000599,-0.47418231124067073,0.2896430091717069,0.37662630527032387,0.24541528855326888,0.27059028658688783,0.2013133645402626,0.3469469954663063,0.8218457695407311,0.0,0.20709996215562895,
dbs,marques,0.44589738402380014,0.6100798583241306,0.7195797383154144,0.12538473429737682,1.0,0.7614680210469448,0.45033612085825564,0.3978782772061903,0.8046498118756229,0.5719788171207756,0.7568638117386257,0.968710143991002,0.23415601400350633,0.6010334073166307,0.7163218842852055,0.805770920917912,0.0,0.21245243217325205,0.7616599600195086,0.9254989838817661,0.43234580114295573,0.6218615586396825,-0.5964978701974591,0.7534295850033202,0.7320535061223353,0.6929238459722511,0.5038991086473604,0.1171504970542835,0.7604708857258125,0.5397961661457884,0.6034224479407398,0.6911694250502278,0.8170266995400421
dbs,lake,0.14552537022466105,0.5359777101564237,0.6792371902887355,0.0703639948618809,0.8852788508602953,0.5696486807983927,0.1861617316394639,0.06436764197817448,0.6153841591906837,0.5064492214035395,0.5775685331249207,0.45246276721278444,0.3078755646301343,0.5232340929420523,0.5427457343712895,0.7482649083493038,0.09521549037495745,0.0,0.571886929637771,0.9830640538675127,0.1373459912571588,0.11317517627373781,-0.07983460110294868,0.8315040250281651,0.6142294398643297,0.3744553796807525,0.44907574415783197,0.056959376102931336,0.5610780963746095,0.38846366526254655,,1.0,
dbs,romanov,0.4909172495262103,0.8243974365764248,0.48417241642452813,0.16491183579188642,0.6114616597813264,0.6659759760074473,0.24793012992358293,0.3556531663649723,0.8320714840560067,0.3107368510644243,0.7119924839896646,0.6073317249216341,0.39337159778940717,0.361913015613769,0.3384363687543338,1.0,0.4087793670421371,0.898434569715973,0.6659655212020984,0.5025069221660281,0.7834469302747755,0.9501701903520886,-0.3551072867592156,0.5838505600696605,0.8127491558185848,0.5039080040779544,0.1340043872561108,0.298988175625226,0.6711110959950413,0.0,0.5051694575481853,0.5697495155750004,0.8910843999294132
dbs,TabulaMuris_Spleen_10X,0.46611611213511184,0.7754980620723066,0.4665707964966668,0.48351117343210603,0.5627452397461323,0.45029780595420626,0.46593769287307707,0.8545475157204891,0.4951307966693841,0.4366167299146317,0.38554192361330636,0.929574543370399,0.46773528608029796,-0.05323132536341052,0.48407241111099475,0.49813357712733275,0.3870660846963024,0.3346234857649945,0.4507327534260962,0.6496117663600128,0.5714626856429073,1.0,0.0,0.5579982563985442,0.5033338290839486,0.37615820273979933,0.39850520508764936,0.40271463320791084,0.45436741892657134,0.789476892321452,0.8832435092374497,0.5749020676584583,0.4205777646577377
dbs,TabulaMuris_Tongue_10X,0.7888879494902281,0.16684844933156612,0.18341177507940637,0.04218929334340158,0.7779116884676028,0.28209928975141485,0.15921501002993438,0.7013635837030315,0.3928215376136767,0.15228928371771178,0.23660709710103703,0.9402445082900873,0.029131394248860756,-0.07883825168199528,0.13957100985220847,0.7820856190932493,0.6498241342327149,0.5864233379028624,0.28209934431076916,0.3796457875922736,0.9869702922545913,0.522663123671158,0.39082145006893276,0.7821251100902497,0.2577018595836937,0.2259031538560728,0.22116429369535984,0.0,0.4717155030715875,0.0514330655004057,,1.0,0.15547132298599287
dbs,TabulaMuris_Heart_FACS,0.24273030593615857,0.4227292424312127,0.41339994060813345,0.09619151662680231,0.4212555204132603,0.6683525397254491,0.24496020976894936,0.9310211627888291,0.7236641682058219,0.2863890791411366,0.5480746957520926,1.0,0.3474860701925176,0.16325682244402462,0.34079319104960243,0.7476261725089086,0.0,0.6508550662837895,0.6685875649823088,0.749017845485271,0.5446282870290683,0.7838104468345425,-0.7728671883415321,0.317213225381278,0.6866158957272073,0.3705493184647868,0.1600071645624095,0.17296741900422047,0.672138174758838,0.22563900318749922,0.4994524503127398,0.799041984764382,0.6224694142849759
dbs,TabulaMuris_Fat_FACS,0.24359781358089205,0.36388009338525845,0.35151145302756986,0.0,0.507842734367398,0.4679453964513685,0.06270341135524272,1.0,0.5266454013228421,0.3258111087556216,0.43870760400833325,0.43492625673055413,0.19743985484978688,0.22017902427571295,0.20152071947200642,0.4727167016321044,0.07271127771626612,0.4460348954080984,0.4682451269535134,0.46314973900465906,0.41284689367056626,0.3795807171353486,-0.3252986386040115,0.3726567678453864,0.5100865616359028,0.3325903564449497,0.1478886709967522,0.19197685253589075,0.4703423760124818,0.02905394505193635,,0.7279964030669915,0.4449474937107605
dbs,TabulaMuris_Brain_Neurons_FACS,0.29051900196140873,0.44390352211827183,0.4596026719882216,0.0,0.57152441734479,0.6167331081649319,0.3574984404734408,0.6897199696842632,0.5403543278026995,0.4991852146923584,0.4983946198817346,0.5868057471064729,0.328583717017203,0.3458315582334019,0.6040821913476447,0.6514745495916279,0.2946585033275717,0.3121823847571535,0.612055658508195,0.7790813508871397,0.48614725332684083,0.4149739577266132,-0.2725466300001277,0.4821988544685505,0.6709290247310651,0.506669090795821,0.23821549032760647,0.21904751933575814,0.6110953389091924,0.2477958820914055,0.5600975673956013,1.0,0.5386481234659733
dbs,TabulaMuris_Marrow_FACS,0.4321383200919041,0.9910628356429948,0.8075395802750251,0.0647413167643909,0.7798947593635595,0.6029239098380891,0.2095255146368081,0.9158494351485773,0.7376019441845146,0.4118767030091233,0.7770540605209812,1.0,0.2501058359336995,0.6639843275541335,0.4595522958041338,0.8194594509403064,0.18134546053886005,0.6119341355772064,0.6023159463681392,0.7793631471919314,0.6084390764437294,0.7787313680163277,-0.42149655640861783,0.7731811488508072,0.6899784660152622,0.6341360575777083,0.4956060189129725,0.2315868449367495,0.6021207239999207,0.0,0.7707481218593673,0.8154165706744037,0.776168064658182
dbs,TabulaMuris_Brain_Microglia_FACS,0.5956673555124911,0.6589927470770142,0.7753313804938405,0.3890831546357148,0.5661786056928934,0.8289091883148638,0.38337593396752717,0.8563332937931445,0.634700182491531,0.729631621576706,0.7913406096140515,0.7513559711260406,0.1276600012614251,0.0,0.18443646703659583,0.5293851619725595,0.4009607006260297,0.7977744239643999,0.8289097239080849,0.7658826959734986,0.519369928737298,0.7837283901675325,-0.10643553457893483,0.7301298657830669,0.7763653471365947,0.6807039100997068,0.20698552324558417,0.48048488802282596,0.7654602924693314,0.3682358464784338,0.9283890974455904,1.0,0.737124126888365
dbs,TabulaMuris_Muscle_10X,0.2772099105642292,0.5073464188844259,0.2680166446493468,0.0,0.5261943338079511,0.6574107818774767,0.2674296725306427,0.6850832979648109,0.6322711736626029,0.4658585407363234,0.9729179812788896,0.3342946442881191,0.25511069782250384,0.5198881454736883,0.7469181568730542,0.69098642863338,0.15169625680418053,0.2801372085415227,0.6574788234439429,0.4306991491605235,0.34357203799737246,0.2616825271389731,-0.7521890607885383,0.48655975371031324,0.6143093496609103,0.4074502707119237,0.7234718394215128,0.09932454345226933,0.6665182101380317,0.5399274828750034,0.9957712516954133,1.0,0.4859712606250761
dbs,TabulaMuris_Mammary_10X,0.17036215681052483,0.24881123054697957,0.28571377283215793,0.00346785757923546,0.42225840556668315,0.2897688633347594,0.2102297699741003,0.7267358258581125,0.3800525247055273,0.1846654794227387,0.2654286045026974,0.619109115370839,0.13200862059391252,0.30070058198941324,0.7361740579271642,0.3877773445435057,0.07348381992849687,0.3007670278570759,0.28976712049357567,0.8657976100393743,0.49179727114153154,0.29459183166078323,-0.2591184281547902,0.2842396921014424,0.31550506664206607,0.21320096107235825,0.366477869695118,0.0,0.28619672089130727,1.0,0.5065475295459954,0.6068345222322428,0.297672575938151
dbs,TabulaMuris_Colon_FACS,0.9306785845821658,0.8048680573246755,0.6805678841969276,0.3171620195028145,0.5361375803110198,0.21724660200756477,0.282935714790612,0.8205952915199294,0.60140782908062,0.0,0.5194898966424766,0.6195904310859229,0.5339453520780181,0.38515194710633116,0.2853304550623254,0.694723624491111,0.5397503129798031,0.7410898930458246,0.2174423548418984,0.8093176701477598,0.7260304401046415,0.2306875268399624,-0.5561549150424635,1.0,0.34227335290109057,0.8415869317030915,0.5904689080667216,0.9469561008747148,0.21719941394999068,0.3145023316638877,0.5804138345139765,0.39924437920710276,0.48661019993045196
dbs,TabulaMuris_Marrow_10X,0.07493075518150248,0.7178769105546168,0.6502884746618701,0.15385564589639975,0.4711292088972038,0.49636180747526126,0.26571709813973293,1.0,0.574939152055484,0.3411235177944832,0.383127685163223,0.46865434614788914,0.0,0.43077704810739414,0.832021874312858,0.47521734403529586,0.06900900680940804,0.07701883272563924,0.4963618310562399,0.612312309155105,0.22506628939413875,0.6079343793671741,-1.030157324561517,0.5235122494387876,0.6058294453465086,0.6163916306568981,0.08027279038705747,0.15353188381807376,0.4946714872755513,0.40871605424929747,0.6134408157232458,0.5584120928139471,0.604962347295758
dbs,zeisel,0.23501786873901673,0.6471303330904618,0.5774823386608878,0.0,0.7356430490196684,0.395451815581141,0.07778102304140956,0.6581068316318653,0.5591635661071603,0.2540469831902223,0.33112466370114674,1.0,0.08174713278558289,0.44958673609691485,0.5706911985995271,0.6426960184763544,0.04183711774127022,0.6454926668854662,0.39565140969213247,0.8186079176534589,0.5304878601424995,0.5621758569472826,-0.6429354845894331,0.40254620905387745,0.4067281184579308,0.3364069918753652,0.19856063575700864,0.10713215066051691,0.3982012150783273,0.19363283555949026,0.4600654841181432,0.8193340513420481,0.8008723539082778
dbs,TabulaMuris_Kidney_10X,0.3871004993070425,1.0,0.5998352242259468,0.0,0.6889175465165036,0.6191997403327628,0.20325505680767805,0.921872564618899,0.7174918140134374,0.44124458462946275,0.514376179954593,0.8586435842317537,0.19149442596146293,0.6620800279489094,0.5795246887988313,0.6558714906222423,0.10325626243839292,0.8333537806315109,0.6194824990420172,0.9962869288733349,0.8635373436305158,0.7746058346050854,-0.9424591749875494,0.6177219773730849,0.6205671570093042,0.44785186875604477,0.28965471332642356,0.15494208165139953,0.6438515266891249,0.5550214466317913,0.7498577370809262,0.9125968944123636,0.6629790791199448
dbs,TabulaMuris_Mammary_FACS,0.6114030137868322,0.7244731690503623,0.8000271839782227,0.0,0.7932398145504077,0.6366458700045728,0.5134096288118066,0.7812218063340881,0.8737033580413285,0.3956020347226764,1.0,0.8288186649503241,0.22569716778996118,0.8374457002356648,0.8729538500830664,0.9235368368668658,0.5302811553123064,0.4735230456641057,0.636669319922022,0.7767806186677019,0.9174826017824168,0.6240372864961655,-0.47175988200670155,0.8831122162222701,0.6937026053705361,0.5879221915545858,0.44745467644289,0.29806826584105406,0.657597980286806,0.34885528097010177,0.9403980118003626,0.8754095224916618,0.6830607496474627
dbs,TabulaMuris_Bladder_10X,0.635750743315921,0.5419829882099831,0.5863476962396955,0.2725452369371466,1.0,0.2836420462242168,0.7188585475887774,0.8941839729434237,0.47161597769382396,0.4519195369652046,0.30639115060343863,0.5068235341639876,0.2649599936173896,0.19626412112470906,0.15595824519356905,0.9591724660424081,0.11136032218702258,0.07226470375596523,0.28364085222587065,0.5190592414979798,0.6435153870626263,0.22674691357858417,-0.7824896574839574,0.7722579035691362,0.5113302192518259,0.4178977966188581,0.3139736177741449,0.0,0.2662286789645124,0.25232114937192035,0.3019257185730501,0.15390789351697676,0.6790269351168494
dbs,TabulaMuris_Skin_FACS,0.423149972760419,0.8394499263976334,0.6578456253196983,0.0,0.7051822706798498,0.6455846949759332,0.519361651952142,1.0,0.6685884465307981,0.5990180685135167,0.7037686254051625,0.6786862088467414,0.4326509399814658,0.5777140795206274,0.6958950357788323,0.6599639000515496,0.2788315147818957,0.2515894720222243,0.6455830690020263,0.507018478693358,0.3105249847360469,0.6598309492216833,-0.22147265221667017,0.591339444859293,0.6688570565179187,0.6060876539837661,0.7048272772610491,0.22854221402358946,0.6442653018215799,0.5392485156520577,,0.8783820101557477,0.6141501585418709
dbs,TabulaMuris_Muscle_FACS,0.21084023689286063,0.5069777007513906,0.4086225555155556,0.0,0.6984492339078832,0.5562676764377975,0.21434713664244062,0.3511390076175232,0.5308487830847544,0.4711089562628826,0.5509336562197715,0.4677812062884915,0.18122437450676157,0.3983276250168641,0.5786142173477357,0.8129600899160744,0.21390999095794855,0.1553044485222772,0.5563470033499343,0.7218829728431227,0.39094394659745507,0.5924543352828341,-0.5352288427088292,0.5005230049328873,0.5417145253838941,0.5027008496074389,0.951216852884619,0.12847669248119842,0.5563176560956424,0.37401677711167314,0.6664138724763915,1.0,0.4455902620390077
dbs,TabulaMuris_Pancreas_FACS,0.3295419134289408,0.6407085973282274,0.6565810418117911,0.05938036316677205,0.8240316953921323,0.4704710752890099,0.09060984111051423,0.7161307550386707,0.5539566371382506,0.40879608310461846,0.45593797892627463,1.0,0.3797748118725173,0.5670663046460813,0.15227630696448413,0.9522711731470975,0.0,0.6967507056180154,0.47097010993859284,0.29846366347250175,0.7611665124575906,0.4874555411743521,-0.6047503429491438,0.8733073360444206,0.6803168576192068,0.561003350190092,0.2144696113761292,0.34001332964772246,0.47358629823617404,0.2472980508202409,0.6284575818434895,0.6496225038850092,0.9146646747076164
dbs,TabulaMuris_Liver_10X,0.42887452174070534,1.0,0.4842709510714633,0.026886881379187964,0.3447049693431081,0.7086117325454546,0.43085547081903514,0.249677661693121,0.510731653956837,0.6951335253822151,0.511288229612647,0.602290293196237,0.01159632505033115,0.35345760405469506,0.5801742823218322,0.46022215958521706,0.39901569208692206,0.707054782571555,0.7086116846664797,0.5725234724332293,0.7960194193019086,0.7410751932654064,-0.23334677501322998,0.4609467806287819,0.6586608664507311,0.7194302672586901,0.1890873540954322,0.0,0.7769114806199048,0.7015971375849632,0.6942200792876977,0.6588319530827556,0.528279483997002
dbs,TabulaMuris_Lung_FACS,0.3712101515747636,0.7586412571266374,0.6655296685766948,0.08329134012906121,0.6782652205182325,0.7206128913673477,0.13508364357102612,0.5474987263186151,0.7262474640584327,0.31909615271936875,0.5850084615800832,0.556224402843188,0.1248396286390578,0.6715117525157985,0.3036985826025118,0.6191394741202535,0.3615827681459183,0.590848763383748,0.715791596438358,0.7553527120733542,0.45812580945999554,0.7094049128181809,-0.3481049198005765,0.409329658157045,0.7931330828041303,0.47028058486247354,0.2938023371932089,0.32925859618753184,0.7224067718151304,0.0,0.4965090647712551,1.0,0.4613583032953449
