,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
method,,bd,fa,fica,grp,icm,ipca,isomap,ivis,kpca-cos,kpca-pol,kpca-rbf,lda,lle,lsnmf,mctsne,nmf,nmf2,nsnmf,pca,phate,pmf,psmf,saucie,snmf,spca,spca-batch,spectral,srp,tsvd,umap,vasc,vpac,zifa
measure,dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbs,baron-human,0.36126764391677024,0.7636047314492556,0.20888536700989124,0.2227845644299538,0.47893078202284484,0.2983250065126495,0.1932927034111852,0.47252731528668795,0.5053123580925791,0.15295246078452845,0.30012760105855263,0.891187001801829,0.0,0.00846572336982406,0.33365775701218603,0.44854108280990423,0.11268637353133827,0.6934569876823216,0.2994045039645482,1.0,0.8730928065002561,0.2705770814595391,-0.5336665979148716,0.2564024495252269,0.31117340119853215,0.36472062791893495,0.11284205464027515,0.16123834348096475,0.2982643707847988,0.16228191352884405,0.06184768779223839,0.40577313483635086,0.18977807363901245
dbs,baron-mouse,0.27564794086752636,0.5986307466757401,0.2552935354030532,0.12438603547223202,0.37798547961012785,0.23959188018717134,0.2734962839766715,0.23361669234217272,0.3928154532006345,0.019396460878984275,0.11580180455098793,1.0,0.05139200384725878,0.06880143569966052,0.3679583853535607,0.4016424737600652,0.14553137157133728,0.6722817213639268,0.2397030047943835,0.42615632159841105,0.6641368472273732,0.3370946584983334,-0.44917923280034666,0.32870878797618036,0.2711260439976742,0.322221364910233,0.08213871494030911,0.07919425113909422,0.2383601447017019,0.3879595196229948,0.0,0.33393612607207857,0.3186258816200434
dbs,klein,0.49747151089519825,0.7942110201389104,0.645563713309612,0.07851623637397012,0.46520010403396705,0.22169731172676693,0.28447286747361383,0.2021414822512638,0.35817765485635183,0.160846943641349,0.17123865247101722,1.0,0.2689572395415382,0.4915533205306377,0.41725228700779227,0.520637782249763,0.28838444084900816,0.0,0.22169731172676693,0.5729048036870997,0.17642287731463732,0.42363980317977695,-0.09227546970406322,0.6325813240262312,0.2529574616059496,0.4764244216470001,0.21461169335797414,0.0785753146986828,0.20773792419550904,0.33019244773470424,0.23522819045231602,0.3214096098045902,0.8135251096521435
dbs,yan,0.07527048238496185,0.2280787703179957,0.4207471498446599,0.0,0.2623698921527058,0.34544399731829944,0.2163336489056939,,0.3055063915787761,0.27686738164208374,0.42558062712165134,0.39217851955584043,0.6115062697355935,0.4629483364727402,0.3300885421770871,0.2607065590042766,0.09849073661487945,0.09969836575183698,0.34543174172768987,1.0,0.45799008307439903,0.13043141240270603,-0.5551192916739605,0.1983880122428996,0.2865147984317062,0.28423864397453147,0.53459312811893,0.1333649304462253,0.23732513544492065,0.4902325316171572,0.8735426770403265,0.5995172917152642,0.2490083719439362
dbs,deng-rpkms,0.526593933384571,1.0,0.8530265946216461,0.0,0.6177932167356107,0.8557952470509178,0.1278069409472971,0.7619421059246023,0.7699527828476492,0.6753942512505647,0.6387747083357749,0.7999215192364397,0.3027562103167049,0.4814506417608574,0.5081863421203869,0.5484177670773122,0.2878857073784762,0.167082273266033,0.8557952470509178,0.4473249075585276,0.38166162698080935,0.6735956526901731,-0.31537104871832283,0.6135070464662614,0.816337332871098,0.8593171310341793,0.49025496478685543,0.040243728837931245,0.5175255087964562,0.4807058288964486,0.790457912701233,0.4223730282857228,0.8785645210246209
dbs,deng-reads,0.7178246562951787,1.0,0.9343711504212203,0.0,0.6763134400463595,0.9789646069142671,0.1732270720461257,0.6833553608976511,0.797299382788129,0.5797187686115927,0.6245593105063184,0.7301967558446254,0.2796901108340124,0.6345286979755324,0.5364943424759598,0.5975522166963622,0.3673137050929396,0.11943342717690424,0.9789646069142671,0.472533854476272,0.4079770118662881,0.6616632813314502,-0.0824430283177605,0.691986454471034,0.9328900025039072,0.7022115583975721,0.6036876049180113,0.12032618082088396,0.5883139427003231,0.654681055635592,0.6959142594941408,0.4999842280906644,0.8673962037152038
dbs,segerstolpe,0.5102747666996609,0.6066453826052333,0.5054288873431544,0.5309116576980323,0.6661485179415818,0.5297588843612209,0.3409502524149802,0.7296349354674995,0.8615380065641883,0.36224155234065025,0.5149242308948825,0.7389580043495355,0.0,0.38428494889701514,1.0,0.47266094692126154,0.12701202329308417,0.7778869725961981,0.5297548138619124,0.6111727431025137,0.6276109188276203,0.4063054676096055,-0.644647604456162,0.4337944500670611,0.5297616115798537,0.37638858838088063,0.32231275758663924,0.2724048703408968,0.5363492553339064,0.8664773524062112,0.3480679910084128,0.547281051485001,0.3552841969161567
dbs,goolam,0.4606819964118994,0.7797060845649041,0.7060982632541477,0.0,0.27622934238664776,0.6617850315214868,0.1756641939509022,,1.0,0.289940045897231,0.9131473327647095,0.9413226879003155,0.6179610738090711,0.2754302543044328,0.5231563976031356,0.3992302266406526,0.06065983642339712,0.12809621784247519,0.6617867555150788,0.27853755772498745,0.151725145310101,0.34996507251498216,-0.2813558645739227,0.17558419094821692,0.9095711143309214,0.3025805817224044,0.04341595771368812,0.14418091576159492,0.35379910248018037,0.5352743269679745,0.3502916030081923,0.42862717718676624,0.7566583050291691
dbs,fan,1.0,0.7735215941875345,0.8554544406182979,0.681921846672257,0.8107395337171406,0.6484813175944936,0.645022666857825,,0.6116194575913289,0.8165660429954448,0.7469512201014569,0.7764405222934233,0.9212314807769794,0.7377314538002363,0.7936617291374733,0.8841781202141147,0.7610561301280685,0.8359776928113198,0.6386953548014939,-0.0033224507918564097,0.6754786823492399,0.7773849412543745,0.4085563311279559,0.771841449146988,0.6735886150577387,0.661497587324571,0.8284421362791708,0.6901194898823376,0.6390353568283318,0.0,0.8278476075290576,0.6683043467774765,
dbs,manno_human,0.49350635969237927,0.8760646024877492,1.0,0.42161067325580803,0.8913769970030939,0.4362041294364354,0.2302086193327857,0.2898842535034965,0.8904521640619255,0.6071161773039093,0.8438656568631795,0.7321631249550371,0.2892270227783008,0.526715236276693,0.7114292806447525,0.9462696876455701,0.3316210806558811,0.3186119020833731,0.7637979075023726,0.2639305881776505,0.5693999823580018,0.6081415255825562,-0.37220220115185204,0.8471900084157762,0.9564235259163762,0.6514324168911995,0.5862512496840275,0.36596960282305085,0.7685650051120084,0.0,,0.21997841731672124,0.5633630408708215
dbs,manno_mouse,0.35390379864380583,0.5081327896645939,0.8811581641153089,0.3551565292956132,0.8313842495225839,0.4726543551952331,0.1951907755056177,0.16298804139963455,0.8041731020740414,0.6406498344461581,0.8635010296060807,0.6561219065076983,0.45156512186203324,0.49230707238740334,0.3309397089646939,0.9616830889794509,0.2661114843205552,0.3559743525316929,0.7594234062118156,0.4008808704767844,0.5966505319485228,0.479515073642849,-0.3593039543263108,1.0,0.9053310444304549,0.579389376199394,0.49623975581959223,0.34726143011421406,0.725867131371832,0.0,0.28081232852061483,0.42449754745117463,0.6416831045251522
dbs,usoskin,0.5473698504947128,0.30664029371942464,0.32964325840800823,0.0,0.44474346493052114,0.24313136428338616,0.2444724425693525,1.0,0.2954261687873373,0.17353184519682574,0.15783717396489216,0.34460698115958277,0.34312774649569616,0.30905532204269737,0.172469483700665,0.4036534543169518,0.02738539140231983,0.0010592055840401005,0.243131349270749,0.5006075244870871,0.13246305694760002,0.2579525345309734,-0.18083942511393478,0.26578599724165414,0.2627058660731405,0.28215064273893525,0.2552262963092362,0.016128758101815202,0.2267223200817217,0.13800159282126276,0.2520010079712175,0.3021944696944991,0.17861777773910836
dbs,pollen,0.4306902807969516,0.3785714249017027,0.4456234627711799,0.0,0.735361866203025,0.5109275019416659,0.09630915679544516,0.24749482171460885,0.5730580919507782,0.4078291154244375,0.5316736892297659,0.35167843559854767,0.22626193599778827,0.6270350365611453,0.58431792295666,0.6532415018835203,0.16660139927954037,0.142036719066435,0.5155873414120562,0.3655768566172701,0.2861462475548029,0.46525143853856904,-0.34148454684682195,0.7471142399181375,0.47766631926538183,0.4591400782822682,0.38559299935247376,0.01187433821301573,0.5627168773031125,0.5034740173637352,0.3867841006513709,1.0,
dbs,treutlein,0.21744639121430698,0.29125010396888323,0.7520100344326451,0.01383142278284998,1.0,0.677476364678079,0.2592784990681683,,0.7072334652809807,0.461341952715048,0.6584933822684499,0.22722976667643183,0.162172243958659,0.9492084105146062,0.25192079800937317,0.948136174948632,0.2547154705643382,0.037623609114818914,0.6778627588420737,0.4445047915115881,0.23128007091722919,0.3193209170898261,-0.06831412448535394,0.9477166979642421,0.70188765496103,0.2723434230409961,0.18759956305392522,0.0,0.7124017150367813,0.1459372679258901,0.4478361220850555,0.6825320826165334,
dbs,darmanis,0.3210122463730751,0.5320832440058652,0.6231010944073028,0.0,0.6702364031521679,0.5692255784649852,0.2126632157920122,0.8107280607935902,0.8022594975249385,0.4247124579717429,0.4928312317199876,1.0,0.29813649713618884,0.6836970618825274,0.3986527230104778,0.6171452117463447,0.3622397649188674,0.27000662302421413,0.5691947622869505,0.9030485020515764,0.4681667369216719,0.49772167170755854,-0.06367381715599789,0.537248662703707,0.6468649491304488,0.4539236214232508,0.3996014427018322,0.08365723299182472,0.5553353894500879,0.30165403057492035,0.8047690141916033,0.5574788725965205,0.6259657926566711
dbs,li,0.3224006584540929,0.5096629676136061,0.5777847441856645,0.002751907020708895,0.8684634304576228,0.00518094245358429,0.33420159974084546,0.5529052089609883,0.717441329174091,0.34304931256006954,0.464978893282252,0.906199675280174,0.17219581394259026,0.806095785165815,0.3646990946621717,1.0,0.1637900489680124,0.08162214629918634,0.49126630781456004,0.8074311469853632,0.3586726539156288,0.5265832760406092,-0.19174606924436127,0.7991950987769987,0.560998754292996,0.5799984008035195,0.6611836428422292,0.0,0.5024615330339746,0.26175111101109677,0.6285450780154545,0.6864280040312413,0.5108082550141406
dbs,xin,0.5013455106802699,0.21041332277642372,0.323439129626068,0.38646786670536026,0.2573165402205984,0.4753774471559725,0.5100889169154523,0.32338228428737803,1.0,0.1449333968756152,0.043709381252418716,0.3683151921491797,0.43385454377981136,0.0,0.3350990051773388,0.48355698203194,0.3550757462731959,0.782347642445967,0.4753774471559725,0.2026061960034335,0.4168760850312009,-0.020995735458803667,0.0297855872547788,0.48761197726848,0.47537748896130566,0.4940702727564898,0.1780547978683471,0.13332350057196438,0.47526642044996625,0.7289736769917373,,0.32122810447425454,0.011386852791644765
dbs,tasic-rpkms,0.2515971904049501,0.3639932247900172,0.5241478677236024,0.20355920911927775,0.6466526071843715,0.6053335337838396,0.3421660804884064,0.21016989939502406,0.6139834452757842,0.5538076782687612,0.6385768997917693,0.8089236184477281,0.39303617407292524,0.20247522499456533,0.6273315301294171,0.4404867678242937,0.12961999173715877,0.0,0.601510368192297,0.9145944871874905,0.21672015230154043,0.3506726054953696,-0.2919423471641996,0.4868110408792675,0.5801568048485809,0.4405862144308546,0.6207814808005795,0.10242443272769544,0.5973349997015489,0.6860986503559636,0.49287411462662467,1.0,0.2918318217236327
dbs,tasic-reads,0.2248654270605864,0.3304444810334667,0.5029194113139742,0.19564234676323197,0.6211417600762075,0.6022465929622881,0.49151353160975836,0.19499118166071946,0.6245672237452213,0.5292994482219924,0.6301818616523135,0.8635723575878856,0.4633238125064577,0.3349774980212632,0.8662809107997985,0.516815972711976,0.16522111923267346,0.0,0.6006273521643976,0.9640353668494899,0.23727033992126387,0.2631768469140269,-0.3764081039502148,0.564318436254319,0.5779118078185841,0.44232203444625084,0.5179088801607403,0.09514744465553729,0.5951954876004847,0.6796124593435745,0.4555653113373566,1.0,0.4190107028796862
dbs,shekhar,0.4558145129987293,0.8492355874605442,0.5029137854382033,0.26652374623672376,0.5755564068038499,0.5563862149793286,0.3148159969902854,0.7062046413764365,0.6689894119005761,0.43846515472243813,0.451822755009918,0.859551900944871,0.3748346845292047,0.0,0.5338014129861134,0.735586448661729,0.4489553155929519,0.6339515619139382,0.5581025382636492,0.7404414212320625,0.7704946240917558,1.0,-0.03706872367475823,0.6132711675870572,0.5554223822598356,0.4489088127921609,,0.23655635601427633,0.5381501791297265,0.4136236491455707,0.6199442715540747,0.5587415238480539,0.29362593222566424
dbs,chen,0.7385512025248456,1.0,0.8640779476535274,0.6272969949451546,0.5323698582294476,0.8045129272271998,0.7330079765183458,0.3912999724109698,0.8546864355397714,0.6055328859599902,0.40972014666296785,0.6981663632514696,0.7329829778398633,-0.021161880229088728,0.7681900217781827,0.8344015015012293,0.38398066415331494,0.5465674958187392,0.8067303080361505,0.6576160650068701,0.6919380832706538,0.48170041233650746,0.0,0.7697585126054162,0.8050025412864948,0.8304003673223644,0.7186425608823079,0.6114300600523168,0.8037839194610202,0.7911501785807302,0.07796196394002375,0.09639455970114846,0.2911506971397938
