,dataset,bd,fa,fica,grp,icm,ipca,isomap,ivis,kpca-cos,kpca-pol,kpca-rbf,lda,lle,lsnmf,mctsne,nmf,nmf2,nsnmf,pca,phate,pmf,saucie,snmf,spca,spca-batch,spectral,srp,tsvd,umap,vasc,vpac,zifa
dbs,TabulaMuris_Bladder_10X,0.7094219967161693,0.0009111794147000688,0.7042339443364847,0.471894782790505,-0.0027474584394667195,0.733873100841735,0.2526911644153492,0.7095759446096963,0.5251221090566044,2.4907933035429775e-05,-5.2065709645811715e-05,0.5416457488817173,0.7562548810671585,0.7803618569215022,-0.0005656269821849823,0.7281984353137475,0.676901665597667,0.7528103955390094,0.733873100841735,0.7567008229394643,0.7427287654429825,0.0016066307622136747,0.05353364378343957,0.733873100841735,0.6835730475836065,0.4912423009477737,0.056923530392524985,0.7335914898424784,0.7516504260501286,0.7044043453506631,0.3927780659066922,0.3285263095233531
dbs,TabulaMuris_Bladder_FACS,0.7517610235045736,-6.521646595213371e-05,0.7517610235045736,0.34609582167039943,0.7504911389646544,0.7517610235045736,0.7425787398613479,0.7431529618580472,0.7511328436456723,0.19680115292174696,0.7348191272018958,0.73624586234909,0.7294146156415946,0.7517610235045736,-0.0007997770914804932,0.7504911389646544,0.7517610235045736,0.7372669257321571,0.7517610235045736,0.7517732880521516,0.7556901847892763,-0.0028554973414867983,0.7504911389646544,0.7517610235045736,0.7517610235045736,0.7603005170399952,0.12340488698278353,0.7532752667074938,0.7383798217027066,0.5352392803869316,0.7051267343335853,0.7505011902522584
dbs,TabulaMuris_Brain_Microglia_FACS,0.4185173700224133,-0.0011381690085210685,0.2271893055181993,0.2518457088348406,-0.026584905181188324,0.22600477320322945,0.08274313936562946,0.1280640712528494,0.06074898961169204,0.02211566541410354,-0.0011381690085210685,0.11436553918629146,-0.0011476679781727856,0.13656287590790592,-0.0011381690085210685,0.2214713474024617,0.2233432623140867,0.5952859761526439,0.22600477320322945,0.2185665024177872,0.6839041822263952,-0.007246988104444709,0.22262684725139106,0.22600477320322945,0.1809663201781737,0.02077101606415267,0.3695228156559692,0.2168209198832493,0.06086422615515336,0.1881149944672761,0.010371564563352724,0.0729091735646944
dbs,TabulaMuris_Brain_Neurons_FACS,0.2664553632035405,-0.0003828449578858201,0.5728225666553586,0.01993222949725899,-0.020011538563141883,0.5783261442178578,0.3614311156636152,0.4277887266305364,0.5610039263330334,-0.023189466340425624,-0.0003630761689717238,0.6664093862412437,0.2319265242396985,0.662238381996399,0.0006459663154667973,0.7210654933231735,0.5758263108893028,0.2929770292037641,0.5783261442178578,0.7192750278829605,0.194221316909649,-0.0016084132520039836,0.6566954871726314,0.5779143350348177,-0.0004902888081840356,0.4724031377999941,0.11091039409049663,0.5798181909176107,0.4583595381358061,0.6987644816329855,0.4364837497889624,0.5636982553091627
dbs,TabulaMuris_Colon_FACS,0.03193598160936941,0.0008441768151154855,0.024156533694501055,0.022865038434039826,-0.01821660193191721,0.044625600197074816,0.023216799160272642,0.2454679465224248,0.060338631865633735,-0.03264049722189393,-0.0007411985858471063,0.1678824359933253,0.027197669978017727,0.0006558759313448711,-5.903198910151682e-05,0.02351423803854545,0.05463258387502325,0.0300877046159418,0.0455630499779731,0.3430962767279465,0.07218825123652042,0.00019652676184575216,0.023804483617440045,0.044625600197074816,0.024455861290070102,0.2318608401673044,0.06332374987883281,0.04471551250452594,0.07320223851370733,0.2570863343841169,0.2926719051606514,0.18426198623707904
dbs,TabulaMuris_Fat_FACS,0.03400539525138905,-3.893124547023806e-05,0.6857970420836278,0.08547626975145367,-0.0261538225516088,0.05770566777051851,0.20348878504935808,0.7642696669866762,0.4084765586514786,0.045315557257227385,-0.00016387031123345138,0.5511923334959071,0.05931112085242104,0.638752961562428,8.334955978130977e-05,0.6785826258155486,0.4200644125966021,0.1503216510845141,0.05782065829846125,0.6949550411283557,0.36790686858509786,0.00023946988646834867,0.6795793848369814,0.057819830451128575,0.08016411258690609,0.2580146255671428,0.03514432564197563,0.4077881069450072,0.3506528336736545,0.6758019452775172,0.4978309337620012,0.4225467405830238
dbs,TabulaMuris_Heart_10X,0.5223958912618591,0.14564164102375626,0.05378853197036256,0.05378853197036256,0.04197373299281442,0.05378853197036256,0.14500197902852854,0.8924057110177793,0.4845000525887762,0.049433470936308434,-0.0016465541001443793,0.1610711447107493,0.4481769423159735,0.6880792008587518,0.000748554221325229,0.05378853197036256,0.0515970241723028,0.6158970702040589,0.05378853197036256,0.6976659572589101,0.06883193571979669,0.009357341269419608,0.05150901637804111,0.05378853197036256,0.05378853197036256,0.42125658811099537,0.013616276866213441,0.05150901637804111,0.8866097228641456,0.4984926053977016,0.7514032242800076,0.3993956763106066
dbs,TabulaMuris_Heart_FACS,0.1202166017730218,-0.00023501584147491382,0.227273886113236,0.20098538945803032,-0.01759282533435931,0.2189052554723216,0.2145958407092048,0.1769987946184707,0.3342986890317465,0.07401502260574433,-2.0989082021015788e-05,0.5548205050233308,0.0002216676947083244,0.7526929071514933,0.00011431950531659448,0.7275768554214074,0.6515486230666117,0.5927978785693165,0.2189052554723216,0.7489601050249914,0.269917620218308,-0.0005332747829016205,0.6580017082567655,0.2189052554723216,0.7358246085184476,0.3756533617967779,-0.009828028248223729,0.6372149359666258,0.20971015398039933,0.723355541778813,0.5456165730831541,0.6719689985044024
dbs,TabulaMuris_Kidney_10X,0.3556848214043631,0.0040732340877999255,0.272010518698076,0.030418412476795536,-0.0029271692436653065,0.1352791584994848,0.08160261118380274,0.4529285260919651,0.3997462047234496,-0.004007397570867679,-0.000264830846326316,0.4446467667145788,-0.06337766106275967,0.3874285099542099,-0.0005483759022194618,0.39840389517532737,0.0216541601221896,0.3098263039325196,0.13514209401751331,0.39729308211641795,0.34629969618017503,-0.008817380906024687,0.3898078374895768,0.2465931780770083,0.10060000116356146,0.2750312036959109,-0.17949835203371228,0.138329810514885,0.2691498736866467,0.19786951311497172,0.05621560503715012,0.3992691568311144
dbs,TabulaMuris_Kidney_FACS,0.13528291566180478,0.0004161195680942719,0.003876437613891204,0.2189374343497228,0.034546092162255564,0.2036667558349012,0.2387272857880325,0.5520166978886191,0.5487806103080979,0.54243497899505,-0.0004184511809991343,0.3922368278903655,0.1988612296173184,0.5153675742915498,-0.002052247152485689,0.009118085249653777,0.1993162983378459,0.3606131339073401,0.2036667558349012,0.22093462873482667,0.3770582555980705,-0.002690782505842529,0.5854034848305941,0.2036667558349012,0.5799989747635415,0.2065614474702325,0.1686944150591684,0.2036667558349012,0.3688005791248957,0.24515907971087506,0.2528151650247487,0.5626418226481916
dbs,TabulaMuris_Liver_10X,0.0026004424471244066,-0.0010299754352451234,0.2430164140317515,0.02238973486565627,-0.005245958599230268,0.22152258014084,0.03303219572986975,0.029799099034256142,0.1986857708482396,0.00020224145814690372,-0.0003733149871809882,0.12175958168063353,0.04101042245704355,0.15375686183295373,-0.0016494115358921507,0.4464888151435955,0.034950598287266745,0.038476523692930135,0.22315260457628305,0.1760973150333997,0.02426616037456708,0.001985458499948123,0.010670572081464463,0.1979788275704676,0.011407779699873792,0.031976795479698145,0.0011929365561937062,0.5092384532600409,0.03514770237243975,0.14386982262164744,0.07455853723889452,0.10532832517184516
