dataset,count_type,method,dimensions,seconds,memory
TabulaMuris_Heart_10X,counts,nmf2,48,9.126917123794556,624364
TabulaMuris_Heart_10X,counts,nmf2,96,12.5424644947052,630876
TabulaMuris_Heart_10X,counts,icm,8,20.602660179138184,685532
TabulaMuris_Heart_10X,counts,icm,2,10.492128849029541,679656
TabulaMuris_Heart_10X,counts,icm,4,13.283164501190186,681780
TabulaMuris_Heart_10X,counts,icm,16,17.164717197418213,691240
TabulaMuris_Heart_10X,counts,icm,32,115.27629542350769,700008
TabulaMuris_Heart_10X,counts,icm,48,221.32809352874756,717792
TabulaMuris_Heart_10X,counts,icm,96,714.4434628486633,716604
TabulaMuris_Heart_10X,counts,pca,8,1.0303122997283936,604972
TabulaMuris_Heart_10X,counts,pca,2,0.8228867053985596,602376
TabulaMuris_Heart_10X,counts,pca,4,0.938206672668457,605608
TabulaMuris_Heart_10X,counts,pca,16,1.1733992099761963,601800
TabulaMuris_Heart_10X,counts,pca,32,1.4721214771270752,608604
TabulaMuris_Heart_10X,counts,pca,48,1.958059549331665,599372
TabulaMuris_Heart_10X,counts,pca,96,2.293308973312378,621252
TabulaMuris_Heart_10X,counts,saucie,8,26.22477674484253,1439196
TabulaMuris_Heart_10X,counts,saucie,2,23.608336210250854,1430060
TabulaMuris_Heart_10X,counts,saucie,4,18.81504464149475,1438776
TabulaMuris_Heart_10X,counts,saucie,16,14.68626856803894,1445472
TabulaMuris_Heart_10X,counts,saucie,32,14.810684442520142,1439672
TabulaMuris_Heart_10X,counts,saucie,48,14.678216218948364,1429952
TabulaMuris_Heart_10X,counts,saucie,96,14.42936635017395,1440900
TabulaMuris_Heart_10X,counts,spca,8,34.993387937545776,663784
TabulaMuris_Heart_10X,counts,spca,2,14.12626338005066,664428
TabulaMuris_Heart_10X,counts,spca,4,20.998579740524292,664460
TabulaMuris_Heart_10X,counts,spca,16,14422.041947841644,664704
TabulaMuris_Heart_10X,counts,spca,32,39665.665930747986,722988
TabulaMuris_Heart_10X,counts,spca,48,59678.544647455215,793028
TabulaMuris_Heart_10X,counts,spca,96,125698.43547177315,1005936
TabulaMuris_Heart_10X,counts,spca-batch,8,228.13817501068115,624740
TabulaMuris_Heart_10X,counts,spca-batch,2,240.67804646492004,627224
TabulaMuris_Heart_10X,counts,spca-batch,4,226.65557384490967,620932
TabulaMuris_Heart_10X,counts,spca-batch,16,266.6982944011688,633460
TabulaMuris_Heart_10X,counts,spca-batch,32,306.49996280670166,637044
TabulaMuris_Heart_10X,counts,spca-batch,48,326.5792889595032,653196
TabulaMuris_Heart_10X,counts,spca-batch,96,371.9957706928253,684084
TabulaMuris_Heart_10X,counts,nsnmf,8,27.337169647216797,768512
TabulaMuris_Heart_10X,counts,nsnmf,2,27.100066423416138,758092
TabulaMuris_Heart_10X,counts,nsnmf,4,27.233501195907593,761688
TabulaMuris_Heart_10X,counts,nsnmf,16,27.696576595306396,770888
TabulaMuris_Heart_10X,counts,nsnmf,32,28.611472368240356,782748
TabulaMuris_Heart_10X,counts,nsnmf,48,29.884477615356445,785124
TabulaMuris_Heart_10X,counts,nsnmf,96,34.07211375236511,820552
TabulaMuris_Heart_10X,counts,lsnmf,8,0.7858138084411621,530724
TabulaMuris_Heart_10X,counts,lsnmf,2,0.7543880939483643,517816
TabulaMuris_Heart_10X,counts,lsnmf,4,0.7382528781890869,525316
TabulaMuris_Heart_10X,counts,lsnmf,16,0.8234834671020508,533896
TabulaMuris_Heart_10X,counts,lsnmf,32,0.9274592399597168,553280
TabulaMuris_Heart_10X,counts,lsnmf,48,1.0600831508636475,569388
TabulaMuris_Heart_10X,counts,lsnmf,96,1.9119832515716553,622460
TabulaMuris_Heart_10X,counts,bd,8,7.918015956878662,677636
TabulaMuris_Heart_10X,counts,bd,2,5.5289812088012695,673776
TabulaMuris_Heart_10X,counts,bd,4,5.4762701988220215,674188
TabulaMuris_Heart_10X,counts,bd,16,16.947883129119873,688056
TabulaMuris_Heart_10X,counts,bd,32,25.471182584762573,692596
TabulaMuris_Heart_10X,counts,bd,48,44.33086585998535,678756
TabulaMuris_Heart_10X,counts,bd,96,120.72510194778442,684984
TabulaMuris_Heart_10X,counts,fa,8,7.1615166664123535,612680
TabulaMuris_Heart_10X,counts,fa,2,3.3061041831970215,606724
TabulaMuris_Heart_10X,counts,fa,4,6.411444425582886,610208
TabulaMuris_Heart_10X,counts,fa,16,6.565734148025513,618852
TabulaMuris_Heart_10X,counts,fa,32,8.628281593322754,631628
TabulaMuris_Heart_10X,counts,fa,48,11.973099708557129,640768
TabulaMuris_Heart_10X,counts,fa,96,19.774075269699097,669884
TabulaMuris_Heart_10X,logcounts,zifa,8,7754.601380825043,2919028
TabulaMuris_Heart_10X,logcounts,zifa,2,9797.223820447922,1552568
TabulaMuris_Heart_10X,logcounts,zifa,4,9632.469200134277,1958380
TabulaMuris_Heart_10X,logcounts,zifa,16,7228.003211021423,5300664
TabulaMuris_Heart_10X,logcounts,zifa,32,9544.653492212296,10086960
TabulaMuris_Heart_10X,logcounts,zifa,48,11680.400717496872,14838012
TabulaMuris_Heart_10X,logcounts,zifa,96,23814.789340257645,29138116
TabulaMuris_Heart_10X,logcounts,vasc,8,470.8177909851074,1825728
TabulaMuris_Heart_10X,logcounts,vasc,2,474.95102310180664,1816248
TabulaMuris_Heart_10X,logcounts,vasc,4,467.9894263744354,1811992
TabulaMuris_Heart_10X,logcounts,vasc,16,471.8244984149933,1835836
TabulaMuris_Heart_10X,logcounts,vasc,32,473.02118706703186,1858884
TabulaMuris_Heart_10X,logcounts,vasc,48,472.16814613342285,1883532
TabulaMuris_Heart_10X,logcounts,vasc,96,475.83173656463623,1995396
TabulaMuris_Heart_10X,logcounts,sepnmf,8,,479180
TabulaMuris_Heart_10X,logcounts,sepnmf,2,,479072
TabulaMuris_Heart_10X,logcounts,sepnmf,4,,479072
TabulaMuris_Heart_10X,logcounts,sepnmf,16,,479156
TabulaMuris_Heart_10X,logcounts,sepnmf,32,,479200
TabulaMuris_Heart_10X,logcounts,sepnmf,48,,479080
TabulaMuris_Heart_10X,logcounts,sepnmf,96,,479164
TabulaMuris_Heart_10X,logcounts,lle,8,5.828516006469727,877412
TabulaMuris_Heart_10X,logcounts,lle,2,5.620165109634399,881596
TabulaMuris_Heart_10X,logcounts,lle,4,5.624688148498535,879468
TabulaMuris_Heart_10X,logcounts,lle,16,5.677925109863281,879452
TabulaMuris_Heart_10X,logcounts,lle,32,5.904937982559204,879492
TabulaMuris_Heart_10X,logcounts,lle,48,5.543497085571289,881580
TabulaMuris_Heart_10X,logcounts,lle,96,5.75888204574585,879528
TabulaMuris_Heart_10X,logcounts,kpca-cos,8,0.9882194995880127,884432
TabulaMuris_Heart_10X,logcounts,kpca-cos,2,0.8794026374816895,880768
TabulaMuris_Heart_10X,logcounts,kpca-cos,4,0.9818575382232666,886384
TabulaMuris_Heart_10X,logcounts,kpca-cos,16,0.9394919872283936,884580
TabulaMuris_Heart_10X,logcounts,kpca-cos,32,1.0376334190368652,884316
TabulaMuris_Heart_10X,logcounts,kpca-cos,48,1.0508272647857666,886420
TabulaMuris_Heart_10X,logcounts,kpca-cos,96,1.1444640159606934,884652
TabulaMuris_Heart_10X,logcounts,grp,8,0.054198265075683594,479692
TabulaMuris_Heart_10X,logcounts,grp,2,0.038100481033325195,479568
TabulaMuris_Heart_10X,logcounts,grp,4,0.04309487342834473,479484
TabulaMuris_Heart_10X,logcounts,grp,16,0.0741114616394043,479560
TabulaMuris_Heart_10X,logcounts,grp,32,0.12061285972595215,479720
TabulaMuris_Heart_10X,logcounts,grp,48,0.15661931037902832,479712
TabulaMuris_Heart_10X,logcounts,grp,96,0.27579665184020996,479504
TabulaMuris_Heart_10X,logcounts,pmf,8,73.652423620224,978792
TabulaMuris_Heart_10X,logcounts,pmf,2,27.63767719268799,976764
TabulaMuris_Heart_10X,logcounts,pmf,4,43.35293889045715,976468
TabulaMuris_Heart_10X,logcounts,pmf,16,136.57135200500488,982216
TabulaMuris_Heart_10X,logcounts,pmf,32,260.70493841171265,988356
TabulaMuris_Heart_10X,logcounts,pmf,48,385.37650871276855,1002272
TabulaMuris_Heart_10X,logcounts,pmf,96,763.5769429206848,1016860
TabulaMuris_Heart_10X,logcounts,ipca,8,3.0529301166534424,760580
TabulaMuris_Heart_10X,logcounts,ipca,2,3.0947368144989014,765196
TabulaMuris_Heart_10X,logcounts,ipca,4,3.056734561920166,762620
TabulaMuris_Heart_10X,logcounts,ipca,16,3.080524444580078,766152
TabulaMuris_Heart_10X,logcounts,ipca,32,2.9656615257263184,760756
TabulaMuris_Heart_10X,logcounts,ipca,48,3.007922410964966,767188
TabulaMuris_Heart_10X,logcounts,ipca,96,3.0828988552093506,760356
TabulaMuris_Heart_10X,logcounts,lda,8,47.27808141708374,361740
TabulaMuris_Heart_10X,logcounts,lda,2,43.585707664489746,361780
TabulaMuris_Heart_10X,logcounts,lda,4,44.457438707351685,361656
TabulaMuris_Heart_10X,logcounts,lda,16,82.75037264823914,361776
TabulaMuris_Heart_10X,logcounts,lda,32,99.64403557777405,361524
TabulaMuris_Heart_10X,logcounts,lda,48,103.75997066497803,361800
TabulaMuris_Heart_10X,logcounts,lda,96,185.47922587394714,361668
TabulaMuris_Heart_10X,logcounts,kpca-sig,8,0.8956623077392578,568312
TabulaMuris_Heart_10X,logcounts,kpca-sig,2,0.7825584411621094,570252
TabulaMuris_Heart_10X,logcounts,kpca-sig,4,0.7864611148834229,574172
TabulaMuris_Heart_10X,logcounts,kpca-sig,16,0.8255250453948975,572084
TabulaMuris_Heart_10X,logcounts,kpca-sig,32,0.9264726638793945,568508
TabulaMuris_Heart_10X,logcounts,kpca-sig,48,0.9447653293609619,564916
TabulaMuris_Heart_10X,logcounts,kpca-sig,96,1.1025958061218262,560820
TabulaMuris_Heart_10X,logcounts,umap,8,10.738235235214233,487108
TabulaMuris_Heart_10X,logcounts,umap,2,9.899712085723877,483184
TabulaMuris_Heart_10X,logcounts,umap,4,10.087674140930176,479364
TabulaMuris_Heart_10X,logcounts,umap,16,10.382096529006958,483228
TabulaMuris_Heart_10X,logcounts,umap,32,11.329753160476685,487296
TabulaMuris_Heart_10X,logcounts,umap,48,12.53413462638855,487204
TabulaMuris_Heart_10X,logcounts,umap,96,15.020063161849976,483312
TabulaMuris_Heart_10X,logcounts,phate,8,24.220128774642944,619724
TabulaMuris_Heart_10X,logcounts,phate,2,5.759086847305298,613776
TabulaMuris_Heart_10X,logcounts,phate,4,8.757742881774902,622120
TabulaMuris_Heart_10X,logcounts,phate,16,44.920095443725586,624276
TabulaMuris_Heart_10X,logcounts,phate,32,46.442835569381714,621832
TabulaMuris_Heart_10X,logcounts,phate,48,48.370152711868286,613784
TabulaMuris_Heart_10X,logcounts,phate,96,54.279085636138916,613132
TabulaMuris_Heart_10X,logcounts,fica,8,2.0354042053222656,662472
TabulaMuris_Heart_10X,logcounts,fica,2,2.144941568374634,663616
TabulaMuris_Heart_10X,logcounts,fica,4,2.0764591693878174,663376
TabulaMuris_Heart_10X,logcounts,fica,16,2.161177158355713,661092
TabulaMuris_Heart_10X,logcounts,fica,32,2.373079299926758,663964
TabulaMuris_Heart_10X,logcounts,fica,48,3.5917627811431885,658784
TabulaMuris_Heart_10X,logcounts,fica,96,5.823361158370972,662356
TabulaMuris_Heart_10X,logcounts,isomap,8,4.846806526184082,564860
TabulaMuris_Heart_10X,logcounts,isomap,2,4.791791677474976,564824
TabulaMuris_Heart_10X,logcounts,isomap,4,5.012673854827881,564828
TabulaMuris_Heart_10X,logcounts,isomap,16,5.0818846225738525,564800
TabulaMuris_Heart_10X,logcounts,isomap,32,4.852392196655273,564772
TabulaMuris_Heart_10X,logcounts,isomap,48,4.826458215713501,564916
TabulaMuris_Heart_10X,logcounts,isomap,96,5.09227442741394,564780
TabulaMuris_Heart_10X,logcounts,tsvd,8,0.8176188468933105,533772
TabulaMuris_Heart_10X,logcounts,tsvd,2,0.5507721900939941,525692
TabulaMuris_Heart_10X,logcounts,tsvd,4,0.7057337760925293,528116
TabulaMuris_Heart_10X,logcounts,tsvd,16,0.9184279441833496,537912
TabulaMuris_Heart_10X,logcounts,tsvd,32,1.1845648288726807,537128
TabulaMuris_Heart_10X,logcounts,tsvd,48,1.3146753311157227,535008
TabulaMuris_Heart_10X,logcounts,tsvd,96,2.1899197101593018,542796
TabulaMuris_Heart_10X,logcounts,vpac,8,160.9083616733551,5995544
TabulaMuris_Heart_10X,logcounts,vpac,2,145.8865327835083,5989872
TabulaMuris_Heart_10X,logcounts,vpac,4,154.0140404701233,5990956
TabulaMuris_Heart_10X,logcounts,vpac,16,192.2217092514038,5995372
TabulaMuris_Heart_10X,logcounts,vpac,32,274.06392788887024,6026252
TabulaMuris_Heart_10X,logcounts,vpac,48,409.48520135879517,6057272
TabulaMuris_Heart_10X,logcounts,vpac,96,1112.4918005466461,6111364
TabulaMuris_Heart_10X,logcounts,kpca-rbf,8,0.9130222797393799,572280
TabulaMuris_Heart_10X,logcounts,kpca-rbf,2,0.886709451675415,566412
TabulaMuris_Heart_10X,logcounts,kpca-rbf,4,0.9916515350341797,570488
TabulaMuris_Heart_10X,logcounts,kpca-rbf,16,0.9588682651519775,568784
TabulaMuris_Heart_10X,logcounts,kpca-rbf,32,0.9687240123748779,572608
TabulaMuris_Heart_10X,logcounts,kpca-rbf,48,0.9206728935241699,570352
TabulaMuris_Heart_10X,logcounts,kpca-rbf,96,0.989274263381958,570280
TabulaMuris_Heart_10X,logcounts,mctsne,8,129.43746900558472,424288
TabulaMuris_Heart_10X,logcounts,mctsne,2,5.625636577606201,364196
TabulaMuris_Heart_10X,logcounts,mctsne,4,9.697823524475098,365520
TabulaMuris_Heart_10X,logcounts,mctsne,16,49377.55344605446,22009604
TabulaMuris_Heart_10X,logcounts,mctsne,32,10.042600154876709,363208
TabulaMuris_Heart_10X,logcounts,mctsne,48,2711.3901720046997,447852
TabulaMuris_Heart_10X,logcounts,mctsne,96,8.686058282852173,366596
TabulaMuris_Heart_10X,logcounts,nmf,8,7.399439334869385,611084
TabulaMuris_Heart_10X,logcounts,nmf,2,5.146967172622681,609448
TabulaMuris_Heart_10X,logcounts,nmf,4,3.702371120452881,611228
TabulaMuris_Heart_10X,logcounts,nmf,16,9.386908054351807,617364
TabulaMuris_Heart_10X,logcounts,nmf,32,15.446611642837524,620740
TabulaMuris_Heart_10X,logcounts,nmf,48,24.0368971824646,627808
TabulaMuris_Heart_10X,logcounts,nmf,96,70.99892735481262,643244
TabulaMuris_Heart_10X,logcounts,srp,8,0.05364060401916504,479264
TabulaMuris_Heart_10X,logcounts,srp,2,0.03229522705078125,479260
TabulaMuris_Heart_10X,logcounts,srp,4,0.03752541542053223,479268
TabulaMuris_Heart_10X,logcounts,srp,16,0.07803654670715332,479272
