,metric,eps,minpts,nclust,percnoise,time,ari,nnari,nmi,nnnmi,ss,nnss,vrc,nnvrc,dbs,nndbs,dataset,method,count_type,dimensions,loss_criteria
453,euclidean,0.0011018811394784092,55,1,0.028856992560306605,0.629528284072876,0.31891799073755545,0.2705761467708102,0.3652367381881595,0.3486597741884797,0.85679096,0.8990732,5090.617390412775,81894.67756174278,2.2702646219754747,0.293821487747184,Linnarsson_cortex1_SingCellExp_sparseM,fica,counts,2,nnvrc
634,euclidean,0.023742811407419996,8,2,0.0,1.3594837188720703,0.00925996803458045,0.00925996803458045,0.0214471725685751,0.0214471725685751,0.9382073000000001,0.9382073000000001,6508.603245118062,6508.603261502377,0.2899144659448993,0.2899144659448993,Linnarsson_cortex1_SingCellExp_sparseM,fica,counts,2,dbs
317,euclidean,0.003745734973169776,5,1,0.002705343052528744,1.0502276420593262,0.00982819333725386,0.0014049631582319473,0.0195698337759962,0.004774509952871127,0.94971865,0.96774834,5015.691116608563,2639.522939493519,0.7657082248857591,0.037206234499011066,Linnarsson_cortex1_SingCellExp_sparseM,fica,counts,2,nndbs
220,euclidean,36063083236.85044,43,4,0.12993161493950553,3.554630756378174,0.8151737763591064,0.9461037910049456,0.7253413423182804,0.9040012155571256,0.29941934,0.40329573,1299.7700071067975,6237.3242947288045,2.03602801568587,0.8437405671663397,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,16,ari
470,euclidean,28708187745.84523,29,3,0.4621627714736605,6.341694116592407,0.296789779540239,0.9928180423222728,0.4163558864529221,0.9635830950796396,0.078819364,0.47660705,393.3437967143075,1459.6581474335494,2.077215758365722,0.7446026528774048,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,32,nnari
586,euclidean,28835963785.188927,10,8,0.09603967836477044,3.373386859893799,0.8108802042029334,0.9208895028980408,0.7254644431617816,0.887871374896663,0.28491318,0.37270516,1150.2347866253047,4450.445634366517,1.7219021610122518,0.7458564083985787,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,16,nmi
143,euclidean,31428991741.62088,17,1,0.6056211016758097,9.45263695716858,0.05286603872432245,0.9924492224134076,0.2818579899058161,0.9778003996153092,-0.0047630128,0.4366724,298.25944771269207,1475.5455114972199,2.830719450441757,0.9781555854544829,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,48,nnnmi
101,euclidean,295668169700.85657,5,1,0.0,1.8650860786437988,0.009255069644917544,0.009255069644917544,0.01939355065007904,0.01939355065007904,0.95139575,0.95139575,11867.174904678192,11867.174951455598,0.342945342422437,0.342945342422437,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,4,ss
68,euclidean,68514588.45325442,32,3,0.9732471631472156,0.0458979606628418,0.048279110444178736,0.8941365804999194,0.07360303345955996,0.7325121845035474,-0.4603576,0.9957590000000001,287.60807130097606,46608730.99193521,1.3331480454242874,0.014021836629761085,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,2,nnss
101,euclidean,295668169700.85657,5,1,0.0,1.8650860786437988,0.009255069644917544,0.009255069644917544,0.01939355065007904,0.01939355065007904,0.95139575,0.95139575,11867.174904678192,11867.174951455598,0.342945342422437,0.342945342422437,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,4,vrc
68,euclidean,68514588.45325442,32,3,0.9732471631472156,0.0458979606628418,0.048279110444178736,0.8941365804999194,0.07360303345955996,0.7325121845035474,-0.4603576,0.9957590000000001,287.60807130097606,46608730.99193521,1.3331480454242874,0.014021836629761085,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,2,nnvrc
96,euclidean,324583416105.1613,19,1,0.0012775231081385734,2.6543347835540767,0.00925996803458045,0.00553677235159116,0.0214471725685751,0.01674686394309222,0.8403419,0.91583043,1739.7122180310641,2842.720785961377,0.3173406189268985,0.11904836146501448,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,8,dbs
68,euclidean,68514588.45325442,32,3,0.9732471631472156,0.0458979606628418,0.048279110444178736,0.8941365804999194,0.07360303345955996,0.7325121845035474,-0.4603576,0.9957590000000001,287.60807130097606,46608730.99193521,1.3331480454242874,0.014021836629761085,Linnarsson_cortex1_SingCellExp_sparseM,bd,counts,2,nndbs
1518,euclidean,9664.286122544952,7,9,0.2293054234062797,0.014925718307495115,0.2674704362049761,0.2803235634335494,0.3899455395416117,0.4752531225714922,-0.23482227,-0.11187808,41.7009047435151,87.89773873037491,2.029443984818318,0.9612155359350036,TabulaMuris_Muscle_FACS,ipca,counts,4,ari
1395,euclidean,21772.599967436192,6,2,0.8867745004757374,0.246981143951416,0.006748890901888559,0.7877138473154205,0.14538820599678645,0.7799391619892152,-0.35624355,0.2283975,7.146296725744772,62.9757261273142,3.866604947456616,1.0531544676286697,TabulaMuris_Muscle_FACS,ipca,counts,96,nnari
1518,euclidean,9664.286122544952,7,9,0.2293054234062797,0.014925718307495115,0.2674704362049761,0.2803235634335494,0.3899455395416117,0.4752531225714922,-0.23482227,-0.11187808,41.7009047435151,87.89773873037491,2.029443984818318,0.9612155359350036,TabulaMuris_Muscle_FACS,ipca,counts,4,nmi
1395,euclidean,21772.599967436192,6,2,0.8867745004757374,0.246981143951416,0.006748890901888559,0.7877138473154205,0.14538820599678645,0.7799391619892152,-0.35624355,0.2283975,7.146296725744772,62.9757261273142,3.866604947456616,1.0531544676286697,TabulaMuris_Muscle_FACS,ipca,counts,96,nnnmi
1966,euclidean,47658.63990911312,17,1,0.04186489058039962,0.035591840744018555,0.02543898655086763,0.00647351355527383,0.09306428932588114,0.02858751065148895,0.75339013,0.79431623,1039.6069289685502,506.99580566758993,0.5615013782341439,0.21617148662288568,TabulaMuris_Muscle_FACS,ipca,counts,2,ss
991,euclidean,2489.075069895077,19,1,0.978116079923882,0.007294416427612305,-0.002290540908857305,0.031258072849392915,0.01732770437895372,0.25273971908230003,-0.5642334,0.96540487,2.914783294632397,15872.239690467393,2.378377049716037,0.04948476983623658,TabulaMuris_Muscle_FACS,ipca,counts,2,nnss
1966,euclidean,47658.63990911312,17,1,0.04186489058039962,0.035591840744018555,0.02543898655086763,0.00647351355527383,0.09306428932588114,0.02858751065148895,0.75339013,0.79431623,1039.6069289685502,506.99580566758993,0.5615013782341439,0.21617148662288568,TabulaMuris_Muscle_FACS,ipca,counts,2,vrc
1604,euclidean,1197.2081698922188,7,6,0.9733587059942912,0.00635981559753418,-0.005396703680233411,0.21632741446513645,0.030005842613269038,0.4791478832602318,-0.7019978,0.8698033000000002,1.8300606636601289,22508.92066991541,1.8186271815383357,0.16920805549588838,TabulaMuris_Muscle_FACS,ipca,counts,2,nnvrc
1875,euclidean,91935.01640277787,7,2,0.0004757373929590866,0.04728794097900391,0.006589796988443219,0.006644229580842789,0.03240190017371376,0.03169744823395877,0.55909306,0.6630954000000001,91.12361458591015,134.705049331781,0.39325136249428294,0.4062367677544833,TabulaMuris_Muscle_FACS,ipca,counts,2,dbs
991,euclidean,2489.075069895077,19,1,0.978116079923882,0.007294416427612305,-0.002290540908857305,0.031258072849392915,0.01732770437895372,0.25273971908230003,-0.5642334,0.96540487,2.914783294632397,15872.239690467393,2.378377049716037,0.04948476983623658,TabulaMuris_Muscle_FACS,ipca,counts,2,nndbs
702,euclidean,51478.32287728993,16,5,0.1346336822074215,0.01871776580810547,0.34628675440100865,0.34825993826438323,0.4650732803021123,0.5254432613417227,-0.031055883,0.058703899999999996,177.59689541788296,348.31533938771753,1.8128058036946888,0.9977892520286898,TabulaMuris_Muscle_FACS,isomap,counts,4,ari
164,euclidean,10775.802148225335,5,1,0.9933396764985728,0.012025833129882812,-0.0015078111563334461,1.0,0.010435856911136956,1.0,-0.3550184,0.9550152,3.355062599619944,3046.2634481021078,1.9110567605544884,0.05810302442799276,TabulaMuris_Muscle_FACS,isomap,counts,8,nnari
1661,euclidean,46353.8379839632,9,9,0.09705042816365367,0.017273902893066406,0.34261276313119193,0.3432333317243221,0.4769675561787908,0.5200322067045199,0.09366730599999999,0.16965562,197.90264956193002,340.3628317369271,1.5442599072136283,0.903172672201048,TabulaMuris_Muscle_FACS,isomap,counts,4,nmi
164,euclidean,10775.802148225335,5,1,0.9933396764985728,0.012025833129882812,-0.0015078111563334461,1.0,0.010435856911136956,1.0,-0.3550184,0.9550152,3.355062599619944,3046.2634481021078,1.9110567605544884,0.05810302442799276,TabulaMuris_Muscle_FACS,isomap,counts,8,nnnmi
958,euclidean,84783.04650380602,21,1,0.0390104662226451,0.02298140525817871,0.02569125663717332,0.005709649466963954,0.0928763460877675,0.025527031523981475,0.69824594,0.7979421999999999,818.7590614832582,933.6027217125877,0.9138178041334348,0.18181542359086614,TabulaMuris_Muscle_FACS,isomap,counts,2,ss
1213,euclidean,0.288488920708778,5,1,0.9938154138915318,0.005870342254638672,-0.00012935342394364047,0.6285714285714286,0.007965454373312211,0.7284362319816464,-0.6549098000000001,0.99959,7.702622358328947,32531779.759164874,1.7189534122586867,0.0005328517095870236,TabulaMuris_Muscle_FACS,isomap,logcounts,2,nnss
905,euclidean,47.8364980922589,9,7,0.02283539486203616,0.02050256729125977,0.1751626502893634,0.1813223163862038,0.3963093750515183,0.4099898227143544,0.64615196,0.6749349,2213.102581519086,5445.1351951991355,1.023831307684032,0.3050842550713039,TabulaMuris_Muscle_FACS,isomap,logcounts,2,vrc
1213,euclidean,0.288488920708778,5,1,0.9938154138915318,0.005870342254638672,-0.00012935342394364047,0.6285714285714286,0.007965454373312211,0.7284362319816464,-0.6549098000000001,0.99959,7.702622358328947,32531779.759164874,1.7189534122586867,0.0005328517095870236,TabulaMuris_Muscle_FACS,isomap,logcounts,2,nnvrc
536,euclidean,42760.63341189472,7,1,0.9914367269267363,0.12503743171691895,0.0004933771633418343,0.3187189587258092,0.010043284517889009,0.3790882037030615,0.6407887,0.8936579,139.36561148007073,566.5975840012089,0.2565944725143374,0.14298831512844665,TabulaMuris_Muscle_FACS,isomap,counts,96,dbs
1213,euclidean,0.288488920708778,5,1,0.9938154138915318,0.005870342254638672,-0.00012935342394364047,0.6285714285714286,0.007965454373312211,0.7284362319816464,-0.6549098000000001,0.99959,7.702622358328947,32531779.759164874,1.7189534122586867,0.0005328517095870236,TabulaMuris_Muscle_FACS,isomap,logcounts,2,nndbs
132,euclidean,12.071519208034847,5,10,0.008563273073263558,0.04865479469299317,0.6378696330876753,0.6430456917701078,0.7469351422247745,0.7605037514656643,0.7102523000000001,0.7239770000000001,4171.481996139601,4913.824877315545,0.8337442752403411,0.38352957219696665,TabulaMuris_Muscle_FACS,phate,logcounts,16,ari
1524,euclidean,0.9720446106901248,24,1,0.9514747859181732,0.08091187477111816,-0.0028818180997536237,1.0,0.07444163241454045,1.0,-0.23098629999999998,0.89945936,31.19903023165737,2746.636134621756,1.2153358050488328,0.13089410816510524,TabulaMuris_Muscle_FACS,phate,logcounts,96,nnari
1606,euclidean,12.217011764504244,8,7,0.017126546146527116,0.03145408630371094,0.6345239184312491,0.6459378817133254,0.7496774021565646,0.7746078427169937,0.787766,0.82120353,8414.293386186706,11616.046702565507,0.7035723036243353,0.3716663027448086,TabulaMuris_Muscle_FACS,phate,logcounts,8,nmi
1524,euclidean,0.9720446106901248,24,1,0.9514747859181732,0.08091187477111816,-0.0028818180997536237,1.0,0.07444163241454045,1.0,-0.23098629999999998,0.89945936,31.19903023165737,2746.636134621756,1.2153358050488328,0.13089410816510524,TabulaMuris_Muscle_FACS,phate,logcounts,96,nnnmi
564,euclidean,17.125868973163946,13,6,0.014272121788772596,0.025693893432617188,0.6327898159970887,0.6387657656368569,0.7386419729275558,0.7587584229045637,0.8174684,0.8361207,7885.860986742245,13081.229770170326,1.2762675804272512,0.26291356734691745,TabulaMuris_Muscle_FACS,phate,logcounts,4,ss
1844,euclidean,1.0965512052579385,5,1,0.9933396764985728,0.010910272598266602,-0.0008433651809152036,0.45378151260504207,0.006140944194812472,0.6382904342302141,-0.15593195,0.9966082,60.9292982685359,482347.7231281609,0.7965787282055357,0.0044500194502467925,TabulaMuris_Muscle_FACS,phate,counts,8,nnss
182,euclidean,15.874822952404951,12,5,0.0066603235014272115,0.02352428436279297,0.6107245860810432,0.6147427419588515,0.7202357398690836,0.7310663441639726,0.78024894,0.82153356,13904.77135041871,17172.679761232994,0.4765275276689457,0.34189847900185383,TabulaMuris_Muscle_FACS,phate,logcounts,2,vrc
1332,euclidean,0.17689543208067998,5,12,0.9557564224548051,0.006061553955078125,0.0026820256513456465,0.17419047077637195,0.07183864005426091,0.5684589756124987,-0.63873035,0.7564339,6.207228968918238,1452200.952067913,1.087683912400622,0.26345281831406725,TabulaMuris_Muscle_FACS,phate,logcounts,2,nnvrc
1195,euclidean,13.449067279482927,7,5,0.005708848715509039,0.02103233337402344,0.6121396884005045,0.6153242364461271,0.7216714917083027,0.7310488081152597,0.77760684,0.8193089,13793.756866383394,16631.32019142678,0.4018692597274881,0.3440671521006117,TabulaMuris_Muscle_FACS,phate,logcounts,2,dbs
1844,euclidean,1.0965512052579385,5,1,0.9933396764985728,0.010910272598266602,-0.0008433651809152036,0.45378151260504207,0.006140944194812472,0.6382904342302141,-0.15593195,0.9966082,60.9292982685359,482347.7231281609,0.7965787282055357,0.0044500194502467925,TabulaMuris_Muscle_FACS,phate,counts,8,nndbs
585,euclidean,0.8688625599732603,20,5,0.03710751665080875,0.07815933227539062,0.6191052733048804,0.6356174520605994,0.7193936491193698,0.7612008797869929,0.44262043,0.47179627,1123.9656069489636,1552.364128868798,1.257342640423044,0.5984967673726024,TabulaMuris_Muscle_FACS,nmf,logcounts,8,ari
1015,euclidean,11.507328296270973,5,1,0.9909609895337772,0.3729100227355957,-0.0004287042028189047,1.0,0.017025633783803788,1.0,-0.34426105,0.6825169,1.7889846711691535,71.4839471825767,2.8229797800878558,0.4358148844451696,TabulaMuris_Muscle_FACS,nmf,counts,96,nnari
585,euclidean,0.8688625599732603,20,5,0.03710751665080875,0.07815933227539062,0.6191052733048804,0.6356174520605994,0.7193936491193698,0.7612008797869929,0.44262043,0.47179627,1123.9656069489636,1552.364128868798,1.257342640423044,0.5984967673726024,TabulaMuris_Muscle_FACS,nmf,logcounts,8,nmi
1015,euclidean,11.507328296270973,5,1,0.9909609895337772,0.3729100227355957,-0.0004287042028189047,1.0,0.017025633783803788,1.0,-0.34426105,0.6825169,1.7889846711691535,71.4839471825767,2.8229797800878558,0.4358148844451696,TabulaMuris_Muscle_FACS,nmf,counts,96,nnnmi
793,euclidean,41.25574198595032,19,1,0.014272121788772596,0.049032926559448235,0.025255703802774403,0.01690509756019088,0.09718969075325806,0.0635226409606704,0.8111596,0.81439304,1830.8184362109757,2064.2028212143096,0.4687121954566378,0.4662848614972082,TabulaMuris_Muscle_FACS,nmf,counts,2,ss
1820,euclidean,0.03132063981017802,8,1,0.9914367269267363,0.008289813995361328,0.0013317313226398064,1.0,0.018573000766692063,1.0,-0.38996506,0.98520553,4.279345027274959,35306.254441246245,1.377440557576237,0.01943568272613557,TabulaMuris_Muscle_FACS,nmf,logcounts,4,nnss
1880,euclidean,0.168874926208037,21,3,0.06565176022835395,0.041104793548583984,0.4187555221259995,0.4433887364351277,0.5539214747140544,0.6193453495104567,0.5712621999999999,0.6502858,4568.599907110764,9166.875034485942,1.250854256296107,0.4645897593990709,TabulaMuris_Muscle_FACS,nmf,logcounts,2,vrc
841,euclidean,0.024567996252199173,5,2,0.9919124643196956,0.008231878280639648,-0.00016174815423697258,0.8118712273641852,0.014121660510186047,0.8483968170784378,-0.43360668,0.9731976000000001,6.922475746225411,138118.57246105795,1.1689107006634127,0.0333746539131542,TabulaMuris_Muscle_FACS,nmf,logcounts,4,nnvrc
1048,euclidean,43.32724943194809,5,2,0.0,0.07145977020263672,0.006354068010778515,0.006354068010778515,0.030379599846859232,0.030379599846859232,0.74685717,0.74685717,304.3678603910988,304.3678730380409,0.4194640108205298,0.4194640108205298,TabulaMuris_Muscle_FACS,nmf,counts,4,dbs
1820,euclidean,0.03132063981017802,8,1,0.9914367269267363,0.008289813995361328,0.0013317313226398064,1.0,0.018573000766692063,1.0,-0.38996506,0.98520553,4.279345027274959,35306.254441246245,1.377440557576237,0.01943568272613557,TabulaMuris_Muscle_FACS,nmf,logcounts,4,nndbs
1258,euclidean,0.0641884640892641,5,11,0.09990485252140817,0.22347426414489746,0.4469158597854368,0.5003991077569241,0.487137367006327,0.5673714038852288,0.024418104,0.06123582,41.55819303041449,55.890668528270425,2.9898232516983403,1.727828044626054,TabulaMuris_Muscle_FACS,lle,logcounts,32,ari
1837,euclidean,0.0017036929897456135,20,2,0.9105613701236918,0.02489042282104492,-0.002984654787497859,0.9826539200559448,0.12501432712294985,0.9696921313946794,-0.09021247,0.97103953,71.85367361711523,66975.35615036072,0.9816795508029436,0.034898696400366094,TabulaMuris_Muscle_FACS,lle,counts,16,nnari
917,euclidean,0.008592255581537889,27,2,0.03948620361560418,0.034981727600097656,0.4388784978620686,0.4291203975037977,0.5412005335126342,0.521927344997659,0.7876283000000001,0.81250364,1468.845378241958,14023.812510622625,0.8411429814690561,0.2489756910534832,TabulaMuris_Muscle_FACS,lle,logcounts,4,nmi
1837,euclidean,0.0017036929897456135,20,2,0.9105613701236918,0.02489042282104492,-0.002984654787497859,0.9826539200559448,0.12501432712294985,0.9696921313946794,-0.09021247,0.97103953,71.85367361711523,66975.35615036072,0.9816795508029436,0.034898696400366094,TabulaMuris_Muscle_FACS,lle,counts,16,nnnmi
30,euclidean,0.07357662038612818,9,1,0.0,0.0605766773223877,0.004936532950574649,0.004936532950574649,0.02384768468675957,0.02384768468675957,0.9793052,0.9793052,10444.530349652321,10444.530011476718,0.017681814647347752,0.017681814647347752,TabulaMuris_Muscle_FACS,lle,counts,2,ss
826,euclidean,2.160787927409273e-05,28,2,0.05090390104662226,0.03709077835083008,0.026555551235678224,0.011734870470983986,0.09132289125217498,0.07905551022244903,0.91574556,0.9998290000000001,333.9177551728486,2343181338.9072948,1.5999444493089463,0.0002875107624063403,TabulaMuris_Muscle_FACS,lle,counts,2,nnss
149,euclidean,0.007289389535890475,6,3,0.0033301617507136057,0.039173364639282234,0.01753371065928741,0.01578821357576174,0.10054502490056337,0.09384238613631987,0.9713958,0.9735193000000001,32549.369255262118,60438.84516547798,0.29813213940734623,0.02354044623835572,TabulaMuris_Muscle_FACS,lle,counts,2,vrc
1509,euclidean,4.183243105215475e-05,11,3,0.04043767840152236,0.03723740577697754,0.025815073825023464,0.01719713972329596,0.09888870799008907,0.09931722885473293,0.93872917,0.9998233,9899.23324420411,10556253959.599657,0.6978623636033686,0.00022549052980899484,TabulaMuris_Muscle_FACS,lle,counts,2,nnvrc
30,euclidean,0.07357662038612818,9,1,0.0,0.0605766773223877,0.004936532950574649,0.004936532950574649,0.02384768468675957,0.02384768468675957,0.9793052,0.9793052,10444.530349652321,10444.530011476718,0.017681814647347752,0.017681814647347752,TabulaMuris_Muscle_FACS,lle,counts,2,dbs
1509,euclidean,4.183243105215475e-05,11,3,0.04043767840152236,0.03723740577697754,0.025815073825023464,0.01719713972329596,0.09888870799008907,0.09931722885473293,0.93872917,0.9998233,9899.23324420411,10556253959.599657,0.6978623636033686,0.00022549052980899484,TabulaMuris_Muscle_FACS,lle,counts,2,nndbs
1340,euclidean,0.02901762726777274,15,5,0.0461465271170314,0.07575750350952147,0.6192307122668145,0.6384033383894729,0.7186112405412552,0.7662780038428706,0.3467171,0.37826467,411.62034201506543,534.5084521228736,1.5091817786603543,0.9965236845137688,TabulaMuris_Muscle_FACS,fica,logcounts,8,ari
114,euclidean,0.10831473603379672,9,1,0.9695528068506184,0.921428918838501,0.01039709680780298,1.0,0.07132128263941108,1.0,-0.213358,0.22436014,5.075987345654805,19.24134132061458,3.981090959707567,1.6418822697319382,TabulaMuris_Muscle_FACS,fica,counts,96,nnari
1340,euclidean,0.02901762726777274,15,5,0.0461465271170314,0.07575750350952147,0.6192307122668145,0.6384033383894729,0.7186112405412552,0.7662780038428706,0.3467171,0.37826467,411.62034201506543,534.5084521228736,1.5091817786603543,0.9965236845137688,TabulaMuris_Muscle_FACS,fica,logcounts,8,nmi
114,euclidean,0.10831473603379672,9,1,0.9695528068506184,0.921428918838501,0.01039709680780298,1.0,0.07132128263941108,1.0,-0.213358,0.22436014,5.075987345654805,19.24134132061458,3.981090959707567,1.6418822697319382,TabulaMuris_Muscle_FACS,fica,counts,96,nnnmi
689,euclidean,0.028158489794330825,6,1,0.0019029495718363464,0.05835556983947754,0.006366932081641303,0.005343673064200452,0.0303904760063406,0.02547234772577983,0.81811243,0.8593257,537.1461404634854,948.8721947938208,0.4313928532893538,0.17299378545207253,TabulaMuris_Muscle_FACS,fica,counts,2,ss
1012,euclidean,0.0017812130237716789,6,1,0.9790675547098002,0.008882761001586914,0.01084942445384184,0.9856604963347864,0.053093487833378736,0.9283959555646027,-0.28079784,0.96086997,47.876499976653726,5635.425883134399,1.30018330986898,0.047422398033919684,TabulaMuris_Muscle_FACS,fica,logcounts,4,nnss
772,euclidean,0.03091825102146767,22,1,0.014272121788772596,0.0481257438659668,0.024967556124855562,0.016610482273334476,0.0976687697432127,0.06397093840323202,0.80373347,0.80720264,1723.940524705399,1793.0998903362631,0.5262034909438422,0.5032182831250382,TabulaMuris_Muscle_FACS,fica,counts,2,vrc
1201,euclidean,0.0004088379703211984,5,11,0.9647954329210277,0.006061792373657226,0.0038569024452846743,0.18122024550537416,0.05478335802482925,0.4695978460968413,-0.48696590000000006,0.7632425,8.688442223273228,48844.89789769866,1.1289437379153922,0.2801320857239307,TabulaMuris_Muscle_FACS,fica,logcounts,2,nnvrc
459,euclidean,0.03087548508911848,6,1,0.0004757373929590866,0.06481218338012695,0.0064165494444256965,0.0061644742260991,0.03044061827060134,0.029232910665469757,0.632159,0.73225456,219.36278550592613,428.65225140336884,0.31445156931817525,0.3013470344303059,TabulaMuris_Muscle_FACS,fica,counts,4,dbs
1012,euclidean,0.0017812130237716789,6,1,0.9790675547098002,0.008882761001586914,0.01084942445384184,0.9856604963347864,0.053093487833378736,0.9283959555646027,-0.28079784,0.96086997,47.876499976653726,5635.425883134399,1.30018330986898,0.047422398033919684,TabulaMuris_Muscle_FACS,fica,logcounts,4,nndbs
