"dataset","protocol","species","tissue.type","n_samples","n_genes","n_classes","max_class_perc","min_class_perc","measure","bd","fa","fica","grp","icm","ipca","isomap","ivis","kpca.cos","kpca.pol","kpca.rbf","lda","lle","lsnmf","mctsne","nmf","nmf2","nsnmf","pca","phate","pmf","psmf","saucie","snmf","spca","spca.batch","spectral","srp","tsvd","umap","vasc","vpac","zifa"
"manno_mouse","STRT-Seq UMI","mouse","brain",2150,24378,32,0.1809302,0.005581395,"ss_cos",0.2568295317778,0.618147460314883,0.960507452527342,0.526209169645243,1,0.271988540631558,0.33665737985789,0.368605467265147,0.835760981050527,0.554440548365804,0.935321485689898,0.963715454564118,0.754395766044874,0.684520523689148,0,0.951813865206775,0.648208729769802,0.681636204246833,0.768655947606387,0.0407865360587581,0.733812952562729,0.45564455549373,0.209884746615455,0.873917727609013,0.99832173503083,0.709885142237719,0.850703739948669,0.534005033530329,0.655475561911133,-0.359153062312019,0.79553480507359,0.46838521728585,0.540197843064588
"manno_mouse","STRT-Seq UMI","mouse","brain",2150,24378,32,0.1809302,0.005581395,"vrc",0.646582471810398,0.36872664217241,0.279960039149249,0,0.411526688576391,0.0133473469727001,0.301402281213574,0.369806518259366,0.353956289551077,0.229912191351727,0.238618891254951,0.508982111617637,0.620142363270549,0.369717884024482,0.328032913964798,0.408864826872153,0.247166952120569,0.277020851864573,0.271562584081102,1,0.430607149840354,0.35398970240396,-0.519957449127754,0.410493649331398,0.271987417598118,0.257140400282438,0.334226130609531,0.0347555808485139,0.248526050300058,0.515507624415937,0.341260890327273,0.435639904373678,0.328785648794987
"marques","C1","mosue","brain",5053,23556,13,0.1824659,0.01504057,"ss_cos",0.711577545729301,0.884214561582824,0.958022778611659,0.579961936139833,1,0.691177629087639,0.44088323150061,0.784819952084907,0.812801945384906,0.459692209931982,0.817596109480855,0.982119117994491,0.895030562350322,0.753578759985468,0,0.959806520009847,0.728087621167116,0.712636590288469,0.68960103874334,0.502307194960581,0.868000914708502,0.813005444669051,0.6740910212439,0.956123160463719,0.902834049625215,0.799704106953442,0.929807277139642,0.630646352420391,0.859664756143533,-0.0963962387797094,0.784819952084907,0.577767854889495,0.710695159092112
"marques","C1","mosue","brain",5053,23556,13,0.1824659,0.01504057,"vrc",1,0.450711378774034,0.414439983769331,0.261326377983163,0.563164856593422,0.358923779141563,0.306618573983976,0.560484118902086,0.659240215862534,0.127194932197034,0.307652153707551,0.89637772747646,0,0.379107235828597,0.457490249490293,0.564717282770531,0.163048424139724,0.414910240525117,0.358923779141563,0.780758527277193,0.815210465731274,0.68346896600006,-2.56747698160878,0.572125681268838,0.360946169532312,0.380020424523759,0.611837246395186,0.136848876726434,0.320105011135786,0.414481229848063,0.413364393324827,0.471587104119267,0.514511104241431
"marques","C1","mosue","brain",5053,23556,13,0.1824659,0.01504057,"ss_cor",0.733115635474228,0.906563492787031,0.966715745244097,0.603319089273027,1,0.714132591784205,0.468607621370019,0.807298661805856,0.831929887834679,0.485223198591247,0.839615163264063,0.984275872126204,0.91135249282386,0.77607208039432,0,0.978136333026767,0.647916951007982,0.692709304078652,0.714157029407524,0.522659641989002,0.866467790987843,0.844468805786289,0.700169485054769,0.975966745013478,0.922704251897935,0.821093450835183,0.950054728048737,0.807298661805856,0.865325738541293,-0.0599910923005528,0.807298661805856,0.604345292645868,0.73301778698366
"marques","C1","mosue","brain",5053,23556,13,0.1824659,0.01504057,"ss_seu",0.94272274943822,0.587000236544768,0.826821192973473,0.38006707068089,1,0.826821191385784,0.259240939587623,0.484931775252597,0.83160590998836,0.215379970089697,0.869235221394132,0.935878252536244,0.30612792408307,0.476325234528699,-0.230403582179421,0.998627376910451,0.26173958956641,0.479273871565854,0.826814795552192,0.828535050626081,0.614769271250086,0.315186577497274,0.268398225954318,0.914862323339247,0.820902617068178,0.624420712871073,0.784170995266556,0.387614542715421,0.865003863051123,0,0.610802052917323,0.654856274225053,0.631839515455232
"marques","C1","mosue","brain",5053,23556,13,0.1824659,0.01504057,"ss_euc",0.385745182685647,0.693721619422638,0.841240149742474,0.563490816723964,0.950264098659499,0.668161630087194,0.324354497881075,0.631501508096533,0.812792480915826,0.301127769655218,0.760560772404996,1,0.517252162750036,0.596824164462336,0,0.823509619036225,0.492070995938912,0.626588619430452,0.668115201286717,0.600866769052227,0.704957356434747,0.555173302945088,0.488200177268399,0.857045861736419,0.810939340894522,0.738357267128962,0.818611880771649,0.570214013977146,0.66824117801692,-0.171997404803907,0.711135669494917,0.651661607130625,0.729751117265462
"marques","C1","mosue","brain",5053,23556,13,0.1824659,0.01504057,"dbs",0.4458973840238,0.610079858324131,0.719579738315414,0.125384734297377,1,0.761468021046945,0.450336120858256,0.39787827720619,0.804649811875623,0.571978817120776,0.756863811738626,0.968710143991002,0.234156014003506,0.601033407316631,0.716321884285205,0.805770920917912,0,0.212452432173252,0.761659960019509,0.925498983881766,0.432345801142956,0.621861558639683,-0.596497870197459,0.75342958500332,0.732053506122335,0.692923845972251,0.50389910864736,0.117150497054284,0.760470885725812,0.539796166145788,0.60342244794074,0.691169425050228,0.817026699540042
"muraro","CEL-Seq2","human","pancreas",2126,19127,10,0.3819379,0.001411101,"vrc",0.562423389695472,0.369281092469602,0.544285268226341,0.349795740425615,0.54944980414296,0.588372524642218,0.695983378236764,0.786067373800303,0.951527888992322,0,0.18388851543818,0.987477174254949,1,0.543088404896583,0.619415644218757,0.589618022433157,0.510304378265376,0.385438912499584,0.588372524642218,0.732189752779085,0.356726458432009,0.292482423369044,-1.07086143525163,0.566531807861175,0.598212027532958,0.651991597718594,0.984474906421151,0.446206760413241,0.476820426889926,0.948444350293756,0.381210734994138,0.889741821580911,NA
"muraro","CEL-Seq2","human","pancreas",2126,19127,10,0.3819379,0.001411101,"ss_cos",0.668362719051129,0.466369415557446,0.524771128763752,0.911060939035224,0.876951119530675,0.654275334924005,0.568836027511035,0.762916663445135,0.973188538600899,0,0.136706080380431,0.953051610157977,0.702138270330461,0.741504507194186,0.672257103854942,0.799668064851476,0.787995714286043,1,0.654258450451849,0.663241599086555,0.835628832496426,0.766057604649772,-0.230986266397506,0.813077119811336,0.62819307772599,0.487272918427769,0.488927444337124,0.710788632806004,0.935940949790093,0.671607903518641,0.388056865162525,0.608469036264608,NA
"muraro","CEL-Seq2","human","pancreas",2126,19127,10,0.3819379,0.001411101,"ss_euc",0.328539698138637,0.383368271844016,0.427011335504192,0.453372017207772,0.635016229574155,0.467978796512797,0.530746934467529,0.711302512601684,0.905887962330289,0,0.213311672432105,0.968685315701527,1,0.509364315113612,0.705653238830828,0.553054476440461,0.406601975033375,0.695122451378743,0.467978796512797,0.677645996689818,0.408389782023421,0.0994394433235396,-0.0529072923614908,0.564838616098388,0.450104752053931,0.350020197653208,0.677102856241247,0.381691133532924,0.466519651346595,0.88839780565747,0.418965871175929,0.858539975119984,NA
"muraro","CEL-Seq2","human","pancreas",2126,19127,10,0.3819379,0.001411101,"ss_seu",0.632351069294453,0.377889989606603,0.423568746629451,0.405883943921127,0.588835163449138,0.42356875244989,0.424193182852285,0.6740182808893,0.798100246943724,0.294818324342453,0.503722322464512,0.985777490754919,1,0.500404707080485,0.683618366686131,0.608120325058069,0.329846587275994,0.480212035814565,0.423615592747641,0.707934201994698,0.437330503591411,0,-0.0776694418042281,0.593558332096708,0.373442065268961,0.310373048099367,0.687293492336909,0.140299485497119,0.49315357892304,0.862816523818931,0.441774810297794,0.845984934856936,NA
"muraro","CEL-Seq2","human","pancreas",2126,19127,10,0.3819379,0.001411101,"ss_cor",0.691703653128821,0.481947473307915,0.496438734098119,0.932791279104558,0.90481856153528,0.677147691777656,0.638351270780232,0.743807528245801,0.946471345324625,0,0.146918913916689,0.983698360805109,0.682326703006424,0.76748370458645,0.632298210577798,0.839866732081286,0.730883058177046,1,0.671311712385583,0.726884521984873,0.854252635402608,0.809051912629366,-0.229800787589931,0.850063402763169,0.642815836454091,0.542573835418353,0.425140777038963,0.726191666697188,0.961231440631834,0.69010700383819,0.396987787902239,0.698156648903717,NA
"muraro","CEL-Seq2","human","pancreas",2126,19127,10,0.3819379,0.001411101,"dbs",0.190667446147816,0.302740576175701,0.307509424494302,0.300613535454671,0.539711869443601,0.34618443143717,0.374895798075826,0.93272475021424,0.932985836495617,0.101681719284364,0.165532883921233,1,0.672048871263897,0.380842156220606,0.556637169548897,0.402227187594783,0.237367509792178,0.796637290685021,0.346147347209259,0.63780536737712,0.379934166832526,0.12999258060006,-0.474182311240671,0.289643009171707,0.376626305270324,0.245415288553269,0.270590286586888,0.201313364540263,0.346946995466306,0.821845769540731,0,0.207099962155629,NA
"pollen","SMARTer","human","Neonatal-foreskin?",301,23730,11,0.179402,0.02325581,"ss_seu",0.713064544344977,0.64534249655612,0.687152272140153,0.0736263760697615,0.739401482287276,0.687152272244415,0.400422176197015,0.540074638833355,0.752983236272486,0.576166522611316,0.59326928357109,0.768745056700591,0.849532992291634,0.667535956717429,0.759086913541503,0.845044720859642,0.245205660571216,0.199172804789709,0.687152478421267,0.620418268170792,0.552716129329698,0.499402087444775,-0.393626914195521,0.763970290197423,0.660242160427691,0.609315020839859,0.821065071865095,0,0.740706371089898,0.884996120594172,0.71291356546799,1,NA
"pollen","SMARTer","human","Neonatal-foreskin?",301,23730,11,0.179402,0.02325581,"ss_euc",0.583845740768588,0.626561512513575,0.671138643021099,0,0.725812528858803,0.653562721392883,0.450457012634097,0.582520072736377,0.728750525284869,0.526305709061847,0.605007166193353,0.913494738959208,0.838365921343939,0.669968182925457,0.732671415864316,0.837957042427138,0.212421041928099,0.409746758513103,0.653562674039704,0.597207639854576,0.612224343136036,0.595626501421329,-0.528745423769045,0.746854403290831,0.677221948091161,0.580061274698017,0.800134069477437,0.0354882244560892,0.662967694130158,0.880830910652617,0.701147062889868,1,NA
"pollen","SMARTer","human","Neonatal-foreskin?",301,23730,11,0.179402,0.02325581,"ss_cos",0.634152248796008,0.769680900709567,0.842599298379165,0.112923636180868,0.790900935185826,0.811974288279485,0.370787858254948,0.582464696933012,0.883836204281467,0.602639329438354,0.801206088243497,0.903191552639879,0.775796203202634,0.848654505977506,0.892941568037398,0.862397067844529,0.367562094655383,0.547563920696745,0.811971508770797,0.577998946585377,0.620030236070574,0.810994271854314,-1.13339958659696,0.750270920628676,0.83713401753847,0.745281702534565,0.88142788460239,0,0.813895925571888,0.928303148476006,0.730991558287074,1,NA
"pollen","SMARTer","human","Neonatal-foreskin?",301,23730,11,0.179402,0.02325581,"vrc",0.285686935627344,0.159731383284206,0.165520761602649,0,0.199306337398886,0.155910791129044,0.169981465767508,0.189417763057197,0.167852117466173,0.148258078992695,0.185055113142218,0.338514961850124,1,0.182741379511313,0.260339855593559,0.215633519209614,0.11461664977151,0.0947843756504289,0.155910794923013,0.283858049419137,0.161667271782362,0.135370922484112,-0.146531682643064,0.213444721063223,0.165693062614007,0.154325497246569,0.334483436821163,0.0285619798409334,0.148414452468446,0.363796332790633,0.162107552688636,0.811202247273297,NA
"pollen","SMARTer","human","Neonatal-foreskin?",301,23730,11,0.179402,0.02325581,"dbs",0.430690280796952,0.378571424901703,0.44562346277118,0,0.735361866203025,0.510927501941666,0.0963091567954452,0.247494821714609,0.573058091950778,0.407829115424438,0.531673689229766,0.351678435598548,0.226261935997788,0.627035036561145,0.58431792295666,0.65324150188352,0.16660139927954,0.142036719066435,0.515587341412056,0.36557685661727,0.286146247554803,0.465251438538569,-0.341484546846822,0.747114239918138,0.477666319265382,0.459140078282268,0.385592999352474,0.0118743382130157,0.562716877303112,0.503474017363735,0.386784100651371,1,NA
"pollen","SMARTer","human","Neonatal-foreskin?",301,23730,11,0.179402,0.02325581,"ss_cor",0.608878904201586,0.778036901317482,0.803226497215055,0.122012009042609,0.802545888697615,0.801389418936323,0.405307851455259,0.533650621398981,0.865230772486593,0.71057860290435,0.774182419606334,0.908445465145503,0.779222695019939,0.862942855435493,0.871828526531217,0.870513746849322,0.383988549953005,0.553849250907692,0.740441877493264,0.585391028977439,0.578602934635859,0.846839198338021,-1.03787489192125,0.755774855998233,0.777974548743254,0.706294869330919,0.900524516731203,0,0.815243202205935,0.932854530886636,0.737037473912916,1,NA
"romanov","C1","mouse","brain",2881,24341,7,0.3474488,0.01666088,"ss_euc",0.578049702490616,0.848396740143867,0.334204640864134,0.146535080460851,0.543640469327873,0.451721725337296,0.241579936915668,0.622265599183207,0.614342855158205,0,0.380975343145953,1,0.144345036782878,0.535682247793025,0.528978867905812,0.594385035104703,0.409100107209891,0.769584408003049,0.451742332034632,0.776024255848566,0.727084560586083,0.771973085372522,-0.0517644086480515,0.558323994576378,0.453608321588394,0.352426718437443,0.390468721144251,0.336336095665218,0.455887401069668,0.661291433601662,0.525684664274565,0.715835768147045,0.790070354340837
"romanov","C1","mouse","brain",2881,24341,7,0.3474488,0.01666088,"dbs",0.49091724952621,0.824397436576425,0.484172416424528,0.164911835791886,0.611461659781326,0.665975976007447,0.247930129923583,0.355653166364972,0.832071484056007,0.310736851064424,0.711992483989665,0.607331724921634,0.393371597789407,0.361913015613769,0.338436368754334,1,0.408779367042137,0.898434569715973,0.665965521202098,0.502506922166028,0.783446930274776,0.950170190352089,-0.355107286759216,0.583850560069661,0.812749155818585,0.503908004077954,0.134004387256111,0.298988175625226,0.671111095995041,0,0.505169457548185,0.569749515575,0.891084399929413
"romanov","C1","mouse","brain",2881,24341,7,0.3474488,0.01666088,"ss_seu",0.53262386936512,0.818982119549293,0.285116721677989,0.13933877094393,0.497516472506836,0.285116721242664,0.236096845400021,0.582136931871781,0.54007758862325,0,0.293162398695854,1,0.100572421882988,0.423271991588357,0.472262138870928,0.51532436527987,0.302577271016273,0.749650835480801,0.285116702821309,0.722024656312625,0.641982700330091,0.598689715743253,-0.113481262921188,0.524022013297489,0.384126278292088,0.292247030042976,0.343142909746392,0.185570200242637,0.339376022882166,0.540229004148642,0.48816493735206,0.646667603815313,0.758959435186376
"romanov","C1","mouse","brain",2881,24341,7,0.3474488,0.01666088,"ss_cos",0.802941887705179,0.81989111469949,0.438923545628889,0.194484270072198,0.74527746527545,0.439093233216939,0.303405345684389,0.720492932836823,0.665501119814512,0,0.419024776054038,0.913708779219659,0.174418623098388,0.738497475521439,0.397435468471954,0.784140805891598,0.631083877017229,0.844979825194121,0.439095246189266,0.731557763388919,0.755941654543192,1,-0.186732321612644,0.790209180032344,0.485174992946027,0.417338702460679,0.257703220577944,0.543892877537085,0.81562480919115,0.568541823334708,0.50365051136393,0.498191370273632,0.71818279796122
"romanov","C1","mouse","brain",2881,24341,7,0.3474488,0.01666088,"ss_cor",0.736279047819192,0.860339935658235,0.349747779866318,0.0936411490562004,0.714389399378577,0.423405444817846,0.212545121393365,0.578307105948104,0.578504308794445,0,0.375378254802848,0.86159819356107,0.0559537912325982,0.685434390650161,0.309615701262866,0.749208302788971,0.645582948230353,0.796404641279786,0.447879921631211,0.680546029193016,0.680006851117965,1,-0.298617462015366,0.747278994510293,0.406457033609541,0.36036039180875,0.246229462517104,0.46643478999866,0.768647960464018,0.502086775189245,0.440771674032995,0.443463828564061,0.614455245499737
"romanov","C1","mouse","brain",2881,24341,7,0.3474488,0.01666088,"vrc",0.699610875910125,0.930664307672607,0.396668250205825,0.166151045973709,0.731298156931411,0.333753182848261,0.330262233152238,0.761368392430828,0.731501568495438,0,0.354328089231973,1,0.350932631742074,0.721984885913461,0.430098733255815,0.754889616064347,0.577488854324027,0.587492600756728,0.333753182848261,0.740345218178321,0.998265759863988,0.930644034007327,-3.32305337426828,0.740523960499978,0.347178390491303,0.377309656070784,0.433005203700225,0.466625983769979,0.283568861801387,0.645565054499371,0.385389249509647,0.947352342453891,0.875448277817926
"segerstolpe","Smart-Seq2","human ","pancreas",3514,25525,15,0.3713717,0.000569152,"dbs",0.510274766699661,0.606645382605233,0.505428887343154,0.530911657698032,0.666148517941582,0.529758884361221,0.34095025241498,0.729634935467499,0.861538006564188,0.36224155234065,0.514924230894882,0.738958004349536,0,0.384284948897015,1,0.472660946921262,0.127012023293084,0.777886972596198,0.529754813861912,0.611172743102514,0.62761091882762,0.406305467609606,-0.644647604456162,0.433794450067061,0.529761611579854,0.376388588380881,0.322312757586639,0.272404870340897,0.536349255333906,0.866477352406211,0.348067991008413,0.547281051485001,0.355284196916157
"segerstolpe","Smart-Seq2","human ","pancreas",3514,25525,15,0.3713717,0.000569152,"ss_euc",0.255966713080815,0.460772982035439,0.404305866531284,0.345003842854063,0.493650226218491,0.336895874668245,0.313225190335055,0.406091017628,1,0.0241610691913547,0,0.623992045330718,0.322444502048041,0.39643175566317,0.607569884336168,0.519784785598909,0.181288247029602,0.983771772675956,0.336911348099403,0.0810013402054506,0.866349741825033,0.307448332962322,-0.332263629797075,0.405109628974424,0.351964604269434,0.279963766096714,0.32073647667769,0.0725995085164185,0.336698560985827,0.604554343058953,0.584259017634742,0.432971111064523,0.369464133086995
"segerstolpe","Smart-Seq2","human ","pancreas",3514,25525,15,0.3713717,0.000569152,"ss_cor",0.774064181614252,0.53813839339315,0.487086745474731,0.889539754597206,0.662132191946759,0.700498287234368,0.59818550993321,0.407749282499515,0.849074316512838,0,0.218926382098649,0.706745645107976,0.256908999325661,0.549504498407262,0.664537402317434,0.850292081871287,0.593003527555309,1,0.699582881309518,0.138142287932199,0.811035507262009,0.525424281076438,-0.169662222826378,0.611497245017563,0.70711410997182,0.62972047881552,0.352981106130615,0.591658991619928,0.882723450743746,0.66443620676996,0.561526055784207,0.367371454314976,0.390438755653025
"segerstolpe","Smart-Seq2","human ","pancreas",3514,25525,15,0.3713717,0.000569152,"ss_seu",0.319034580884851,0.376044641408165,0.359371104588266,0.358976617235443,0.377869400912456,0.382463643598501,0.180564075769827,0.431577516011001,1,0.172955329131938,0,0.714643879376432,0.376498242251176,0.404940661535406,0.580560535965072,0.371193016255115,0.190824341264747,0.659545740268019,0.382463890513071,0.370261221283537,0.831615286322118,0.0797148534567761,-0.299939141798958,0.36676580304873,0.35937765848541,0.466968148483878,0.355814278811485,0.0565312582491762,0.305623530350581,0.608566072972283,0.548299948283104,0.294774249522792,0.455169181380245
"segerstolpe","Smart-Seq2","human ","pancreas",3514,25525,15,0.3713717,0.000569152,"ss_cos",0.801406134918155,0.554675815959233,0.502111100670688,0.894272942584885,0.650480862357256,0.701882794024018,0.604471197034638,0.473103295017364,0.862741852299251,0,0.228374904059702,0.709997840784417,0.248503684454074,0.545083123575564,0.636379249734735,0.859819834253195,0.618626075461728,1,0.701924858807217,0.124255573271479,0.812495605015375,0.459893447193537,-0.169023895798616,0.604434768616866,0.717307217152378,0.613594895052331,0.397793679604404,0.597217036969206,0.888234803262012,0.684507514388763,0.565562979260744,0.381562481757556,0.47335237073841
"segerstolpe","Smart-Seq2","human ","pancreas",3514,25525,15,0.3713717,0.000569152,"vrc",0.483116118922441,0.338572340252359,0.35044746118527,0.140896524579975,0.484275848127318,0.194779289865087,0.173499927874448,0.544224838352747,0.450745018180534,0,0.145402788686956,0.848187075305588,0.158665813293433,0.107881190025708,0.234680698447635,0.479351529297305,0.23280273879262,0.45739553584867,0.194779289865087,0.138360402003135,0.498366229864985,0.231348872931206,-1.03504494985476,0.483398198178517,0.194779078011818,0.197382664133896,0.322336840492064,0.158573845364923,0.206492784133599,0.328039535474547,0.265447264999168,1,0.551899602023529
"shekhar","Drop-seq","mouse","retina",27499,13166,6,0.8543583,0.001745518,"ss_cor",0.282515146162243,0.0934594326055688,0.00874151587821339,0.188354171969739,1,0.343979953450079,0.0729179705063862,0.517190840359791,0.134669546999311,0.143380736172458,0.0161651770304827,0.320774519178586,0.793827044680859,0,0.130872180471128,0.987526347617735,0.239632957148135,0.159632898128722,0.343979953450079,0.633739504634137,0.170200623912057,0.980542166646311,-0.002625585275452,0.976712526867333,0.185082699570976,0.00871951955159671,NA,0.166982811445147,0.460197083310787,0.407182040625661,0.0100186985971443,0.17904911739781,0.811701602628404
"shekhar","Drop-seq","mouse","retina",27499,13166,6,0.8543583,0.001745518,"ss_euc",0.257180973335358,0.31038267401696,0.140252734916978,0.119311677645903,0.329697946209009,0.288973471063911,0.220051924469298,0.26330686551379,0.312419162874379,0.13511598447123,0.110643575630804,0.826273287912146,1,0.00137069891446297,0.304857530622637,0.384109807932195,0.0997158340440651,0.317952079005516,0.287590178407087,0.191732185871803,0.318904552083486,0.563152531196834,-0.000953299554242133,0.37475410501719,0.299064084654126,0.145734295844305,NA,0.0725078725152143,0.280783540818996,0.306435470424027,0.0296677994424961,0.480731819140719,0
"shekhar","Drop-seq","mouse","retina",27499,13166,6,0.8543583,0.001745518,"dbs",0.455814512998729,0.849235587460544,0.502913785438203,0.266523746236724,0.57555640680385,0.556386214979329,0.314815996990285,0.706204641376436,0.668989411900576,0.438465154722438,0.451822755009918,0.859551900944871,0.374834684529205,0,0.533801412986113,0.735586448661729,0.448955315592952,0.633951561913938,0.558102538263649,0.740441421232062,0.770494624091756,1,-0.0370687236747582,0.613271167587057,0.555422382259836,0.448908812792161,NA,0.236556356014276,0.538150179129727,0.413623649145571,0.619944271554075,0.558741523848054,0.293625932225664
"shekhar","Drop-seq","mouse","retina",27499,13166,6,0.8543583,0.001745518,"vrc",0.471882322062636,0.360796229058141,0.327377311397691,0.236296998713102,0.520391140358576,0.353184878881314,0.468021313955177,0.346414733210466,0.423924536374764,0.247939829214046,0.246220437854968,1,0.720033695859053,0,0.394628700981548,0.574110076482503,0.388833411593507,0.537946473395923,0.353184878881314,0.366765269854862,0.406043575949064,0.827610420623183,-0.616690300544615,0.563149469994502,0.320166445746388,0.346853336255751,NA,0.197346665512215,0.378639690438136,0.630739139883779,0.472639535423302,0.873682700514816,0.385904181566737
"shekhar","Drop-seq","mouse","retina",27499,13166,6,0.8543583,0.001745518,"ss_cos",0.882127522039272,0.129394301868529,0.0228205932022299,0.182420408992387,0.850731615410371,0.0909781683596889,0.138228399978912,0.363507938506756,0.157069923039169,0.13781254392901,0,1,0.963876136577941,0.0196157455795024,0.125667115842789,0.750003435048041,0.26856733424709,0.276164670559268,0.0907244955409725,0.23739805733285,0.259385349105789,0.884594972298597,-0.0063851392776477,0.774024896835736,0.0998211974169656,0.00171550327452566,NA,0.31397626200054,0.520499775394487,0.398326788387314,0.00622686874152208,0.17696928529289,0.142592050788485
"shekhar","Drop-seq","mouse","retina",27499,13166,6,0.8543583,0.001745518,"ss_seu",0.331628208787832,0.300099627101752,0.139515804039036,0.106764228978934,0.339554781951836,0.138830768269751,0.167282405071813,0.216575101152988,0.0987902383313584,0.177733506871324,0.0842378827725691,0.825559912332265,1,0,0.302368025313062,0.339340376225665,0.114813137631413,0.233387678293376,0.138827465926216,0.259952523170819,0.243388379032051,0.409502692073474,-0.00194199076089019,0.339355914799107,0.154646834419792,0.134307204630852,NA,0.0726661613358489,0.183694408637661,0.287020037255131,0.045849463969497,0.432168901954029,0.0369241731232576
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_cos",0.836690108165632,0.683717278716256,0.273731651136159,0.175472405252431,0.811706887678869,0.48196929414149,0.705627732433144,0.859868919650866,0.578390211707222,0.394262051707121,0.253969703913136,0.985875070554507,0.392072255706055,0.795069682139565,0.71096654516994,0.781521600261842,0.756654247940943,0.850309864463288,0.481966609090591,0.984106197379681,0.790798286729298,0.682083123860549,-0.376974688490943,0.822591563455,0.406230583896922,0.374349166265667,0,0.480313330096843,0.777486324939874,1,0.212553944521972,0.870110032563914,0.176144270743875
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_cor",0.873318447286943,0.486864944712863,0.762220379094411,0.167541730170728,0.540526781537634,0.932915895738557,0.637912840299024,0.854463209283224,0.88495051392243,0.404141077306215,0.241863103848083,0.958577542636618,0.183732294505051,0.564931388667659,0.684135519276074,0.581100817583314,0.527299859939861,0.853368630306939,0.847014079981673,0.964552761680919,0.700550099848691,0.713529142313656,-0.394225718796904,0.599166537042904,0.289349751902818,0.848607731246356,0,0.25561045129185,0.606135462519107,1,0.200263924351677,0.785374980670132,0.195040134159323
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"dbs",0.635750743315921,0.541982988209983,0.586347696239696,0.272545236937147,1,0.283642046224217,0.718858547588777,0.894183972943424,0.471615977693824,0.451919536965205,0.306391150603439,0.506823534163988,0.26495999361739,0.196264121124709,0.155958245193569,0.959172466042408,0.111360322187023,0.0722647037559652,0.283640852225871,0.51905924149798,0.643515387062626,0.226746913578584,-0.782489657483957,0.772257903569136,0.511330219251826,0.417897796618858,0.313973617774145,0,0.266228678964512,0.25232114937192,0.30192571857305,0.153907893516977,0.679026935116849
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_euc",0.488120531036092,0.496733476373031,0.171345347929201,0.00966790800598882,0.525667009128873,0.336379023010657,0.430642619771788,0.839076637393753,0.354433727205298,0.135896334884988,0.173531413807007,0.861131707328532,1,0.509068269339065,0.495951669805187,0.535655948323911,0.43442814765106,0.603686294950526,0.336379023010657,0.620136021933582,0.531799820648431,0.408156674046409,-0.328405249673179,0.520831063522224,0.336383976486412,0.167722314481417,0.00640554887332812,0.0202799280642973,0.356425126592584,0.676297534249136,0.343439819699611,0.808900624824793,0
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"vrc",0.776357728682802,0.572957417048942,0.0928244663396728,0,0.815876498724327,0.425693567243498,0.552318764277812,0.962022735976516,0.570932929497592,0.253801401683855,0.343296807861259,0.9862926327336,1,0.802926838595648,0.498329215454932,0.834888034735352,0.730863854598089,0.648258687751984,0.425693567243498,0.816443030143102,0.959200450391511,0.787465498831622,-1.62415710238779,0.808230620519648,0.308376037210821,0.463867648795475,0.0429074839701669,0.354509549010461,0.531399985629084,0.807643821488012,0.259218641254861,0.961777861920666,0.19750771975883
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu",0.550122094711646,0.522109284964741,0.213391421865275,0.0307821879162328,0.555576897782844,0.213391423040719,0.178782297406165,0.834099510514103,0.0617865994410611,0.342261396126933,0.0590329410435362,0.869573452441958,1,0.540149912833199,0.553370472397464,0.555580046652245,0.474779896150506,0.600366314450905,0.213391422826938,0.522586996998263,0.505175384859222,0.312091039438689,-0.256588626569015,0.555513481066811,0.213395165364449,0.153337089215781,0.0686853764700176,0.000896864008594257,0.243407947708311,0.477758125058064,0.376438052685656,0.790053658266311,0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc",0.737161224017906,0.778735058037841,0.68002125338355,0,0.631711481939158,0.629532943697595,0.724374276046875,1,0.886544888025214,0.621725008342447,0.616070657536157,0.753974814214848,0.137097493904107,0.675613431948941,0.701894147013179,0.693335174823434,0.713224509817343,0.921219488117739,0.629532943697595,0.695740000313076,0.653959143064777,0.720015611076366,-0.456070277454448,0.638437021991655,0.627940239602816,0.646203223451018,0.705002094781634,0.141250464199336,0.628409507657289,0.724568793547298,0.395928458456174,0.688875944160798,0.751410937815802
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs",0.898969840332071,0.406579348356419,0.2548653072837,0.109848184615879,0.278260764122224,0.388738860462831,0.435405927943799,0.874384226116234,1,0.327182105243173,0.34742456340463,0.579622276884288,0.332081899791529,0.290510849173982,0.779463752620878,0.495148750072825,0,0.457155760857814,0.388733024517845,0.743953285318215,0.119083529948983,0.501430372621455,-0.651947195375913,0.361221279614074,0.434434629926413,0.269093172617551,0.401321609196115,0.020409677261546,0.375051998434769,0.525735150257852,0.511712918208234,0.350358394222655,0.276585308730687
