,dataset,bd,fa,fica,grp,icm,ipca,isomap,ivis,kpca-cos,kpca-pol,kpca-rbf,lda,lle,lsnmf,mctsne,nmf,nmf2,nsnmf,pca,phate,pmf,psmf,saucie,snmf,spca,spca-batch,spectral,srp,tsvd,umap,vasc,vpac,zifa
dbs,TabulaMuris_Bladder_10X,0.7021956283171692,0.765270633216807,0.7145405226297571,0.0021465814212646016,-0.0030674031543209924,0.7235838475728849,0.1772384897644774,0.7095759446096963,0.7475057663037824,0.0003127407388562252,0.7244564370787736,0.7005882656533038,0.756341656065184,0.7762116304612293,0.5502430199909152,0.7750683115936624,0.7701023081693912,0.6450817341637163,0.7145312539875807,0.7005882656533038,0.7367883891542034,0.7075268091469668,0.001286533782819978,0.7781598664027581,0.715747451997131,0.029818140358861656,0.4933195298420583,0.5609809906350518,0.7771331937102954,0.7006130015735079,0.701986116223885,0.7012449395511755,0.5502122595567811
dbs,TabulaMuris_Bladder_FACS,0.755102220399037,0.7467338097918447,0.7517610235045736,0.2638332747785978,0.5378291841963677,0.7517610235045736,0.7535206405847436,0.2058995570123449,0.7511328436456723,0.20452738814024868,0.7501617792293783,0.20452738814024868,0.7265247087595884,0.5378291841963677,0.7538455745377094,0.20729023236050328,0.2315637332469958,0.21308781615839192,0.7517610235045736,0.7461433456578535,0.5096952067146469,0.7427530215077953,-0.0013107139239689012,0.2654594050423573,0.7517610235045736,0.2087633275725012,0.7554151387453325,-0.007759041810105591,0.20729023236050328,0.7324126338935126,0.7533083644858559,0.1937202446337441,0.7498597654271415
dbs,TabulaMuris_Brain_Microglia_FACS,0.16620972212530394,0.0728150410213658,0.06825741040574695,0.1465428519422009,-0.006856064121332746,0.5187858608438429,0.3178262329306896,0.3596655388101184,0.27483185245305114,0.6145159145874312,0.17477427095028625,0.3624033767204548,-0.02249986514623456,0.2383891371038057,0.2673933730215986,0.3194298543007237,0.3673783971559115,0.3903255727160783,0.5400554892081563,0.7035670259707487,0.6618646102625853,0.0335234670081299,-0.009307460214770202,0.3673783971559115,0.02764737304904968,0.1866236548412312,0.0181919058839682,0.04434484358359191,0.3596655388101184,0.3596655388101184,0.15102951981836207,-0.009865984725565605,0.3383176931352287
dbs,TabulaMuris_Brain_Neurons_FACS,0.19706875759027967,0.2625772111920417,0.28231688372242864,0.2340121587125681,0.0015628210392904472,0.5320405084128733,0.6656307706288911,0.7178890861416385,0.6499167091283488,0.6109127820664656,0.5475363080209062,0.2980566464677025,0.011894006250159765,0.6714397356607794,0.5070996407589057,0.29840762248710523,0.6711394327238444,0.4916158219199059,0.6529207051584303,0.2906291285357628,0.19974761975294805,0.1839377527112668,0.005139768576261368,0.6839821020495953,0.6535678802650529,0.17297912781316346,0.4948530860212437,0.1480279194418281,0.14920818808434602,0.4583595381358061,0.6406678402566535,0.4364837497889624,0.5014831653409499
dbs,TabulaMuris_Colon_FACS,0.004752243061999772,0.00412278394967094,0.030795669677311555,0.00029974324582356923,0.026055234659428043,0.00932152920483108,0.016921049102829266,0.0354609117135888,0.09628256342567136,-0.00409537676132294,0.05881975409731755,0.013921034285708732,0.025599139609542368,0.00718308703903187,0.18223432187489008,-0.019257710636659302,0.03528109027092649,0.006215750373390961,0.00976066686995514,0.0009730809827648324,0.006877499314416936,0.0009297624730699668,0.0001409356276056721,-0.013752068404903823,0.00932152920483108,-0.01896078040666484,0.15050355665056908,0.03063704917736334,0.024828000690723856,0.10438858204711424,0.02738321224481865,0.08109241836032298,0.24076847521056005
dbs,TabulaMuris_Fat_FACS,0.002935662395016477,0.0530193642329294,0.0007657895455195188,0.0031039381401520485,0.26758689269008873,0.0049653654878047855,0.2613939468609176,0.7570462434140796,0.006175713207975346,0.06336352867809647,0.3759867423189246,0.29010395517635784,0.008714466325288201,0.06621605570650584,0.0037807318096126454,0.26758689269008873,0.04465164602193118,0.1708810646091191,0.003578236227433297,0.015187588150567827,0.27393826589490666,0.005043533759805159,-3.9087013269698214e-05,0.26758689269008873,0.0032785563856169877,0.6624234450014962,0.04992365373015798,0.043212905315828005,0.68689783162192,0.15414494764069198,0.6811988301268159,0.2502375838249853,0.023154078746376608
dbs,TabulaMuris_Heart_10X,0.6442991567704353,0.16882897885096748,0.3626060899012026,0.05141994688028698,0.9073544128760044,0.05141994688028698,0.0728979688296805,0.04581415505641678,0.06378797888741833,0.05333744942506586,0.28905343124067456,0.051871002763742326,0.3368838954037671,0.7693378528552277,0.9250667033668694,0.05141994688028698,0.05141994688028698,0.62987110479802,0.05141994688028698,0.6850819809499432,0.05141994688028698,0.08667304013950468,0.0012371350614970734,0.05141994688028698,0.05141994688028698,0.05141994688028698,0.048142927072985765,0.031605699178179555,0.05141994688028698,0.9148049900356648,0.7565360512513971,0.7514032242800076,0.051871002763742326
dbs,TabulaMuris_Heart_FACS,0.3761454762404272,0.2930196361961798,0.2442643813909213,0.2719248714905629,0.7974160700094635,0.6414479610719018,0.025706559911062063,0.7414782033524623,0.4119151494880921,0.4189285036775826,0.3366961616317862,0.2510219045047733,0.00013652244992984702,0.13461564739035084,0.5685189332696281,0.17953802086171422,0.17953802086171422,0.2612882152523597,0.641156350000195,0.7511536736304846,0.2663176371692357,0.3186265372751669,-0.001991689113277976,0.17953802086171422,0.6441167803189828,0.266556179367184,0.4004083487395405,0.17686061526785793,0.17953802086171422,0.019659318911616742,0.03931186789844441,0.31700416865508946,0.6887533499126596
dbs,TabulaMuris_Kidney_10X,0.0838369131058048,0.4289224502893797,0.11539084686945722,0.0028052366360573297,0.3425379111104868,-0.008146175722635322,0.09604919233871888,0.4610433235948501,0.4154823569082632,-0.0119234229807967,-0.02284156443159738,0.09924488716063913,0.04608748665349634,0.34824629489458114,0.022481531544993383,0.43634246874612775,0.31203026706035497,0.2450076896017253,-0.007069030195197253,0.4474320313620629,0.1066632100815414,0.8487381584464767,0.012452387526903606,0.10131626968701476,0.17596833713136134,-0.004057421553372536,0.2894820427963647,-0.032128583577194614,0.07521362998351237,0.2640606691505914,0.2965687811407018,0.07092315148302063,0.029612004413994062
dbs,TabulaMuris_Kidney_FACS,-0.004072517034167879,0.02120650522985599,0.20825437406300812,0.007053454169389248,0.2610209101487924,0.6488289698305321,0.0325196890055376,0.5212405320245463,0.19893692542623528,0.1472764617241872,0.3981909448071725,0.18946184393930687,0.1976670817686144,0.5972611566483169,0.006214596425299244,0.2610209101487924,0.2630089499318472,0.3750736084264625,0.6472505163438924,-0.010969536900720651,0.365969236141088,0.06899180648262357,0.001918846422142879,0.2610209101487924,0.22557890348784115,0.11999872994254394,0.045830191965273714,0.2592124219839222,0.13325541665631435,0.009085352056652457,0.4594144870456723,0.2528151650247487,0.5925280011468872
