criterion,dataset,bd,fa,fica,grp,icm,ipca,isomap,ivis,kpca-cos,kpca-pol,kpca-rbf,kpca-sig,lda,lle,lsnmf,mctsne,nmf,nmf2,nsnmf,pca,phate,pmf,saucie,snmf,spca,spca-batch,spectral,srp,tsvd,umap,vasc,vpac,zifa
dbs,TabulaMuris_Liver_10X,0.4893837914650628,-0.0012689752390177625,0.01592003100843687,0.015577449607112662,0.018519628179367385,0.013894578235850429,-0.0022078588450228846,0.038039853577317234,0.013894578235850429,0.04143405925339766,0.005246962581731919,0.035726347805124084,0.17539246850695664,0.06538277941162346,0.019089299147238604,0.002177142039344887,0.041688817432925865,0.016843527225042728,0.005176121269955842,0.013894578235850429,0.0794973358720121,0.000909725654944936,0.0034746188945978264,0.0013970307240525922,0.0011528749585137741,0.058692641084393066,0.013331259680311172,0.016535816783691804,0.04043458980071595,0.03975074170270252,0.06677234392814405,0.07455853723889452,0.04060042809639373
dbs,TabulaMuris_Liver_FACS,0.09807818017779152,0.39179843378904494,0.19841403557951826,0.10114857450274983,0.5388896983981745,0.09529581650328764,0.07424512828360072,0.2775343779407923,0.3500162323225966,0.0971502511677521,0.2833325040344385,0.6590805012437171,0.3777681739791795,0.3185694092893909,0.2595699835358615,0.014810546918296396,0.0954112815981439,0.0954112815981439,0.04948554533383098,0.0937025915130492,0.045075369884747536,0.11099414916561956,0.001929617283289732,0.09393383088296246,0.0962323445668747,0.08018963657592937,0.223212815163216,0.09960351370049142,0.09525378041862408,0.2840450453822981,0.4944504394883384,0.061481307158507886,0.4693346238744459
dbs,TabulaMuris_Lung_FACS,0.21455239203049328,0.014587176124260397,0.04965984708402179,0.12312463798956914,0.003093827859730992,0.061687940878862826,0.05204842552177475,0.05114618278382994,0.04649006699893308,0.057521191397227216,0.038770943101732284,0.3245078333481868,0.057480706036089686,0.008880840213338046,0.717640607549647,0.02508294864446028,0.049827156975183286,0.049827156975183286,0.3097146299124249,0.061687940878862826,0.0008777700732922974,0.3255183870529261,0.002016926351515678,0.049827156975183286,0.061687940878862826,0.00960016779023552,0.08252338407469254,0.07920096636219665,0.050383043982515294,0.008642539107793178,0.7223211605324918,0.5162143634682694,0.6258631122041775
dbs,TabulaMuris_Mammary_10X,0.3952534317346907,0.495896422146493,0.0023494647529502303,0.032475933252825,0.3925786453122115,0.0023494647529502303,0.002043980249376924,0.5339336637767013,0.5392097313625182,0.4329688498994092,0.23101169319555315,0.7071143192656709,0.3992543501327625,0.0018257608800422871,0.4480206960242196,0.9064260610216616,0.3952047296150635,0.38724054393253055,0.4349440979213982,0.4321763352021158,0.386344864928781,0.4347459324998275,0.006288984468921425,0.39556637784541615,0.4065975300116693,0.3821731476706044,0.5653965306056501,0.0019114840379058128,0.2417120963221553,0.9125883354922252,0.5043418148143496,0.36373797125471996,0.5546457655105208
dbs,TabulaMuris_Mammary_FACS,0.0733595796181193,0.10448879157351701,-0.001376748699710662,0.08889100693828346,0.4549312225784482,0.0011768300486596835,0.10031780558993464,0.7265612686064786,0.07359380560579347,0.0733595796181193,0.010773285371626263,0.4677225185418241,0.7998971032666414,0.4808538939058934,0.4529472755989221,0.7727079045329291,0.07481629642120559,0.07863576245425931,0.2230550786360355,0.0014315022500279331,0.027500642404014158,0.07418558689114202,0.007245519084349064,0.07338054730828382,0.07134429809207715,0.0733595796181193,0.08366689340796928,0.06131416855031775,0.07400126177045334,0.7659822263789289,0.0018312645168806574,0.40523583695688303,0.46252307994793
dbs,TabulaMuris_Marrow_10X,0.3134835640938283,0.3158441604246998,0.2526160710424529,0.2488987501120279,0.0120559333101816,0.22509596766900505,0.26065029630600417,0.3243404719603167,0.22900953439956245,0.1184353547274168,0.11028199100145727,0.2831954280306089,0.10588303159037482,0.17604199538388945,0.007043026975771621,-0.0020710856172267275,0.2380261301161924,0.2192032495702118,0.18258511943136013,0.22509596766900505,0.25288379772362635,0.15544977961498627,-0.0007812358986997018,0.2468761174137957,0.2424872386792765,0.2284070711527615,0.23776039850138,0.10129141873905126,0.23839422106596525,0.048430826342050905,0.41185167003284795,0.0966717224762907,0.2829950605887073
dbs,TabulaMuris_Marrow_FACS,0.029405118667129145,0.4255205755148795,0.019611557809231125,0.02872607910988342,0.2638498032068939,0.0293015763269098,0.026911281725495017,0.11767187984881207,0.17956237161578606,0.20744665534609028,0.0261893709004684,0.16995433353227474,0.2166465871347101,0.02133006070320816,0.006979979789677389,0.4198511524497411,0.26995879579863513,0.03499376177875672,0.2360954308800358,0.041712568316740674,0.7146241737608223,0.20391597368283376,0.001128598098929007,0.028331929140177,0.02295047854244165,0.04717465504215195,0.12890033683295546,0.1150387392291328,0.02286559427946284,0.28333669797157857,0.048457727480930086,0.15350359279820916,0.015623929696464298
dbs,TabulaMuris_Muscle_10X,0.4443210481428368,0.7032029047272621,0.3060851870107537,0.07851012173216801,0.4482126783244073,0.3014634019670743,0.4488928245736731,0.6060268575503664,0.6491251404275616,0.3896117139322785,0.4570226297896465,0.4283958332443597,0.3757657592701593,0.4477374381818261,0.2014480629934575,0.8922049558660525,0.4494918140562245,0.4127434812387308,0.3110683117520284,0.3014634019670743,0.7892867536007335,0.3440651570466499,0.0002998224078013085,0.4506720983058836,0.3116538509194889,0.3576316706981295,0.7060531209980703,0.0016070938187169536,0.4174306346607503,0.8071999563888157,0.5546223167301381,0.33828118562260273,0.644028777477759
dbs,TabulaMuris_Muscle_FACS,0.3447347435607391,0.005566203604894536,0.0073180505212288435,0.005007892233876256,0.2266408838939419,0.006589796988443219,0.001965226560174731,0.2213528776405235,0.006611502418271702,0.20608974304014724,0.02899550948240103,0.10429526726083288,0.3184934874706959,0.1891377906399837,0.38604947262940303,0.16400977713983012,0.24438974077110964,0.0020621904974343166,0.32126433337012017,0.027297093187803004,0.6322653226918572,0.03066294069790128,0.00025336113606494383,0.21810296234657345,0.02501439082021006,0.007079711154542761,0.4824162802020033,0.007204489285939666,0.22015728521384745,0.17964759935743874,0.3748221662946358,0.3019156554984536,0.6143256407789749
dbs,TabulaMuris_Pancreas_FACS,0.2010305579464632,0.23110366841494284,0.10420277615165016,-0.027780791365160783,0.20083571048767013,-0.01150360134699707,0.17925072587056898,0.39818085021430016,0.2782392615033885,0.1688206785523938,0.0025882567209125954,0.05882231371437385,0.20083571048767013,0.1624263403283953,0.3520932195979822,0.2008290034755766,0.00365380322194275,-0.008750937330518236,0.2012108743576726,-0.03033444579417145,0.20841497547356508,0.4151438332992493,0.0013585067381617045,0.2017042584272988,-0.009992384934481152,-0.0071430045602722545,0.2885711475969208,0.12643203013982235,0.2319146752379255,0.1851643115051559,0.3774113717129896,0.3904001756750939,0.2297373882913071
dbs,TabulaMuris_Skin_FACS,0.6392178490880129,0.1060385033039228,0.037795502945018634,0.0124915272639615,0.7149503550397008,0.1076462803851984,0.010874120513599522,0.005729166051200589,0.1065460774764652,0.10552380817702102,0.005203078884170475,0.10667768088898046,0.6574486714676488,-0.008590656140696153,0.7115279177274442,0.501172166469845,0.6123944571395961,0.01302037314791151,0.026784359152731863,0.1076462803851984,0.7570657595526943,0.014800573869965297,0.013576734766572257,0.013250679909515077,0.1076462803851984,0.015688088733500232,0.0114538955455753,0.08594916507355692,0.10713757744921287,-0.03686509866798853,0.7435898731374682,0.09824480511655743,0.04961946994190039
dbs,TabulaMuris_Spleen_10X,0.013371197483655143,0.011610365056192049,0.011754394458180654,0.01190120786496865,0.0050438587023749785,0.011754394458180654,0.0187512407528566,-0.0024448128747273736,0.013371197483655143,0.012253061658576944,0.010804542735795498,0.711280426399692,0.8782112820424802,0.1416551745510192,0.010662976946328149,0.01694414433070808,0.011754394458180654,0.011754394458180654,0.014465684071877725,0.011754394458180654,0.02160677773177057,0.013874109858568571,0.001284303243397988,0.011754394458180654,0.011754394458180654,0.01351329784297605,0.7263595717106134,0.01551622756566404,0.011800058814284085,0.011278905067842031,0.9348419439612259,0.046642675597352745,0.802333705166325
dbs,TabulaMuris_Spleen_FACS,0.8491081304783342,0.8942406615760655,0.024292167308272883,0.024124098497424074,0.8624778827678269,0.05873527410710106,-0.009082494697785186,0.9286049001288328,0.02558195916285527,0.062089020809045076,0.02427447461314653,0.9043924438911384,0.8802377283682682,0.0017242408152865027,0.8675791695082055,0.053176231733751994,0.8562089974007095,0.024292167308272883,0.04505282909891034,0.06457154987107779,0.91247812762946,0.042051505992260665,-0.0066626563358641614,0.8594842616723043,0.059609340409180124,0.04291520909353973,0.05543380152022999,0.042051505992260665,0.07328235205214229,0.05822750703892201,0.07286440635891793,0.6672429731541686,0.9070743212294688
dbs,TabulaMuris_Thymus_10X,-0.015089965420321672,0.0785055760222806,0.022124565987841887,0.017079254997884773,0.001886836129798162,0.022538170270272332,0.041142943375122816,-0.031401857532414305,0.03087544159919789,0.01465426984780547,0.0631956955465747,0.10859516701708707,-0.037729387757867563,0.15995550878965295,-0.009850341572059784,-0.04000732178523536,-0.03384315000762805,-0.011765782861214174,0.2915173937345459,0.022538170270272332,0.020103735930998748,0.03869296720568582,0.0018571452886825,-0.017644656702731926,0.022538170270272332,0.014444161393371588,0.08808352400881958,0.0029767767151429913,0.02548061752925424,-0.04066964559926161,0.0558253459150127,-0.03945667880276376,0.06622585532815135
dbs,TabulaMuris_Thymus_FACS,0.5391170644669543,0.14538436461509982,0.5391170644669543,0.5373616832737468,0.5732146887509305,0.5455737795575971,0.21637183472546995,0.5369769408761056,0.5391170644669543,0.5391170644669543,0.5755079452564787,0.7035680108857328,0.5391170644669543,0.31443146404785155,0.2646112099707182,0.013240558538790687,0.5373616832737468,0.5373616832737468,0.6800102755547969,0.5455737795575971,0.3520300728535813,0.6185058636304627,0.023720837115127392,0.5373616832737468,0.5373616832737468,0.5373616832737468,0.3246941451371296,0.5418510602750239,0.5373616832737468,0.0029623964214023114,0.26027657417066785,0.6615176439066444,0.4915007530453304
dbs,TabulaMuris_Tongue_10X,0.23848644088564824,0.16426153196072316,0.007973304691091983,0.13572427729853598,0.37484556425632537,0.010048352256603608,0.09659571920083868,-0.004914147197600811,0.2848482474540087,0.20868147551280128,0.008565692110008447,0.031547100625486886,0.40699694611102105,0.11226729358787776,0.007778513653247062,0.07382858216153244,0.42178093417651696,0.010944078992706677,0.02926061764175175,0.2444722718327533,0.010339918999181793,0.00856363220590223,0.0035930528558929986,0.4221330619332154,0.007677255991671941,0.012902915927644568,0.03528225651487288,0.0687734585007496,0.3511458786280889,0.07326711038411475,0.0014736150588578116,0.018444583534651025,0.010029621206209514
dbs,TabulaMuris_Tongue_FACS,0.3212408702843893,0.05620520594939225,0.04466293511992258,0.03374701419017191,0.4777631153967992,0.04763959120313956,0.03592725454246901,0.03276471554826537,0.05925983094084233,0.03374701419017191,0.0603690217249621,0.05620520594939225,0.5545625239397481,0.03374701419017191,0.06958185129032017,0.1959328776171792,0.034004301563976866,0.04685054850091155,0.04903964455780563,0.04763959120313956,0.06840273663030595,0.04466293511992258,-0.0019454740042249765,0.5060051682891729,0.04763959120313956,0.04466293511992258,0.04313560597506927,0.04903964455780563,0.03374701419017191,0.06000745925141662,0.06478077752267322,0.08505541260442344,0.06835141456921896
dbs,TabulaMuris_Trachea_FACS,0.2139078713092348,0.006217163603020736,0.015349083762703657,0.0279826905571798,0.014039503974093044,0.046781031304357686,0.03941236125533162,-0.0026097751567835986,-0.001885629336410859,0.05005493864999767,0.028002476962744032,0.02686235728869612,0.2991774064955291,0.004154085132853713,0.2963062175142149,0.1797674780422249,0.013457886332775127,0.0023953389235363194,0.2692399745844856,0.045863057107512935,0.034027930547597174,0.057817959957680326,-0.0006165870432374465,-0.002213422828811177,0.0543399239847987,0.013502796949447577,0.18720083451962274,0.012444627204897966,0.03101677131176076,0.16841278377843732,0.2615788345405625,0.26876192085725004,0.14890805315995467
dbs,baron-human,0.31612810061578994,0.1266100852214147,0.3596386519006756,0.041132782140995416,0.3172848369347926,0.36037096311941264,0.039099977776040434,0.3666971839463191,0.7928901962893057,0.068351921345475,-1.308207698680618e-05,0.3146993444878781,0.3193298564838652,0.7390868276504828,0.5554034278838865,0.0056224168348065155,0.3163482366182087,0.5637936424400551,0.36576215780297816,0.36037096311941264,0.7399941552811771,0.28176603244061305,0.002378885459264117,0.3430342520749344,0.36050880997843376,0.021146897682419008,0.5487353355950781,0.16531649597752773,0.3430989693867295,0.8551805052971376,0.08765789935376983,0.3183873585035482,0.3553649567581816
dbs,baron-mouse,0.394006091188562,0.03653952068470344,0.6084141118439114,0.7329553933218452,0.4173581235137191,0.6334028480748097,0.6600456713755909,0.4667290887852888,0.8127852921565452,0.2455570987132489,0.039112469534648565,0.033442910156596985,0.5175386312174447,0.006714936149259386,0.4167455333585007,0.8488842704362092,0.5719656680575966,0.6294589338015862,0.5002703971586085,0.6339713562713829,0.2635157834239465,0.4120995063655337,0.004850537565091582,0.5750697262109041,0.6374369186368427,0.2575593761936848,0.6577438069052692,0.4908120516113319,0.7514658335913554,0.8382610761483652,0.026901921851846474,0.2010647630737032,0.3854685698102671
dbs,campbell,0.000937354402025432,0.0006149761298094367,0.0006249880279216097,0.0006816800046637996,0.0013706777560369696,0.00046093857937592266,0.0006360681240586117,0.07937475518676403,0.0004210403140457269,0.010535071953860563,0.00800850675834587,-3.408624890748575e-05,0.0008597277649314858,0.0006192947590975263,-3.66083953865133e-05,0.0011076837194958133,0.0006321443329764216,0.0006321580655494492,0.0005470110633486936,0.00037544020860346604,0.006688063495019733,0.0029302814267403985,6.0945261929554076e-05,0.0007603196463501178,0.0004603994385935488,0.0003242657873304212,,0.00037474040505469083,0.0002445054700231019,0.0006192947590975263,0.009056150442080685,6.938638099870352e-06,0.009684211630651713
dbs,chen,-0.0004561177969793829,0.0002691337579880412,0.19426306951262887,-0.0006753578208792291,-0.0004304634034668804,-0.0005052700200499462,0.03387508774423422,0.7532060492686872,0.5267590626494095,0.15410964576011574,0.0010133776588500383,0.23797106432767484,0.5242590563796831,-0.0006261874847840622,0.15313025736025654,0.00664171920271631,0.00015537858917103226,0.0016721762606864367,0.19585034359434814,-0.0005052700200499462,-0.0006753578208792291,0.0015446873032015774,0.0020425809451189297,-0.0004561177969793829,-0.00048072481365387775,-0.00048072481365387775,0.5688731152123673,0.18199605306662905,-0.00048072481365387775,0.7833371830990344,0.06163212095452066,-0.01930543319308025,0.7650359354030397
dbs,darmanis,0.0340962511725016,0.15218858344889516,0.10029110408376077,0.045735767359474835,0.0020930520168276545,0.09604675558728899,0.015848998526946573,0.2587080166369546,0.029476432966646024,0.0099382059019948,0.02203418152300104,0.7130627025329302,0.2760986931861839,0.01807119404824802,0.012250135969830107,0.04318649111484325,0.5284891938710724,0.04269482177020159,0.05689722814260795,0.0952622172228586,0.6347479305106359,0.10450422656580674,0.002062583149797887,0.03398637430493528,0.011656227455185424,0.04841164834464675,0.19115827114878856,0.04966667098455491,0.052523389756268,0.016976606327600344,0.030293538655681088,0.6160203608751684,0.04088379951137548
dbs,deng-reads,0.3023063256783335,0.08317923437124931,0.11304555080086652,0.1099976371685766,0.24496450715320275,0.12597853168718226,0.8442790307138122,0.11464267112790427,0.8553549156269626,0.2353373205409825,0.12422329226894185,0.1745590324013929,0.23940229761622706,0.8671112540119952,0.2952763756683721,0.8297768163031145,0.31686982452014223,0.6439238505895117,0.33395521269750605,0.12597853168718226,0.8751908390736632,0.8525757546287664,-0.02139135569596028,0.31686982452014223,0.12597853168718226,0.2353373205409825,0.8297768163031145,0.08351177803696483,0.22408840050846648,0.8751908390736632,0.8552873449603373,0.226796469865362,0.6900003422733422
dbs,deng-rpkms,0.33459193413221583,0.08317923437124931,0.7696109207036479,0.1219793587933724,0.33459193413221583,0.7878215175670727,0.8680708975783047,0.3818313501820009,0.795506087852134,0.8394290549665085,0.7838616759691549,0.1968161614875562,0.24496450715320275,0.8671112540119952,0.3325175233113489,0.8137818690809376,0.33459193413221583,0.2298620329742062,0.5731760019509414,0.7878215175670727,0.3916716058749721,0.6024360759271038,0.018519519366738447,0.33459193413221583,0.8569009148797345,0.8481430137933377,0.8137818690809376,0.15505477021982664,0.3358336813495187,0.8569655050616344,0.8770616895842028,0.3208959874869253,0.09173899861003428
dbs,fan,-0.0005365256610163643,0.2431999353162338,0.2431999353162338,0.0020188308184966846,-0.0005365256610163643,0.2491664352486165,0.1599676749791213,,0.3387132095770444,0.22302945281153688,0.16075897164119782,0.08667378165108193,-0.0005365256610163643,0.1500972552409769,-0.0005365256610163643,0.1500972552409769,-0.0005365256610163643,0.27554415861610515,-0.0005365256610163643,0.2431999353162338,0.19526882247564656,-0.0005365256610163643,-0.011295231960516587,-0.0005365256610163643,0.3114201868231793,0.2431999353162338,0.2705161255149962,0.2671903115047329,0.2616416286136464,0.12320296396795992,0.30582382980975314,-0.0005365256610163643,
dbs,goolam,0.8918800755709863,0.7569534737774597,0.7832441089674195,0.34075051883207685,0.8918800755709863,0.6880918275772917,-0.04792833288772121,,0.8759387520896532,0.6665694390411986,0.8759387520896532,0.4745561096785682,0.8830845255383648,0.8918800755709863,0.9143065797043268,0.8830845255383648,0.8918800755709863,0.2800220077285,0.2826734246650398,0.7226343289540217,0.8830845255383648,0.2997149649826031,0.010416938189632336,0.9143065797043268,0.8759387520896532,0.8645966428210833,0.8830845255383648,0.3352919232032871,0.8918800755709863,0.8830845255383648,0.20254851775561045,0.5772692105328836,0.7444490755346875
dbs,klein,0.5007231513175382,0.859407855308259,0.7683400813269405,0.010506683145524349,0.5008093151333294,0.5004528916038526,0.6929814583387339,0.5007231513175382,0.5004104252976453,0.4687199744985118,0.5000988380479228,0.13238832190253427,0.5007231513175382,0.8156564056277328,0.7532971966429389,0.3418854251366657,0.5005946269020524,0.4837269919970805,0.1502330949074438,0.5007231513175382,0.5007231513175382,0.5007231513175382,-0.00016129706355297012,0.5007231513175382,0.5007231513175382,0.5007231513175382,0.4004624003496737,0.007666847489877599,0.5005946269020524,0.3428012877578457,0.5005946269020524,0.4936115677569779,0.8493491077268979
dbs,lake,0.01362267684805394,0.0027724701822835845,0.003301640934211457,0.00524528418725615,0.244934657519476,0.0048618019843009105,0.05689902798912987,0.2695959942558304,0.01987532439298673,0.0010062310108455818,0.0011558974131760992,0.03817568534706317,0.2414510218133585,0.0022477138358175347,0.0018037161904556184,0.011594233995781793,0.0030296399082235482,0.01796254185968443,0.09724979106181528,0.0048618019843009105,0.0032021538343693307,0.223888608463766,0.0008176311971780575,0.2475645289735961,0.00526719348266877,0.012337717821530902,0.002326617340920257,0.013446897099555221,0.010323925978893088,0.21713573775605569,,0.2056728220136121,
dbs,li,0.2833828000080331,0.8160975524680857,0.7379337709605802,0.02624947450115531,0.21720922902789475,0.10453531870774037,0.7080324780059591,0.2746075571742511,0.6595174410569102,0.6292479744471331,0.8560062779922107,0.27505568463680485,0.4733784180699276,0.5974628512443829,0.1872885980306225,0.8223678600946321,0.18734497505605907,0.021812007809275308,0.10122346626663284,0.5762701710686238,0.07691380349278791,0.13070104424830709,0.0016572670846464461,0.1872885980306225,0.8259040398215987,0.5976784529559132,0.6155973579312604,0.11519758082531432,0.8261386064618459,0.7182928320805139,0.9370831234963544,0.18472308168130014,0.7959946351063601
dbs,manno_human,0.008524918282036883,0.010876489357215451,0.0002230031409926521,0.00030991034426816995,0.00030111324002500973,-0.00015779937137492286,0.032566508325339534,0.019608920815627887,0.00011090863368334675,0.043061297247022345,0.0036439359662049312,0.0017324029145888776,0.07714317476337074,0.005886987501351137,0.00027850495960727114,0.002336986325544773,0.04200091679965782,7.143783963861878e-05,0.00014646273441280757,0.0003948641738903895,0.032566996340045444,0.0900175626015741,0.00028428066064893197,0.034260623773480256,-0.00015779937137492286,0.00028254871338971696,0.046165381661490916,0.0007625713580826845,-0.00015779937137492286,0.05826637146011875,0.010878861779536387,0.12117324750989225,0.01989570941307188
dbs,manno_mouse,0.0004127327633645429,0.03206650209804533,0.0004134165068322634,0.0004134165068322634,0.03221627521152203,0.0004134165068322634,0.004640084096088995,0.0004127327633645429,0.0004134165068322634,0.032087533684352486,0.004762597130219662,0.005080541980807438,0.06530995614232643,0.031257770993849916,0.023212919826684185,0.03092659826100732,0.0004134165068322634,0.0004127327633645429,0.0011148933167982977,0.0004134165068322634,0.032039306859953404,0.0009525831369563543,0.0004946626411517494,0.0004134165068322634,0.0004134165068322634,0.0004134165068322634,0.05016144595465434,0.001286262239144734,0.0004134165068322634,0.0305026991906758,0.0394157089591891,0.15788543307129688,0.03253441640371089
dbs,marques,0.0016028062129777704,0.05663970295446704,0.0028288168177693497,0.010402823490297973,0.0015372892009361285,0.0004284026657788527,0.0059737397878823605,0.091335479569154,0.004170852744267125,0.0034044823081028283,0.009888748982043305,0.006948390900679079,0.07074996660117483,-2.0861791605983613e-05,0.00642241757812185,0.005922182514686731,0.04874992844237695,0.004626277534639342,0.005126610646633879,0.012830059584243408,0.01626401462719572,0.0033497273031056892,-9.329501340593659e-05,0.07730702209319877,0.0016475785181865774,0.001373503479449866,0.0222318164498382,0.00177222532320014,0.0006070532312878572,0.015545522473820725,0.0044880612605697505,0.15112831502702392,0.008713731713427524
