
baron-human,0.0008168981211343214,0.0021005951686311124
baron-mouse,0.003181336161187699,0.11558854718981973
campbell,0.0022937533450569617,0.02500191146112088
chen,0.0010753577632558525,0.0026470344941682523
darmanis,0.034334763948497854,0.0815450643776824
deng-reads,0.04477611940298507,0.13805970149253732
deng-rpkms,0.04477611940298507,0.13805970149253732
fan,0.10606060606060606,0.3333333333333333
goolam,0.04838709677419355,0.25806451612903225
klein,0.11152005888847995,0.34339344865660654
lake,0.014792899408284023,0.023011176857330704
li,0.040998217468805706,0.12299465240641712
manno_human,0.0012410027302060065,0.004467609828741623
manno_mouse,0.005581395348837209,0.012558139534883722
marques,0.01504056995844053,0.09123293093211954
muraro,0.0014111006585136407,0.10301034807149577
pollen,0.023255813953488372,0.17940199335548174
romanov,0.016660881638320028,0.02464422075668171
segerstolpe,0.0022655188038060714,0.007249660172179429
shekhar,0.0017890421170331718,0.009392471114424152
TabulaMuris_Bladder_10X,0.0228,0.1064
TabulaMuris_Bladder_FACS,0.06043956043956044,0.4004884004884005
TabulaMuris_Brain_Microglia_FACS,0.007559848803023939,0.9090718185636287
TabulaMuris_Brain_Neurons_FACS,0.002489774141917126,0.03592388404766139
TabulaMuris_Colon_FACS,0.006025548324897566,0.19619185345866474
TabulaMuris_Fat_FACS,0.004605936540429887,0.03770044353462982
TabulaMuris_Heart_10X,0.03211009174311927,0.3394495412844037
TabulaMuris_Heart_FACS,0.0015571913929784825,0.17950169875424687
TabulaMuris_Kidney_10X,0.016175413371675055,0.04061826024442847
TabulaMuris_Kidney_FACS,0.04393063583815029,0.07514450867052024
TabulaMuris_Liver_10X,0.010395010395010396,0.5228690228690228
TabulaMuris_Liver_FACS,0.029561671763506627,0.199796126401631
TabulaMuris_Lung_FACS,0.0010400416016640667,0.006760270410816433
TabulaMuris_Mammary_10X,0.041508591832180315,0.17049765677304174
TabulaMuris_Mammary_FACS,0.01840030041306797,0.1607209913631243
TabulaMuris_Marrow_10X,0.01532101167315175,0.03939688715953307
TabulaMuris_Marrow_FACS,0.025396825396825397,0.34509803921568627
TabulaMuris_Muscle_10X,0.07279602930749232,0.262585677144883
TabulaMuris_Muscle_FACS,0.01665080875356803,0.21027592768791628
TabulaMuris_Pancreas_FACS,0.014788373278939317,0.20958694543600204
TabulaMuris_Skin_FACS,0.018262987012987012,0.5564123376623377
TabulaMuris_Spleen_10X,0.015042306486994672,0.23890107594275567
TabulaMuris_Spleen_FACS,0.027939464493597205,0.23457508731082655
TabulaMuris_Thymus_10X,0.07826694619147449,0.9203354297693921
TabulaMuris_Thymus_FACS,0.02088607594936709,0.7911392405063291
TabulaMuris_Tongue_10X,0.32209038794827355,0.6779096120517264
TabulaMuris_Tongue_FACS,0.2520949720670391,0.7213687150837989
TabulaMuris_Trachea_FACS,0.02372393961179008,0.409058231488138
tasic-reads,0.005360333531864205,0.16378796902918405
tasic-rpkms,0.005360333531864205,0.01429422275163788
treutlein,0.0375,0.15
usoskin,0.1302250803858521,0.3745980707395498
xin,0.03284182305630027,0.5938337801608579
yan,0.06666666666666667,0.17777777777777778
zeisel,0.008652246256239601,0.06589018302828618
