dataset,method,r.euc,r.seu,r.cor,r.cos,opt.type,opt.value
TabulaMuris_Bladder_FACS,nsnmf,0.6905620165049491,-0.140484050910674,0.413058079586425,0.810837670197787,ss_euc,0.4607834
TabulaMuris_Bladder_FACS,pca,0.85837539491888,0.0956304446971544,0.49888345557579905,0.635834591920967,ss_euc,0.35978946
TabulaMuris_Bladder_FACS,phate,0.695269072496514,0.0586176448424286,0.44079228907674,0.470350845902313,ss_euc,0.38271308
TabulaMuris_Bladder_FACS,pmf,0.7262946688090259,0.377417543594281,0.439004048467983,0.4059410482160661,ss_euc,0.36824682
TabulaMuris_Bladder_FACS,psmf,0.6989314139688351,-0.14310062150692301,0.246931685369016,0.29554878962471304,ss_euc,0.3911183
TabulaMuris_Bladder_FACS,saucie,0.000464724714849737,-0.034588523410618,0.00647532762114956,0.0102704356812984,ss_euc,-0.016091254
TabulaMuris_Bladder_FACS,snmf,0.714544565739683,0.35353455236205494,0.43707388431981803,0.414683963379562,ss_euc,0.36287242
TabulaMuris_Bladder_FACS,spca,0.8548656258210691,0.0865898517208783,0.4314965468804629,0.649516853663297,ss_euc,0.359238
TabulaMuris_Bladder_FACS,spca-batch,0.8553994867812571,0.0784623425349443,0.39991907799315707,0.583708123678061,ss_euc,0.3655614
TabulaMuris_Bladder_FACS,spectral,0.726583241710785,-0.21647831349739702,0.248033103632828,0.370224438190223,ss_euc,0.38592
TabulaMuris_Bladder_FACS,srp,0.138110696511244,0.32226249706101695,0.434418571517123,0.43086520800462796,ss_euc,0.19072588
TabulaMuris_Bladder_FACS,tsvd,0.8555018008119829,0.0999157093125428,0.0526593451242475,0.44953074690773903,ss_euc,0.35940048
TabulaMuris_Bladder_FACS,umap,0.7860805795590929,-0.0136145661913974,0.38525477552079207,0.376667780926256,ss_euc,0.3926948
TabulaMuris_Bladder_FACS,vasc,0.602836495516584,-0.0102508383448109,0.24182677579588502,0.566261424005778,ss_euc,0.27890593
TabulaMuris_Bladder_FACS,vpac,0.816233170998069,0.0942969060512849,0.771786738422963,0.6513447196138421,ss_euc,0.38033646
TabulaMuris_Bladder_FACS,zifa,0.789524990723425,0.0268876613092088,0.686318620339254,0.842562667903458,ss_euc,0.40198866
TabulaMuris_Brain_Microglia_FACS,bd,0.358394733585057,0.314724530808573,0.33046952016298,0.3688266438983429,ss_euc,0.5252880999999999
TabulaMuris_Brain_Microglia_FACS,fa,0.30039090543294605,0.305546123063139,0.214983598702351,0.28965837570032,ss_euc,0.7275826
TabulaMuris_Brain_Microglia_FACS,fica,0.720378513706903,0.28701028475520896,0.30819219184896696,0.331775051862852,ss_euc,0.5477865
TabulaMuris_Brain_Microglia_FACS,grp,0.929656303717574,0.276284643951473,0.847925299658854,0.8597753966121751,ss_euc,0.43370017
TabulaMuris_Brain_Microglia_FACS,icm,0.35999964772797494,0.17011992374371,-0.0197320318799888,0.127494766503641,ss_euc,0.40909186
TabulaMuris_Brain_Microglia_FACS,ipca,0.0764673678429252,0.17994529009483198,0.35978386641146004,0.42045040045614296,ss_euc,0.44466612
TabulaMuris_Brain_Microglia_FACS,isomap,-0.0142933711189282,0.133640300550737,0.43490852728259205,0.43859459903900705,ss_euc,0.3866152
TabulaMuris_Brain_Microglia_FACS,ivis,-0.279798018236345,0.0525863746296239,0.5333235566011211,0.550147711788462,ss_euc,0.7408501000000001
TabulaMuris_Brain_Microglia_FACS,kpca-cos,-0.0134363138109324,0.1823029578221,0.450928232318615,0.45132358011574897,ss_euc,0.43489775
TabulaMuris_Brain_Microglia_FACS,kpca-pol,0.21327130565169602,0.18991443559997198,0.319425193881438,0.272639724244873,ss_euc,0.38154757
TabulaMuris_Brain_Microglia_FACS,kpca-rbf,-0.0942422938130662,0.160338847522924,0.553722923780469,0.553497673435734,ss_euc,0.32733327
TabulaMuris_Brain_Microglia_FACS,lda,0.6385667438842171,0.266912660049163,0.428887818197157,0.45135444491311894,ss_euc,0.43780014
TabulaMuris_Brain_Microglia_FACS,lle,-0.11141191108911698,0.12424183219588,0.0311726672736698,0.0356518155675815,ss_euc,0.5181306999999999
TabulaMuris_Brain_Microglia_FACS,lsnmf,-0.0143816742839624,0.0520441529520263,0.0020438680177347303,0.117432830560334,ss_euc,0.03146517
TabulaMuris_Brain_Microglia_FACS,mctsne,0.8192424910347951,0.14265245773584198,0.419240238185802,0.41178213861959706,ss_euc,0.061800428
TabulaMuris_Brain_Microglia_FACS,nmf,0.976860431827652,0.27525629106144706,0.9239378249895741,0.9240535868853978,ss_euc,0.613239
TabulaMuris_Brain_Microglia_FACS,nmf2,0.760792268429783,0.135916424303911,0.347656729810905,0.724001983109165,ss_euc,0.39225784
TabulaMuris_Brain_Microglia_FACS,nsnmf,0.814551560151677,0.456558551678041,0.39981116457709903,0.695426958711698,ss_euc,0.6461629
TabulaMuris_Brain_Microglia_FACS,pca,0.0764674266066927,0.179946055923936,0.35366934787606896,0.420450419347544,ss_euc,0.44466759999999994
TabulaMuris_Brain_Microglia_FACS,phate,-0.066938961363527,0.14644977075804,0.654958105303843,0.6601275420549201,ss_euc,0.67294157
TabulaMuris_Brain_Microglia_FACS,pmf,0.6709079754111109,0.525967203792188,0.4377298160267371,0.698813024842787,ss_euc,0.5354003
TabulaMuris_Brain_Microglia_FACS,psmf,0.4646705309348971,0.5881196358144979,0.560033982228692,0.5636787523312701,ss_euc,0.54863805
TabulaMuris_Brain_Microglia_FACS,saucie,0.0047485839590686,0.00990860813257561,-0.00157116850339195,-0.00153307906358656,ss_euc,0.12723362
TabulaMuris_Brain_Microglia_FACS,snmf,0.662476767420451,0.16931076618552302,0.495473892483866,0.5617160697608969,ss_euc,0.6224253000000001
TabulaMuris_Brain_Microglia_FACS,spca,0.0840183313854989,0.179171759563397,0.24141293953726198,0.37227787162384207,ss_euc,0.43612036
TabulaMuris_Brain_Microglia_FACS,spca-batch,0.8217700300586629,0.289938953490359,0.34351248098328,0.317811276686172,ss_euc,0.44986108
TabulaMuris_Brain_Microglia_FACS,spectral,0.0362271341668815,0.35010833384187295,0.046192402370274,0.0464906449965852,ss_euc,0.08198544
TabulaMuris_Brain_Microglia_FACS,srp,0.423122833954869,0.530961827070276,0.5004922592259691,0.500669327961214,ss_euc,0.46589732
TabulaMuris_Brain_Microglia_FACS,tsvd,0.0922506953478313,0.21761689473454002,0.659878995553736,0.66260217432252,ss_euc,0.41396022
TabulaMuris_Brain_Microglia_FACS,umap,0.9027669599071991,0.12173458276534199,0.23020595293720603,0.581110483906897,ss_euc,0.22546366
TabulaMuris_Brain_Microglia_FACS,vasc,0.0692827051458601,0.0954350915218775,0.102984445124791,0.138475441418087,ss_euc,0.16707389
TabulaMuris_Brain_Microglia_FACS,vpac,0.427426820629503,0.23194569656482,0.33361726572746697,0.334767073947757,ss_euc,0.51589006
TabulaMuris_Brain_Microglia_FACS,zifa,0.523200708706863,0.36834589062969,0.16512415174491102,0.314183118248888,ss_euc,0.42981452
TabulaMuris_Brain_Neurons_FACS,bd,0.6514359323474119,,0.372013521728482,0.310309620018791,ss_euc,0.3470457
TabulaMuris_Brain_Neurons_FACS,fa,0.8302929658897901,,0.54673413600888,0.4627972437885539,ss_euc,0.5050241
TabulaMuris_Brain_Neurons_FACS,fica,0.797209937958816,,0.37232784879307895,0.482794629593506,ss_euc,0.4671522
TabulaMuris_Brain_Neurons_FACS,grp,0.8984855367393241,,0.8149852625479419,0.8219016089301421,ss_euc,0.17227688
TabulaMuris_Brain_Neurons_FACS,icm,0.8108385632860992,,0.27341556218586,0.297582558021831,ss_euc,0.44360572
TabulaMuris_Brain_Neurons_FACS,ipca,0.730286619362442,,0.6553946338058471,0.558220093212653,ss_euc,0.45941305
TabulaMuris_Brain_Neurons_FACS,isomap,0.8603748940932441,,0.20790883776764701,0.11766911940880699,ss_euc,0.24055696
TabulaMuris_Brain_Neurons_FACS,ivis,0.380697737264292,,0.3037214370909,0.23053430517762802,ss_euc,0.31270558
TabulaMuris_Brain_Neurons_FACS,kpca-cos,0.451906557582611,,0.767810685725079,0.674370139833366,ss_euc,0.40180188
TabulaMuris_Brain_Neurons_FACS,kpca-pol,0.8898464399261591,,0.4979087595652071,0.402418283235818,ss_euc,0.45829204
TabulaMuris_Brain_Neurons_FACS,kpca-rbf,0.163722634944053,,0.7879033230027829,0.727651206070848,ss_euc,0.30806008
TabulaMuris_Brain_Neurons_FACS,lda,0.5264960341870429,,0.48293093009954996,0.34323857575563105,ss_euc,0.41286215
TabulaMuris_Brain_Neurons_FACS,lle,0.11880389555131098,,0.48469659919486796,0.4813020074145061,ss_euc,0.21258083
TabulaMuris_Brain_Neurons_FACS,lsnmf,0.8755930605996289,,0.22346248745000102,0.34615512499700607,ss_euc,0.45384917
TabulaMuris_Brain_Neurons_FACS,mctsne,0.643088483749815,,0.541405536169097,0.46370778860496903,ss_euc,0.2714183
TabulaMuris_Brain_Neurons_FACS,nmf,0.8345154980628209,,0.239541841638802,0.244907551953515,ss_euc,0.48242342
TabulaMuris_Brain_Neurons_FACS,nmf2,0.8284757248334691,,0.186654316783078,0.5025418946753349,ss_euc,0.4124402
TabulaMuris_Brain_Neurons_FACS,nsnmf,0.855982858155945,,0.21776522479713,0.565209656644238,ss_euc,0.35590163
TabulaMuris_Brain_Neurons_FACS,pca,0.730286378224331,,0.645655995369704,0.558219754335442,ss_euc,0.4594126
TabulaMuris_Brain_Neurons_FACS,phate,0.617483919479672,,0.520494917376645,0.5341362950905739,ss_euc,0.40692055
TabulaMuris_Brain_Neurons_FACS,pmf,0.910064476631212,,0.239913194016394,0.48118910269276294,ss_euc,0.4271960999999999
TabulaMuris_Brain_Neurons_FACS,psmf,0.8342790990033159,,0.4520362969605429,0.6705224458565451,ss_euc,0.49543658
TabulaMuris_Brain_Neurons_FACS,saucie,0.00694375171397323,,0.000366041956373009,-0.00134252771330655,ss_euc,-0.038479163999999996
TabulaMuris_Brain_Neurons_FACS,snmf,0.887025459044252,,0.274430318562014,0.296054914974677,ss_euc,0.44452134
TabulaMuris_Brain_Neurons_FACS,spca,0.8542904470128441,,0.619999636200804,0.525357087565038,ss_euc,0.45697692
TabulaMuris_Brain_Neurons_FACS,spca-batch,0.8052981844432859,,0.602690578498281,0.5200928428218111,ss_euc,0.46634215
TabulaMuris_Brain_Neurons_FACS,spectral,0.795474014407658,,0.25857380324045104,0.31168686084386305,ss_euc,0.25654283
TabulaMuris_Brain_Neurons_FACS,srp,0.9021200187478701,,0.7769308767027929,0.7852200792940709,ss_euc,0.16177952
TabulaMuris_Brain_Neurons_FACS,tsvd,0.72277034749258,,0.767762364544134,0.7286805973401059,ss_euc,0.44921505
TabulaMuris_Brain_Neurons_FACS,umap,0.5790885194530839,,0.322349232490627,0.235385105905966,ss_euc,0.23080085
TabulaMuris_Brain_Neurons_FACS,vasc,0.7892804870247979,,0.582142932603931,0.5502174577165551,ss_euc,0.40112692
TabulaMuris_Brain_Neurons_FACS,vpac,0.34149484492645005,,0.541037195364481,0.535889593211025,ss_euc,0.5491441
TabulaMuris_Brain_Neurons_FACS,zifa,0.696654766116462,,0.689886209355709,0.758650814883436,ss_euc,0.4463549
TabulaMuris_Colon_FACS,bd,0.18652369267923397,0.09376011564780301,0.265863154984611,0.30591852923894897,ss_euc,0.012105458999999999
TabulaMuris_Colon_FACS,fa,0.489937275446122,0.309234161895213,0.23041480263444,0.194568897875155,ss_euc,0.1247513
TabulaMuris_Colon_FACS,fica,0.446933371742655,0.18684753050147002,0.18401527356438802,0.146954131339586,ss_euc,0.06661962
TabulaMuris_Colon_FACS,grp,0.817143185514067,0.28978636792036894,0.882141822969078,0.8873357300205129,ss_euc,-0.027785003
TabulaMuris_Colon_FACS,icm,0.432961647574954,0.293122331833698,0.23990792592081503,0.475567109217247,ss_euc,0.08601085
TabulaMuris_Colon_FACS,ipca,0.901546262135539,0.18363372064729697,0.33588245026859603,0.296889132634269,ss_euc,-0.060633544000000004
TabulaMuris_Colon_FACS,isomap,0.7423495820334292,0.0189097537241533,0.336397093581347,0.302032765979969,ss_euc,-0.15277593
TabulaMuris_Colon_FACS,ivis,0.33293101233861,0.0998768576033553,0.16246757280201402,0.11553022158699303,ss_euc,0.06785142400000001
TabulaMuris_Colon_FACS,kpca-cos,0.6043669313858461,0.20038253044776802,0.49233702969222504,0.453449680483947,ss_euc,0.07119504
TabulaMuris_Colon_FACS,kpca-pol,0.861364740081956,0.13234812480385302,0.100552871219721,0.0512272512207536,ss_euc,-0.24616696
TabulaMuris_Colon_FACS,kpca-rbf,0.519233151895158,0.107276048864289,0.49115143765107294,0.457643076955837,ss_euc,-0.02419846
TabulaMuris_Colon_FACS,lda,0.229031849891877,0.0363821829966728,0.0928447215974841,0.310465451321424,ss_euc,0.11120507
TabulaMuris_Colon_FACS,lle,-0.0555827904373958,-0.0623809613728455,0.0464140482291445,0.0473927622333722,ss_euc,0.009775518
TabulaMuris_Colon_FACS,lsnmf,-0.00134387844394689,0.0116161006236072,-0.00021262402280606,0.0219948888547613,ss_euc,-0.006497711999999999
TabulaMuris_Colon_FACS,mctsne,0.598129222589616,0.10605635368584698,0.133424935418609,0.13440650864961098,ss_euc,-0.05000978
TabulaMuris_Colon_FACS,nmf,0.384206347031572,0.339688395390445,0.27067122625871,0.46861079684079,ss_euc,0.127778
TabulaMuris_Colon_FACS,nmf2,0.777042188983417,0.246560651716115,-0.0368204933473544,0.5776615886294411,ss_euc,-0.14487265
TabulaMuris_Colon_FACS,nsnmf,0.39823065550729103,0.388321455088733,0.146397318230919,0.519410777113952,ss_euc,0.07838755
TabulaMuris_Colon_FACS,pca,0.894931370940095,0.18698677758744697,0.33600487961816,0.297917029378562,ss_euc,-0.06109544
TabulaMuris_Colon_FACS,phate,0.7157110116117079,0.10257196740395699,0.33601950088340504,0.29388512701082004,ss_euc,0.073855706
TabulaMuris_Colon_FACS,pmf,0.7335315182235649,0.342939299982329,0.20661515789574203,0.648072326618107,ss_euc,0.08018668
TabulaMuris_Colon_FACS,psmf,0.452189016114566,0.23320132067707897,0.21019148381157501,0.22805529088339102,ss_euc,0.10103191
TabulaMuris_Colon_FACS,saucie,0.00261948717602458,-0.006125261608549971,-0.00555482093257964,-0.004208714396194271,ss_euc,-0.02927364
TabulaMuris_Colon_FACS,snmf,0.591579165540119,0.27118287838802396,0.4224720763061339,0.5745238336438779,ss_euc,0.046148315
TabulaMuris_Colon_FACS,spca,0.850988243670923,0.33521283332089896,0.383148514048299,0.33846508461626,ss_euc,0.045312992999999996
TabulaMuris_Colon_FACS,spca-batch,0.7985485914360151,0.272880735322671,0.302580349971023,0.255877765008047,ss_euc,0.004783738
TabulaMuris_Colon_FACS,spectral,0.229058429966781,0.13626305508841802,0.124627029272763,0.120186006240182,ss_euc,0.010376058
TabulaMuris_Colon_FACS,srp,0.860279493473499,0.316965691819438,0.892518107092445,0.8962926688451579,ss_euc,-0.03551533
TabulaMuris_Colon_FACS,tsvd,0.8947901533055029,0.218192653452597,0.8327788313711999,0.808716654921313,ss_euc,-0.06136169
TabulaMuris_Colon_FACS,umap,0.820293779647109,0.13756119435484898,0.108808294155706,0.0716132749376774,ss_euc,-0.19541924
TabulaMuris_Colon_FACS,vasc,0.333804645066558,0.23269916677730298,0.10752356578903999,0.109296168748152,ss_euc,0.09596108
TabulaMuris_Colon_FACS,vpac,0.375869006299733,0.0998107959025767,0.3333396765450661,0.39031987397262496,ss_euc,0.014825068
TabulaMuris_Colon_FACS,zifa,0.495513626500958,0.166340383630658,0.48197650809678994,0.459699997248734,ss_euc,0.020979932000000003
TabulaMuris_Fat_FACS,bd,0.7998537145537429,0.140237998169776,0.335592950891738,0.30279213760531704,ss_euc,0.077666335
TabulaMuris_Fat_FACS,fa,0.473007420987055,0.14467085943351699,0.403460875915692,0.35879182959073996,ss_euc,0.29328278
TabulaMuris_Fat_FACS,fica,0.426716534845807,0.0771813701718354,0.5395400794311189,0.37540215892285206,ss_euc,0.29935202
TabulaMuris_Fat_FACS,grp,0.7620256705485691,0.4912099834579439,0.835077114833923,0.842292447876461,ss_euc,0.036174886
TabulaMuris_Fat_FACS,icm,0.7577972188668199,0.17801260267223198,0.506777370741253,0.362342798868145,ss_euc,0.28831106
TabulaMuris_Fat_FACS,ipca,0.693323408255047,0.5288832013872979,0.490238488044622,0.436054962127683,ss_euc,0.25600076
TabulaMuris_Fat_FACS,isomap,0.798325475260842,0.285384583794037,0.272505022142347,0.198151963139514,ss_euc,0.07255632
TabulaMuris_Fat_FACS,ivis,0.16914380268625098,-0.12931017329352001,0.18679895711742003,0.34504194975694297,ss_euc,0.44318163
TabulaMuris_Fat_FACS,kpca-cos,0.3555507431980371,-0.149403245514885,0.509191782769163,0.5051574993586301,ss_euc,0.26666063
TabulaMuris_Fat_FACS,kpca-pol,0.851283564640532,0.616522212090897,0.293040347377449,0.21797759344353698,ss_euc,0.16213611
TabulaMuris_Fat_FACS,kpca-rbf,0.0567564047642077,0.19811864936707801,0.7840657769065309,0.756100599904958,ss_euc,0.19514224
TabulaMuris_Fat_FACS,lda,0.0503910107739078,0.334067137629437,0.251997752680254,0.287996321987263,ss_euc,0.27794948
TabulaMuris_Fat_FACS,lle,0.586393925672025,-0.0920389785921681,0.392514279922444,0.2916368324367,ss_euc,0.18814051
TabulaMuris_Fat_FACS,lsnmf,0.698364865039652,0.36933283085620894,0.19830115025827502,0.38167250692909493,ss_euc,0.18878838
TabulaMuris_Fat_FACS,mctsne,0.760502552898379,0.291505912960195,0.327986013940416,0.273154134328363,ss_euc,0.12666455
TabulaMuris_Fat_FACS,nmf,0.5720158832459301,0.17565222884439902,0.4640578938577671,0.31290336021868503,ss_euc,0.29185525
TabulaMuris_Fat_FACS,nmf2,0.731612299556895,0.17240578526498399,0.316456445826131,0.30721709157539695,ss_euc,0.19372533
TabulaMuris_Fat_FACS,nsnmf,0.562625901158115,0.3592396761575539,0.0532910197446838,0.5745473010149301,ss_euc,0.23567533
TabulaMuris_Fat_FACS,pca,0.693360729229918,0.5293898110636,0.495559475591664,0.436070368063911,ss_euc,0.2560251
TabulaMuris_Fat_FACS,phate,0.6682047563596839,0.23825550421922895,0.331764805244979,0.25085320970041,ss_euc,0.32309008
TabulaMuris_Fat_FACS,pmf,0.5325940189276189,0.18635929254115696,0.29009220390273904,0.6294149599064871,ss_euc,0.19462676
TabulaMuris_Fat_FACS,psmf,0.125800816460767,0.177263406041785,0.19845424871824105,0.26679520747923796,ss_euc,0.24225785
TabulaMuris_Fat_FACS,saucie,0.00376688070443099,0.005089527311831999,0.009104676622494309,0.00930282261225146,ss_euc,-0.026855245
TabulaMuris_Fat_FACS,snmf,0.633779720128195,0.188017213116546,0.4617258237931579,0.34869995583962893,ss_euc,0.27406505
TabulaMuris_Fat_FACS,spca,0.699789157824988,0.487826809386556,0.527323406569558,0.452196736238079,ss_euc,0.25507057
TabulaMuris_Fat_FACS,spca-batch,0.639697416611741,0.0864336529458741,0.443052188659923,0.3728287359431379,ss_euc,0.23623408
TabulaMuris_Fat_FACS,spectral,0.490908062454699,0.43137719227194704,0.119026296617468,0.137362296218144,ss_euc,0.03966341
TabulaMuris_Fat_FACS,srp,0.6909820364818839,0.455841793570278,0.710900190906409,0.7011583702014449,ss_euc,0.03924438
TabulaMuris_Fat_FACS,tsvd,0.691514059661663,0.5232473951026071,0.8784645802329549,0.838593762934943,ss_euc,0.2561152
TabulaMuris_Fat_FACS,umap,0.595204170295082,-0.0867159575872419,0.175792614486872,0.21711343953044396,ss_euc,0.096771665
TabulaMuris_Fat_FACS,vasc,0.0756062468178501,0.235616705100143,0.200833227121728,0.237238857502263,ss_euc,0.33518916
TabulaMuris_Fat_FACS,vpac,0.280938903555099,-0.00659731219621206,0.23010630314121203,0.233824381664839,ss_euc,0.38208374
TabulaMuris_Fat_FACS,zifa,0.300487556070936,-0.0579451586633911,0.6621913464940521,0.826797752384765,ss_euc,0.31062558
TabulaMuris_Heart_10X,bd,0.299289903567317,0.535606783151697,0.38054663513385206,0.26535827136049395,ss_euc,0.48655707
TabulaMuris_Heart_10X,fa,0.601323568452777,0.126149858966549,0.374390875341433,0.370843229708483,ss_euc,0.64612967
TabulaMuris_Heart_10X,fica,0.41368345930132,0.35333000688117294,0.41063129349057503,0.300253868641182,ss_euc,0.46134084
TabulaMuris_Heart_10X,grp,0.983982087484706,0.0382527396026516,0.962059610145477,0.962448615074596,ss_euc,0.22603297
TabulaMuris_Heart_10X,icm,0.580807573217706,0.295096760321172,0.555805232920869,0.450140036126783,ss_euc,0.5735
TabulaMuris_Heart_10X,ipca,0.5569509612447869,0.35333000824604294,0.5446807805429,0.447691092617543,ss_euc,0.48188165
TabulaMuris_Heart_10X,isomap,0.898484403674381,-0.0277514156095807,0.7513930552306078,0.7551309646840529,ss_euc,0.40752646
TabulaMuris_Heart_10X,ivis,0.294557808866353,0.0339347477890486,0.22124961577674102,0.232576374755732,ss_euc,0.57414985
TabulaMuris_Heart_10X,kpca-cos,0.304908737882737,0.11638351487833802,0.5962984307349389,0.464365741575167,ss_euc,0.5612319
