dataset,method,dimensions,log,variance-ratio-criterion,davies-bouldin,dunn-index,silhouette-score
kumar,pca,2,0,1023.0314311586446,0.4207829697949815,3.652890787447813,0.67787063
kumar,pca,3,0,576.7878517669678,0.5436475985301773,2.4366646759667616,0.6048968
kumar,pca,4,0,513.120794901552,0.5635134958624489,2.085154995454161,0.5877586
kumar,pca,6,0,448.13140995409583,0.6099605616085955,1.919373434150745,0.5616517
kumar,pca,7,0,436.7869382879366,0.6183853196067465,1.8649485863655069,0.5558112
kumar,pca,8,0,429.3123198504998,0.6232667406234381,1.826618904643133,0.55216956
kumar,pca,9,0,424.76966116945,0.62587217558539,1.79989393061423,0.5501301
kumar,pca,12,0,414.85896440456077,0.63143304990132,1.7382027572597274,0.5456957
kumar,pca,14,0,410.1077916160739,0.634639332827054,1.714492715329044,0.54340947
kumar,pca,16,0,405.9261433072009,0.637524613688844,1.6937282148661452,0.5414235
kumar,pca,18,0,402.34853847585504,0.6395224853112542,1.676480196152077,0.53991085
kumar,pca,20,0,399.3613136246043,0.6412283763335159,1.661200592219619,0.5386591
kumar,pca,30,0,388.3454129832349,0.6480523285737085,1.6044685455654102,0.5334349
kumar,pca,35,0,384.8154539642981,0.6501862654510575,1.5865803962267517,0.5317578
kumar,pca,40,0,381.9397122073675,0.6519127937430064,1.5717143831087481,0.5303755
kumar,pca,45,0,379.67256519152465,0.6534678102823744,1.5605863107092983,0.5292093
kumar,pca,75,0,372.4838529946083,0.6595739217972553,1.5288054370872808,0.5250982
kumar,umap,10,0,2787.818230142101,0.2222437434143508,7.831697844290599,0.845718
kumar,umap,25,0,2892.189331414409,0.19803816637027052,8.443387013900672,0.8613512
kumar,umap,100,0,2497.4400887267675,0.24232818622376104,6.867887894450092,0.8299268
kumar,umap,5,0,2702.5825672922474,0.20111120927052947,8.830899349788499,0.8594896
kumar,umap,50,0,2541.381815865679,0.25340034254821986,6.439451290608901,0.8220154
kumar,umap,1,0,1557.8148222465088,0.2650814840007312,6.711968755564676,0.8086319
kumar,umap,2,0,2743.0549252569053,0.22011292149959627,7.011040973271603,0.8418558
kumar,umap,3,0,2474.5717327881903,0.2797805398388577,6.061349795821617,0.8046041
kumar,umap,4,0,2917.1598480327,0.23839987058090384,7.024456454464335,0.8307175
kumar,umap,6,0,2463.4525152160877,0.29530608101591516,5.689882502667305,0.7914304
kumar,umap,7,0,2099.6511962764407,0.24790674672725957,6.744316095442957,0.8294983
kumar,umap,8,0,2499.248266882693,0.2460552900841757,6.500335287006124,0.82843727
kumar,umap,9,0,2861.4665655838844,0.26605436969171997,5.584287330230933,0.8131788
kumar,umap,12,0,2690.4929370988225,0.2470625725243918,6.547698927935715,0.82677215
kumar,umap,14,0,2688.5371397847666,0.21253679687640958,7.971089166013566,0.8505085
kumar,umap,16,0,2642.1896402020893,0.27202470666773215,5.880595904694469,0.8053642
kumar,umap,18,0,2519.7738145442945,0.2575971341984144,6.300787474711256,0.81946605
kumar,umap,20,0,2225.092411320345,0.2598057864961255,6.519897440805875,0.8194121
kumar,umap,30,0,2503.1328714210144,0.2427675437524285,6.725559828748594,0.83154434
kumar,umap,35,0,2698.804653592419,0.21609969212124316,7.635600894127184,0.8477999
kumar,umap,40,0,2576.4177577522187,0.22742055422496762,7.41813823455549,0.84307265
kumar,umap,45,0,2600.774900288261,0.23683372552152418,7.237548722054298,0.8340483
kumar,umap,75,0,2516.2733501301477,0.234094063011563,7.3086111901382305,0.8370863
kumar,fa,10,0,28.87511624380664,2.158776895663769,0.5463204753518609,0.26775312
kumar,fa,25,0,10.127076552754437,3.7704231082782402,0.30179986107855555,0.1380443
kumar,fa,100,0,2.448026139667627,8.6377661169369,0.14979634891953245,0.051582515
kumar,fa,250,0,0.999999956871436,12.980783877448365,0.15142797129938854,-3.7751665e-08
kumar,fa,500,0,1.000000067842685,12.98078314553702,0.15142797997234986,-3.111017e-08
kumar,fa,1000,0,0.9999999757704696,12.980783876634169,0.15142797547023312,-2.5866882e-08
kumar,fa,2500,0,0.9999998538959317,12.980782969133202,0.1514279882820285,-4.579137e-08
kumar,fa,5000,0,0.9999999595366842,12.980783772625514,0.1514279733263528,-3.8450775e-08
kumar,fa,10000,0,1.0000001216322425,12.980782935030183,0.1514279840599642,-3.7402113e-08
kumar,fa,15000,0,0.9999998960922107,12.98078370212034,0.1514279792152288,-3.390659e-08
kumar,fa,5,0,75.33975437464626,1.1755231426074084,1.134974466612056,0.43735844
kumar,fa,50,0,4.872679704159117,5.551349942718377,0.19093949155578668,0.12791574
kumar,fa,1,0,3338.8429823179345,0.48793912011851387,1.0432431094696097,0.56214094
kumar,fa,2,0,1784.1252780600248,0.24307360652057153,6.4188093851684975,0.8284411
kumar,fa,3,0,201.51401009401135,0.7839961886820523,1.6828691136567064,0.56618285
kumar,fa,4,0,110.9525700887416,1.1067803994277032,1.1637205198737424,0.4561856
kumar,fa,6,0,57.035542279480104,1.4406284852884828,0.8850323974771018,0.37092283
kumar,fa,7,0,45.884734459190675,1.6574832486169297,0.7324576054756721,0.3404432
kumar,fa,8,0,38.284155285910735,1.8472252971861218,0.656439068664129,0.30157915
kumar,fa,9,0,32.99884214363051,2.05036937385614,0.5903086752725201,0.26873723
kumar,fa,12,0,23.253987020088204,2.4665681264995336,0.4817164825566411,0.22512923
kumar,fa,14,0,19.344581133213534,2.682396423266424,0.43389838383940504,0.21373393
kumar,fa,16,0,16.651660377611723,2.940665938313746,0.39465855619843915,0.19168968
kumar,fa,18,0,14.586383569800118,3.1223125963947886,0.36685745324796903,0.18520418
kumar,fa,20,0,12.964160892004653,3.3414688422178807,0.3420722145431887,0.17063959
kumar,fa,30,0,8.357345591513576,4.1880530562490845,0.26998267020962935,0.12027672
kumar,fa,35,0,7.067651516622224,4.587341305028871,0.24084377893090098,0.12433974
kumar,fa,40,0,6.146066180856591,4.951507517929007,0.22112680746371105,0.115397885
kumar,fa,45,0,5.430991885341358,5.199469970351003,0.20510722454848826,0.12695344
kumar,fa,75,0,3.2421279042481426,7.112917973527583,0.14797330277204604,0.09083876
kumar,mctsne,5,0,1784.547825199956,0.2885982160028449,6.557291084785781,0.79623973
kumar,mctsne,10,0,1896.2605181515446,0.2828016435987739,6.187234956256496,0.79604733
kumar,mctsne,2500,0,4584.181643071628,0.04967154383254666,31.147982479771997,0.97443473
kumar,mctsne,5000,0,4536.57660116096,0.05062985108264628,30.649414627929474,0.9742685
kumar,mctsne,50,0,1.2369233124488235,2.854770915242565,0.4767902454326224,-0.1645648
kumar,mctsne,10000,0,4540.8005385332135,0.05064095712243518,30.7139444552243,0.97411466
kumar,mctsne,1,0,2733.616339936113,0.2857456426444169,5.75160528857533,0.78867084
kumar,mctsne,2,0,1415.5159970676823,0.3198955109784634,5.768025685919372,0.7733767
kumar,mctsne,3,0,1831.291210567566,0.28290484358474505,6.186370114455025,0.79540104
kumar,mctsne,4,0,1674.0688140674804,0.292335624333518,6.08339420378146,0.78939945
kumar,mctsne,6,0,1761.1643872040145,0.2966063058634752,5.940019642552133,0.78649116
kumar,mctsne,7,0,1808.8494612298189,0.29227601300899114,6.068416557757704,0.791012
kumar,mctsne,8,0,1991.003023129718,0.28402722726657864,6.150807362273339,0.7948939
kumar,mctsne,9,0,2060.2033691506226,0.28306583712123784,6.130905016985069,0.7952267
kumar,lda,5,0,451.9849479651998,1.5384187601925507,0.1725891576738242,0.28057814
kumar,lda,10,0,565.5023229972245,0.5616785380751376,2.1330782683729184,0.7448687
kumar,lda,25,0,211.27291092552792,1.0337093331016003,1.2498961397153627,0.53988683
kumar,lda,50,0,127.45180746751406,1.2720955556712925,1.0694891339220742,0.47345126
kumar,lda,250,0,32.317965033689056,3.112829895652608,0.44796715854500163,0.20528321
kumar,lda,100,0,83.64735291513885,1.6556169018312261,0.8271388160314164,0.38117683
kumar,lda,1000,0,23.495345146322133,3.472862055193566,0.40021157474459695,0.16835587
kumar,lda,500,0,21.04067977845491,3.247036484795403,0.39456185068275634,0.14909689
kumar,lda,2500,0,12.597803346469902,4.148216517523759,0.3656442410702865,0.08348269
kumar,lda,5000,0,15.3272361020193,3.585275820920632,0.4308358204491417,0.08734182
kumar,lda,1,0,1.0,0.0,nan,0.0
kumar,lda,2,0,5093.317924199466,0.9670656684769767,1.1758017083069268,0.43358183
kumar,lda,3,0,2536.105110806404,0.2290597883255019,4.3177173638724815,0.82294565
kumar,lda,4,0,949.5443292295988,0.3738535680551253,3.372136894276115,0.8124342
kumar,lda,6,0,514.1479346501874,0.5894152329012644,2.1943161104626054,0.7128219
kumar,lda,7,0,283.7769370170834,0.7063862387495096,2.195559284297677,0.5881561
kumar,lda,8,0,553.6172001478842,0.5441271679116129,2.2342127841025388,0.7513553
kumar,lda,9,0,523.739850078192,0.5716628926937847,2.1400568795648462,0.74062407
kumar,lda,12,0,248.4637750336678,0.9438596112464896,1.6274010336669442,0.5748771
kumar,lda,14,0,226.91417944238847,0.977663167990397,1.5307978597316114,0.5651929
kumar,lda,18,0,167.84319129631805,1.055364098888239,1.3771924059378289,0.49054816
kumar,lda,16,0,197.13501107845488,1.0009157274737355,1.3448705554078944,0.5203071
kumar,lda,20,0,168.8323027983317,1.1241799826583891,1.243757348009939,0.48709825
kumar,lda,35,0,85.39229505976876,1.6964207057005325,0.776783382069153,0.34655046
kumar,lda,30,0,81.27633645134115,1.5238522806202155,1.026157012556362,0.3581731
kumar,lda,45,0,72.20265080994311,1.6830196340497094,0.8648255992254522,0.34557056
kumar,lda,40,0,132.2501832861113,1.4000385371917485,0.8796933013107789,0.4351475
kumar,lda,75,0,59.23704421675951,1.9298670827471958,0.7725978815465854,0.3042887
simk4easy,umap,10,0,20463.48878343676,0.2173818923688081,3.2784288601599583,0.84879625
simk4easy,umap,25,0,22088.376157302642,0.24021032573935625,2.68599329029454,0.84715796
simk4easy,umap,100,0,23557.19345021069,0.20195907313697142,3.2280673057253786,0.8643175
simk4easy,umap,250,0,14658.332173161834,0.19552525849616956,4.143044619315917,0.8477686
simk4easy,umap,500,0,12119.155412474576,0.24304241625647954,2.9699082997078743,0.8439775
