dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
campbell,nmf,5,1,387.02068885453593,17.536875697904907,0.03563335083673013,-0.110637546
campbell,nmf,8,1,303.64594251176624,10.801677415535305,0.04716775857831308,-0.13427742
campbell,nmf,10,1,251.85343470545487,9.75854943712385,0.05697232186663736,-0.10143074
campbell,nmf,15,1,197.56445359864236,7.87406555894148,0.06674309569601797,-0.11189143
campbell,nmf,25,1,175.1488086570079,5.174346851955103,0.09620838847546523,-0.096873544
campbell,nmf,30,1,181.36676694207188,4.440442759776606,0.147376120688217,-0.07016607
campbell,nmf,35,1,154.0686820063111,4.175880664928521,0.09990235188724589,-0.08647596
campbell,nmf,40,1,148.9522644654529,4.416616128196543,0.11790787253277399,-0.076347575
campbell,nmf,45,1,160.7915086271334,4.700092339496192,0.11337249610985799,-0.07662011
campbell,nmf,50,1,144.720220771371,4.850026402523667,0.09936025520207604,-0.0911413
campbell,nmf,60,1,127.35869358940636,5.250143573963352,0.12183854621092381,-0.082495615
campbell,nmf,70,1,116.18987428055202,4.8596073385737215,0.11696637306369814,-0.08847523
campbell,nmf,80,1,168.67623813542636,4.2744652266598715,0.1020970734310733,-0.019516397
campbell,nmf,90,1,168.47631948282768,4.457506055058723,0.11508048752197833,-0.018162655
campbell,nmf,100,1,172.76340585556957,3.825947726036214,0.12447087239464164,-0.027661731
campbell,mctsne,2,1,538.7341080554773,17.755325912785292,0.03600781499950469,-0.13364579
campbell,mctsne,3,1,375.1440860522725,11.932459561357499,0.04977768130760479,-0.10384929
campbell,mctsne,4,1,532.6803261052972,9.818854563525155,0.08264074353180662,-0.043515317
campbell,mctsne,5,1,468.6720071007808,9.563288195740986,0.0913986372260015,-0.02910196
campbell,mctsne,8,1,516.8685114785143,8.109663446428774,0.09799737992549894,-0.014749978
campbell,mctsne,10,1,492.74353867097915,7.524145770549613,0.08598838744049274,-0.013684349
campbell,mctsne,70,1,0.8454592645123983,10.805393227172043,1.4208575795168766e-07,-0.96564156
campbell,mctsne,80,1,1.0387608136341706,9.209017733323657,0.019751104709437695,-0.95492965
campbell,mctsne,100,1,2.516808477227463,11.032538392475024,0.00010022489393369414,-0.69592714
campbell,fica,2,1,495.60354162463864,42.40312774191769,0.0070176398181984595,-0.097526506
campbell,fica,3,1,268.3569071821528,22.864638623016145,0.021103955857128067,-0.19770361
campbell,fica,4,1,223.19012738373388,16.874998757956444,0.036063752925824456,-0.16032341
campbell,fica,5,1,206.43575078387147,10.67335622174906,0.06906058996308177,-0.15237701
campbell,fica,8,1,192.32125739830974,7.985163280420558,0.09549369368090903,-0.1199757
campbell,fica,10,1,160.11054851910052,7.337347407195672,0.08980401508782086,-0.11816697
campbell,fica,15,1,160.32919960879394,5.680696166213422,0.11176464580613706,-0.10511886
