dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
campbell,fica,25,1,197.49139815549898,3.4712435726074022,0.23136561671646083,-0.0379088
campbell,fica,30,1,189.95842160990023,3.2460782692682266,0.24460365286661565,-0.031369355
campbell,fica,35,1,179.55087832129448,3.2269425348987286,0.20350156473375217,-0.02773027
campbell,fica,40,1,168.19040159291058,3.173810141021724,0.21738291423957534,-0.020918118
campbell,fica,45,1,163.0245528208384,3.0529681515457434,0.23445455467565574,-0.014473459
campbell,fica,50,1,157.80387238678506,3.0598084274073876,0.24329870858493977,-0.009496815
campbell,fica,60,1,145.25730205615872,3.0403343243609955,0.25576465705271156,-0.0050530797
campbell,fica,70,1,131.36278113077012,3.157612374536985,0.24158391950312313,-0.00044076098
campbell,fica,80,1,118.53109320315852,3.2644666225775483,0.24340366316317358,-0.0011672695
campbell,fica,90,1,106.19910695762808,3.4200677117790947,0.23346676562903293,-0.0018236138
campbell,lda,2,1,14669.570825349936,211.92289209467123,0.00016065806657460192,0.04895699
campbell,lda,3,1,1549.4040856592437,30.183737355778632,0.0005495793641211444,-0.06656675
campbell,lda,4,1,635.0604789653622,76.2050762547891,0.004970626387075308,-0.11705465
campbell,lda,5,1,967.1681881131132,17.043622709179836,0.030617575716175197,0.039119206
campbell,lda,8,1,388.2511696680134,10.550485706700211,0.07481699398021134,-0.041763574
campbell,lda,10,1,376.07937067579735,10.725550510284434,0.06090528128792643,-0.026637385
campbell,lda,15,1,339.7411667706164,6.695316595718005,0.09025830100056617,-0.0067417882
campbell,lda,25,1,331.1811291190677,4.865724594212331,0.13108724520841383,0.009151986
campbell,lda,30,1,268.78689735347893,5.168957601895049,0.10087841482164005,-0.019910365
campbell,lda,35,1,313.1531970542673,6.039551341150643,0.12807589082926443,0.0093889395
campbell,lda,40,1,231.44624949961218,5.215244478461126,0.13130495531709543,-0.038778905
campbell,lda,45,1,247.17201619219193,5.073896813620228,0.09690951708530605,-0.04420819
campbell,lda,50,1,229.70920352565102,4.871798339180625,0.14209029786154753,-0.04941117
campbell,lda,60,1,219.86489489818217,4.570136735878386,0.15508104897993907,-0.03442985
campbell,lda,70,1,221.24943988903934,5.027010858910458,0.15133199486188004,-0.04606615
campbell,lda,80,1,241.49346409903194,4.754366618489514,0.12823083920743217,-0.038379125
campbell,lda,90,1,232.30959533990853,4.752667542891639,0.14407341665530424,-0.03132471
chen,pca,2,1,251.06595266486786,69.99391739567683,0.004289557299621078,-0.15888286
chen,pca,3,1,265.4299409534247,44.50308077592343,0.004363374051268027,-0.093173176
chen,pca,4,1,283.2361433709751,27.943469665822555,0.011259849880911322,-0.024621576
chen,pca,5,1,292.2247679718904,22.324471697305388,0.01338104413235365,0.008015052
chen,pca,8,1,302.371944150586,15.871919033035418,0.032990835317939726,0.09032582
chen,pca,10,1,294.3798000488634,11.339801495118712,0.03726317301019805,0.097042814
chen,pca,15,1,287.4960716563045,9.878029296307764,0.05537856856826504,0.10119379
chen,pca,25,1,279.1939222435744,6.482551310492139,0.09123638887131168,0.11649634
chen,pca,30,1,275.4650112429034,6.087418906163196,0.10171263921662159,0.11839892
chen,pca,35,1,272.7471298338345,5.732538827296774,0.10335279518315865,0.1191869
chen,pca,40,1,270.2280069340983,5.447598616804853,0.11159496718367018,0.1183136
chen,pca,45,1,268.0629695391124,5.154761753574792,0.12597932119801977,0.11942876
chen,pca,50,1,265.8835982965237,5.002719134659147,0.13017056864582535,0.11886049
chen,pca,60,1,261.66381196349045,4.8750642251832685,0.145125006900364,0.1164267
chen,pca,70,1,257.9823888167098,4.7752143694657905,0.1587005499711569,0.114068665
chen,pca,80,1,254.5236633952651,4.690128884735955,0.17228241038020375,0.11157506
chen,pca,90,1,251.16645020433216,4.674905920605314,0.1796107679477094,0.10845298
chen,pca,100,1,247.99220128947414,4.666585945645645,0.17358635652850868,0.105449244
chen,isomap,2,1,360.5303525769502,72.04308332598696,0.0013288697255331198,-0.118947625
chen,isomap,3,1,315.32538391160426,30.705311942840904,0.005801541150789553,-0.09683984
chen,isomap,4,1,302.2416299622841,28.17687363008903,0.005868489931608516,-0.075594276
chen,isomap,5,1,281.439787797515,18.510060942253368,0.010267249112493238,-0.06942927
chen,isomap,8,1,268.16715894494905,7.889406462542398,0.028645974129379616,-0.019618662
chen,isomap,10,1,269.5218951691334,6.904122960257282,0.05882662156155678,0.017824793
chen,isomap,15,1,252.13452253535453,5.597861632627235,0.05921510422824966,0.048107773
chen,isomap,25,1,218.26965515502542,4.505657704603082,0.13541839497836886,0.03650341
chen,isomap,30,1,205.58651821739102,4.373757176093556,0.13380500465319076,0.026118413
chen,isomap,35,1,196.14124474400435,4.300715425948644,0.13866507116632185,0.026912982
chen,isomap,40,1,187.5376908737852,4.225673723375499,0.13520225078246045,0.024771737
chen,isomap,45,1,180.21742780148844,4.146404756243,0.13315874555934948,0.022928543
chen,isomap,50,1,173.68841487799006,4.161700002901115,0.13205865938967004,0.025363836
chen,isomap,60,1,164.1936938169494,4.129774818729806,0.14108175206472753,0.022466399
chen,isomap,70,1,155.70544790918345,4.157305888019711,0.1371255715288705,0.012227378
chen,isomap,80,1,148.56763175262495,4.173405181659843,0.13655683830138501,0.0032686805
chen,isomap,90,1,142.6137400653127,4.17209464401609,0.14252228105268075,0.0007964101
chen,lle,2,1,1522.9398267784636,66.31390796323241,0.0006634702450204889,-0.12790865
chen,lle,3,1,1208.761849869986,28.10346578520524,0.0026931158723631035,-0.07318269
chen,lle,4,1,934.289697037889,17.139465599168794,0.002725092091604361,-0.03417123
chen,lle,5,1,820.6936603366764,18.88028912770362,0.0036984963530719366,-0.03868318
chen,lle,8,1,497.14286268737436,12.152525811344255,0.012428079482990115,-0.062217463
chen,lle,10,1,379.95210655565626,8.550044594528208,0.03448840745216008,-0.042867865
chen,lle,15,1,211.1001025807177,6.304652390521858,0.06282634778648971,-0.07314848
chen,lle,25,1,153.01181854319248,5.16114209715179,0.0590842319941275,-0.0720557
chen,lle,30,1,131.56234225914443,4.970422372349656,0.06790163475771692,-0.07571599
chen,lle,35,1,111.60198155505095,4.896334360475048,0.07263958050376505,-0.09499353
chen,lle,40,1,97.38020298639694,4.798492655053756,0.0847770681328407,-0.09946908
chen,lle,45,1,86.64080359770252,4.814278140837675,0.08641350264004011,-0.08829219
chen,lle,50,1,77.66394274622296,4.710846707887332,0.09486130245237201,-0.092270605
chen,lle,60,1,66.4378085364139,4.6215499401622715,0.11009613166393531,-0.09971527
chen,lle,70,1,57.62072117543913,4.651621583232985,0.1137201261253238,-0.11058008
chen,lle,80,1,51.39279465579163,4.543862475060599,0.11793535821587983,-0.12023482
chen,lle,90,1,47.137687583262476,4.48886343969634,0.12110940119975974,-0.12273244
chen,umap,2,1,1589.1098279040452,24.266530097007585,0.017381172948281492,0.14065832
chen,umap,3,1,1728.3729430498593,14.711770931734343,0.02512886085551566,0.17117302
chen,umap,4,1,1538.1100555072114,15.22698366075936,0.02868540322742044,0.18806526
chen,umap,5,1,1485.9435416254294,12.258132966669335,0.04874092615059174,0.17088994
chen,umap,8,1,1479.0270713759462,11.95336860916087,0.040018084589216914,0.1628716
chen,umap,10,1,1491.9010307240299,12.53071359831416,0.03516639545017341,0.16761109
chen,umap,15,1,1500.4065541505006,11.54299015582741,0.05256803244611423,0.16888374
chen,umap,25,1,1492.4025658319804,11.894409251604745,0.04241814563839021,0.16399111
chen,umap,30,1,1482.0258801627378,12.396642439237079,0.03773574194462089,0.16246873
chen,umap,35,1,1499.7706760390965,11.95238752626499,0.04150611328467555,0.170866
chen,umap,40,1,1508.179246727421,11.96419502415217,0.04843970713031299,0.16548507
chen,umap,45,1,1530.0615779542375,12.503475576761554,0.04005243068954411,0.1672471
chen,umap,50,1,1501.2726580322367,13.15760822623692,0.03488707074938341,0.16215567
chen,umap,60,1,1515.5620226534977,12.047770618494972,0.028022994687943056,0.17046282
chen,umap,70,1,1492.1459259991957,11.797325816507884,0.05349633224028914,0.16977267
chen,umap,80,1,1518.3333730399502,11.764757460449713,0.039659116764828646,0.16831636
chen,umap,90,1,1512.2638519432949,12.586886206608089,0.026266804796481184,0.16413331
chen,umap,100,1,1509.6495086396924,11.783411465373474,0.045254267656929685,0.16452888
chen,spectral,2,1,1091.9437619825862,95.81883578124375,0.0028428130582144762,-0.026093906
chen,spectral,3,1,1179.707984848702,48.32938852955029,0.006100289653818666,0.015602132
chen,spectral,4,1,608.7579618722323,45.973906027810884,0.004001419743951353,0.08283003
chen,spectral,5,1,680.6027004973748,44.64179327609522,0.003993773245634893,0.09894459
chen,spectral,8,1,533.0499293717991,18.987086944947052,0.027763569963073883,0.08828504
chen,spectral,10,1,334.32742664559316,15.325397284602603,0.032863364302822565,0.056679107
chen,spectral,15,1,221.58309348345108,7.52932512533626,0.11294645508844343,0.08407774
chen,spectral,25,1,132.55979528292806,6.928981076896394,0.128634385441379,0.03492828
chen,spectral,30,1,108.58526526598446,7.103225088337668,0.11449856407864274,0.023590626
chen,spectral,35,1,92.35116811373967,7.067663723210676,0.12004529155698168,0.009103321
chen,spectral,40,1,81.7602186975962,6.783570077511819,0.12106385964373616,-0.0007994905
chen,spectral,45,1,72.36606714070653,6.631101797519772,0.12351940676021617,-0.017348766
chen,spectral,50,1,66.13782862216456,6.562174439248735,0.12103654738753389,-0.0070980513
chen,spectral,60,1,55.72503754895122,6.553647960626757,0.12358965521365738,-0.0014576894
chen,spectral,70,1,49.22237022265082,6.591027740654403,0.12341134827857722,-0.0073559484
chen,spectral,80,1,43.46134522264658,6.539927221570785,0.12236489258708315,-0.011630192
chen,spectral,90,1,39.250784418688355,6.4348967074871455,0.11737596801209478,-0.015600766
chen,fa,2,1,205.7726971277531,33.95608880061352,0.007925520719091918,-0.20675123
chen,fa,3,1,326.7217037856899,28.479211368109528,0.008616831994376304,-0.09092453
chen,fa,4,1,335.20720234991353,21.108314880044134,0.014908292420865792,-0.04195157
chen,fa,5,1,413.4710896516799,16.07498282856855,0.015701426826737145,0.028651113
chen,fa,8,1,459.2721947991172,8.973185332361544,0.047782527435737944,0.13362218
chen,fa,10,1,337.0786351978308,8.758545792497896,0.04195772173911611,0.14167583
chen,fa,15,1,258.8311119214703,5.427152892128005,0.056932669774710024,0.16711056
chen,fa,25,1,178.51379044142945,3.7205583451196933,0.14530689217955986,0.19572654
chen,fa,30,1,143.0832549909454,3.7520796168314865,0.12924931912150717,0.16816284
chen,fa,35,1,135.862587235463,3.2947134385533525,0.18114915027945216,0.15375262
chen,fa,40,1,122.12182038389044,3.114147642171661,0.14911418000010704,0.14762104
chen,fa,45,1,110.17208505293415,3.100269182617545,0.133634002215202,0.12996405
chen,fa,50,1,103.23330875100847,2.9556606955069205,0.12651345738141154,0.12213802
chen,fa,60,1,87.08012529130909,2.953730114370946,0.1281306916490251,0.095120095
chen,fa,70,1,75.39513418530392,2.9067524900528317,0.13252596280085324,0.0797445
chen,fa,80,1,66.93967858977031,2.9837845833139167,0.1315868754786589,0.060759723
chen,fa,90,1,59.88467190860828,3.0174736978158605,0.13126704605225656,0.047459606
chen,nmf,2,1,490.4334626254706,50.982300656734445,0.00686868170516609,-0.119797334
chen,nmf,3,1,634.7177708863463,31.178223621860166,0.008647399241896387,-0.018425034
chen,nmf,4,1,732.9634151430606,21.26972823955208,0.01944909400667338,0.028237699
chen,nmf,5,1,717.3211488540173,15.617272732694515,0.021470900656036258,0.08061535
chen,nmf,8,1,736.0796371360343,10.39261304453483,0.04116465133568002,0.15993434
chen,nmf,10,1,708.9737639753167,7.38131022690185,0.09032808812512683,0.18200666
chen,nmf,15,1,480.1034155641196,6.43489600641113,0.09692223191819183,0.11684435
chen,nmf,25,1,380.0851805953137,4.5537762328419324,0.14324335363886104,0.19859403
chen,nmf,30,1,313.08716593178764,4.14628033768031,0.0918188260247595,0.19184172
chen,nmf,35,1,328.642449792323,3.752436246441013,0.11524392198107886,0.19699235
chen,nmf,40,1,308.13553351559204,3.6263145538174095,0.13806285925207912,0.19986072
chen,nmf,45,1,325.34196648079933,3.4865076626873472,0.14820340847905972,0.19584502
chen,nmf,50,1,284.8430561716445,3.435381322290483,0.16641705276195337,0.18745752
chen,nmf,60,1,249.42912614249911,3.4379607189736117,0.1925653807417529,0.16635263
chen,nmf,70,1,254.20412855715972,3.1233692401130124,0.14561960489143164,0.16143693
chen,nmf,80,1,216.87105332366357,3.3108890914326796,0.1306240091336674,0.15617305
chen,nmf,90,1,226.57724701156837,3.2439242789370173,0.15931732183660502,0.14447935
chen,fica,2,1,375.09242203204815,51.09217722550666,0.004728746517408221,-0.14651671
chen,fica,3,1,391.08762568377045,31.579208413467757,0.005092072695559719,-0.05087152
chen,fica,4,1,495.5161682180822,15.40920412083802,0.03029769347220822,0.023186082
chen,fica,5,1,542.7474981384935,11.222518575372261,0.03949641059815631,0.100834444
chen,fica,8,1,521.7717244849798,8.073066179874724,0.07126076555499813,0.1338341
chen,fica,10,1,373.7174688895398,6.2044642906418845,0.09215157294364781,0.14592503
chen,fica,15,1,271.0800038585367,4.975871753322202,0.16688997762521673,0.13487588
chen,fica,25,1,195.34362232620575,3.288016041382112,0.24609048752282708,0.12934336
chen,fica,30,1,166.61713933610773,3.1762202499495467,0.284525255051795,0.10583743
chen,fica,35,1,150.82198719646635,3.1304195333535714,0.25487859887732284,0.08647249
chen,fica,40,1,137.13657014071927,3.092670892536257,0.2656570018843119,0.071605444
chen,fica,45,1,126.85055327791672,2.982402536567357,0.24596216035820856,0.06029283
chen,fica,50,1,116.79120524606462,3.00115364080288,0.23698039317637373,0.0481099
chen,fica,60,1,99.59295819151119,3.089699168860158,0.22341648082353532,0.028179256
chen,fica,70,1,88.36952270822742,3.1293327413291476,0.21213341800530636,0.014908478
chen,fica,80,1,77.7818237671481,3.233399371941535,0.19440509351541596,0.006023088
chen,fica,90,1,69.22400489307915,3.3620779276973902,0.18478320812554042,0.001241774
chen,lda,2,1,7939.3036977714455,783.4100003772123,1.9167179660521792e-05,-0.05167533
chen,lda,3,1,2894.273087979665,28.999955834208688,0.0013642434556161637,0.056363437
chen,lda,4,1,3505.104166488214,16.75022272109959,0.0029439475081479657,0.098722264
chen,lda,5,1,3904.825718479834,11.023364415714608,0.006602289449392924,0.17546685
chen,lda,8,1,2180.5261505580597,17.00602803961599,0.022593928357380024,0.21118468
chen,lda,10,1,1793.111495349116,20.132626370746046,0.01294095922410964,0.28531015
chen,lda,15,1,1526.0877624020138,8.76704342902417,0.05106959585939254,0.3172543
chen,lda,25,1,847.3715075275587,5.359333948028727,0.14990279183075086,0.27640238
chen,lda,30,1,819.4974411833031,5.632296724370259,0.10955637180332256,0.23820323
chen,lda,35,1,1075.790204059878,5.4141087903913965,0.12757691385334288,0.3075655
chen,lda,40,1,1591.1559032118737,4.431804800691465,0.1450091929425088,0.3696567
chen,lda,45,1,643.7385153853111,6.544000018742432,0.09729795193578945,0.23302498
chen,lda,50,1,605.1001691163447,6.922281401430649,0.06212779877888109,0.2352223
chen,lda,60,1,802.4650983184418,6.161190570964586,0.10648319514055654,0.23821816
chen,lda,70,1,832.7454501081583,5.7998503096671294,0.11491073271561959,0.2628556
chen,lda,80,1,522.7291909409211,4.75168342303943,0.16069424205777424,0.17992868
chen,lda,90,1,763.437302829752,4.438314168379981,0.15215304394426313,0.2359218
chen,mctsne,2,1,1495.322697918828,19.930495518574386,0.007044722639028164,0.122738115
chen,mctsne,3,1,1387.0137506106896,8.518007922046692,0.07367675723037419,0.18071686
chen,mctsne,4,1,1311.3903232769476,8.105175037853764,0.07508659071625906,0.20072939
chen,mctsne,5,1,1216.8357831964843,8.136484252239137,0.06265121874153719,0.20183721
chen,mctsne,8,1,1249.5789531363243,6.716289146088118,0.09970550451817256,0.21364431
chen,mctsne,10,1,1211.3928468373115,6.358064485397624,0.09431888691115174,0.19819744
chen,mctsne,45,1,0.08519633912841909,3399.3054883936065,7.098350082221609e-09,-0.8678695
chen,mctsne,70,1,0.7968973152663779,343.86986010584,1.5389335736342968e-09,-0.9409189
chen,mctsne,50,1,0.4720394737268776,749.8683258327,2.4783293268377375e-09,-0.84272313
chen,mctsne,80,1,1.0280966847201871,18.308722559296704,2.549255203402595e-08,-0.9596236
chen,mds,2,1,224.70554005069454,48.393473414817656,0.008757495464549014,-0.073466
chen,mds,3,1,183.70385343741748,24.911158339621554,0.025344350980969182,-0.04359281
chen,mds,4,1,146.34905042189388,17.932571206884372,0.02773396716168738,-0.044500247
chen,mds,5,1,123.23603823832327,22.663598071670055,0.021743712722150754,-0.0387454
chen,mds,8,1,101.41061019952929,13.35665085586967,0.06040446658995043,-0.03328608
chen,mds,10,1,93.66929020793685,12.689141368266611,0.05071298865478306,-0.028701631
chen,mds,15,1,82.84466420133667,12.27295548254739,0.06679064234893729,-0.026881877
chen,mds,25,1,71.55848187219432,12.300645122485033,0.07193297316057486,-0.028831914
chen,mds,30,1,69.74947637568995,12.100711657777191,0.0800024185920193,-0.027776344
chen,mds,35,1,66.84480939448173,11.968398790262997,0.0751446672947627,-0.029139558
chen,mds,40,1,66.03822604863456,12.013694702285054,0.06592441464607238,-0.028717717
chen,mds,45,1,65.03990490782057,12.098492633620715,0.06505496623947331,-0.029895985
chen,mds,50,1,64.00369525450249,12.134818696014976,0.0762534183033441,-0.030105347
chen,mds,60,1,63.10575993668993,12.100408455855344,0.07146252792149774,-0.030295705
chen,mds,70,1,62.05286942979457,12.016887970340342,0.07381069184682057,-0.030080505
chen,mds,80,1,60.98134047711149,11.851909981578917,0.07505457901799298,-0.031527694
chen,mds,90,1,60.4605719144412,11.68575881829786,0.07864208542314577,-0.031296544
macosko,pca,2,1,2272.006723270839,12.36586168854714,0.03570886061151703,0.11383898
macosko,pca,3,1,2439.2073135452947,8.122373803627355,0.05929884583787904,0.15608834
macosko,pca,4,1,2631.7707724701245,6.131486184190886,0.08855874115714421,0.24498366
macosko,pca,5,1,2494.7778431405623,5.889319592185547,0.0971823165102201,0.1980648
macosko,pca,8,1,2504.3722436083685,3.7791351187593496,0.1555996900892591,0.22545883
macosko,pca,10,1,2478.0965459635618,3.667427363635119,0.16405383259338843,0.2262788
macosko,pca,15,1,2401.982437136611,2.8988217165832952,0.18410994165434108,0.22017875
macosko,pca,25,1,2275.9899804390625,2.617283904598857,0.250401092188056,0.2480236
macosko,pca,30,1,2236.8563844411315,2.5881470458142455,0.25276465619655497,0.26892486
macosko,pca,35,1,2200.155443472377,2.5256357644683973,0.28563435865315573,0.26106575
macosko,pca,40,1,2168.4237113546624,2.4048129564497915,0.35167119157482374,0.26548684
macosko,pca,45,1,2137.8749707718025,2.4467351030244067,0.32939580561053733,0.26361635
macosko,pca,50,1,2110.937025845252,2.364978108505346,0.39202084142125926,0.26156414
macosko,pca,60,1,2057.9158782252907,2.3474619061025974,0.4086738485750704,0.25288162
macosko,pca,70,1,2009.7106807845826,2.3417152254473685,0.3997544015759487,0.2424675
macosko,pca,80,1,1965.5223184649358,2.342551801088329,0.4053113206241263,0.23680122
macosko,pca,90,1,1924.423079616702,2.357982674054856,0.403886374196632,0.23190713
macosko,umap,2,1,4665.504398729763,24.78500821877023,0.0103133427314511,-0.00029018396
macosko,umap,3,1,4707.9522804608205,6.201692298729301,0.07483437635969975,-0.025480565
macosko,umap,4,1,4410.331167360677,4.433597438062463,0.10822516741960021,-0.034795396
macosko,umap,5,1,4095.78374073331,5.043364953722976,0.10036889116522506,-0.017761242
macosko,umap,8,1,4324.164172121303,4.878692719228366,0.11075857265636212,-0.012812998
macosko,umap,10,1,4159.621764556502,4.893187309748176,0.08768695362443626,-0.007944323
macosko,umap,15,1,4243.478058687327,4.728438144470082,0.10753287629495681,-0.01681863
macosko,umap,25,1,4291.20945419346,4.942327474196881,0.10940869702073397,-0.018345725
macosko,umap,30,1,4234.920720124367,5.341667537375091,0.0649384905326509,-0.012081888
macosko,umap,35,1,4180.674503202118,4.392371861803387,0.10929626117704849,-0.015606323
macosko,umap,40,1,4214.726288545853,4.928870250778066,0.09509831015050678,-0.009916573
macosko,umap,45,1,4241.721779590331,5.031884186529834,0.08386281004582416,-0.018861456
macosko,umap,50,1,4173.724667165648,5.084624252861531,0.08741053614839821,-0.010984487
macosko,umap,60,1,4269.899693494284,4.915160375706012,0.098884792619354,-0.0074492022
macosko,umap,70,1,4182.141927464866,4.858405934816976,0.09948832012593099,-0.011313556
macosko,umap,80,1,4207.846369649067,4.770445673271247,0.10965821074584581,-0.015731644
macosko,umap,90,1,4251.191336349116,4.4779270254054095,0.13545475005321056,-0.0127030425
macosko,lle,2,1,2085.6290711568095,16.999919487437243,0.023251599082864064,-0.24164188
macosko,lle,25,1,507.5788498304691,3.3851280829867014,0.2252796863179538,-0.056843553
macosko,lle,35,1,463.11315169900433,3.43397516724492,0.17846278787735909,-0.046860833
macosko,fa,2,1,3133.2138956215085,8.004886392313542,0.008345370610052383,0.36166757
macosko,fa,3,1,2688.209814249274,3.446705972834161,0.07902756582657701,0.3107716
macosko,fa,4,1,3839.6652083630693,4.088987922395947,0.0785535522573832,0.30718288
macosko,fa,5,1,4301.092127953933,3.83986732421466,0.07952847445454614,0.41074708
macosko,fa,8,1,3359.299672585607,3.0131038972758257,0.08064715357622214,0.4039279
macosko,fa,10,1,2973.1817625260974,1.2848486397529137,0.13848225884311166,0.40739515
macosko,fa,15,1,2310.6812701162635,1.3711193871314542,0.16081682036121187,0.34475598
macosko,fa,25,1,1320.0629398387318,1.5736624021198686,0.20023762124174377,0.35780436
macosko,fa,30,1,1217.4246740064377,1.6197730599316291,0.16712121876343042,0.36448804
macosko,fa,35,1,1012.0789568849872,1.833631023514883,0.15025356047101707,0.355044
macosko,fa,40,1,864.3839977728834,1.9949102452950604,0.13233721751698552,0.3481604
macosko,fa,45,1,770.5301077094947,2.1786922874535963,0.11679392735460203,0.3431901
macosko,fa,50,1,679.6430058361746,2.292967383446371,0.10881019226485192,0.33975643
macosko,fa,60,1,559.3534660023124,2.5033053880432043,0.097602704779481,0.3240891
macosko,fa,70,1,478.6282255394424,2.780223824243231,0.08564636384275863,0.31172854
macosko,fa,80,1,418.6059612005112,2.956319723334461,0.07885036819429704,0.3083538
macosko,fa,90,1,372.42715268758997,3.1807895737648053,0.072795586318936,0.30517066
macosko,nmf,2,1,3623.990323389032,11.273094013043343,0.0356882899729801,0.1815433
macosko,nmf,3,1,4582.430140839769,4.954841034130958,0.09127096233977915,0.22102793
macosko,nmf,4,1,5707.811436801689,4.637718006674352,0.14271724624118776,0.3778745
macosko,nmf,5,1,5306.850119395709,4.494901223052893,0.1373782834032223,0.38337258
macosko,nmf,8,1,4182.2504634045545,2.792884999009845,0.1794137585823764,0.31746668
macosko,nmf,10,1,3975.213396786512,2.690043371727713,0.19771424756360886,0.38612363
macosko,nmf,15,1,2937.0517564220827,1.9436337283936236,0.19809948331115768,0.3134237
macosko,nmf,25,1,1819.214720387241,2.2274329715923686,0.2412541362497673,0.22721979
macosko,nmf,30,1,1788.0033877661108,1.8767440132712254,0.3856645054682347,0.2892014
macosko,nmf,35,1,1372.4487639517904,1.9899832837708,0.34729192182977087,0.24624808
macosko,nmf,40,1,1351.6530925783163,1.9701339461437468,0.3731305480193771,0.26060936
macosko,nmf,45,1,1403.1053602944357,2.0117922686360425,0.36062886549700357,0.22996807
macosko,nmf,50,1,1543.1946623035074,1.977696019007446,0.3873776368145101,0.21348718
macosko,nmf,60,1,1378.8921671912556,2.057052742673885,0.3829290921367773,0.20860195
macosko,nmf,70,1,1496.2527474934268,2.0552256499122104,0.3738404089156958,0.20743573
macosko,nmf,80,1,1718.9542796485562,2.0015986972701696,0.35841182178236775,0.1754532
macosko,nmf,90,1,1486.0924380888434,2.085559000329378,0.35535483007819796,0.16280015
macosko,lda,2,1,33028.992365345395,65.16822074467929,0.003979027707058162,0.2350922
macosko,lda,3,1,34855.35766022171,8.202511414926187,0.07171696168511028,0.27912876
macosko,lda,4,1,34019.31688816206,6.9895940553151235,0.06266529134249198,0.48139226
macosko,lda,5,1,5538.787708313957,5.231046271795951,0.058377983325995086,0.09960224
macosko,lda,8,1,3895.310264828425,4.471572501567428,0.06566803388432421,0.20168962
macosko,lda,10,1,3119.1703033021827,3.5868286801725553,0.06627063482475931,0.21317327
macosko,lda,15,1,3474.9866888877673,2.229705082449037,0.09957023202837899,0.26594365
macosko,lda,25,1,2645.991288532015,2.2784773826986098,0.17356244012616354,0.16847579
macosko,lda,30,1,2470.2875820242916,1.1597527350536956,0.5265094813282942,0.24123308
macosko,lda,35,1,2357.941047713516,1.5858670696876276,0.16227585006984593,0.17870624
macosko,lda,40,1,2282.405354674289,1.799033877799143,0.21281237868365505,0.13318077
macosko,lda,45,1,2604.5847424198723,1.5512669819710672,0.23734403778918953,0.27371344
macosko,lda,50,1,1714.7363433841838,1.4445601480187016,0.3001440274916254,0.17025778
macosko,lda,60,1,2035.3491418601418,1.6054426279675393,0.17199623413324047,0.18273962
macosko,lda,70,1,2079.92684152141,1.7238127637803788,0.15738619242867452,0.14623556
macosko,lda,80,1,1615.3302552792015,1.2958193689871544,1.0162700258598996,0.19383371
macosko,lda,90,1,1829.7823399669976,1.8854610369990146,0.1376931373228427,0.20223504
macosko,mctsne,2,1,3107.8360816039617,3.4199497755308266,0.06801608270891465,0.0044878554
macosko,mctsne,3,1,2864.0624294454838,2.576737286639625,0.13331851424006033,0.030189482
macosko,mctsne,4,1,2849.477421134062,2.1543116567623617,0.1924957692598636,0.03928611
macosko,mctsne,5,1,2840.3831209936843,2.112064478430184,0.20845326437608763,0.057656612
macosko,mctsne,8,1,2642.072598048169,2.044248487416201,0.20001564777024736,0.060997773
macosko,mctsne,10,1,2686.4590611127396,2.065952767978142,0.209673458719381,0.073895164
macosko,mctsne,70,1,0.5541011028993311,77.20166032278978,3.628040186852475e-08,-0.9494287
marques,umap,2,1,1379.269535243584,5.946995086655145,0.0584240858833518,-0.027008573
marques,umap,3,1,1512.0759151816753,5.81872134099935,0.06275383279558826,-0.008779788
marques,umap,4,1,1499.5419386364267,6.330542771958169,0.05760020690732283,0.0039173877
marques,umap,5,1,1467.2614978548136,4.454302203892167,0.11205891961456398,0.0019645866
marques,umap,8,1,1446.9298352069804,4.306437999865104,0.12615739891744063,-0.0070868516
marques,umap,10,1,1488.6448298515893,4.33341585891681,0.11935215830010922,-0.0035383406
marques,umap,15,1,1412.875280931578,4.5363406552968595,0.10931712773292442,-0.0017228269
marques,umap,25,1,1403.0716119194208,4.384364558324908,0.11684536675991113,-0.0064878
marques,umap,30,1,1435.084719906393,4.545007904458247,0.1083009518847869,-0.004527743
marques,umap,35,1,1431.7340321883614,4.552659456025978,0.10918170251079828,-0.008518642
marques,umap,40,1,1470.1324774658785,4.529312981063464,0.10868201687027654,-0.0017891662
marques,umap,45,1,1422.2424162780471,4.342604618937742,0.11809539439477858,-0.006149541
marques,umap,50,1,1444.9387417807711,4.3068838901322914,0.11999053813403127,-0.0026100697
marques,umap,60,1,1433.4462754946092,4.304125323368247,0.12584464677375992,-0.0068407985
marques,umap,70,1,1476.9342169578397,4.5998454524014445,0.10669831058838872,-0.004828848
marques,umap,80,1,1443.5388260517855,4.585189963918238,0.10410273091017631,-0.0018130479
marques,umap,90,1,1450.4059229795407,4.428005600554277,0.11752168851200087,-0.007576565
marques,pca,2,1,322.39551829262706,10.752277076343843,0.03847994923136405,-0.15338086
marques,pca,3,1,346.4095261697299,6.876122997923351,0.07227850722412181,-0.08164297
marques,pca,4,1,323.8951219239041,5.102440919850496,0.1384224274617448,-0.06669737
marques,pca,5,1,324.67594280129913,4.79941919630975,0.15727839633905835,-0.049391095
marques,pca,8,1,317.6613623096202,3.796345825753868,0.23180329651309764,-0.024892952
marques,pca,10,1,310.8022331199151,3.5460840969475367,0.2592939372212548,-0.010944679
