dataset,method,dimensions,log,calinski-harabaz,davies-bouldin,dunn-index,silhouette-score
simk4easy,spectral,10,1,53.83910239001533,1.737046214622265,0.7456847319703682,0.19561732
simk4easy,spectral,25,1,16.60915322428946,3.3988134857024397,0.45281393298267536,0.03889257
simk4easy,spectral,50,1,7.5572792736465,5.197521209041179,0.28255660222052187,0.024246559
simk4easy,spectral,100,1,3.6086159380543017,7.6443701281846135,0.15853896629059777,-0.0075652543
simk4easy,spectral,250,1,1.2162295029889407,13.392743234323996,0.11685998165922197,-0.031802185
simk4easy,mds,10,0,87.7493577330636,1.899883024005784,0.8279972381720331,0.17248124
simk4easy,mds,25,0,72.28596803240588,2.099696914638621,0.8040311585702458,0.15263227
simk4easy,mds,100,0,64.32751861994885,2.4309847738913932,0.7001452265470078,0.13597013
simk4easy,mds,250,0,63.062223580187855,2.503446884653644,0.6799256736915913,0.13306057
simk4easy,mds,500,0,62.734144649473514,2.523206462587757,0.6746480069190467,0.13227133
simk4easy,mds,1000,0,62.598048727276364,2.5330704421603287,0.6717438798898314,0.13194543
simk4easy,mds,2500,0,62.52841773261302,2.5372497701365226,0.6706634748746345,0.13177492
simk4easy,mds,5000,0,62.51474782145293,2.5371830417252035,0.6706864576674277,0.13176495
simk4easy,mds,10000,0,62.50079853435513,2.5387481296973933,0.6702253731312153,0.1317208
simk4easy,mds,15000,0,62.49606360381976,2.538934269291896,0.6702102619488943,0.13171186
simk4easy,mds,5,0,115.09077236181743,1.816945470907237,0.8180588893073136,0.20499304
simk4easy,mds,50,0,66.8416081024409,2.302855813724559,0.7386245269853737,0.14145415
simk4easy,mds,5,1,42.615421043091764,15.904807549214095,0.06961912287201417,0.09480913
simk4easy,mds,10,1,28.60383863866585,5.4575720812285144,0.2565460386381378,0.055439472
simk4easy,mds,25,1,17.762107614797927,6.058126774842824,0.2479218387154752,0.035919074
simk4easy,mds,50,1,13.352271128845002,6.305903708974378,0.2404258455409931,0.026078409
simk4easy,mds,100,1,11.146718716526102,6.162633897307208,0.26496620414427074,0.021739898
simk4easy,mds,250,1,9.5896276172201,6.37443951878425,0.26207362295163505,0.018811718
simk4easy,mds,500,1,9.259734318637177,6.37869951796882,0.2668429106363099,0.018540755
simk4easy,mds,1000,1,9.083186661084772,6.435143104839001,0.2642054615256809,0.018290404
simk4easy,mds,2500,1,9.030936737045375,6.409847777120848,0.2652561101493378,0.018287536
simk4easy,mds,5000,1,8.999626439739147,6.458400788228003,0.2627510710613682,0.018171076
simk4easy,mds,10000,1,8.99714201796877,6.447010464181254,0.2634327682284595,0.018173248
simk4easy,mds,15000,1,8.987246955873522,6.459939159352234,0.2628226081564676,0.018138185
simk4easy,fica,10,0,61.20100599990801,1.9142019647735882,0.8888682298772174,0.17695083
simk4easy,fica,25,0,20.533739730737476,3.3987525755082375,0.49558170160516396,0.064030975
simk4easy,fica,100,0,4.949516852955499,7.073093935288885,0.2436529764423442,0.014039917
simk4easy,fica,250,0,1.9787974529962054,11.241366500096238,0.15236018445282287,0.003207089
simk4easy,fica,500,0,1.1401696555590375,14.302926313383082,0.1294281863665738,-3.269169e-05
simk4easy,fica,1000,0,1.1401697200706693,14.30292607472481,0.12942818648309895,-3.2705986e-05
simk4easy,fica,2500,0,1.1401696851140775,14.302926158019073,0.12942818983654172,-3.2685264e-05
simk4easy,fica,5000,0,1.140169679077695,14.302927155506609,0.12942817264267747,-3.268039e-05
simk4easy,fica,15000,0,1.1401696353670323,14.30292607472481,0.12942818648309895,-3.270044e-05
simk4easy,fica,5,0,102.74736810273255,2.0095367729083264,0.7645342335250549,0.19919111
simk4easy,fica,50,0,9.962473538948263,4.942852739107379,0.3458772231628576,0.03191698
simk4easy,fica,5,1,240.44904954862423,0.7150450724502287,2.265528354772503,0.5441861
simk4easy,fica,10,1,69.6151967022501,1.3822358094935487,1.1504180052334831,0.32082495
simk4easy,fica,25,1,22.25461849400524,2.6681486446505054,0.610913922591895,0.10290837
simk4easy,fica,50,1,10.435219131545706,4.147598809857551,0.39796554935607137,0.0066225585
simk4easy,fica,100,1,5.066488846283187,6.328065380226883,0.261660878235156,-0.026025185
simk4easy,fica,250,1,1.9990214268857274,10.792648072756311,0.15595305184138272,-0.018389335
simk4easy,fica,500,1,1.0002087538146072,15.852377261830036,0.10839933319647971,-2.066995e-06
simk4easy,fica,1000,1,1.0002086984616576,15.852377395399245,0.10839933239570973,-2.0590714e-06
simk4easy,fica,2500,1,1.0002087384299319,15.852375960327752,0.10839934703058252,-2.0686807e-06
simk4easy,fica,5000,1,1.0000677574132595,15.852764544564682,0.10840877206287455,-1.8052517e-06
simk4easy,fica,10000,1,1.0002087494867742,15.852376332377872,0.10839934611219154,-2.0501361e-06
simk4easy,fica,10000,0,1.1401697200706693,14.302926305028759,0.12942818648417015,-3.269925e-05
simk4easy,fica,15000,1,1.0002087187174238,15.852376317051553,0.10839934643046222,-2.0545194e-06
simk4easy,fa,10,0,70.53450006320413,1.6956569191994344,0.9986349295671177,0.22223407
simk4easy,fa,25,0,22.532862084958023,3.104606389772748,0.5425965163858918,0.08606912
simk4easy,fa,100,0,5.120553514633766,6.694532206991238,0.2516546295273737,-0.002952097
simk4easy,fa,250,0,2.0015180058657034,11.047699807535237,0.15337398530181517,-0.00936093
simk4easy,fa,500,0,0.9999999483208535,15.85361943851904,0.1083995134562824,-1.3751971e-08
simk4easy,fa,1000,0,1.0000000199015413,15.853619400006139,0.10839952081783713,-1.0494925e-08
simk4easy,fa,2500,0,1.0000001028776169,15.853617011208819,0.10839954713152125,-1.08568186e-08
simk4easy,fa,5000,0,0.9999998037904884,15.853620081362639,0.10839951238688016,-1.3751971e-08
simk4easy,fa,10000,0,0.9999998500411158,15.853622181039135,0.10839949275031693,-1.3993232e-08
simk4easy,fa,15000,0,0.9999999382008768,15.853621260783104,0.10839949504396208,-1.00124e-08
simk4easy,fa,5,0,241.71089766884273,0.8306972459232791,1.9509233908502726,0.47792768
simk4easy,fa,50,0,10.56941570816907,4.575988610571649,0.367790483717535,0.0269039
simk4easy,fa,5,1,235.67967727717897,0.8544089183785761,1.9722016750448308,0.4678426
simk4easy,fa,10,1,69.16584454903324,1.7258962400103879,0.9834953203238243,0.22110751
simk4easy,fa,25,1,22.345598772778423,3.152843424294727,0.5393438654594869,0.08245339
simk4easy,fa,50,1,10.53741071705648,4.6550170809324865,0.3641793762098124,0.02553274
simk4easy,fa,100,1,5.116200542088652,6.756411877293138,0.2507639132268385,0.0009457633
simk4easy,fa,250,1,2.010667480808417,11.009127031622862,0.15510170820928626,-0.0060873623
simk4easy,fa,500,1,0.9999998992771263,15.853619607893439,0.10839952077495892,-9.771136e-09
simk4easy,fa,1000,1,0.9999998992771263,15.853619607893439,0.10839952077495892,-9.771136e-09
simk4easy,fa,2500,1,0.9999998992771263,15.853619607893439,0.10839952077495892,-9.771136e-09
simk4easy,fa,5000,1,0.9999998992771263,15.853619607893439,0.10839952077495892,-9.771136e-09
simk4easy,fa,10000,1,0.9999998992771263,15.853619607893439,0.10839952077495892,-9.771136e-09
simk4easy,fa,15000,1,0.9999998992771263,15.853619607893439,0.10839952077495892,-9.771136e-09
simk8hard,pca,10,0,31.589864059457415,4.0377132101670945,0.23517613904736676,0.038120486
simk8hard,pca,25,0,20.61558708102968,3.2904550699919746,0.41122937816161015,0.036233906
simk8hard,pca,100,0,12.954665994401573,3.758055253817014,0.36545560760297596,0.038770296
simk8hard,pca,250,0,11.450956548752679,3.995781079234363,0.3454386738808183,0.034284115
simk8hard,pca,5,0,23.95680262727699,7.375953902660639,0.16315397383180016,-0.022463467
simk8hard,pca,50,0,15.721604237225595,3.483927734094917,0.3916349895483067,0.044421386
simk8hard,pca,5,1,369.0395127959431,2.0961816667414794,0.26531954430968857,0.46136987
simk8hard,pca,10,1,133.83610948267068,0.8752381026658778,1.6893195449055705,0.4352643
simk8hard,pca,25,1,34.355989144660775,1.6893582786741743,0.8435263266886344,0.18465352
simk8hard,pca,50,1,15.749869223916244,2.581842721046456,0.6196731360037742,0.06583518
simk8hard,pca,100,1,8.211219619433274,3.629473220189399,0.4448069949365097,0.031478286
simk8hard,pca,250,1,3.551396211232139,5.698791299015445,0.2884144414093809,-0.0014645805
simk8hard,umap,10,0,186.1355771129417,4.1077416990181,0.20294975391690376,0.19000329
simk8hard,umap,25,0,190.345999580482,4.106106273138409,0.20652941398941005,0.19085574
simk8hard,umap,100,0,183.68751884575823,4.022939935667632,0.21785786434329268,0.19405964
simk8hard,umap,250,0,187.66606711419482,4.018353626031214,0.21185263736021984,0.18784402
simk8hard,umap,5,0,165.13122267200723,3.907298975024844,0.21692679864533765,0.18131676
simk8hard,umap,50,0,186.95076720961112,3.9718967611882365,0.2201787198607781,0.19099839
simk8hard,umap,5,1,13.597662532195676,5.841657424287123,0.23070058320522224,-0.0031429895
simk8hard,umap,10,1,16.933364835605506,4.771005737564833,0.31590500563320395,0.036413457
simk8hard,umap,25,1,16.052740487915152,4.931488377960783,0.31525411491674676,0.041751094
simk8hard,umap,50,1,16.84378858563574,4.898501405805558,0.2975218163566381,0.048203304
simk8hard,umap,100,1,16.030400402233873,4.95516003643729,0.31322048745432063,0.04463009
simk8hard,umap,250,1,15.961320048090146,5.07927643267281,0.2885911755214102,0.041965183
simk8hard,isomap,10,0,38.507394030184244,4.1123057284818865,0.22162800697187196,0.03888589
simk8hard,isomap,25,0,24.527047908232657,3.8372430639980237,0.30854594992491907,0.036774945
simk8hard,isomap,100,0,14.538539568389572,4.535140397038941,0.2743063216267651,0.017050963
simk8hard,isomap,5,0,53.069684946252586,4.9983854410482955,0.2019928280758783,-5.228295e-05
simk8hard,isomap,50,0,18.400140850003414,4.152813368141902,0.29454386851444997,0.02594216
simk8hard,isomap,5,1,24.6598713636752,6.27296935827751,0.19390548937358215,0.18480605
simk8hard,isomap,10,1,18.344062208237446,5.135119864124679,0.14894622525385656,0.107848465
simk8hard,isomap,25,1,13.324887487414468,4.286553946416392,0.22139036280311233,0.036433693
simk8hard,isomap,50,1,9.434151062251061,4.804853002534514,0.19939575001810061,-0.053196985
simk8hard,isomap,100,1,6.220080656233227,5.150788546630013,0.26227709000337535,0.034007385
simk8hard,isomap,250,1,3.405442395445722,6.714281330081251,0.21680551612654508,-0.006372126
simk8hard,spectral,10,0,48.63103535059187,3.5225585661397445,0.2455276094794653,0.1265642
simk8hard,spectral,25,0,16.66161989716228,3.3014826738264196,0.3704186105717897,0.079385534
simk8hard,spectral,100,0,4.346675847611833,5.705902136485475,0.23629180837697253,0.006995033
simk8hard,spectral,250,0,1.9292143794824674,8.481340650579268,0.16039909808540348,-0.015870932
simk8hard,spectral,5,0,53.65156599114398,4.929435888404063,0.205005341511981,0.03635177
simk8hard,spectral,50,0,8.352490524908175,4.245071734252344,0.2981726794955925,0.03857966
simk8hard,spectral,5,1,224.57152375093565,1.4980344462312498,0.36237839059286026,0.3774406
simk8hard,spectral,10,1,72.86502392418163,1.2460547846393648,1.0043155277339522,0.27202034
simk8hard,spectral,25,1,18.988700244394163,2.5906304989867897,0.549521162232923,0.09341531
simk8hard,spectral,50,1,8.55712744677309,3.8732317736734165,0.36373644917747,0.03232737
simk8hard,spectral,100,1,3.79333081717281,5.654546373311934,0.21334968943566385,-0.011702459
simk8hard,spectral,250,1,1.3126006437791886,10.023992100215866,0.15301258618449856,-0.021809561
simk8hard,lle,10,0,35.13521441944376,2.8847073087953152,0.35928517147558486,0.046344142
simk8hard,lle,25,0,12.025991000200754,4.012256806583879,0.27721616890112666,-0.0019984802
simk8hard,lle,100,0,3.690496642796305,6.174420787741035,0.22883192557403356,0.012075462
simk8hard,lle,250,0,1.7410365142459614,8.934647027347683,0.1716753857074461,-0.0011712746
simk8hard,lle,5,0,63.3371189034988,5.22986730708431,0.1174416102531109,0.00033893422
simk8hard,lle,50,0,6.43963219643298,4.98950851602685,0.24917967721680634,0.00682693
simk8hard,lle,5,1,33.13167149777891,6.578726154711013,0.19454634386689743,0.20071107
simk8hard,lle,10,1,18.38775959720548,4.982015492431186,0.1261329713436264,0.113187954
simk8hard,lle,25,1,7.6712034510303635,4.887775919968211,0.24638228226782422,-0.044377603
simk8hard,lle,50,1,3.8282446056696444,6.139364517772915,0.20758378579344638,-0.08460362
simk8hard,lle,100,1,2.141147389244044,7.35400881318075,0.20323211376802772,-0.06834692
simk8hard,lle,250,1,1.2565315246982847,9.606095107968656,0.17118425839319895,-0.03641805
simk8hard,mds,10,0,19.819008272940888,4.092858540125231,0.31817962138548045,0.048202246
simk8hard,mds,25,0,14.50722846109153,4.282609473722823,0.299884096325235,0.040146608
simk8hard,mds,100,0,11.36886199608931,4.162612002200524,0.3371003721621778,0.0321302
simk8hard,mds,250,0,10.676752073454262,4.349841709790277,0.31953170311947815,0.029492475
simk8hard,mds,500,0,10.469373268678547,4.3920438647145605,0.31671897118617615,0.028865142
simk8hard,mds,1000,0,10.420821605510016,4.395391021774904,0.31563793541364155,0.0286957
simk8hard,mds,2500,0,10.3846453820695,4.399373612529736,0.3147884484731696,0.028546572
simk8hard,mds,5000,0,10.36373936643106,4.41015752576496,0.31370289172914406,0.028435273
simk8hard,mds,10000,0,10.359233080609334,4.409081832972026,0.3139760565222775,0.0284314
simk8hard,mds,15000,0,10.356911331268607,4.407427222593183,0.31411599143630997,0.028417954
simk8hard,mds,5,0,18.598668122199243,4.548379344862619,0.308318880097574,-0.0022541643
simk8hard,mds,50,0,12.59994449666637,4.021848577414726,0.3546064275022604,0.035868987
simk8hard,mds,5,1,1.6104958902239708,14.875900181711879,0.07190981849171545,-0.06930199
simk8hard,mds,10,1,1.8530844181657384,9.572379784231769,0.17949150611646578,-0.037441134
simk8hard,mds,25,1,1.8983385121760732,8.746277486885639,0.19258639389561855,-0.021803038
simk8hard,mds,50,1,1.9344100318416453,8.60293631564732,0.18223832609724713,-0.012948169
simk8hard,mds,100,1,1.8290252872698194,8.166092788359041,0.21330009932169203,-0.007378332
simk8hard,mds,250,1,1.6210549288056364,8.708432020949266,0.19158596695941904,-0.0040224674
simk8hard,mds,500,1,1.6179547758148702,8.680009516154096,0.19362865236305446,-0.00215808
simk8hard,mds,1000,1,1.593288762836219,8.748323746079627,0.19204135386326285,-0.0013099796
simk8hard,mds,2500,1,1.5611543307787739,8.836123232590971,0.19024089640775413,-0.00089062407
simk8hard,mds,5000,1,1.5735230310297639,8.801028927238754,0.1914972852029717,-0.00038451553
simk8hard,mds,10000,1,1.5735871930644427,8.801146709134077,0.19139587312396086,-0.00023108388
simk8hard,fica,10,0,30.146367199444406,4.026967091135933,0.22882568906488077,0.03871072
simk8hard,fica,25,0,13.379802826006989,3.4780536601132837,0.399840453004488,0.024963882
simk8hard,fica,100,0,4.208233836494144,5.591292659682397,0.2889722706711031,0.013027156
simk8hard,fica,250,0,1.8360338809217163,8.542606341085252,0.19164913994086782,0.0022794947
simk8hard,fica,500,0,1.052217797364411,11.422310817614775,0.14301569407118067,-0.00035121918
simk8hard,fica,1000,0,1.0522178118635017,11.422310810351263,0.14301569190867577,-0.0003511903
simk8hard,fica,2500,0,1.0522178910960927,11.422310838828299,0.1430156919076633,-0.00035119028
simk8hard,fica,5000,0,1.0522178753955302,11.422310921164327,0.14301569407118067,-0.00035119773
simk8hard,fica,10000,0,1.0522179400111158,11.422310856446337,0.1430156919076633,-0.00035119924
simk8hard,fica,15000,0,1.0522178081484335,11.422310750831938,0.14301569475186524,-0.00035118067
simk8hard,fica,5,0,18.971161060914635,7.371365158985041,0.17033469639977664,-0.02894451
simk8hard,fica,50,0,7.537809483343328,4.2445731841917285,0.3605713268572722,0.027345639
simk8hard,fica,5,1,357.6404110594738,2.063165545050287,0.24372520489649854,0.45186237
simk8hard,fica,10,1,110.27898412748517,0.8687095838783065,1.5623239846877326,0.4535298
simk8hard,fica,25,1,23.27166780692328,1.9348709680548586,0.7005060123442047,0.17673935
simk8hard,fica,50,1,10.233677419153144,3.057613780957679,0.4634276650998709,0.053597447
simk8hard,fica,100,1,4.882130835470458,4.719933639913332,0.31289430161065307,-0.006588263
simk8hard,fica,250,1,1.9485726615821457,8.041363747937362,0.1938659452830946,-0.02169443
simk8hard,fica,500,1,1.0000103318569344,11.683423885368192,0.13985802495636715,-6.6763528e-06
simk8hard,fica,1000,1,1.000010298317975,11.683423736332397,0.13985802497308225,-6.704563e-06
simk8hard,fica,2500,1,1.0000102962931747,11.68342387164296,0.13985802555125335,-6.708786e-06
simk8hard,fica,5000,1,1.0000102948048184,11.683424055931798,0.13985802483243812,-6.7503406e-06
simk8hard,fica,10000,1,1.0000103390924084,11.683423555218553,0.13985803309592262,-6.692738e-06
simk8hard,fica,15000,1,1.0000297498749224,11.683328486667278,0.13985951255042506,-2.446345e-06
simk8hard,fa,10,0,83.64958869716615,1.1029761451479612,1.423143894178962,0.32600328
simk8hard,fa,25,0,21.06484907724427,2.326395777213164,0.6924522322424316,0.110661894
simk8hard,fa,100,0,4.957446005627085,4.970911693121617,0.3065483643443756,0.010602625
simk8hard,fa,250,0,1.9430309635999217,8.21639635578861,0.1927375132294726,-0.009566841
simk8hard,fa,500,0,0.999999994880792,11.683426583681946,0.13986038809430443,-1.8149104e-09
simk8hard,fa,1000,0,0.9999999783518329,11.683426953169773,0.1398603780280162,-2.2988873e-09
simk8hard,fa,2500,0,1.0000000094766164,11.68342684315395,0.13986038360349579,-1.4640287e-08
simk8hard,fa,5000,0,1.0000000509443572,11.683426217768835,0.13986039477437331,-1.42773064e-08
simk8hard,fa,10000,0,1.0000000235593396,11.683427135063473,0.13986038156156608,-1.3430347e-08
simk8hard,fa,15000,0,0.9999999599226848,11.683426289662314,0.13986039601371544,-1.3672335e-08
simk8hard,fa,5,0,536.9563520552792,1.1588775658903063,0.5307686618131735,0.5113606
simk8hard,fa,50,0,10.142672275281999,3.3936711318009936,0.44443089925087753,0.052482523
simk8hard,fa,5,1,295.724058315954,1.4695731205971234,0.5056795205649263,0.41612858
simk8hard,fa,10,1,64.05075375150795,1.3354888503312778,1.1104152003978942,0.2257287
simk8hard,fa,25,1,19.379100412889,2.453330406032141,0.6890047109540729,0.093619764
simk8hard,fa,50,1,9.475585160515877,3.563172722892591,0.44288872955345215,0.04424804
simk8hard,fa,100,1,4.7835166702470655,5.0982998042846575,0.31073453394846917,0.0103759635
simk8hard,fa,250,1,1.9550426500018343,8.193797146435195,0.19493477169675105,-0.006647089
simk8hard,fa,500,1,1.000000075570494,11.683426668653958,0.1398603861620987,-1.149444e-08
simk8hard,fa,1000,1,1.000000075570494,11.683426668653958,0.1398603861620987,-1.149444e-08
simk8hard,fa,2500,1,1.000000075570494,11.683426668653958,0.1398603861620987,-1.149444e-08
simk8hard,fa,5000,1,1.000000075570494,11.683426668653958,0.1398603861620987,-1.149444e-08
simk8hard,fa,10000,1,1.000000075570494,11.683426668653958,0.1398603861620987,-1.149444e-08
simk8hard,fa,15000,1,1.000000075570494,11.683426668653958,0.1398603861620987,-1.149444e-08
zhengmix8eq,pca,10,0,1103.0382560093942,2.3619047138627036,0.35595589015307394,0.2073988
zhengmix8eq,pca,25,0,740.7591756962428,2.956293197107824,0.29567526611596623,0.16204846
zhengmix8eq,pca,100,0,441.8916642524036,3.8455726368589347,0.23301368619620486,0.11076584
zhengmix8eq,pca,250,0,367.26298751953874,4.166620797258739,0.20578615083813784,0.09015163
zhengmix8eq,pca,500,0,334.46498002690146,4.344937315217102,0.19371845233584012,0.0796979
zhengmix8eq,pca,1000,0,307.63241672440085,4.532014124302853,0.1860239391653381,0.07065001
zhengmix8eq,pca,2500,0,284.05513900533776,4.74677127062755,0.18170767768116006,0.06332738
zhengmix8eq,pca,5,0,1536.459233103698,2.222512215373539,0.4238216957562799,0.23250718
zhengmix8eq,pca,50,0,563.2935833860649,3.4073626428941424,0.2603672127487091,0.13507389
zhengmix8eq,pca,5,1,3554.342260110821,1.5313673666703242,0.5550125144370593,0.34548825
zhengmix8eq,pca,10,1,1971.4314265242117,1.763688245106375,0.5490087382952957,0.30376676
zhengmix8eq,pca,25,1,1124.8155085413896,2.3302666424388176,0.39830859675911023,0.22480862
zhengmix8eq,pca,50,1,693.1420287332536,2.949021406029242,0.3065742253221321,0.1637124
zhengmix8eq,pca,100,1,416.1344014940314,3.7698051270278987,0.24051241571728985,0.105585515
zhengmix8eq,pca,250,1,217.8846180179415,5.150778619089509,0.17988897022124092,0.041938227
zhengmix8eq,pca,500,1,144.5622322778278,6.2575162016014865,0.15266841206751636,0.010145003
zhengmix8eq,pca,1000,1,102.41526056651864,7.358934897390632,0.1350614249755582,-0.010911374
zhengmix8eq,pca,2500,1,75.76717611098775,8.478700968241661,0.12349904522708302,-0.019086307
zhengmix8eq,umap,10,0,14703.033961268204,1.6713345204755474,0.45664492950914654,0.44325122
zhengmix8eq,umap,25,0,14492.976141094432,1.7131327116255877,0.43682388693900787,0.44066975
zhengmix8eq,umap,100,0,14632.66110342154,1.7457564001667987,0.4255996032288521,0.4423875
zhengmix8eq,umap,250,0,14616.249443650848,1.686636042541677,0.45310383370030116,0.44023377
zhengmix8eq,umap,500,0,14959.724471784124,1.7968350340713708,0.411773254936632,0.44367564
zhengmix8eq,umap,1000,0,14633.560470401824,1.8330992284387995,0.3979628176286126,0.43977216
zhengmix8eq,umap,2500,0,14102.786061126559,1.7127315235449672,0.4407092712556815,0.4392105
zhengmix8eq,umap,5,0,13474.846503608276,1.794361195062336,0.39991186887467545,0.4403362
zhengmix8eq,umap,50,0,14547.593852408214,1.8201060902548316,0.40217186181300507,0.44240093
zhengmix8eq,umap,5,1,19162.480591733834,0.8424156720463111,1.3957619810973398,0.53257316
zhengmix8eq,umap,10,1,19588.543709858885,0.8632663359967085,1.368626647453222,0.52697086
zhengmix8eq,umap,25,1,19156.019749295207,0.862473828187136,1.3522989531314034,0.5277257
zhengmix8eq,umap,50,1,18789.734497353216,0.8502797492135447,1.3870545583395137,0.5317229
zhengmix8eq,umap,100,1,18691.502694395254,0.8615556637930999,1.372479044052561,0.5272224
zhengmix8eq,umap,250,1,18443.044016782133,0.8667312144386161,1.3057802509356193,0.5285986
zhengmix8eq,umap,500,1,18544.408473738757,0.8542524472165072,1.329298104029535,0.5312549
zhengmix8eq,umap,1000,1,18023.89879621229,0.8579511711817578,1.2965596006331723,0.528599
zhengmix8eq,umap,2500,1,18769.356975040755,0.8453558068458136,1.445594117169413,0.52978086
zhengmix8eq,isomap,10,0,2159.541144777905,2.297792191146805,0.3453438193131648,0.26893088
zhengmix8eq,isomap,25,0,1459.274591527708,2.752291034955104,0.3102394025182843,0.23139681
zhengmix8eq,isomap,100,0,920.6412896878438,3.5134961984987023,0.2489157891173044,0.17591557
zhengmix8eq,isomap,250,0,724.8692440324317,3.9736904955748673,0.2218134318938044,0.15131699
zhengmix8eq,isomap,500,0,622.4309478888289,4.300495316239227,0.2037052990913349,0.13519679
zhengmix8eq,isomap,1000,0,548.8623424946597,4.622733794120876,0.19199255781397456,0.12265038
zhengmix8eq,isomap,5,0,3152.7420781090464,1.9590148959837492,0.43021566184588633,0.30539128
zhengmix8eq,isomap,50,0,1137.5498475231689,3.1371662692347666,0.2729099088610603,0.20022771
zhengmix8eq,isomap,5,1,3218.563706441996,2.9957796174717313,0.22663452365221082,0.26971224
zhengmix8eq,isomap,10,1,2201.1967342987123,3.498232931839154,0.20155924128067473,0.24893299
zhengmix8eq,isomap,25,1,1607.4050843800962,4.165722819721589,0.176565356586777,0.23018439
zhengmix8eq,isomap,50,1,1352.0731364428755,4.5596518408166995,0.1615670686574043,0.21713446
zhengmix8eq,isomap,100,1,1154.6135837427832,4.888408754821956,0.14975592891395131,0.2049343
zhengmix8eq,isomap,250,1,953.6114116872699,5.311405913580045,0.1348309121999857,0.18559371
zhengmix8eq,isomap,500,1,842.8325543620214,5.609380117202429,0.1263537881733966,0.17090204
zhengmix8eq,isomap,1000,1,745.940757874734,5.846208406949249,0.11109423462735833,0.15129937
zhengmix8eq,isomap,2500,1,599.2503940504354,6.759352426139187,0.11135445222238904,0.11209886
zhengmix8eq,fa,10,0,262.68977676628214,1.7387204383102404,0.5736470697493395,0.27202982
zhengmix8eq,fa,25,0,90.05170007541433,2.5475122690328638,0.1953411425035247,0.07636479
zhengmix8eq,fa,100,0,23.412743916737682,6.227421728488521,0.07326657968345039,-0.14287199
zhengmix8eq,fa,250,0,9.546216026303826,10.264675387841274,0.044942447632289544,-0.18864466
zhengmix8eq,fa,500,0,4.909707227301932,16.04965224792253,0.03007023845606646,-0.19973128
zhengmix8eq,fa,1000,0,2.6478916726524684,23.01585848435868,0.028739387228606215,-0.21706882
zhengmix8eq,fa,5000,0,0.9999999791504743,32.87538249863844,0.05778318659771623,-1.4597676e-08
zhengmix8eq,fa,10000,0,1.0000000389128805,32.87537481028678,0.05778320395334296,-2.0624826e-08
zhengmix8eq,fa,15000,0,1.0000000021489908,32.8753760581038,0.057783206203291866,-2.3061334e-08
zhengmix8eq,fa,2500,0,1.2842170535903115,29.141320114824747,0.04648389019208149,-0.1922843
zhengmix8eq,fa,5,0,911.3420826376538,1.5758333029457288,0.4792613811299771,0.2745959
zhengmix8eq,fa,50,0,45.88008142290301,4.138916037374786,0.11255008929339387,-0.0621025
zhengmix8eq,fa,5,1,847.8856464799948,1.9649575840361173,0.3823359359236069,0.2677401
zhengmix8eq,fa,10,1,273.9855276128855,2.1068052616563193,0.29570111243733793,0.22969545
zhengmix8eq,fa,25,1,99.41656609389692,2.607711714402051,0.23719447900447713,0.06718068
zhengmix8eq,fa,50,1,48.8605681114431,4.349032973791805,0.13584808995220782,-0.08466187
zhengmix8eq,fa,100,1,24.754251333601456,6.449764131809539,0.09406046809625589,-0.14354163
zhengmix8eq,fa,250,1,10.363239421242916,10.221844743547265,0.06222938451684849,-0.17791821
zhengmix8eq,fa,500,1,5.348568922568629,14.278019904529403,0.04650370158939018,-0.18715884
zhengmix8eq,fa,1000,1,2.721561362712938,22.685217230945348,0.02945584564048813,-0.19263498
zhengmix8eq,fa,5000,1,1.0000001358050692,32.875376316251035,0.05778320234005427,-2.3339183e-08
zhengmix8eq,fa,2500,1,1.290372410994721,29.250168475389962,0.04514194240745488,-0.17486136
zhengmix8eq,fa,10000,1,0.9999998211981355,32.87537629770921,0.05778320315674193,-1.752576e-08
zhengmix8eq,fa,15000,1,1.000000093234588,32.87537571691507,0.0577832056255511,-1.7653996e-08
zhengmix8eq,spectral,10,0,369.65289905381616,2.4693181266947373,0.43440913463512876,0.2031364
zhengmix8eq,spectral,25,0,110.03180604809036,4.026469848781038,0.3129369324897255,0.077864714
zhengmix8eq,spectral,100,0,25.22724982545432,7.852875501864122,0.17739715280740878,-0.09551766
zhengmix8eq,spectral,250,0,10.106295676230701,11.733725291760628,0.12603762594955709,-0.12722103
zhengmix8eq,spectral,500,0,5.222234180902217,15.725127199247659,0.10117088597380626,-0.12729785
zhengmix8eq,spectral,1000,0,2.8396021132393234,20.31175630724122,0.0849656021145255,-0.090091296
zhengmix8eq,spectral,2500,0,1.3641814764232825,27.64759172514249,0.06640569807859321,-0.0362622
zhengmix8eq,spectral,5,0,1701.4867155017528,1.7599743061416375,0.5067240941678453,0.3520892
zhengmix8eq,spectral,50,0,51.86797517096489,5.647264243273886,0.24105254661304387,-0.038989168
zhengmix8eq,spectral,5,1,1549.1108429049486,1.589865179863648,0.6232610207076816,0.3151136
zhengmix8eq,spectral,10,1,362.7193075328266,2.1215516487417267,0.5650228224625212,0.16476554
zhengmix8eq,spectral,25,1,109.41636716759234,3.6344851432273373,0.36969067937049654,0.053611312
zhengmix8eq,spectral,50,1,50.23606315798076,5.523829131195223,0.26218400630816374,-0.0036146673
zhengmix8eq,spectral,100,1,24.12200572777503,7.79248459492785,0.19176901542962183,-0.059271846
