dataset,method,dimensions,log,calinski-harabaz,davies-bouldin,dunn-index,silhouette-score
kumar,mds,50,0,368.2022168001236,0.6692726111787562,1.5247166361310596,0.5203418
kumar,mds,5,1,81.50444373904304,1.6190538266395034,0.919781263238938,0.23717391
kumar,mds,10,1,57.54294818507397,1.960127593296539,0.7513215497150726,0.17337403
kumar,mds,25,1,42.234490623935265,2.4138245725349727,0.5968075631471558,0.11960584
kumar,mds,50,1,37.392385158998444,2.6586806936921827,0.535075119294007,0.100292675
kumar,mds,100,1,35.03132357746056,2.8094923823872797,0.5024514613761099,0.09060995
kumar,mds,250,1,33.89285766055223,2.893403156976259,0.4857947293888943,0.08584596
kumar,mds,500,1,33.7038826540648,2.9077719195777956,0.48303617585246444,0.08506245
kumar,mds,1000,1,33.64282637095303,2.912391607878298,0.4821553340230169,0.0848124
kumar,mds,2500,1,33.615640275816936,2.914436347390929,0.4817642174175288,0.084701814
kumar,mds,5000,1,33.60757946326605,2.915020922417082,0.4816539270271508,0.084669344
kumar,mds,10000,1,33.60390291931844,2.915321889223074,0.4815960467046004,0.08465364
kumar,mds,15000,1,33.602576943639114,2.915416716965135,0.4815778126937778,0.084648184
kumar,fa,10,0,28.87511624380664,2.158776895663769,0.5463204753518609,0.26775312
kumar,fa,25,0,10.127076552754437,3.7704231082782402,0.30179986107855555,0.1380443
kumar,fa,100,0,2.448026139667627,8.6377661169369,0.14979634891953245,0.051582515
kumar,fa,250,0,0.999999956871436,12.980783877448365,0.15142797129938854,-3.7751665e-08
kumar,fa,500,0,1.000000067842685,12.98078314553702,0.15142797997234986,-3.111017e-08
kumar,fa,1000,0,0.9999999757704696,12.980783876634169,0.15142797547023312,-2.5866882e-08
kumar,fa,2500,0,0.9999998538959317,12.980782969133202,0.1514279882820285,-4.579137e-08
kumar,fa,5000,0,0.9999999595366842,12.980783772625514,0.1514279733263528,-3.8450775e-08
kumar,fa,10000,0,1.0000001216322425,12.980782935030183,0.1514279840599642,-3.7402113e-08
kumar,fa,15000,0,0.9999998960922107,12.98078370212034,0.1514279792152288,-3.390659e-08
kumar,fa,5,0,75.33975437464626,1.1755231426074084,1.134974466612056,0.43735844
kumar,fa,50,0,4.872679704159117,5.551349942718377,0.19093949155578668,0.12791574
kumar,fa,5,1,79.22586314622848,1.1150839572029712,1.4110429804007973,0.42978153
kumar,fa,10,1,30.000402889068184,2.2355796728959345,0.6433595254487093,0.17971681
kumar,fa,25,1,10.467727247074718,4.065071138487305,0.3276507876280568,0.074261986
kumar,fa,50,1,5.030799166240327,6.019360301187451,0.22029189223005982,0.046430174
kumar,fa,100,1,2.4698127034409074,8.736105606962896,0.160494633140477,0.04585261
kumar,fa,250,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fa,500,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fa,1000,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fa,2500,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fa,5000,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fa,10000,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fa,15000,1,0.9999999367609257,12.980783569669244,0.15142797500942043,-4.124719e-08
kumar,fica,10,0,27.436777194253207,2.4130858802223845,0.5290326896991107,0.16867936
kumar,fica,25,0,10.015246827875028,4.121483983395783,0.2914576897432241,0.08050719
kumar,fica,100,0,2.4527082523041117,8.764775904878036,0.15310186277982912,-0.01409079
kumar,fica,250,0,4.560831448462457,9.107156950524354,0.18436372967404926,0.007716948
kumar,fica,500,0,4.560831230871193,9.107156927687411,0.18436373029381706,0.0077169472
kumar,fica,1000,0,4.560830991710495,9.107156955092238,0.18436374866199792,0.007716942
kumar,fica,2500,0,4.560831260108116,9.107157053023604,0.18436372709782756,0.0077169538
kumar,fica,5000,0,4.560831286317014,9.10715705524637,0.18436372706184093,0.0077169486
kumar,fica,10000,0,1.569915021177114,11.474934668555624,0.1661809786903783,0.0012848949
kumar,fica,15000,0,4.560830880818875,9.107157057067864,0.18436372704653808,0.0077169435
kumar,fica,5,0,67.96939157093792,1.4120306626757249,0.9336487286195261,0.33254024
kumar,fica,50,0,4.87820460905373,6.033927866729723,0.19444279580970789,0.029480817
kumar,fica,5,1,79.2977259160963,1.3675973553528757,0.9992751219141335,0.37330747
kumar,fica,10,1,29.965562620784468,2.300569216745014,0.5767639169314513,0.19546726
kumar,fica,25,1,10.461057978775209,3.9444572207597766,0.3111170871960518,0.09665936
kumar,fica,50,1,5.020583493986131,5.844051762915147,0.20581915804869239,0.05594811
kumar,fica,100,1,2.4695953499276895,8.633525148458292,0.15591343991237386,0.062658235
kumar,fica,250,1,1.0046390851134217,12.954423897196635,0.15154926722066514,-8.6157315e-06
kumar,fica,500,1,1.0091011684799456,12.953918905286733,0.15158457118310295,1.753086e-06
kumar,fica,1000,1,1.0026633532973406,12.973152719707372,0.1514463166692522,-5.9095883e-06
kumar,fica,2500,1,1.009101200156796,12.953919391998147,0.15158456898607472,1.7554844e-06
kumar,fica,5000,1,1.0091011754461727,12.953919071596326,0.1515845701202703,1.7654197e-06
kumar,fica,10000,1,1.009101200156796,12.95391916906848,0.15158456731253125,1.7551417e-06
kumar,fica,15000,1,1.009101163358574,12.953918835563243,0.15158457011082618,1.7609663e-06
simk4easy,umap,10,0,20463.48878343676,0.2173818923688081,3.2784288601599583,0.84879625
simk4easy,umap,25,0,22088.376157302642,0.24021032573935625,2.68599329029454,0.84715796
simk4easy,umap,100,0,23557.19345021069,0.20195907313697142,3.2280673057253786,0.8643175
simk4easy,umap,250,0,14658.332173161834,0.19552525849616956,4.143044619315917,0.8477686
simk4easy,umap,500,0,12119.155412474576,0.24304241625647954,2.9699082997078743,0.8439775
simk4easy,umap,5,0,21096.809387956786,0.22716334597122234,3.0526969901485534,0.85433036
simk4easy,umap,50,0,23097.73842364785,0.23608250435995137,2.7674683586043267,0.8499826
simk4easy,umap,5,1,29933.205217540934,0.6314330016333229,1.1143832474976958,0.63096803
simk4easy,umap,10,1,30700.948449871044,0.6138779457823956,1.1455373142869771,0.6232416
simk4easy,umap,25,1,28169.582878466656,0.6645389289241679,1.073382200540919,0.6131453
simk4easy,umap,50,1,27788.365785025988,0.6508839191822192,1.1113098033066295,0.61206704
simk4easy,umap,100,1,26054.572640841274,0.6362053456099507,1.1138321311640809,0.62517035
simk4easy,umap,250,1,27237.948247653454,0.643297926869682,1.1274221514905305,0.6092492
simk4easy,pca,10,0,177.22066772769037,1.4480192067182083,1.148638891535782,0.30314076
simk4easy,pca,25,0,114.7223348150478,1.794010917859186,0.9310885393290624,0.21733779
simk4easy,pca,100,0,72.19387762179898,2.2885623734360876,0.742804617359393,0.1502091
simk4easy,pca,250,0,64.16266585585196,2.4343686013564314,0.7008033515787525,0.13566315
simk4easy,pca,500,0,63.28275372636699,2.4519413745034,0.6958854092625578,0.13405257
simk4easy,pca,5,0,241.89578200118254,1.8767693696551015,0.742642787395923,0.29625866
simk4easy,pca,50,0,87.79521560216313,2.0609946994007795,0.8164896752692833,0.1755119
simk4easy,pca,5,1,1558.4074736744471,0.32708430169181024,4.610410394854577,0.7648706
simk4easy,pca,10,1,495.63733201111563,0.6142376709484639,2.43967605395813,0.5758815
simk4easy,pca,25,1,165.39698342374274,1.1445818155822716,1.3742676714291964,0.35072857
simk4easy,pca,50,1,82.70539423082019,1.743111909097853,0.9214179325654769,0.20002307
simk4easy,pca,100,1,41.238795308007084,2.548643715766439,0.6391803308238492,0.09953558
simk4easy,pca,250,1,17.20802438544713,4.147508398026282,0.4056556266706356,0.032551453
simk4easy,pca,500,1,9.395864159512866,5.835646002722136,0.2984120998905166,0.019778429
simk4easy,isomap,10,0,255.35618320199504,1.0550287667615623,1.123198932221272,0.3187122
simk4easy,isomap,25,0,170.0805366369496,1.3799681157758799,0.9736368927591178,0.21607296
simk4easy,isomap,100,0,105.87263039689974,1.855405876196554,0.7885276367675803,0.1375358
simk4easy,isomap,250,0,91.57086258598245,2.0351071649645576,0.7362280302704748,0.118439205
simk4easy,isomap,5,0,364.2770973740926,0.7823640149480289,1.259409506577232,0.43806177
simk4easy,isomap,50,0,130.5055252075156,1.6195889972560868,0.8691286406469094,0.16724943
simk4easy,isomap,5,1,598.4896546648416,0.7057605870364638,0.9365870136924075,0.45187727
simk4easy,isomap,10,1,340.46411293051295,1.474945898636312,0.5486797635520475,0.35688016
simk4easy,isomap,25,1,201.12888258023906,2.5606344351183914,0.44701728132854546,0.36807936
simk4easy,isomap,50,1,155.66169623377564,2.8874419273191507,0.39185294697413364,0.3363453
simk4easy,isomap,100,1,109.94066352583495,3.2600137204132706,0.33476832210026924,0.25261697
simk4easy,isomap,250,1,59.8249066947288,4.563474963967468,0.2511240492543301,0.13022028
simk4easy,lle,10,0,51.91420331939958,2.2681770942733728,0.3946420542353955,0.13491842
simk4easy,lle,25,0,16.8476767723046,4.359240164910625,0.25336962109436323,0.018611081
simk4easy,lle,100,0,3.78474276742806,10.28222416540023,0.13530680074449608,0.00520574
simk4easy,lle,250,0,1.5168323607678593,16.130724973210203,0.09017538793285043,-0.007587375
simk4easy,lle,5,0,220.05949616999433,0.9892673098636295,0.7039295257651563,0.51929843
simk4easy,lle,50,0,7.896770962382094,6.863654959553294,0.20286377746129594,0.027391447
simk4easy,lle,5,1,69.4175864088324,2.081433892947728,0.6691299054872536,0.1653379
simk4easy,lle,10,1,42.8857422872731,3.048542261642747,0.38982813669612804,0.21459025
simk4easy,lle,25,1,15.520392657014245,4.894786089055991,0.2270784816032146,0.13053732
simk4easy,lle,50,1,9.526787915397387,4.903624987519499,0.2967701624326754,0.03489185
simk4easy,lle,100,1,4.6389931480011874,6.606286803455983,0.24194616719132733,0.023582608
simk4easy,lle,250,1,1.8419927956006439,10.825906693151635,0.15522279387930366,-0.017776674
simk4easy,spectral,10,0,61.52416713424743,1.821719417382866,0.7836226364568756,0.21036975
simk4easy,spectral,25,0,20.008246616711997,3.393963764510571,0.45459781827051615,0.057051696
simk4easy,spectral,100,0,4.657599316686616,7.1480420542191005,0.22071784875712264,-0.03958142
simk4easy,spectral,250,0,1.9513928740735473,11.293266467099816,0.1479011145714174,-0.0033827126
simk4easy,spectral,5,0,193.5545270154004,1.0263116533669878,1.3240786206592126,0.478091
simk4easy,spectral,50,0,9.461535229474324,4.986401976900731,0.31262612603172546,-0.014751779
simk4easy,spectral,5,1,176.4303529251862,0.7854557134153831,1.3091875904879091,0.48591483
